"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"37"	""	"ROUND- 2"	"115"	"1092"	"307"	"332"	"76"	"69"	"53"	"105"	"33"	"53"	"997"	"464"	"42"	"42"	"37"	"79"	"782"	"67"	"45"	"39"	"49"	"4878"	"0"	"4878"	"0"
"38"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"42"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"43"	"1"	"29"	"5"	"156"	"92"	"51"	"3"	"2"	"6"	"0"	"2"	"5"	"31"	"20"	"4"	"4"	"1"	"6"	"10"	"2"	"2"	"2"	"2"	"406"	"0"	"406"	"0"
"44"	"2"	"30"	"5"	"213"	"40"	"39"	"14"	"3"	"1"	"4"	"4"	"1"	"22"	"44"	"4"	"1"	"1"	"5"	"12"	"2"	"1"	"3"	"2"	"421"	"0"	"421"	"0"
"45"	"3"	"31"	"7"	"130"	"165"	"33"	"9"	"3"	"0"	"3"	"1"	"5"	"127"	"34"	"6"	"4"	"2"	"11"	"15"	"4"	"2"	"0"	"1"	"562"	"0"	"562"	"0"
"46"	"4"	"32"	"2"	"40"	"121"	"49"	"19"	"2"	"1"	"3"	"0"	"3"	"17"	"70"	"6"	"6"	"8"	"6"	"12"	"0"	"5"	"0"	"3"	"373"	"0"	"373"	"0"
"47"	"5"	"33"	"4"	"135"	"19"	"11"	"9"	"8"	"0"	"1"	"3"	"1"	"240"	"52"	"1"	"3"	"5"	"1"	"113"	"3"	"3"	"1"	"0"	"613"	"0"	"613"	"0"
"48"	"6"	"34"	"9"	"3"	"4"	"37"	"7"	"6"	"0"	"5"	"12"	"2"	"5"	"56"	"11"	"9"	"6"	"12"	"90"	"4"	"2"	"2"	"12"	"294"	"0"	"294"	"0"
"49"	"7"	"35"	"0"	"25"	"1"	"612"	"4"	"2"	"1"	"4"	"0"	"3"	"7"	"4"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"671"	"0"	"671"	"0"
"50"	"8"	"36"	"13"	"186"	"5"	"20"	"5"	"1"	"4"	"5"	"2"	"4"	"8"	"61"	"0"	"4"	"3"	"1"	"12"	"5"	"3"	"1"	"3"	"346"	"0"	"346"	"0"
"51"	"9"	"37"	"7"	"132"	"23"	"9"	"3"	"4"	"3"	"4"	"6"	"9"	"3"	"14"	"4"	"6"	"5"	"16"	"54"	"9"	"3"	"9"	"11"	"334"	"0"	"334"	"0"
"52"	"10"	"38"	"4"	"112"	"7"	"12"	"4"	"5"	"3"	"1"	"1"	"6"	"192"	"9"	"4"	"3"	"7"	"9"	"11"	"7"	"1"	"5"	"5"	"408"	"0"	"408"	"0"
"53"	"11"	"39"	"3"	"26"	"39"	"4"	"3"	"4"	"2"	"5"	"0"	"2"	"101"	"1"	"0"	"2"	"2"	"1"	"10"	"0"	"0"	"0"	"0"	"205"	"0"	"205"	"0"
"54"	"12"	"40"	"2"	"0"	"192"	"8"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"6"	"3"	"5"	"1"	"1"	"2"	"0"	"11"	"11"	"1"	"245"	"0"	"245"	"0"
"55"	"13"	"41"	"1"	"2"	"99"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"34"	"2"	"2"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"170"	"0"	"170"	"0"
"56"	"14"	"42"	"2"	"5"	"221"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"102"	"1"	"4"	"0"	"3"	"5"	"2"	"4"	"3"	"2"	"376"	"0"	"376"	"0"
"57"	""	"ROUND- 3"	"64"	"1165"	"1028"	"924"	"83"	"41"	"21"	"36"	"31"	"41"	"757"	"507"	"48"	"54"	"41"	"72"	"351"	"39"	"39"	"38"	"44"	"5424"	"0"	"5424"	"0"
"58"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"63"	"1"	"43"	"9"	"32"	"186"	"6"	"32"	"2"	"1"	"10"	"2"	"1"	"36"	"79"	"4"	"8"	"1"	"4"	"7"	"4"	"0"	"0"	"1"	"425"	"0"	"425"	"0"
"64"	"2"	"44"	"3"	"6"	"56"	"80"	"8"	"2"	"1"	"1"	"1"	"7"	"174"	"194"	"1"	"9"	"5"	"0"	"23"	"1"	"0"	"3"	"4"	"579"	"0"	"579"	"0"
"65"	"3"	"45"	"14"	"35"	"94"	"19"	"11"	"4"	"0"	"3"	"2"	"7"	"52"	"134"	"9"	"8"	"1"	"13"	"35"	"1"	"1"	"1"	"3"	"447"	"0"	"447"	"0"
"66"	"4"	"46"	"1"	"54"	"6"	"54"	"4"	"4"	"10"	"0"	"1"	"6"	"73"	"27"	"2"	"0"	"0"	"2"	"56"	"0"	"1"	"1"	"2"	"304"	"0"	"304"	"0"
"67"	"5"	"47"	"16"	"12"	"25"	"189"	"12"	"5"	"18"	"5"	"8"	"8"	"4"	"167"	"14"	"17"	"4"	"17"	"6"	"1"	"3"	"3"	"5"	"539"	"0"	"539"	"0"
"68"	"6"	"48"	"3"	"54"	"0"	"3"	"5"	"3"	"3"	"4"	"0"	"8"	"284"	"25"	"2"	"4"	"3"	"4"	"17"	"4"	"0"	"0"	"2"	"428"	"0"	"428"	"0"
"69"	"7"	"49"	"12"	"19"	"3"	"120"	"4"	"1"	"0"	"4"	"4"	"4"	"195"	"24"	"5"	"3"	"0"	"2"	"8"	"4"	"1"	"6"	"3"	"422"	"0"	"422"	"0"
"70"	"8"	"50"	"3"	"1"	"129"	"8"	"6"	"2"	"1"	"3"	"8"	"2"	"5"	"158"	"4"	"5"	"1"	"7"	"23"	"0"	"0"	"1"	"1"	"368"	"0"	"368"	"0"
"71"	"9"	"51"	"0"	"1"	"9"	"10"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"486"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"516"	"0"	"516"	"0"
"72"	"10"	"52"	"2"	"6"	"32"	"35"	"1"	"2"	"1"	"0"	"1"	"2"	"24"	"298"	"4"	"13"	"3"	"9"	"56"	"4"	"2"	"4"	"2"	"501"	"0"	"501"	"0"
"73"	"11"	"53"	"8"	"37"	"54"	"8"	"1"	"1"	"4"	"1"	"1"	"0"	"1"	"401"	"2"	"4"	"4"	"2"	"158"	"1"	"3"	"1"	"3"	"695"	"0"	"695"	"0"
"74"	"12"	"54"	"11"	"17"	"16"	"45"	"5"	"5"	"4"	"1"	"5"	"4"	"7"	"96"	"8"	"5"	"3"	"4"	"90"	"0"	"7"	"3"	"6"	"342"	"0"	"342"	"0"
"75"	"13"	"55"	"38"	"22"	"46"	"110"	"10"	"11"	"2"	"0"	"10"	"6"	"23"	"61"	"10"	"8"	"8"	"5"	"54"	"4"	"6"	"5"	"16"	"455"	"0"	"455"	"0"
"76"	"14"	"56"	"9"	"101"	"51"	"5"	"4"	"1"	"3"	"1"	"1"	"2"	"4"	"39"	"5"	"3"	"1"	"5"	"29"	"3"	"3"	"2"	"2"	"274"	"0"	"274"	"0"
"77"	""	"ROUND- 4"	"129"	"397"	"707"	"692"	"104"	"44"	"48"	"34"	"44"	"57"	"883"	"2189"	"71"	"87"	"34"	"75"	"565"	"27"	"27"	"30"	"51"	"6295"	"0"	"6295"	"0"
"78"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"79"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"80"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"81"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"82"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"83"	"1"	"57"	"10"	"41"	"10"	"6"	"3"	"12"	"23"	"2"	"2"	"2"	"1"	"82"	"7"	"9"	"8"	"14"	"94"	"4"	"3"	"4"	"3"	"340"	"0"	"340"	"0"
"84"	"2"	"58"	"6"	"89"	"7"	"5"	"5"	"5"	"13"	"6"	"2"	"1"	"12"	"88"	"5"	"10"	"7"	"13"	"63"	"5"	"0"	"1"	"5"	"348"	"0"	"348"	"0"
"85"	"3"	"59"	"2"	"10"	"11"	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"38"	"1"	"2"	"2"	"5"	"105"	"8"	"5"	"5"	"3"	"204"	"0"	"204"	"0"
"86"	"4"	"60"	"4"	"22"	"7"	"417"	"12"	"1"	"0"	"3"	"3"	"4"	"1"	"47"	"4"	"2"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"538"	"0"	"538"	"0"
"87"	"5"	"61"	"4"	"186"	"18"	"18"	"1"	"8"	"0"	"2"	"1"	"5"	"26"	"62"	"4"	"8"	"0"	"5"	"16"	"2"	"0"	"0"	"0"	"366"	"0"	"366"	"0"
"88"	"6"	"62"	"5"	"41"	"3"	"29"	"4"	"6"	"4"	"7"	"1"	"5"	"4"	"137"	"6"	"15"	"10"	"11"	"27"	"0"	"2"	"2"	"8"	"327"	"0"	"327"	"0"
"89"	"7"	"63"	"5"	"16"	"5"	"2"	"2"	"6"	"7"	"4"	"2"	"3"	"6"	"247"	"7"	"12"	"6"	"29"	"135"	"2"	"2"	"4"	"11"	"513"	"0"	"513"	"0"
"90"	"8"	"64"	"14"	"43"	"15"	"42"	"7"	"3"	"21"	"11"	"3"	"4"	"6"	"124"	"4"	"14"	"2"	"1"	"17"	"4"	"2"	"3"	"4"	"344"	"0"	"344"	"0"
"91"	"9"	"65"	"8"	"21"	"98"	"15"	"2"	"7"	"3"	"2"	"5"	"6"	"30"	"205"	"17"	"18"	"5"	"23"	"27"	"3"	"3"	"2"	"5"	"505"	"0"	"505"	"0"
"92"	"10"	"66"	"6"	"15"	"2"	"0"	"2"	"1"	"1"	"1"	"3"	"2"	"4"	"99"	"7"	"13"	"4"	"19"	"41"	"1"	"6"	"0"	"7"	"234"	"0"	"234"	"0"
"93"	"11"	"67"	"17"	"208"	"54"	"9"	"3"	"5"	"5"	"4"	"3"	"3"	"2"	"59"	"7"	"6"	"7"	"8"	"21"	"1"	"1"	"0"	"1"	"424"	"0"	"424"	"0"
"94"	"12"	"68"	"13"	"216"	"5"	"145"	"7"	"0"	"3"	"3"	"0"	"8"	"1"	"16"	"7"	"7"	"3"	"2"	"6"	"0"	"0"	"4"	"3"	"449"	"0"	"449"	"0"
"95"	"13"	"69"	"35"	"161"	"36"	"83"	"9"	"9"	"8"	"4"	"3"	"5"	"4"	"10"	"5"	"9"	"5"	"6"	"67"	"7"	"5"	"5"	"17"	"493"	"0"	"493"	"0"
"96"	"14"	"70"	"5"	"168"	"13"	"8"	"2"	"3"	"13"	"6"	"0"	"1"	"8"	"57"	"2"	"7"	"3"	"6"	"2"	"0"	"0"	"0"	"1"	"305"	"0"	"305"	"0"
"97"	""	"ROUND- 5"	"134"	"1237"	"284"	"781"	"60"	"67"	"101"	"55"	"30"	"49"	"106"	"1271"	"83"	"132"	"62"	"142"	"632"	"37"	"29"	"30"	"68"	"5390"	"0"	"5390"	"0"
"98"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"102"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"103"	"1"	"71"	"1"	"31"	"7"	"8"	"3"	"0"	"2"	"0"	"0"	"0"	"5"	"151"	"3"	"2"	"3"	"4"	"4"	"3"	"0"	"2"	"2"	"231"	"0"	"231"	"0"
"104"	"2"	"72"	"7"	"38"	"6"	"23"	"8"	"8"	"7"	"0"	"5"	"7"	"10"	"130"	"5"	"8"	"6"	"10"	"61"	"8"	"6"	"7"	"8"	"368"	"0"	"368"	"0"
"105"	"3"	"73"	"11"	"13"	"4"	"38"	"6"	"10"	"1"	"1"	"3"	"2"	"3"	"27"	"14"	"6"	"4"	"17"	"70"	"4"	"2"	"6"	"10"	"252"	"0"	"252"	"0"
"106"	"4"	"74"	"22"	"5"	"12"	"28"	"11"	"9"	"5"	"0"	"4"	"12"	"9"	"99"	"7"	"7"	"8"	"15"	"192"	"16"	"16"	"10"	"15"	"502"	"0"	"502"	"0"
"107"	"5"	"75"	"3"	"77"	"7"	"82"	"9"	"3"	"45"	"1"	"1"	"9"	"13"	"16"	"11"	"2"	"6"	"8"	"3"	"1"	"1"	"4"	"1"	"303"	"0"	"303"	"0"
"108"	"6"	"76"	"8"	"33"	"13"	"17"	"5"	"2"	"26"	"2"	"2"	"2"	"26"	"16"	"9"	"4"	"6"	"15"	"33"	"2"	"2"	"3"	"3"	"229"	"0"	"229"	"0"
"109"	"7"	"77"	"0"	"22"	"229"	"19"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"2"	"0"	"0"	"0"	"9"	"0"	"0"	"1"	"0"	"290"	"0"	"290"	"0"
"110"	"8"	"78"	"1"	"43"	"147"	"18"	"7"	"6"	"3"	"1"	"3"	"1"	"0"	"4"	"0"	"1"	"0"	"1"	"48"	"5"	"5"	"2"	"2"	"298"	"0"	"298"	"0"
"111"	"9"	"79"	"4"	"11"	"9"	"40"	"5"	"4"	"5"	"1"	"2"	"3"	"3"	"105"	"2"	"7"	"4"	"12"	"80"	"6"	"1"	"5"	"7"	"316"	"0"	"316"	"0"
"112"	"10"	"80"	"10"	"90"	"14"	"18"	"2"	"5"	"8"	"1"	"0"	"1"	"9"	"20"	"2"	"7"	"6"	"6"	"24"	"4"	"3"	"5"	"3"	"238"	"0"	"238"	"0"
"113"	"11"	"81"	"9"	"26"	"50"	"39"	"9"	"8"	"2"	"5"	"6"	"4"	"37"	"74"	"5"	"10"	"4"	"22"	"58"	"6"	"8"	"9"	"12"	"403"	"0"	"403"	"0"
