"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"11"	"5"	"520"	"5"	"5"	"2"	"0"	"3"	"0"	"2"	"2"	"3"	"10"	"1"	"5"	"1"	"2"	"4"	"0"	"74"	"0"	"0"	"639"	""	"639"
"12"	"6"	"239"	"4"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"0"	"19"	"0"	"0"	"271"	""	"271"
"13"	"7"	"205"	"2"	"5"	"2"	"1"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"2"	"1"	"4"	"1"	"3"	"194"	"4"	"2"	"433"	""	"433"
"14"	"8"	"309"	"2"	"1"	"1"	"1"	"0"	"0"	"3"	"2"	"1"	"5"	"1"	"1"	"1"	"0"	"2"	"2"	"69"	"0"	"0"	"401"	""	"401"
"15"	"9"	"327"	"1"	"4"	"0"	"0"	"10"	"2"	"1"	"0"	"1"	"6"	"2"	"0"	"0"	"1"	"3"	"0"	"82"	"0"	"0"	"440"	""	"440"
"16"	"10"	"409"	"16"	"62"	"6"	"3"	"3"	"0"	"3"	"7"	"8"	"15"	"6"	"9"	"6"	"2"	"19"	"19"	"99"	"7"	"7"	"706"	""	"706"
"17"	"11"	"348"	"8"	"1"	"0"	"1"	"1"	"4"	"0"	"2"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"5"	"122"	"1"	"4"	"503"	""	"503"
"18"	"12"	"441"	"12"	"48"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"6"	"3"	"2"	"1"	"1"	"4"	"3"	"110"	"0"	"2"	"638"	""	"638"
"19"	"13"	"162"	"12"	"10"	"0"	"1"	"0"	"0"	"4"	"8"	"5"	"9"	"4"	"4"	"2"	"0"	"2"	"6"	"198"	"4"	"0"	"431"	""	"431"
"20"	"14"	"221"	"8"	"28"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"39"	"1"	"1"	"307"	""	"307"
"21"	"15"	"253"	"15"	"9"	"4"	"3"	"29"	"10"	"4"	"7"	"3"	"33"	"7"	"18"	"16"	"7"	"23"	"10"	"261"	"11"	"4"	"727"	""	"727"
"22"	"16"	"148"	"11"	"16"	"2"	"4"	"4"	"58"	"4"	"8"	"5"	"15"	"12"	"6"	"7"	"7"	"10"	"12"	"170"	"4"	"3"	"506"	""	"506"
"23"	"17"	"256"	"5"	"5"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"6"	"0"	"0"	"1"	"1"	"2"	"0"	"48"	"1"	"0"	"329"	""	"329"
"24"	"18"	"216"	"10"	"23"	"2"	"2"	"0"	"1"	"1"	"4"	"0"	"7"	"1"	"0"	"4"	"3"	"6"	"3"	"130"	"6"	"5"	"424"	""	"424"
"25"	"19"	"130"	"1"	"77"	"3"	"1"	"0"	"2"	"1"	"0"	"1"	"3"	"2"	"0"	"2"	"2"	"2"	"0"	"64"	"0"	"0"	"291"	""	"291"
"26"	"20"	"272"	"4"	"10"	"1"	"1"	"3"	"2"	"2"	"2"	"4"	"7"	"5"	"2"	"8"	"3"	"8"	"5"	"159"	"6"	"2"	"506"	""	"506"
"27"	"21"	"270"	"20"	"60"	"3"	"3"	"6"	"4"	"3"	"3"	"5"	"10"	"2"	"5"	"6"	"4"	"6"	"4"	"143"	"3"	"1"	"561"	""	"561"
"28"	"22"	"277"	"6"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"47"	"0"	"0"	"338"	""	"338"
"29"	"23"	"318"	"7"	"21"	"2"	"2"	"0"	"6"	"1"	"1"	"1"	"10"	"0"	"0"	"3"	"1"	"4"	"9"	"117"	"3"	"0"	"506"	""	"506"
"30"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"31"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"32"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"33"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"34"	"24"	"528"	"16"	"5"	"1"	"0"	"4"	"0"	"7"	"4"	"3"	"11"	"3"	"7"	"2"	"2"	"6"	"3"	"131"	"2"	"1"	"736"	""	"736"
"35"	"25"	"282"	"3"	"4"	"0"	"2"	"1"	"2"	"0"	"3"	"1"	"3"	"3"	"5"	"2"	"1"	"3"	"2"	"131"	"1"	"1"	"450"	""	"450"
"36"	"26"	"236"	"6"	"9"	"2"	"0"	"2"	"1"	"4"	"7"	"7"	"15"	"2"	"2"	"7"	"2"	"6"	"1"	"175"	"2"	"5"	"491"	""	"491"
"37"	"27"	"117"	"6"	"1"	"3"	"0"	"13"	"6"	"3"	"5"	"6"	"21"	"5"	"6"	"2"	"3"	"3"	"3"	"293"	"5"	"0"	"501"	""	"501"
"38"	"28"	"266"	"6"	"15"	"1"	"1"	"3"	"0"	"0"	"1"	"3"	"10"	"1"	"2"	"2"	"3"	"5"	"5"	"124"	"2"	"1"	"451"	""	"451"
"39"	"29"	"275"	"8"	"13"	"0"	"0"	"0"	"0"	"3"	"3"	"1"	"6"	"1"	"3"	"3"	"0"	"4"	"3"	"126"	"1"	"0"	"450"	""	"450"
"40"	"30"	"192"	"2"	"17"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"8"	"1"	"0"	"0"	"2"	"5"	"11"	"110"	"1"	"0"	"354"	""	"354"
"41"	"31"	"204"	"5"	"21"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"5"	"1"	"0"	"0"	"0"	"9"	"2"	"38"	"1"	"1"	"293"	""	"293"
"42"	"32"	"147"	"3"	"12"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"1"	"106"	"2"	"2"	"282"	""	"282"
"43"	"33"	"203"	"1"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"51"	"1"	"0"	"297"	""	"297"
"44"	"34"	"223"	"4"	"38"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"4"	"33"	"1"	"1"	"311"	""	"311"
"45"	"35"	"193"	"13"	"14"	"0"	"1"	"3"	"0"	"0"	"5"	"6"	"13"	"3"	"4"	"6"	"8"	"17"	"7"	"129"	"3"	"1"	"426"	""	"426"
"46"	"36"	"228"	"6"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"2"	"6"	"91"	"1"	"0"	"341"	""	"341"
"47"	"37"	"236"	"10"	"7"	"0"	"2"	"0"	"0"	"0"	"3"	"1"	"6"	"0"	"1"	"1"	"2"	"5"	"9"	"58"	"0"	"0"	"341"	""	"341"
"48"	"38"	"284"	"12"	"22"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"3"	"0"	"3"	"0"	"1"	"4"	"1"	"52"	"0"	"1"	"388"	""	"388"
"49"	"39"	"409"	"20"	"14"	"0"	"1"	"2"	"1"	"1"	"3"	"4"	"7"	"1"	"0"	"5"	"0"	"2"	"7"	"151"	"5"	"0"	"633"	""	"633"
"50"	"40"	"327"	"17"	"50"	"4"	"2"	"1"	"1"	"3"	"6"	"3"	"13"	"0"	"2"	"2"	"1"	"5"	"2"	"72"	"2"	"3"	"516"	""	"516"
"51"	"41"	"229"	"4"	"24"	"1"	"4"	"2"	"0"	"0"	"0"	"1"	"5"	"0"	"1"	"2"	"0"	"1"	"2"	"64"	"4"	"0"	"344"	""	"344"
"52"	"42"	"189"	"2"	"5"	"0"	"0"	"3"	"0"	"1"	"0"	"3"	"3"	"1"	"0"	"1"	"0"	"2"	"2"	"121"	"3"	"0"	"336"	""	"336"
"53"	"43"	"337"	"14"	"7"	"2"	"4"	"22"	"0"	"0"	"4"	"4"	"14"	"4"	"3"	"3"	"0"	"7"	"5"	"277"	"4"	"4"	"715"	""	"715"
"54"	"44"	"413"	"1"	"7"	"1"	"2"	"1"	"0"	"1"	"3"	"3"	"3"	"1"	"1"	"0"	"1"	"4"	"4"	"95"	"1"	"1"	"543"	""	"543"
"55"	"45"	"217"	"5"	"6"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"3"	"65"	"1"	"0"	"306"	""	"306"
"56"	"46"	"224"	"2"	"8"	"1"	"2"	"2"	"4"	"0"	"2"	"0"	"3"	"1"	"0"	"0"	"0"	"2"	"2"	"77"	"3"	"1"	"334"	""	"334"
"57"	"47"	"220"	"3"	"7"	"0"	"0"	"2"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"33"	"0"	"0"	"274"	""	"274"
"58"	"48"	"213"	"5"	"0"	"0"	"0"	"1"	"1"	"2"	"8"	"2"	"6"	"0"	"0"	"1"	"1"	"0"	"4"	"133"	"1"	"1"	"379"	""	"379"
"59"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"60"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"61"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"63"	"49"	"301"	"18"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"11"	"0"	"1"	"1"	"1"	"1"	"2"	"112"	"2"	"1"	"456"	""	"456"
"64"	"50"	"352"	"5"	"5"	"0"	"2"	"7"	"1"	"1"	"5"	"1"	"10"	"4"	"3"	"1"	"0"	"6"	"5"	"238"	"4"	"0"	"650"	""	"650"
"65"	"51"	"374"	"10"	"5"	"2"	"1"	"3"	"2"	"3"	"3"	"3"	"10"	"7"	"1"	"3"	"1"	"4"	"2"	"149"	"5"	"1"	"589"	""	"589"
"66"	"52"	"217"	"3"	"18"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"13"	"1"	"2"	"0"	"0"	"2"	"2"	"52"	"2"	"1"	"315"	""	"315"
"67"	"53"	"186"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"46"	"0"	"0"	"251"	""	"251"
"68"	"54"	"236"	"11"	"7"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"69"	"2"	"0"	"335"	""	"335"
"69"	"55"	"289"	"1"	"0"	"0"	"1"	"1"	"5"	"0"	"5"	"0"	"6"	"0"	"2"	"0"	"0"	"3"	"1"	"49"	"0"	"1"	"364"	""	"364"
"70"	"56"	"330"	"4"	"2"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"3"	"0"	"1"	"1"	"1"	"0"	"4"	"53"	"0"	"1"	"407"	""	"407"
"71"	"57"	"314"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"38"	"0"	"0"	"364"	""	"364"
"72"	"58"	"255"	"2"	"0"	"1"	"0"	"2"	"3"	"0"	"0"	"4"	"4"	"1"	"3"	"2"	"2"	"3"	"5"	"216"	"3"	"2"	"508"	""	"508"
"73"	"59"	"380"	"12"	"2"	"1"	"1"	"1"	"1"	"0"	"4"	"2"	"6"	"2"	"0"	"0"	"0"	"4"	"4"	"181"	"3"	"3"	"607"	""	"607"
"74"	"60"	"420"	"6"	"0"	"2"	"0"	"1"	"14"	"0"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"3"	"80"	"2"	"1"	"538"	""	"538"
"75"	"61"	"305"	"6"	"7"	"0"	"1"	"2"	"4"	"1"	"3"	"5"	"6"	"3"	"3"	"2"	"0"	"4"	"3"	"74"	"1"	"1"	"431"	""	"431"
"76"	"62"	"329"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"3"	"0"	"2"	"1"	"3"	"0"	"64"	"2"	"0"	"416"	""	"416"
"77"	"63"	"215"	"4"	"1"	"0"	"0"	"0"	"3"	"1"	"5"	"1"	"10"	"2"	"4"	"2"	"2"	"6"	"5"	"102"	"0"	"1"	"364"	""	"364"
"78"	"64"	"320"	"1"	"6"	"1"	"0"	"4"	"3"	"1"	"5"	"1"	"10"	"0"	"8"	"1"	"2"	"4"	"1"	"73"	"0"	"1"	"442"	""	"442"
"79"	"65"	"157"	"1"	"8"	"6"	"0"	"24"	"0"	"2"	"7"	"0"	"12"	"0"	"3"	"3"	"5"	"1"	"3"	"160"	"7"	"3"	"402"	""	"402"
"80"	"66"	"411"	"4"	"1"	"0"	"2"	"2"	"4"	"0"	"0"	"2"	"5"	"2"	"0"	"2"	"1"	"4"	"5"	"75"	"0"	"1"	"521"	""	"521"
"81"	"67"	"374"	"8"	"2"	"0"	"3"	"0"	"20"	"2"	"3"	"2"	"15"	"7"	"1"	"2"	"2"	"22"	"10"	"68"	"0"	"1"	"542"	""	"542"
"82"	"68"	"346"	"2"	"25"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"0"	"69"	"0"	"0"	"452"	""	"452"
"83"	"69"	"251"	"4"	"14"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"4"	"2"	"26"	"2"	"0"	"311"	""	"311"
"84"	"70"	"60"	"1"	"7"	"2"	"0"	"24"	"2"	"2"	"3"	"1"	"7"	"1"	"0"	"2"	"2"	"1"	"4"	"592"	"7"	"0"	"718"	""	"718"
"85"	"71"	"150"	"4"	"10"	"6"	"0"	"22"	"7"	"3"	"12"	"5"	"19"	"1"	"7"	"3"	"1"	"3"	"7"	"459"	"5"	"3"	"727"	""	"727"
"86"	"72"	"247"	"0"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"6"	"0"	"1"	"0"	"0"	"2"	"1"	"104"	"2"	"4"	"376"	""	"376"
"87"	"73"	"177"	"4"	"7"	"1"	"1"	"18"	"2"	"4"	"4"	"1"	"13"	"0"	"1"	"1"	"0"	"3"	"2"	"222"	"3"	"0"	"464"	""	"464"
"88"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"89"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"90"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"91"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"92"	"74"	"62"	"1"	"6"	"1"	"1"	"3"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"209"	"4"	"1"	"298"	""	"298"
"93"	"75"	"91"	"0"	"9"	"0"	"0"	"4"	"10"	"0"	"0"	"2"	"6"	"1"	"1"	"6"	"2"	"9"	"9"	"214"	"4"	"3"	"371"	""	"371"
"94"	"76"	"134"	"2"	"9"	"4"	"2"	"21"	"46"	"2"	"5"	"5"	"8"	"3"	"0"	"4"	"5"	"5"	"4"	"189"	"0"	"3"	"451"	""	"451"
"95"	"77"	"27"	"2"	"6"	"2"	"7"	"4"	"116"	"3"	"3"	"4"	"9"	"0"	"1"	"5"	"1"	"4"	"4"	"85"	"0"	"1"	"284"	""	"284"
"96"	"78"	"68"	"2"	"5"	"0"	"0"	"5"	"3"	"2"	"6"	"7"	"22"	"7"	"5"	"1"	"2"	"4"	"8"	"395"	"4"	"1"	"547"	""	"547"
"97"	"79"	"199"	"6"	"4"	"1"	"10"	"7"	"4"	"3"	"4"	"5"	"18"	"4"	"2"	"3"	"1"	"2"	"7"	"333"	"4"	"2"	"619"	""	"619"
"98"	"80"	"438"	"28"	"3"	"0"	"0"	"1"	"2"	"2"	"2"	"3"	"3"	"3"	"5"	"3"	"2"	"10"	"8"	"113"	"6"	"2"	"634"	""	"634"
"99"	"81"	"150"	"12"	"2"	"0"	"1"	"1"	"0"	"4"	"2"	"2"	"12"	"1"	"6"	"2"	"3"	"12"	"0"	"126"	"2"	"0"	"338"	""	"338"
"100"	"82"	"388"	"6"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"10"	"93"	"0"	"3"	"511"	""	"511"
"101"	"83"	"252"	"5"	"3"	"0"	"0"	"2"	"1"	"1"	"2"	"3"	"7"	"1"	"0"	"3"	"1"	"3"	"0"	"62"	"1"	"0"	"347"	""	"347"
"102"	"84"	"213"	"7"	"19"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"8"	"7"	"2"	"1"	"3"	"10"	"3"	"91"	"2"	"2"	"379"	""	"379"
"103"	"85"	"257"	"10"	"17"	"1"	"0"	"6"	"2"	"4"	"2"	"2"	"7"	"2"	"0"	"3"	"2"	"16"	"14"	"92"	"1"	"3"	"441"	""	"441"
"104"	"86"	"162"	"2"	"12"	"1"	"1"	"0"	"1"	"3"	"0"	"3"	"2"	"0"	"0"	"1"	"2"	"1"	"1"	"61"	"0"	"1"	"254"	""	"254"
"105"	"87"	"64"	"4"	"7"	"1"	"2"	"52"	"6"	"6"	"13"	"8"	"31"	"8"	"9"	"12"	"7"	"10"	"29"	"608"	"25"	"8"	"910"	""	"910"
"106"	"88"	"26"	"9"	"13"	"3"	"2"	"32"	"2"	"16"	"13"	"8"	"26"	"6"	"8"	"10"	"9"	"22"	"10"	"402"	"16"	"10"	"643"	""	"643"
"107"	"89"	"20"	"8"	"17"	"5"	"5"	"112"	"6"	"4"	"19"	"4"	"24"	"3"	"4"	"16"	"7"	"11"	"6"	"314"	"16"	"9"	"610"	""	"610"
"108"	"90"	"94"	"11"	"19"	"8"	"4"	"97"	"5"	"16"	"16"	"10"	"54"	"7"	"14"	"19"	"10"	"24"	"14"	"287"	"15"	"16"	"740"	""	"740"
"109"	"91"	"22"	"10"	"6"	"9"	"2"	"79"	"11"	"6"	"15"	"4"	"27"	"8"	"6"	"7"	"11"	"14"	"32"	"434"	"27"	"22"	"752"	""	"752"
"110"	"92"	"150"	"10"	"12"	"3"	"4"	"2"	"3"	"3"	"6"	"6"	"16"	"6"	"3"	"9"	"8"	"18"	"13"	"205"	"8"	"5"	"490"	""	"490"
"111"	"93"	"165"	"0"	"2"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"1"	"1"	"2"	"159"	"0"	"1"	"345"	""	"345"
"112"	"94"	"454"	"15"	"10"	"3"	"1"	"4"	"4"	"1"	"2"	"3"	"15"	"2"	"5"	"2"	"3"	"8"	"10"	"129"	"4"	"3"	"678"	""	"678"
"113"	"95"	"119"	"2"	"1"	"0"	"1"	"4"	"19"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"7"	"145"	"4"	"0"	"307"	""	"307"
"114"	"96"	"453"	"8"	"5"	"1"	"2"	"5"	"1"	"2"	"3"	"2"	"8"	"1"	"0"	"0"	"3"	"7"	"17"	"190"	"12"	"2"	"722"	""	"722"
"115"	"97"	"514"	"10"	"3"	"1"	"3"	"0"	"2"	"1"	"2"	"5"	"3"	"4"	"4"	"2"	"0"	"37"	"27"	"95"	"3"	"2"	"718"	""	"718"
"116"	"98"	"472"	"7"	"1"	"3"	"3"	"7"	"3"	"2"	"1"	"3"	"3"	"3"	"1"	"2"	"2"	"6"	"14"	"141"	"3"	"0"	"677"	""	"677"
"117"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"118"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
