"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"40"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"41"	"32"	"198"	"24"	"225"	"103"	""	"4"	"3"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"346"
"42"	"32"	"198"	"25"	"80"	"64"	""	"117"	"18"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"1"	"287"
"43"	"32"	"198"	"26"	"163"	"96"	""	"46"	"18"	"3"	"3"	"1"	"2"	"0"	"3"	"1"	"2"	"1"	"1"	"4"	"0"	"344"
"44"	"32"	"198"	"27"	"106"	"107"	""	"72"	"8"	"2"	"4"	"4"	"1"	"1"	"4"	"1"	"0"	"3"	"4"	"9"	"6"	"332"
"45"	"32"	"198"	"28"	"79"	"164"	""	"8"	"4"	"2"	"3"	"1"	"3"	"1"	"6"	"0"	"1"	"1"	"5"	"6"	"3"	"287"
"46"	"32"	"198"	"29"	"108"	"13"	""	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"128"
"47"	"32"	"198"	"30"	"107"	"47"	""	"78"	"22"	"0"	"20"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"281"
"48"	"32"	"198"	"31"	"208"	"59"	""	"9"	"25"	"3"	"3"	"2"	"6"	"2"	"1"	"0"	"0"	"4"	"0"	"8"	"7"	"337"
"49"	"32"	"198"	"32"	"274"	"14"	""	"8"	"9"	"0"	"6"	"1"	"0"	"2"	"1"	"3"	"1"	"1"	"0"	"2"	"3"	"325"
"50"	"32"	"198"	"33"	"150"	"3"	""	"12"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"8"	"177"
"51"	"32"	"198"	"34"	"169"	"55"	""	"58"	"28"	"0"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"0"	"328"
"52"	"32"	"198"	"35"	"224"	"76"	""	"6"	"14"	"1"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"3"	"7"	"338"
"53"	"32"	"198"	"36"	"72"	"70"	""	"5"	"1"	"2"	"3"	"1"	"7"	"2"	"0"	"1"	"1"	"1"	"1"	"8"	"9"	"184"
"54"	"32"	"198"	"37"	"50"	"85"	""	"6"	"37"	"0"	"1"	"2"	"4"	"1"	"5"	"1"	"0"	"2"	"2"	"5"	"4"	"205"
"55"	"32"	"198"	"38"	"134"	"29"	""	"8"	"13"	"1"	"18"	"1"	"4"	"1"	"0"	"0"	"0"	"1"	"1"	"11"	"13"	"235"
"56"	"32"	"198"	"39"	"77"	"55"	""	"14"	"3"	"0"	"7"	"2"	"2"	"4"	"1"	"0"	"0"	"3"	"1"	"6"	"3"	"178"
"57"	"32"	"198"	"40"	"37"	"66"	""	"11"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"123"
"58"	"32"	"198"	"41"	"183"	"69"	""	"59"	"28"	"1"	"0"	"16"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"6"	"367"
"59"	"32"	"198"	"42"	"49"	"156"	""	"25"	"4"	"2"	"3"	"1"	"10"	"2"	"3"	"0"	"2"	"3"	"1"	"5"	"9"	"275"
"60"	"32"	"198"	"43"	"203"	"21"	""	"36"	"12"	"1"	"18"	"1"	"1"	"2"	"3"	"1"	"2"	"3"	"5"	"9"	"13"	"331"
"61"	"32"	"198"	"44"	"197"	"28"	""	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"234"
"62"	"32"	"198"	"45"	"90"	"172"	""	"10"	"7"	"2"	"0"	"3"	"4"	"1"	"7"	"2"	"4"	"3"	"3"	"7"	"16"	"331"
"63"	"32"	"198"	"46"	"87"	"160"	""	"12"	"3"	"0"	"1"	"3"	"4"	"1"	"4"	"0"	"1"	"0"	"6"	"7"	"4"	"293"
"64"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"73"	"32"	"198"	"47"	"187"	"120"	""	"110"	"2"	"1"	"3"	"2"	"3"	"1"	"3"	"0"	"3"	"3"	"5"	"10"	"6"	"459"
"74"	"32"	"198"	"48"	"236"	"31"	""	"25"	"20"	"3"	"6"	"3"	"0"	"2"	"3"	"0"	"1"	"3"	"1"	"6"	"6"	"346"
"75"	"32"	"198"	"49"	"195"	"42"	""	"34"	"14"	"1"	"3"	"4"	"1"	"0"	"2"	"0"	"0"	"3"	"0"	"6"	"9"	"314"
"76"	"32"	"198"	"50"	"201"	"25"	""	"89"	"5"	"2"	"2"	"0"	"7"	"1"	"2"	"0"	"0"	"0"	"2"	"12"	"12"	"360"
"77"	"32"	"198"	"51"	"325"	"3"	""	"48"	"8"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"389"
"78"	"32"	"198"	"52"	"0"	"5"	""	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"25"	"3"	"0"	"47"	"8"	"137"	"256"	"485"
"79"	"32"	"198"	"53"	"189"	"75"	""	"7"	"10"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"284"
"80"	"32"	"198"	"54"	"151"	"73"	""	"80"	"39"	"1"	"4"	"0"	"4"	"0"	"1"	"2"	"0"	"3"	"4"	"11"	"13"	"386"
"81"	"32"	"198"	"55"	"86"	"77"	""	"15"	"42"	"3"	"8"	"2"	"4"	"4"	"7"	"0"	"0"	"3"	"4"	"14"	"15"	"284"
"82"	"32"	"198"	"56"	"123"	"31"	""	"59"	"24"	"0"	"5"	"1"	"4"	"1"	"2"	"0"	"1"	"1"	"1"	"3"	"2"	"258"
"83"	"32"	"198"	"57"	"187"	"94"	""	"32"	"14"	"2"	"5"	"4"	"8"	"0"	"3"	"3"	"2"	"6"	"2"	"19"	"15"	"396"
"84"	"32"	"198"	"58"	"77"	"35"	""	"26"	"26"	"2"	"0"	"14"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"5"	"3"	"200"
"85"	"32"	"198"	"59"	"90"	"41"	""	"6"	"21"	"2"	"6"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"7"	"6"	"186"
"86"	"32"	"198"	"60"	"65"	"71"	""	"2"	"0"	"1"	"4"	"0"	"6"	"0"	"6"	"1"	"0"	"1"	"4"	"12"	"8"	"181"
"87"	"32"	"198"	"61"	"62"	"62"	""	"1"	"6"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"135"
"88"	"32"	"198"	"62"	"70"	"87"	""	"17"	"6"	"1"	"3"	"0"	"1"	"1"	"5"	"0"	"1"	"0"	"5"	"12"	"6"	"215"
"89"	"32"	"198"	"63"	"88"	"88"	""	"114"	"9"	"0"	"2"	"1"	"1"	"3"	"4"	"1"	"1"	"3"	"7"	"15"	"7"	"344"
"90"	"32"	"198"	"64"	"98"	"108"	""	"63"	"12"	"3"	"8"	"1"	"6"	"1"	"1"	"2"	"0"	"2"	"2"	"7"	"9"	"323"
"91"	"32"	"198"	"65"	"186"	"49"	""	"27"	"21"	"2"	"3"	"2"	"1"	"3"	"6"	"1"	"1"	"4"	"5"	"12"	"7"	"330"
"92"	"32"	"198"	"66"	"105"	"8"	""	"5"	"7"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"2"	"3"	"8"	"6"	"150"
"93"	"32"	"198"	"67"	"202"	"78"	""	"2"	"19"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	"5"	"324"
"94"	"32"	"198"	"68"	"248"	"112"	""	"8"	"3"	"0"	"7"	"0"	"3"	"1"	"2"	"0"	"0"	"2"	"0"	"4"	"1"	"391"
"95"	"32"	"198"	"69"	"213"	"98"	""	"42"	"16"	"2"	"2"	"1"	"1"	"0"	"2"	"2"	"0"	"2"	"1"	"10"	"11"	"403"
"96"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"105"	"32"	"198"	"70"	"178"	"166"	""	"52"	"21"	"2"	"6"	"4"	"10"	"4"	"5"	"1"	"2"	"7"	"5"	"15"	"20"	"498"
"106"	"32"	"198"	"71"	"13"	"241"	""	"25"	"9"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1"	"299"
"107"	"32"	"198"	"72"	"159"	"103"	""	"13"	"33"	"3"	"7"	"1"	"4"	"1"	"5"	"0"	"1"	"0"	"2"	"7"	"6"	"345"
"108"	"32"	"198"	"73"	"168"	"24"	""	"63"	"25"	"0"	"3"	"4"	"2"	"3"	"3"	"6"	"5"	"1"	"6"	"21"	"18"	"352"
"109"	"32"	"198"	"74"	"163"	"87"	""	"55"	"36"	"0"	"6"	"6"	"3"	"3"	"3"	"3"	"4"	"0"	"0"	"6"	"5"	"380"
"110"	"32"	"198"	"75"	"396"	"79"	""	"2"	"6"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"3"	"491"
"111"	"32"	"198"	"76"	"148"	"70"	""	"164"	"17"	"1"	"11"	"3"	"4"	"5"	"7"	"1"	"2"	"3"	"3"	"5"	"11"	"455"
"112"	"32"	"198"	"77"	"54"	"48"	""	"59"	"38"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"205"
"113"	"32"	"198"	"78"	"69"	"105"	""	"4"	"4"	"3"	"4"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"10"	"8"	"212"
"114"	"32"	"198"	"79"	"180"	"19"	""	"33"	"14"	"1"	"29"	"2"	"2"	"1"	"2"	"0"	"0"	"4"	"0"	"2"	"2"	"291"
"115"	"32"	"198"	"80"	"176"	"215"	""	"22"	"4"	"3"	"11"	"2"	"3"	"2"	"1"	"5"	"0"	"2"	"0"	"2"	"1"	"449"
"116"	"32"	"198"	"81"	"130"	"73"	""	"23"	"55"	"0"	"2"	"2"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"294"
"117"	"32"	"198"	"82"	"454"	"11"	""	"10"	"15"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"501"
"118"	"32"	"198"	"83"	"85"	"80"	""	"6"	"12"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"8"	"6"	"202"
"119"	"32"	"198"	"84"	"163"	"18"	""	"0"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"192"
"120"	"32"	"198"	"85"	"259"	"59"	""	"5"	"10"	"0"	"2"	"2"	"0"	"0"	"3"	"2"	"0"	"4"	"0"	"6"	"21"	"373"
"121"	"32"	"198"	"86"	"123"	"36"	""	"6"	"5"	"2"	"1"	"2"	"2"	"1"	"2"	"4"	"1"	"1"	"1"	"2"	"7"	"196"
"122"	"32"	"198"	"87"	"261"	"44"	""	"5"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"4"	"4"	"331"
"123"	"32"	"198"	"88"	"192"	"148"	""	"27"	"10"	"2"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"393"
"124"	"32"	"198"	"89"	"279"	"71"	""	"2"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"367"
"125"	"32"	"198"	"90"	"230"	"95"	""	"28"	"5"	"0"	"5"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"370"
"126"	"32"	"198"	"91"	"112"	"90"	""	"10"	"1"	"0"	"5"	"0"	"10"	"0"	"2"	"1"	"1"	"3"	"4"	"7"	"5"	"251"
"127"	"32"	"198"	"92"	"282"	"16"	""	"4"	"12"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"323"
"128"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"130"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"137"	"32"	"198"	"93"	"215"	"57"	""	"4"	"10"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"7"	"300"
"138"	"32"	"198"	"94"	"306"	"74"	""	"12"	"17"	"3"	"7"	"2"	"4"	"2"	"1"	"2"	"2"	"3"	"2"	"14"	"18"	"469"
"139"	"32"	"198"	"95"	"121"	"21"	""	"68"	"21"	"2"	"32"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"270"
"140"	"32"	"198"	"96"	"129"	"111"	""	"4"	"10"	"1"	"9"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"268"
"141"	"32"	"198"	"97"	"256"	"133"	""	"8"	"7"	"2"	"4"	"3"	"4"	"1"	"3"	"1"	"2"	"5"	"5"	"34"	"34"	"502"
"142"	"32"	"198"	"98"	"160"	"70"	""	"29"	"5"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"275"
"143"	"32"	"198"	"99"	"321"	"162"	""	"12"	"21"	"2"	"13"	"0"	"4"	"0"	"2"	"1"	"2"	"2"	"5"	"13"	"8"	"568"
"144"	"32"	"198"	"100"	"247"	"119"	""	"4"	"5"	"1"	"20"	"2"	"7"	"4"	"2"	"5"	"3"	"6"	"7"	"13"	"26"	"471"
"145"	"32"	"198"	"101"	"171"	"91"	""	"2"	"5"	"2"	"19"	"2"	"4"	"2"	"0"	"4"	"2"	"4"	"5"	"12"	"21"	"346"
"146"	"32"	"198"	"102"	"148"	"108"	""	"100"	"21"	"3"	"6"	"1"	"6"	"1"	"5"	"2"	"0"	"1"	"4"	"9"	"5"	"420"
"147"	"32"	"198"	"103"	"133"	"34"	""	"2"	"27"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"13"	"1"	"2"	"216"
"148"	"32"	"198"	"104"	"137"	"106"	""	"1"	"3"	"1"	"3"	"0"	"2"	"0"	"2"	"1"	"1"	"0"	"1"	"11"	"5"	"274"
"149"	"32"	"198"	"105"	"118"	"123"	""	"3"	"45"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"
"150"	"32"	"198"	"106"	"97"	"51"	""	"13"	"18"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"3"	"1"	"0"	"2"	"2"	"192"
"151"	"32"	"198"	"107"	"126"	"75"	""	"106"	"19"	"2"	"53"	"2"	"4"	"1"	"2"	"1"	"1"	"1"	"0"	"8"	"2"	"403"
"152"	"32"	"198"	"108"	"432"	"66"	""	"2"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"4"	"517"
"153"	"32"	"198"	"109"	"113"	"37"	""	"100"	"93"	"0"	"3"	"1"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"2"	"1"	"356"
"154"	"32"	"198"	"110"	"67"	"45"	""	"84"	"51"	"3"	"4"	"2"	"6"	"3"	"1"	"2"	"1"	"4"	"1"	"2"	"8"	"284"
"155"	"32"	"198"	"111"	"105"	"125"	""	"8"	"51"	"1"	"1"	"0"	"5"	"0"	"4"	"1"	"0"	"2"	"3"	"7"	"3"	"316"
"156"	"32"	"198"	"112"	"95"	"26"	""	"7"	"26"	"1"	"4"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"6"	"1"	"172"
"157"	"32"	"198"	"113"	"58"	"66"	""	"13"	"5"	"2"	"5"	"0"	"3"	"0"	"2"	"1"	"0"	"0"	"1"	"8"	"6"	"170"
"158"	"32"	"198"	"114"	"134"	"53"	""	"7"	"19"	"2"	"157"	"7"	"4"	"1"	"4"	"3"	"2"	"2"	"1"	"17"	"7"	"420"
