"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"28"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"29"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"30"	"25"	"156"	"60"	"113"	"17"	"4"	"6"	"16"	"9"	"3"	"6"	"10"	"6"	"3"	"5"	"5"	"9"	"428"
"31"	"26"	"73"	"19"	"31"	"3"	"1"	"0"	"1"	"3"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"3"	"140"
"32"	"27"	"237"	"20"	"89"	"20"	"1"	"1"	"5"	"2"	"0"	"3"	"7"	"6"	"2"	"3"	"0"	"8"	"404"
"33"	"28"	"114"	"6"	"297"	"11"	"0"	"2"	"6"	"6"	"1"	"1"	"7"	"2"	"0"	"0"	"2"	"2"	"457"
"34"	"29"	"156"	"16"	"259"	"4"	"2"	"4"	"9"	"9"	"6"	"2"	"14"	"7"	"4"	"10"	"14"	"34"	"550"
"35"	"30"	"71"	"62"	"297"	"9"	"2"	"7"	"22"	"5"	"2"	"1"	"14"	"5"	"3"	"7"	"6"	"4"	"517"
"36"	"31"	"97"	"24"	"311"	"18"	"5"	"5"	"20"	"8"	"2"	"5"	"14"	"8"	"2"	"8"	"10"	"4"	"541"
"37"	"32"	"59"	"20"	"199"	"16"	"2"	"7"	"10"	"10"	"6"	"2"	"11"	"3"	"3"	"4"	"4"	"3"	"359"
"38"	"33"	"79"	"66"	"76"	"13"	"4"	"4"	"4"	"5"	"2"	"2"	"8"	"3"	"0"	"6"	"3"	"4"	"279"
"39"	"34"	"30"	"20"	"132"	"6"	"2"	"1"	"7"	"23"	"3"	"2"	"9"	"1"	"0"	"1"	"1"	"4"	"242"
"40"	"35"	"76"	"14"	"123"	"6"	"5"	"7"	"6"	"9"	"2"	"3"	"7"	"3"	"2"	"3"	"2"	"2"	"270"
"41"	"36"	"83"	"30"	"49"	"13"	"1"	"0"	"5"	"16"	"1"	"0"	"5"	"0"	"3"	"4"	"3"	"11"	"224"
"42"	"37"	"166"	"22"	"173"	"27"	"10"	"3"	"12"	"12"	"2"	"4"	"6"	"2"	"6"	"8"	"7"	"7"	"467"
"43"	"38"	"53"	"20"	"105"	"11"	"1"	"0"	"7"	"1"	"0"	"0"	"5"	"6"	"1"	"1"	"2"	"6"	"219"
"44"	"39"	"74"	"30"	"102"	"7"	"2"	"3"	"4"	"2"	"2"	"1"	"8"	"4"	"0"	"2"	"1"	"2"	"244"
"45"	"40"	"63"	"111"	"212"	"9"	"2"	"5"	"2"	"5"	"2"	"3"	"7"	"2"	"3"	"6"	"4"	"10"	"446"
"46"	"41"	"89"	"55"	"91"	"22"	"3"	"2"	"7"	"7"	"2"	"1"	"5"	"3"	"0"	"4"	"5"	"3"	"299"
"47"	"42"	"44"	"2"	"120"	"21"	"4"	"2"	"5"	"0"	"0"	"1"	"2"	"1"	"1"	"5"	"4"	"3"	"215"
"48"	"43"	"98"	"21"	"128"	"20"	"2"	"1"	"4"	"1"	"2"	"3"	"3"	"6"	"3"	"9"	"4"	"16"	"321"
"49"	"44"	"294"	"11"	"114"	"13"	"1"	"6"	"8"	"6"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"13"	"473"
"50"	"45"	"233"	"35"	"121"	"3"	"1"	"5"	"8"	"17"	"3"	"3"	"5"	"0"	"4"	"3"	"0"	"10"	"451"
"51"	"46"	"100"	"103"	"220"	"19"	"7"	"4"	"6"	"36"	"3"	"5"	"14"	"1"	"2"	"4"	"3"	"9"	"536"
"52"	"47"	"161"	"11"	"25"	"18"	"0"	"0"	"2"	"2"	"1"	"0"	"3"	"3"	"1"	"0"	"0"	"1"	"228"
"53"	"48"	"134"	"40"	"205"	"13"	"2"	"7"	"13"	"24"	"6"	"3"	"14"	"6"	"1"	"5"	"2"	"12"	"487"
"54"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"55"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"56"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"57"	"49"	"178"	"6"	"136"	"3"	"6"	"6"	"10"	"27"	"0"	"3"	"9"	"0"	"0"	"6"	"2"	"10"	"402"
"58"	"50"	"225"	"35"	"81"	"7"	"5"	"8"	"10"	"7"	"4"	"6"	"12"	"5"	"2"	"10"	"4"	"11"	"432"
"59"	"51"	"97"	"31"	"64"	"18"	"7"	"2"	"8"	"10"	"4"	"3"	"5"	"10"	"2"	"4"	"3"	"8"	"276"
"60"	"52"	"120"	"16"	"90"	"9"	"2"	"5"	"13"	"57"	"8"	"7"	"13"	"4"	"7"	"12"	"12"	"23"	"398"
"61"	"53"	"55"	"38"	"73"	"28"	"8"	"5"	"3"	"7"	"5"	"2"	"3"	"6"	"6"	"9"	"6"	"6"	"260"
"62"	"54"	"63"	"10"	"116"	"44"	"2"	"4"	"6"	"7"	"0"	"4"	"3"	"3"	"0"	"1"	"1"	"1"	"265"
"63"	"55"	"121"	"81"	"209"	"14"	"2"	"1"	"10"	"5"	"3"	"2"	"6"	"1"	"2"	"7"	"3"	"3"	"470"
"64"	"56"	"115"	"36"	"105"	"5"	"6"	"6"	"7"	"3"	"1"	"2"	"8"	"2"	"2"	"9"	"2"	"8"	"317"
"65"	"57"	"94"	"31"	"153"	"11"	"5"	"4"	"8"	"2"	"1"	"1"	"5"	"0"	"2"	"6"	"1"	"8"	"332"
"66"	"58"	"259"	"20"	"123"	"4"	"0"	"4"	"2"	"2"	"1"	"1"	"18"	"5"	"5"	"9"	"4"	"16"	"473"
"67"	"59"	"112"	"13"	"231"	"6"	"2"	"7"	"10"	"0"	"0"	"3"	"6"	"0"	"2"	"3"	"3"	"3"	"401"
"68"	"60"	"82"	"4"	"123"	"5"	"2"	"1"	"1"	"2"	"0"	"0"	"2"	"1"	"3"	"2"	"2"	"10"	"240"
"69"	"61"	"8"	"27"	"46"	"7"	"0"	"3"	"11"	"122"	"5"	"3"	"21"	"2"	"4"	"4"	"1"	"6"	"270"
"70"	"62"	"140"	"5"	"115"	"47"	"2"	"2"	"7"	"6"	"1"	"2"	"0"	"2"	"1"	"2"	"4"	"4"	"340"
"71"	"63"	"118"	"21"	"230"	"32"	"2"	"1"	"18"	"39"	"4"	"4"	"14"	"4"	"9"	"5"	"8"	"7"	"516"
"72"	"64"	"121"	"7"	"84"	"37"	"7"	"3"	"7"	"31"	"5"	"0"	"4"	"3"	"3"	"8"	"1"	"4"	"325"
"73"	"65"	"113"	"9"	"104"	"8"	"1"	"1"	"2"	"2"	"1"	"1"	"7"	"1"	"3"	"6"	"0"	"11"	"270"
"74"	"66"	"36"	"23"	"106"	"16"	"1"	"2"	"3"	"5"	"0"	"2"	"9"	"2"	"1"	"5"	"1"	"4"	"216"
"75"	"67"	"202"	"56"	"168"	"12"	"4"	"3"	"3"	"1"	"2"	"2"	"1"	"4"	"1"	"5"	"3"	"12"	"479"
"76"	"68"	"73"	"119"	"130"	"26"	"2"	"1"	"9"	"11"	"2"	"1"	"11"	"2"	"2"	"2"	"3"	"7"	"401"
"77"	"69"	"56"	"70"	"108"	"8"	"0"	"3"	"4"	"3"	"3"	"6"	"4"	"5"	"1"	"11"	"10"	"25"	"317"
"78"	"70"	"61"	"94"	"27"	"6"	"2"	"0"	"2"	"4"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"3"	"210"
"79"	"71"	"210"	"63"	"104"	"6"	"4"	"0"	"0"	"1"	"1"	"3"	"1"	"0"	"1"	"1"	"0"	"2"	"397"
"80"	"72"	"43"	"36"	"36"	"33"	"1"	"2"	"4"	"0"	"2"	"2"	"7"	"2"	"3"	"2"	"3"	"4"	"180"
"81"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"82"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"83"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"84"	"73"	"37"	"53"	"68"	"7"	"1"	"2"	"1"	"0"	"2"	"0"	"3"	"1"	"0"	"2"	"1"	"4"	"182"
"85"	"74"	"78"	"9"	"86"	"8"	"1"	"0"	"5"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"0"	"4"	"199"
"86"	"75"	"63"	"9"	"55"	"2"	"3"	"1"	"3"	"2"	"2"	"1"	"2"	"1"	"0"	"1"	"4"	"4"	"153"
"87"	"76"	"118"	"10"	"261"	"30"	"5"	"4"	"12"	"15"	"2"	"4"	"14"	"15"	"8"	"32"	"15"	"25"	"570"
"88"	"77"	"71"	"20"	"153"	"14"	"0"	"0"	"3"	"0"	"1"	"0"	"5"	"1"	"2"	"0"	"0"	"1"	"271"
"89"	"78"	"97"	"52"	"201"	"13"	"2"	"8"	"11"	"8"	"3"	"0"	"10"	"0"	"2"	"5"	"4"	"6"	"422"
"90"	"79"	"121"	"14"	"25"	"4"	"2"	"0"	"6"	"3"	"2"	"0"	"0"	"1"	"1"	"3"	"3"	"19"	"204"
"91"	"80"	"50"	"20"	"123"	"4"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"208"
"92"	"81"	"78"	"34"	"70"	"11"	"0"	"1"	"4"	"10"	"0"	"0"	"3"	"1"	"1"	"1"	"2"	"11"	"227"
"93"	"82"	"116"	"78"	"78"	"9"	"5"	"2"	"12"	"23"	"3"	"3"	"8"	"3"	"3"	"2"	"0"	"14"	"359"
"94"	"83"	"158"	"18"	"75"	"9"	"4"	"4"	"15"	"58"	"5"	"7"	"12"	"5"	"9"	"12"	"11"	"14"	"416"
"95"	"84"	"216"	"11"	"138"	"9"	"8"	"7"	"9"	"15"	"3"	"8"	"11"	"3"	"2"	"10"	"2"	"13"	"465"
"96"	"85"	"146"	"5"	"47"	"0"	"3"	"3"	"6"	"44"	"2"	"5"	"5"	"2"	"1"	"5"	"4"	"14"	"292"
"97"	"86"	"147"	"8"	"50"	"4"	"1"	"4"	"11"	"10"	"0"	"1"	"6"	"4"	"3"	"3"	"1"	"1"	"254"
"98"	"87"	"151"	"67"	"51"	"5"	"3"	"0"	"5"	"11"	"1"	"1"	"3"	"1"	"1"	"3"	"3"	"2"	"308"
"99"	"88"	"116"	"17"	"176"	"11"	"5"	"7"	"5"	"12"	"0"	"1"	"11"	"6"	"5"	"9"	"6"	"7"	"394"
"100"	"89"	"268"	"49"	"112"	"7"	"3"	"14"	"5"	"3"	"0"	"1"	"4"	"2"	"1"	"5"	"3"	"4"	"481"
"101"	"90"	"38"	"36"	"109"	"4"	"4"	"3"	"4"	"28"	"1"	"1"	"5"	"1"	"2"	"6"	"2"	"3"	"247"
"102"	"91"	"183"	"23"	"89"	"10"	"1"	"5"	"9"	"5"	"1"	"6"	"6"	"5"	"0"	"6"	"4"	"6"	"359"
"103"	"92"	"286"	"13"	"59"	"8"	"3"	"0"	"4"	"3"	"3"	"0"	"3"	"3"	"1"	"2"	"3"	"9"	"400"
"104"	"93"	"154"	"50"	"50"	"6"	"2"	"1"	"7"	"3"	"3"	"1"	"3"	"3"	"1"	"1"	"5"	"6"	"296"
"105"	"94"	"132"	"8"	"63"	"2"	"1"	"0"	"11"	"16"	"0"	"0"	"5"	"2"	"1"	"2"	"2"	"5"	"250"
"106"	"95"	"98"	"12"	"84"	"4"	"3"	"3"	"4"	"27"	"7"	"0"	"9"	"1"	"2"	"2"	"3"	"4"	"263"
"107"	"96"	"43"	"9"	"94"	"4"	"4"	"2"	"8"	"6"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"2"	"177"
"108"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"109"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"110"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"111"	"97"	"45"	"78"	"155"	"8"	"2"	"2"	"5"	"2"	"4"	"1"	"7"	"0"	"0"	"1"	"2"	"2"	"314"
"112"	"98"	"97"	"12"	"87"	"12"	"1"	"1"	"6"	"3"	"1"	"3"	"3"	"2"	"4"	"11"	"3"	"4"	"250"
"113"	"99"	"153"	"29"	"214"	"8"	"1"	"4"	"7"	"2"	"4"	"2"	"6"	"6"	"2"	"18"	"7"	"19"	"482"
"114"	"100"	"75"	"4"	"51"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"2"	"4"	"6"	"6"	"12"	"166"
"115"	"101"	"193"	"1"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"218"
"116"	"102"	"207"	"6"	"52"	"9"	"2"	"3"	"4"	"3"	"1"	"1"	"6"	"2"	"1"	"3"	"1"	"11"	"312"
"117"	"103"	"79"	"36"	"122"	"5"	"1"	"1"	"6"	"6"	"1"	"3"	"5"	"0"	"1"	"0"	"0"	"4"	"270"
"118"	"104"	"148"	"18"	"85"	"12"	"1"	"2"	"4"	"9"	"0"	"0"	"5"	"3"	"0"	"2"	"2"	"11"	"302"
"119"	"105"	"88"	"15"	"122"	"7"	"3"	"4"	"3"	"0"	"1"	"0"	"5"	"1"	"0"	"0"	"2"	"5"	"256"
"120"	"106"	"145"	"22"	"150"	"4"	"2"	"5"	"7"	"2"	"1"	"0"	"5"	"4"	"6"	"5"	"2"	"4"	"364"
"121"	"107"	"43"	"50"	"99"	"6"	"10"	"3"	"8"	"8"	"3"	"1"	"2"	"0"	"0"	"4"	"4"	"1"	"242"
"122"	"108"	"47"	"35"	"63"	"2"	"2"	"4"	"1"	"2"	"1"	"0"	"4"	"2"	"2"	"1"	"1"	"4"	"171"
"123"	"109"	"22"	"34"	"80"	"1"	"1"	"0"	"2"	"3"	"2"	"0"	"4"	"0"	"1"	"0"	"4"	"1"	"155"
"124"	"110"	"157"	"21"	"146"	"7"	"1"	"2"	"5"	"3"	"0"	"3"	"5"	"6"	"3"	"6"	"4"	"6"	"375"
"125"	"111"	"265"	"36"	"61"	"2"	"0"	"4"	"10"	"38"	"2"	"3"	"8"	"1"	"3"	"5"	"9"	"24"	"471"
"126"	"112"	"96"	"5"	"36"	"1"	"2"	"0"	"8"	"54"	"2"	"1"	"7"	"2"	"3"	"1"	"1"	"8"	"227"
"127"	"113"	"114"	"2"	"85"	"2"	"0"	"0"	"4"	"12"	"0"	"0"	"8"	"0"	"0"	"3"	"0"	"3"	"233"
"128"	"114"	"54"	"24"	"227"	"7"	"0"	"8"	"11"	"9"	"0"	"2"	"7"	"4"	"2"	"6"	"2"	"3"	"366"
"129"	"115"	"84"	"40"	"86"	"0"	"3"	"1"	"4"	"0"	"1"	"0"	"4"	"0"	"2"	"1"	"0"	"5"	"231"
"130"	"116"	"29"	"17"	"108"	"5"	"2"	"2"	"3"	"1"	"1"	"3"	"3"	"3"	"1"	"5"	"3"	"4"	"190"
"131"	"117"	"96"	"34"	"138"	"7"	"3"	"2"	"4"	"2"	"1"	"0"	"5"	"0"	"2"	"4"	"4"	"0"	"302"
"132"	"118"	"55"	"7"	"177"	"8"	"2"	"2"	"10"	"2"	"1"	"4"	"7"	"0"	"4"	"4"	"3"	"5"	"291"
"133"	"119"	"34"	"5"	"36"	"2"	"2"	"0"	"4"	"50"	"2"	"0"	"9"	"2"	"0"	"1"	"4"	"4"	"155"
"134"	"119A"	"74"	"34"	"118"	"4"	"0"	"4"	"8"	"14"	"2"	"2"	"12"	"4"	"5"	"5"	"8"	"9"	"303"
"135"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"137"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"138"	"120"	"203"	"6"	"95"	"3"	"5"	"6"	"4"	"14"	"1"	"3"	"7"	"6"	"2"	"6"	"4"	"11"	"376"
"139"	"121"	"61"	"0"	"41"	"1"	"0"	"0"	"7"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"121"
"140"	"122"	"187"	"16"	"136"	"13"	"5"	"3"	"6"	"4"	"1"	"1"	"1"	"3"	"1"	"3"	"0"	"5"	"385"
"141"	"123"	"153"	"34"	"145"	"4"	"4"	"0"	"11"	"18"	"1"	"1"	"5"	"3"	"3"	"2"	"3"	"6"	"393"
"142"	"124"	"62"	"1"	"79"	"2"	"0"	"0"	"1"	"28"	"0"	"4"	"3"	"0"	"1"	"1"	"0"	"3"	"185"
"143"	"125"	"138"	"11"	"190"	"8"	"6"	"6"	"14"	"118"	"4"	"4"	"13"	"3"	"0"	"3"	"11"	"9"	"538"
"144"	"126"	"118"	"7"	"142"	"14"	"3"	"1"	"10"	"10"	"1"	"1"	"1"	"1"	"0"	"4"	"1"	"3"	"317"
"145"	"127"	"139"	"11"	"245"	"11"	"2"	"1"	"10"	"27"	"3"	"5"	"7"	"1"	"1"	"7"	"6"	"10"	"486"
"146"	"128"	"59"	"11"	"150"	"3"	"0"	"2"	"2"	"42"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"276"
"147"	"129"	"66"	"7"	"147"	"2"	"1"	"4"	"3"	"84"	"2"	"2"	"9"	"3"	"6"	"6"	"7"	"7"	"356"
"148"	"130"	"110"	"5"	"86"	"2"	"1"	"2"	"2"	"2"	"1"	"0"	"2"	"1"	"3"	"7"	"1"	"7"	"232"
"149"	"131"	"32"	"2"	"209"	"8"	"1"	"0"	"1"	"8"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"266"
"150"	"132"	"149"	"9"	"137"	"5"	"1"	"6"	"9"	"10"	"0"	"3"	"14"	"1"	"3"	"3"	"6"	"19"	"375"
"151"	"133"	"90"	"4"	"145"	"2"	"5"	"2"	"10"	"13"	"5"	"2"	"7"	"1"	"4"	"6"	"2"	"3"	"301"
"152"	"134"	"79"	"1"	"25"	"13"	"1"	"0"	"7"	"14"	"5"	"0"	"1"	"0"	"1"	"1"	"2"	"5"	"155"
"153"	"135"	"611"	"13"	"44"	"11"	"3"	"1"	"1"	"5"	"1"	"0"	"4"	"0"	"0"	"1"	"3"	"1"	"699"
"154"	"136"	"191"	"13"	"181"	"10"	"1"	"4"	"20"	"114"	"5"	"5"	"17"	"9"	"3"	"10"	"7"	"10"	"600"
"155"	"137"	"63"	"5"	"162"	"6"	"4"	"3"	"7"	"10"	"1"	"1"	"6"	"4"	"4"	"9"	"2"	"8"	"295"
"156"	"138"	"234"	"28"	"175"	"6"	"6"	"4"	"9"	"6"	"1"	"3"	"5"	"2"	"2"	"2"	"1"	"4"	"488"
"157"	"139"	"124"	"16"	"75"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"6"	"2"	"12"	"245"
"158"	"140"	"11"	"5"	"25"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"47"
"159"	"141"	"363"	"22"	"63"	"4"	"0"	"1"	"2"	"0"	"2"	"0"	"1"	"4"	"5"	"6"	"7"	"30"	"510"
"160"	"142"	"50"	"45"	"263"	"5"	"4"	"1"	"16"	"42"	"2"	"2"	"11"	"1"	"0"	"0"	"2"	"5"	"449"
"161"	"143"	"114"	"43"	"132"	"9"	"4"	"5"	"4"	"2"	"1"	"3"	"3"	"0"	"2"	"3"	"2"	"5"	"332"
"162"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"164"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"165"	"144"	"103"	"15"	"343"	"9"	"11"	"6"	"14"	"6"	"0"	"1"	"10"	"14"	"3"	"2"	"3"	"4"	"544"
"166"	"145"	"88"	"6"	"170"	"1"	"2"	"1"	"3"	"3"	"1"	"0"	"3"	"1"	"0"	"3"	"2"	"1"	"285"
