"X.v...k....XIV..i.kj.k.26.9.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"QkeZ & 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v afr e  i fj . kke  Ik="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu; e  56 C (2) nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"34&l kl kj ke l al nh;  fuokZpu {ks= l s yksd  l Hkk ds fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Hkkx  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"fo/kku l Hkk fuokZpu {ks= esa fuokZpdksa dh dqy  l a[ ; k 233833"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"27"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"28"	"BF"	"1921"	"1605"	"1393"	"949"	"39"	"21"	"41"	"21"	"16"	"13"	"12"	"10"	"27"	"33"	"22"	"52"	"6175"	"0"	"6175"	"0"
"29"	"15"	"53"	"36"	"157"	"11"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"264"	""	"264"	""
"30"	"16"	"231"	"164"	"186"	"19"	"3"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"3"	"3"	"3"	"10"	"627"	""	"627"	""
"31"	"17"	"40"	"97"	"62"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"202"	""	"202"	""
"32"	"18"	"219"	"191"	"93"	"23"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"540"	""	"540"	""
"33"	"19"	"113"	"56"	"102"	"32"	"4"	"2"	"87"	"3"	"0"	"3"	"0"	"0"	"3"	"1"	"0"	"1"	"407"	""	"407"	""
"34"	"20"	"39"	"53"	"116"	"79"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"297"	""	"297"	""
"35"	"21"	"69"	"69"	"21"	"54"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"220"	""	"220"	""
"36"	"22"	"219"	"176"	"221"	"80"	"4"	"1"	"40"	"2"	"1"	"2"	"0"	"1"	"0"	"5"	"1"	"4"	"757"	""	"757"	""
"37"	"23"	"109"	"17"	"236"	"58"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"428"	""	"428"	""
"38"	"24"	"116"	"45"	"25"	"91"	"1"	"2"	"2"	"0"	"2"	"1"	"3"	"0"	"3"	"5"	"2"	"1"	"299"	""	"299"	""
"39"	"25"	"66"	"40"	"132"	"58"	"5"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"308"	""	"308"	""
"40"	"26"	"149"	"72"	"58"	"103"	"3"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"4"	"1"	"3"	"1"	"401"	""	"401"	""
"41"	"27"	"51"	"69"	"31"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"164"	""	"164"	""
"42"	"28"	"280"	"62"	"290"	"18"	"4"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"4"	"666"	""	"666"	""
"43"	"TOTAL"	"3675"	"2752"	"3123"	"1588"	"79"	"31"	"176"	"30"	"24"	"28"	"17"	"15"	"41"	"60"	"36"	"80"	"11755"	"0"	"11755"	"0"
"44"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"45"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"46"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"47"	"BF"	"3675"	"2752"	"3123"	"1588"	"79"	"31"	"176"	"30"	"24"	"28"	"17"	"15"	"41"	"60"	"36"	"80"	"11755"	"0"	"11755"	"0"
"48"	"29"	"59"	"165"	"115"	"27"	"1"	"1"	"1"	"3"	"1"	"1"	"0"	"0"	"2"	"5"	"5"	"5"	"391"	""	"391"	""
"49"	"30"	"100"	"233"	"53"	"13"	"3"	"7"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"415"	""	"415"	""
"50"	"31"	"49"	"136"	"191"	"110"	"4"	"5"	"0"	"0"	"2"	"6"	"1"	"0"	"1"	"0"	"0"	"0"	"505"	""	"505"	""
"51"	"32"	"131"	"140"	"92"	"19"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"4"	"396"	""	"396"	""
"52"	"33"	"98"	"188"	"97"	"107"	"6"	"0"	"5"	"0"	"0"	"2"	"0"	"1"	"1"	"3"	"1"	"2"	"511"	""	"511"	""
"53"	"34"	"74"	"68"	"72"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"239"	""	"239"	""
"54"	"35"	"51"	"178"	"44"	"17"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"297"	""	"297"	""
"55"	"36"	"80"	"40"	"96"	"71"	"4"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"4"	"6"	"0"	"2"	"309"	""	"309"	""
"56"	"37"	"53"	"68"	"76"	"78"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"7"	"0"	"0"	"288"	""	"288"	""
"57"	"38"	"243"	"152"	"131"	"28"	"5"	"14"	"184"	"10"	"2"	"2"	"1"	"0"	"4"	"8"	"3"	"21"	"808"	""	"808"	""
"58"	"39"	"160"	"116"	"60"	"30"	"0"	"14"	"0"	"0"	"2"	"1"	"0"	"2"	"1"	"3"	"0"	"7"	"396"	""	"396"	""
"59"	"40"	"176"	"91"	"114"	"85"	"2"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"1"	"4"	"2"	"6"	"489"	""	"489"	""
"60"	"41"	"314"	"198"	"117"	"15"	"3"	"39"	"2"	"1"	"3"	"1"	"5"	"1"	"3"	"1"	"4"	"8"	"715"	""	"715"	""
"61"	"42"	"275"	"70"	"115"	"113"	"4"	"1"	"1"	"0"	"5"	"4"	"1"	"1"	"2"	"5"	"1"	"3"	"601"	""	"601"	""
"62"	"TOTAL"	"5538"	"4595"	"4496"	"2325"	"114"	"123"	"377"	"46"	"43"	"47"	"26"	"22"	"63"	"103"	"56"	"141"	"18115"	"0"	"18115"	"0"
"63"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"65"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"66"	"BF"	"5538"	"4595"	"4496"	"2325"	"114"	"123"	"377"	"46"	"43"	"47"	"26"	"22"	"63"	"103"	"56"	"141"	"18115"	"0"	"18115"	"0"
"67"	"43"	"402"	"85"	"42"	"28"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"4"	"1"	"11"	"578"	""	"578"	""
"68"	"44"	"32"	"12"	"227"	"129"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"6"	"0"	"1"	"414"	""	"414"	""
"69"	"45"	"160"	"11"	"174"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"350"	""	"350"	""
"70"	"46"	"94"	"13"	"150"	"17"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"280"	""	"280"	""
"71"	"47"	"190"	"26"	"187"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"410"	""	"410"	""
"72"	"48"	"254"	"62"	"91"	"91"	"2"	"2"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"4"	"513"	""	"513"	""
"73"	"49"	"26"	"145"	"207"	"113"	"3"	"28"	"1"	"0"	"2"	"1"	"3"	"0"	"3"	"1"	"3"	"2"	"538"	""	"538"	""
"74"	"50"	"194"	"73"	"113"	"34"	"0"	"3"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"5"	"428"	""	"428"	""
"75"	"51"	"16"	"216"	"160"	"9"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"406"	""	"406"	""
"76"	"52"	"168"	"116"	"30"	"120"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"4"	"4"	"7"	"454"	""	"454"	""
"77"	"53"	"111"	"69"	"145"	"32"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"366"	""	"366"	""
"78"	"54"	"242"	"30"	"61"	"32"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"4"	"1"	"6"	"382"	""	"382"	""
"79"	"55"	"56"	"258"	"44"	"54"	"1"	"40"	"2"	"2"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"462"	""	"462"	""
"80"	"56"	"59"	"47"	"123"	"78"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"3"	"4"	"2"	"325"	""	"325"	""
"81"	"TOTAL"	"7542"	"5758"	"6250"	"3066"	"133"	"202"	"385"	"52"	"50"	"57"	"34"	"27"	"76"	"129"	"74"	"186"	"24021"	"0"	"24021"	"0"
"82"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"83"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"84"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"85"	"BF"	"7542"	"5758"	"6250"	"3066"	"133"	"202"	"385"	"52"	"50"	"57"	"34"	"27"	"76"	"129"	"74"	"186"	"24021"	"0"	"24021"	"0"
"86"	"57"	"151"	"32"	"79"	"209"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"3"	"0"	"3"	"487"	""	"487"	""
"87"	"58"	"194"	"64"	"137"	"33"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"1"	"14"	"453"	""	"453"	""
"88"	"59"	"172"	"68"	"80"	"112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"434"	""	"434"	""
"89"	"60"	"62"	"101"	"119"	"114"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"1"	"410"	""	"410"	""
"90"	"61"	"155"	"54"	"73"	"30"	"1"	"7"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"5"	"0"	"6"	"336"	""	"336"	""
"91"	"62"	"266"	"76"	"201"	"40"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"1"	"593"	""	"593"	""
"92"	"63"	"136"	"51"	"157"	"71"	"6"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"2"	"4"	"0"	"10"	"442"	""	"442"	""
"93"	"64"	"134"	"186"	"43"	"120"	"2"	"8"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"498"	""	"498"	""
"94"	"65"	"290"	"132"	"20"	"19"	"4"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"475"	""	"475"	""
"95"	"66"	"153"	"70"	"28"	"110"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"3"	"0"	"4"	"376"	""	"376"	""
"96"	"67"	"38"	"20"	"87"	"11"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"162"	""	"162"	""
"97"	"68"	"139"	"144"	"77"	"46"	"1"	"15"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"1"	"1"	"430"	""	"430"	""
"98"	"69"	"15"	"78"	"58"	"33"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"0"	"3"	"6"	"3"	"0"	"203"	""	"203"	""
"99"	"70"	"153"	"62"	"14"	"1"	"1"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"242"	""	"242"	""
"100"	"TOTAL"	"9600"	"6896"	"7423"	"4015"	"159"	"241"	"400"	"61"	"54"	"67"	"43"	"31"	"95"	"161"	"84"	"232"	"29562"	"0"	"29562"	"0"
"101"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"103"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"104"	"BF"	"9600"	"6896"	"7423"	"4015"	"159"	"241"	"400"	"61"	"54"	"67"	"43"	"31"	"95"	"161"	"84"	"232"	"29562"	"0"	"29562"	"0"
"105"	"71"	"7"	"23"	"174"	"23"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"2"	"8"	"2"	"4"	"249"	""	"249"	""
"106"	"72"	"111"	"10"	"81"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"228"	""	"228"	""
"107"	"73"	"61"	"156"	"130"	"52"	"2"	"0"	"4"	"2"	"1"	"1"	"2"	"1"	"3"	"2"	"0"	"2"	"419"	""	"419"	""
"108"	"74"	"92"	"19"	"68"	"62"	"3"	"0"	"0"	"1"	"2"	"1"	"8"	"0"	"7"	"7"	"3"	"5"	"278"	""	"278"	""
"109"	"75"	"351"	"112"	"75"	"30"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"575"	""	"575"	""
"110"	"76"	"30"	"156"	"104"	"16"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"318"	""	"318"	""
"111"	"77"	"11"	"194"	"63"	"1"	"1"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"279"	""	"279"	""
"112"	"78"	"107"	"3"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"129"	""	"129"	""
"113"	"79"	"49"	"100"	"112"	"39"	"1"	"3"	"2"	"1"	"0"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"313"	""	"313"	""
"114"	"80"	"34"	"48"	"158"	"51"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	""	"294"	""
"115"	"81"	"50"	"237"	"203"	"31"	"2"	"7"	"4"	"2"	"3"	"2"	"2"	"0"	"4"	"3"	"3"	"12"	"565"	""	"565"	""
"116"	"82"	"112"	"348"	"9"	"31"	"1"	"22"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"2"	"1"	"531"	""	"531"	""
"117"	"83"	"164"	"45"	"66"	"2"	"1"	"2"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"287"	""	"287"	""
"118"	"84"	"13"	"170"	"47"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"257"	""	"257"	""
"119"	"TOTAL"	"10792"	"8517"	"8727"	"4394"	"176"	"280"	"414"	"73"	"62"	"77"	"63"	"36"	"119"	"189"	"102"	"263"	"34284"	"0"	"34284"	"0"
"120"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"122"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"123"	"BF"	"10792"	"8517"	"8727"	"4394"	"176"	"280"	"414"	"73"	"62"	"77"	"63"	"36"	"119"	"189"	"102"	"263"	"34284"	"0"	"34284"	"0"
"124"	"85"	"37"	"173"	"170"	"2"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"390"	""	"390"	""
"125"	"86"	"196"	"104"	"62"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"369"	""	"369"	""
"126"	"87"	"36"	"175"	"159"	"13"	"2"	"3"	"6"	"3"	"2"	"2"	"0"	"1"	"2"	"1"	"0"	"5"	"410"	""	"410"	""
"127"	"88"	"130"	"140"	"122"	"19"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"6"	"5"	"426"	""	"426"	""
"128"	"89"	"18"	"40"	"89"	"14"	"2"	"3"	"132"	"3"	"2"	"0"	"1"	"2"	"3"	"4"	"1"	"4"	"318"	""	"318"	""
"129"	"90"	"92"	"195"	"373"	"8"	"51"	"6"	"13"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"744"	""	"744"	""
"130"	"91"	"84"	"33"	"178"	"22"	"2"	"2"	"23"	"2"	"1"	"0"	"1"	"1"	"2"	"2"	"0"	"4"	"357"	""	"357"	""
"131"	"92"	"32"	"44"	"53"	"10"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"146"	""	"146"	""
