"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  145 S.Kamal"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"24"	"19"	"165"	"37"	"7"	"127"	"48"	"5"	"12"	"4"	"4"	"14"	"5"	"91"	"8"	"4"	"6"	"11"	"3"	"0"	"4"	"555"	"0"	"555"	"0"
"25"	"20"	"52"	"58"	"4"	"97"	"18"	"2"	"23"	"4"	"0"	"5"	"4"	"51"	"8"	"4"	"0"	"9"	"0"	"0"	"0"	"339"	"0"	"339"	"0"
"26"	"21"	"38"	"172"	"3"	"113"	"35"	"0"	"3"	"0"	"0"	"1"	"2"	"54"	"1"	"0"	"2"	"0"	"9"	"7"	"3"	"443"	"0"	"443"	"0"
"27"	"22"	"92"	"17"	"4"	"334"	"9"	"4"	"4"	"1"	"3"	"2"	"7"	"15"	"19"	"6"	"12"	"15"	"8"	"1"	"1"	"554"	"0"	"554"	"0"
"28"	"23"	"161"	"51"	"2"	"233"	"43"	"3"	"3"	"0"	"5"	"3"	"11"	"12"	"6"	"3"	"9"	"22"	"0"	"1"	"0"	"568"	"0"	"568"	"0"
"29"	"24"	"251"	"69"	"7"	"146"	"16"	"5"	"1"	"1"	"5"	"2"	"15"	"13"	"7"	"6"	"4"	"48"	"11"	"0"	"1"	"608"	"0"	"608"	"0"
"30"	"25"	"272"	"28"	"2"	"140"	"6"	"2"	"3"	"1"	"1"	"1"	"9"	"5"	"5"	"1"	"6"	"36"	"21"	"3"	"3"	"545"	"0"	"545"	"0"
"31"	"26"	"416"	"43"	"17"	"178"	"13"	"4"	"0"	"1"	"2"	"0"	"9"	"2"	"1"	"2"	"1"	"10"	"5"	"1"	"1"	"706"	"0"	"706"	"0"
"32"	"27"	"160"	"46"	"7"	"396"	"21"	"5"	"2"	"3"	"3"	"2"	"6"	"20"	"13"	"5"	"8"	"30"	"3"	"3"	"4"	"737"	"0"	"737"	"0"
"33"	"28"	"258"	"36"	"6"	"307"	"17"	"3"	"5"	"1"	"1"	"1"	"7"	"13"	"5"	"2"	"5"	"22"	"16"	"12"	"9"	"726"	"0"	"726"	"0"
"34"	"29"	"212"	"72"	"4"	"57"	"54"	"4"	"0"	"0"	"1"	"1"	"8"	"4"	"2"	"0"	"4"	"28"	"5"	"1"	"2"	"459"	"0"	"459"	"0"
"35"	"30"	"120"	"48"	"1"	"96"	"11"	"2"	"0"	"0"	"1"	"1"	"1"	"9"	"1"	"2"	"7"	"8"	"14"	"7"	"4"	"333"	"0"	"333"	"0"
"36"	"31"	"71"	"71"	"2"	"113"	"5"	"0"	"0"	"1"	"0"	"0"	"5"	"4"	"2"	"2"	"2"	"7"	"10"	"7"	"2"	"304"	"0"	"304"	"0"
"37"	"32"	"211"	"41"	"1"	"331"	"25"	"0"	"0"	"3"	"3"	"0"	"11"	"16"	"0"	"2"	"8"	"13"	"9"	"0"	"2"	"676"	"0"	"676"	"0"
"38"	"33"	"126"	"45"	"8"	"478"	"39"	"2"	"1"	"0"	"0"	"1"	"2"	"23"	"2"	"1"	"4"	"15"	"3"	"3"	"1"	"754"	"0"	"754"	"0"
"39"	"34"	"242"	"20"	"1"	"263"	"69"	"4"	"0"	"2"	"2"	"2"	"11"	"8"	"4"	"8"	"5"	"40"	"13"	"2"	"3"	"699"	"0"	"699"	"0"
"40"	"35"	"148"	"70"	"8"	"317"	"33"	"7"	"1"	"5"	"2"	"8"	"11"	"14"	"4"	"3"	"7"	"26"	"36"	"9"	"8"	"717"	"0"	"717"	"0"
"41"	"36"	"178"	"61"	"5"	"105"	"14"	"5"	"0"	"0"	"3"	"7"	"7"	"13"	"7"	"3"	"3"	"10"	"17"	"5"	"4"	"447"	"0"	"447"	"0"
"42"	"37"	"244"	"30"	"10"	"237"	"77"	"5"	"3"	"3"	"2"	"2"	"8"	"37"	"5"	"3"	"7"	"19"	"17"	"10"	"2"	"721"	"0"	"721"	"0"
"43"	"38"	"119"	"58"	"2"	"227"	"25"	"2"	"2"	"0"	"0"	"2"	"2"	"20"	"3"	"0"	"3"	"9"	"3"	"1"	"2"	"480"	"0"	"480"	"0"
"44"	"39"	"79"	"136"	"5"	"149"	"75"	"2"	"1"	"0"	"1"	"0"	"0"	"4"	"3"	"1"	"2"	"6"	"5"	"0"	"1"	"470"	"0"	"470"	"0"
"45"	"40"	"69"	"36"	"1"	"195"	"39"	"2"	"0"	"0"	"2"	"0"	"0"	"14"	"4"	"2"	"6"	"9"	"1"	"0"	"1"	"381"	"0"	"381"	"0"
"46"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"47"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"48"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"49"	"41"	"259"	"51"	"3"	"184"	"49"	"2"	"2"	"2"	"2"	"3"	"5"	"23"	"5"	"2"	"4"	"25"	"13"	"4"	"2"	"640"	"0"	"640"	"0"
"50"	"42"	"178"	"21"	"3"	"235"	"49"	"6"	"3"	"2"	"2"	"1"	"5"	"19"	"2"	"1"	"3"	"13"	"8"	"5"	"0"	"556"	"0"	"556"	"0"
"51"	"43"	"79"	"15"	"8"	"267"	"64"	"4"	"4"	"2"	"1"	"1"	"7"	"34"	"2"	"4"	"12"	"0"	"5"	"0"	"4"	"513"	"0"	"513"	"0"
"52"	"44"	"43"	"7"	"3"	"351"	"24"	"1"	"0"	"0"	"1"	"0"	"3"	"6"	"6"	"0"	"3"	"6"	"3"	"5"	"6"	"468"	"0"	"468"	"0"
"53"	"45"	"62"	"191"	"7"	"143"	"57"	"4"	"12"	"1"	"2"	"5"	"5"	"68"	"6"	"8"	"12"	"20"	"3"	"3"	"2"	"611"	"0"	"611"	"0"
"54"	"46"	"176"	"14"	"1"	"26"	"19"	"1"	"1"	"0"	"1"	"4"	"2"	"13"	"1"	"1"	"3"	"18"	"2"	"0"	"0"	"283"	"0"	"283"	"0"
"55"	"47"	"183"	"11"	"3"	"99"	"16"	"1"	"0"	"1"	"0"	"3"	"1"	"50"	"5"	"2"	"3"	"5"	"7"	"0"	"1"	"391"	"0"	"391"	"0"
"56"	"48"	"214"	"36"	"9"	"121"	"148"	"12"	"1"	"1"	"1"	"4"	"6"	"36"	"5"	"0"	"4"	"13"	"25"	"3"	"4"	"643"	"0"	"643"	"0"
"57"	"49"	"217"	"15"	"4"	"66"	"69"	"4"	"3"	"3"	"1"	"12"	"6"	"80"	"9"	"4"	"2"	"10"	"5"	"1"	"2"	"513"	"0"	"513"	"0"
"58"	"50"	"181"	"92"	"7"	"88"	"65"	"1"	"0"	"1"	"1"	"1"	"6"	"33"	"5"	"3"	"13"	"38"	"18"	"7"	"3"	"563"	"0"	"563"	"0"
"59"	"51"	"46"	"61"	"22"	"131"	"38"	"5"	"0"	"1"	"1"	"3"	"1"	"11"	"0"	"4"	"3"	"5"	"4"	"3"	"0"	"339"	"0"	"339"	"0"
"60"	"52"	"98"	"25"	"4"	"344"	"71"	"2"	"2"	"1"	"3"	"6"	"3"	"34"	"16"	"4"	"4"	"23"	"4"	"3"	"0"	"647"	"0"	"647"	"0"
"61"	"53"	"248"	"14"	"5"	"109"	"199"	"7"	"6"	"0"	"7"	"7"	"13"	"36"	"10"	"2"	"3"	"28"	"9"	"1"	"3"	"707"	"0"	"707"	"0"
"62"	"54"	"49"	"37"	"2"	"144"	"320"	"12"	"1"	"2"	"1"	"4"	"4"	"32"	"0"	"4"	"0"	"7"	"3"	"3"	"2"	"627"	"0"	"627"	"0"
"63"	"55"	"86"	"47"	"3"	"231"	"220"	"3"	"2"	"5"	"3"	"4"	"1"	"76"	"6"	"2"	"6"	"15"	"9"	"9"	"6"	"734"	"0"	"734"	"0"
"64"	"56"	"71"	"18"	"2"	"88"	"432"	"14"	"7"	"2"	"6"	"9"	"6"	"46"	"8"	"11"	"6"	"45"	"5"	"1"	"4"	"781"	"0"	"781"	"0"
"65"	"57"	"19"	"55"	"2"	"74"	"384"	"9"	"5"	"3"	"2"	"3"	"4"	"125"	"8"	"2"	"1"	"12"	"4"	"3"	"6"	"721"	"0"	"721"	"0"
"66"	"58"	"44"	"69"	"0"	"50"	"237"	"5"	"1"	"2"	"2"	"1"	"3"	"119"	"5"	"2"	"2"	"4"	"2"	"0"	"0"	"548"	"0"	"548"	"0"
"67"	"59"	"94"	"129"	"0"	"108"	"224"	"9"	"3"	"3"	"5"	"7"	"10"	"68"	"5"	"5"	"9"	"27"	"1"	"1"	"3"	"711"	"0"	"711"	"0"
"68"	"60"	"13"	"155"	"1"	"42"	"90"	"1"	"0"	"0"	"1"	"1"	"0"	"48"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"357"	"0"	"357"	"0"
"69"	"61"	"159"	"6"	"6"	"25"	"106"	"2"	"0"	"0"	"1"	"2"	"4"	"9"	"4"	"0"	"5"	"28"	"7"	"0"	"1"	"365"	"0"	"365"	"0"
"70"	"62"	"392"	"6"	"2"	"12"	"35"	"1"	"0"	"1"	"0"	"1"	"0"	"5"	"0"	"1"	"2"	"18"	"23"	"0"	"2"	"501"	"0"	"501"	"0"
"71"	"63"	"124"	"25"	"4"	"162"	"96"	"5"	"1"	"1"	"2"	"2"	"13"	"9"	"4"	"7"	"4"	"27"	"6"	"2"	"3"	"497"	"0"	"497"	"0"
"72"	"64"	"38"	"7"	"1"	"115"	"197"	"7"	"0"	"2"	"2"	"2"	"4"	"25"	"5"	"3"	"2"	"9"	"5"	"6"	"1"	"431"	"0"	"431"	"0"
"73"	"65"	"14"	"13"	"1"	"92"	"13"	"8"	"2"	"1"	"3"	"2"	"1"	"32"	"4"	"2"	"5"	"18"	"0"	"1"	"1"	"213"	"0"	"213"	"0"
"74"	"66"	"16"	"84"	"12"	"18"	"182"	"3"	"3"	"4"	"0"	"1"	"3"	"62"	"2"	"3"	"6"	"10"	"0"	"0"	"1"	"410"	"0"	"410"	"0"
"75"	"67"	"23"	"11"	"2"	"255"	"17"	"1"	"0"	"0"	"1"	"4"	"1"	"70"	"4"	"2"	"7"	"11"	"1"	"1"	"2"	"413"	"0"	"413"	"0"
"76"	"68"	"15"	"1"	"3"	"218"	"5"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"5"	"0"	"1"	"5"	"0"	"0"	"0"	"258"	"0"	"258"	"0"
"77"	"69"	"61"	"5"	"2"	"9"	"55"	"4"	"0"	"3"	"3"	"3"	"8"	"42"	"6"	"3"	"2"	"15"	"2"	"1"	"2"	"226"	"0"	"226"	"0"
"78"	"70"	"174"	"6"	"4"	"83"	"26"	"5"	"13"	"1"	"1"	"5"	"7"	"6"	"1"	"1"	"1"	"16"	"1"	"1"	"0"	"352"	"0"	"352"	"0"
"79"	"71"	"18"	"23"	"4"	"347"	"15"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"6"	"9"	"3"	"2"	"1"	"437"	"0"	"437"	"0"
"80"	"72"	"132"	"16"	"6"	"356"	"29"	"3"	"14"	"2"	"2"	"3"	"11"	"12"	"2"	"3"	"5"	"16"	"13"	"3"	"5"	"633"	"0"	"633"	"0"
"81"	"73"	"8"	"15"	"6"	"339"	"23"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	"3"	"2"	"1"	"407"	"0"	"407"	"0"
"82"	"74"	"301"	"16"	"0"	"39"	"36"	"2"	"2"	"4"	"2"	"3"	"5"	"11"	"2"	"1"	"7"	"38"	"15"	"0"	"5"	"489"	"0"	"489"	"0"
"83"	"75"	"11"	"95"	"1"	"42"	"148"	"5"	"1"	"1"	"1"	"2"	"4"	"140"	"1"	"1"	"1"	"4"	"2"	"1"	"0"	"461"	"0"	"461"	"0"
"84"	"76"	"13"	"156"	"3"	"9"	"81"	"5"	"0"	"2"	"0"	"5"	"0"	"113"	"1"	"0"	"3"	"15"	"2"	"0"	"1"	"409"	"0"	"409"	"0"
"85"	"77"	"6"	"61"	"5"	"31"	"32"	"3"	"0"	"2"	"1"	"2"	"2"	"77"	"6"	"1"	"2"	"10"	"0"	"2"	"0"	"243"	"0"	"243"	"0"
"86"	"78"	"58"	"107"	"3"	"97"	"154"	"6"	"2"	"3"	"0"	"9"	"11"	"68"	"7"	"2"	"3"	"5"	"9"	"4"	"1"	"549"	"0"	"549"	"0"
"87"	"79"	"126"	"19"	"27"	"81"	"141"	"9"	"4"	"2"	"0"	"5"	"8"	"42"	"3"	"6"	"8"	"21"	"5"	"0"	"3"	"510"	"0"	"510"	"0"
"88"	"80"	"36"	"6"	"0"	"5"	"16"	"0"	"0"	"0"	"0"	"1"	"1"	"39"	"1"	"1"	"2"	"3"	"0"	"0"	"1"	"112"	"0"	"112"	"0"
"89"	"81"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"90"	"82"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"91"	"83"	"94"	"91"	"7"	"241"	"31"	"5"	"2"	"2"	"0"	"3"	"3"	"6"	"3"	"0"	"2"	"4"	"9"	"3"	"2"	"508"	"0"	"508"	"0"
"92"	"84"	"88"	"132"	"5"	"76"	"42"	"1"	"4"	"0"	"0"	"1"	"6"	"8"	"1"	"1"	"5"	"9"	"6"	"1"	"2"	"388"	"0"	"388"	"0"
"93"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"94"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"95"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"96"	"85"	"120"	"47"	"13"	"161"	"118"	"6"	"3"	"3"	"6"	"3"	"4"	"18"	"4"	"1"	"2"	"12"	"8"	"1"	"2"	"532"	"0"	"532"	"0"
"97"	"86"	"85"	"18"	"2"	"442"	"39"	"3"	"1"	"4"	"3"	"0"	"4"	"62"	"9"	"2"	"2"	"13"	"14"	"5"	"11"	"719"	"0"	"719"	"0"
"98"	"87"	"138"	"21"	"7"	"56"	"28"	"5"	"1"	"2"	"4"	"2"	"2"	"24"	"3"	"0"	"1"	"21"	"15"	"1"	"2"	"333"	"0"	"333"	"0"
"99"	"88"	"199"	"17"	"0"	"31"	"60"	"6"	"3"	"1"	"1"	"1"	"5"	"10"	"2"	"1"	"6"	"17"	"5"	"1"	"1"	"367"	"0"	"367"	"0"
"100"	"89"	"211"	"16"	"4"	"277"	"58"	"2"	"0"	"4"	"4"	"0"	"4"	"19"	"3"	"3"	"5"	"18"	"1"	"0"	"2"	"631"	"0"	"631"	"0"
"101"	"90"	"22"	"25"	"3"	"101"	"26"	"3"	"2"	"4"	"2"	"12"	"8"	"167"	"12"	"6"	"8"	"24"	"4"	"3"	"4"	"436"	"0"	"436"	"0"
"102"	"91"	"24"	"7"	"1"	"209"	"35"	"3"	"1"	"1"	"2"	"2"	"2"	"60"	"2"	"1"	"2"	"13"	"8"	"2"	"3"	"378"	"0"	"378"	"0"
"103"	"92"	"224"	"2"	"1"	"5"	"98"	"2"	"0"	"1"	"1"	"1"	"2"	"21"	"1"	"0"	"0"	"6"	"7"	"0"	"1"	"373"	"0"	"373"	"0"
"104"	"93"	"150"	"13"	"0"	"89"	"43"	"7"	"3"	"2"	"3"	"7"	"9"	"92"	"14"	"3"	"4"	"27"	"20"	"2"	"11"	"499"	"0"	"499"	"0"
"105"	"94"	"93"	"9"	"0"	"49"	"39"	"2"	"2"	"4"	"5"	"4"	"8"	"112"	"6"	"1"	"3"	"21"	"2"	"0"	"1"	"361"	"0"	"361"	"0"
"106"	"95"	"157"	"3"	"0"	"9"	"37"	"6"	"3"	"3"	"2"	"4"	"8"	"7"	"4"	"2"	"7"	"23"	"4"	"1"	"2"	"282"	"0"	"282"	"0"
"107"	"96"	"246"	"9"	"1"	"25"	"139"	"6"	"3"	"4"	"4"	"2"	"3"	"3"	"2"	"1"	"5"	"26"	"11"	"0"	"2"	"492"	"0"	"492"	"0"
"108"	"97"	"86"	"24"	"5"	"31"	"138"	"7"	"2"	"3"	"2"	"5"	"2"	"44"	"4"	"4"	"2"	"17"	"5"	"2"	"1"	"384"	"0"	"384"	"0"
"109"	"98"	"64"	"19"	"4"	"50"	"192"	"4"	"4"	"1"	"1"	"3"	"2"	"31"	"4"	"1"	"1"	"1"	"0"	"0"	"0"	"382"	"0"	"382"	"0"
"110"	"99"	"159"	"14"	"12"	"217"	"134"	"4"	"1"	"0"	"2"	"1"	"7"	"18"	"12"	"2"	"6"	"16"	"7"	"5"	"2"	"619"	"0"	"619"	"0"
"111"	"100"	"353"	"21"	"5"	"30"	"23"	"5"	"3"	"2"	"4"	"4"	"9"	"23"	"8"	"3"	"3"	"10"	"21"	"7"	"0"	"534"	"0"	"534"	"0"
"112"	"101"	"38"	"24"	"2"	"124"	"88"	"2"	"1"	"1"	"2"	"0"	"2"	"39"	"1"	"1"	"2"	"4"	"3"	"3"	"2"	"339"	"0"	"339"	"0"
"113"	"102"	"37"	"20"	"3"	"41"	"82"	"6"	"1"	"2"	"2"	"4"	"5"	"280"	"8"	"6"	"1"	"19"	"2"	"2"	"3"	"524"	"0"	"524"	"0"
"114"	"103"	"92"	"20"	"0"	"23"	"111"	"1"	"1"	"0"	"2"	"2"	"6"	"100"	"2"	"1"	"1"	"14"	"2"	"0"	"1"	"379"	"0"	"379"	"0"
"115"	"104"	"214"	"12"	"14"	"303"	"22"	"8"	"4"	"3"	"7"	"0"	"5"	"34"	"2"	"4"	"2"	"15"	"7"	"3"	"2"	"661"	"0"	"661"	"0"
"116"	"105"	"168"	"14"	"4"	"397"	"25"	"7"	"5"	"5"	"5"	"8"	"7"	"15"	"7"	"2"	"9"	"21"	"7"	"1"	"1"	"708"	"0"	"708"	"0"
"117"	"106"	"93"	"5"	"1"	"96"	"62"	"1"	"0"	"1"	"2"	"1"	"3"	"56"	"0"	"1"	"1"	"12"	"11"	"0"	"2"	"348"	"0"	"348"	"0"
"118"	"107"	"20"	"4"	"2"	"340"	"10"	"1"	"2"	"1"	"0"	"1"	"0"	"8"	"5"	"1"	"3"	"3"	"3"	"1"	"2"	"407"	"0"	"407"	"0"
"119"	"108"	"158"	"14"	"7"	"125"	"47"	"3"	"1"	"1"	"4"	"5"	"6"	"90"	"3"	"2"	"4"	"7"	"10"	"4"	"5"	"496"	"0"	"496"	"0"
"120"	"109"	"5"	"15"	"1"	"453"	"11"	"2"	"4"	"0"	"0"	"2"	"1"	"8"	"2"	"0"	"1"	"2"	"0"	"1"	"1"	"509"	"0"	"509"	"0"
"121"	"110"	"93"	"37"	"3"	"114"	"22"	"2"	"0"	"0"	"1"	"1"	"1"	"18"	"2"	"2"	"0"	"3"	"3"	"4"	"1"	"307"	"0"	"307"	"0"
"122"	"111"	"47"	"13"	"0"	"305"	"50"	"1"	"2"	"0"	"2"	"0"	"1"	"2"	"4"	"0"	"0"	"2"	"2"	"3"	"1"	"435"	"0"	"435"	"0"
"123"	"112"	"33"	"44"	"3"	"211"	"24"	"4"	"2"	"1"	"1"	"1"	"2"	"33"	"7"	"0"	"6"	"15"	"10"	"8"	"5"	"410"	"0"	"410"	"0"
"124"	"113"	"186"	"9"	"2"	"112"	"36"	"1"	"0"	"0"	"1"	"0"	"2"	"13"	"0"	"0"	"0"	"4"	"5"	"0"	"0"	"371"	"0"	"371"	"0"
"125"	"114"	"88"	"3"	"1"	"175"	"26"	"0"	"6"	"2"	"2"	"5"	"4"	"41"	"6"	"1"	"6"	"26"	"3"	"2"	"2"	"399"	"0"	"399"	"0"
"126"	"115"	"132"	"63"	"11"	"99"	"15"	"2"	"0"	"0"	"1"	"0"	"5"	"11"	"1"	"2"	"5"	"3"	"7"	"2"	"2"	"361"	"0"	"361"	"0"
"127"	"116"	"73"	"8"	"5"	"182"	"42"	"1"	"1"	"0"	"0"	"3"	"2"	"10"	"2"	"0"	"3"	"5"	"0"	"0"	"0"	"337"	"0"	"337"	"0"
"128"	"117"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
