"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"37"	""	"ROUND- 2"	"120"	"839"	"191"	"1010"	"138"	"38"	"10"	"35"	"36"	"111"	"180"	"526"	"64"	"62"	"45"	"115"	"521"	"43"	"24"	"50"	"78"	"4236"	"0"	"4236"	"0"
"38"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"42"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21              22              23              24              25              26              27"	""	""	""	""	""	""
"43"	"1"	"29"	"12"	"50"	"18"	"115"	"9"	"10"	"5"	"2"	"6"	"2"	"30"	"35"	"10"	"1"	"7"	"10"	"93"	"7"	"1"	"3"	"4"	"430"	"0"	"430"	"0"
"44"	"2"	"30"	"2"	"4"	"1"	"18"	"8"	"8"	"0"	"0"	"2"	"0"	"3"	"128"	"5"	"7"	"1"	"2"	"93"	"2"	"1"	"1"	"0"	"286"	"0"	"286"	"0"
"45"	"3"	"31"	"28"	"57"	"77"	"95"	"35"	"6"	"5"	"8"	"3"	"64"	"65"	"21"	"9"	"2"	"5"	"6"	"1"	"2"	"3"	"2"	"6"	"500"	"0"	"500"	"0"
"46"	"4"	"32"	"17"	"77"	"34"	"47"	"6"	"2"	"0"	"3"	"0"	"4"	"1"	"19"	"2"	"1"	"2"	"2"	"0"	"1"	"3"	"0"	"0"	"221"	"0"	"221"	"0"
"47"	"5"	"33"	"4"	"200"	"4"	"247"	"23"	"5"	"1"	"1"	"2"	"7"	"0"	"12"	"2"	"2"	"2"	"0"	"28"	"4"	"2"	"3"	"1"	"550"	"0"	"550"	"0"
"48"	"6"	"34"	"1"	"165"	"5"	"211"	"5"	"1"	"0"	"2"	"0"	"0"	"0"	"11"	"2"	"1"	"1"	"0"	"6"	"0"	"1"	"0"	"3"	"415"	"0"	"415"	"0"
"49"	"7"	"35"	"6"	"150"	"26"	"234"	"9"	"1"	"0"	"2"	"1"	"5"	"3"	"25"	"2"	"1"	"2"	"2"	"6"	"0"	"0"	"2"	"3"	"480"	"0"	"480"	"0"
"50"	"8"	"36"	"1"	"16"	"1"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"9"	"0"	"0"	"1"	"0"	"296"	"1"	"1"	"1"	"0"	"335"	"0"	"335"	"0"
"51"	"9"	"37"	"7"	"124"	"19"	"104"	"17"	"3"	"0"	"2"	"2"	"10"	"7"	"38"	"13"	"2"	"3"	"9"	"24"	"3"	"1"	"6"	"4"	"398"	"0"	"398"	"0"
"52"	"10"	"38"	"7"	"102"	"13"	"79"	"3"	"3"	"0"	"0"	"1"	"1"	"0"	"12"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"227"	"0"	"227"	"0"
"53"	"11"	"39"	"11"	"190"	"104"	"73"	"7"	"0"	"0"	"1"	"1"	"1"	"1"	"43"	"5"	"2"	"2"	"4"	"6"	"1"	"1"	"1"	"0"	"454"	"0"	"454"	"0"
"54"	"12"	"40"	"13"	"118"	"47"	"175"	"16"	"1"	"1"	"3"	"3"	"9"	"5"	"24"	"11"	"7"	"2"	"7"	"4"	"4"	"0"	"8"	"1"	"459"	"0"	"459"	"0"
"55"	"13"	"41"	"13"	"83"	"10"	"117"	"4"	"2"	"0"	"0"	"0"	"1"	"1"	"55"	"5"	"8"	"5"	"7"	"83"	"1"	"1"	"3"	"0"	"399"	"0"	"399"	"0"
"56"	"14"	"42"	"12"	"67"	"85"	"54"	"9"	"6"	"1"	"2"	"6"	"1"	"6"	"85"	"8"	"9"	"11"	"14"	"63"	"2"	"4"	"1"	"6"	"452"	"0"	"452"	"0"
"57"	""	"ROUND- 3"	"134"	"1403"	"444"	"1574"	"153"	"49"	"13"	"26"	"27"	"105"	"122"	"517"	"75"	"44"	"44"	"63"	"706"	"28"	"19"	"31"	"29"	"5606"	"0"	"5606"	"0"
"58"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21              22              23              24              25              26              27"	""	""	""	""	""	""
"63"	"1"	"43"	"17"	"57"	"8"	"34"	"9"	"9"	"2"	"3"	"3"	"6"	"160"	"44"	"1"	"1"	"5"	"5"	"27"	"3"	"2"	"3"	"12"	"411"	"0"	"411"	"0"
"64"	"2"	"44"	"7"	"16"	"32"	"21"	"3"	"1"	"1"	"0"	"0"	"2"	"25"	"88"	"2"	"3"	"3"	"2"	"33"	"1"	"1"	"0"	"1"	"242"	"0"	"242"	"0"
"65"	"3"	"45"	"23"	"39"	"88"	"15"	"2"	"5"	"1"	"3"	"7"	"6"	"149"	"3"	"2"	"1"	"3"	"9"	"57"	"7"	"3"	"6"	"7"	"436"	"0"	"436"	"0"
"66"	"4"	"46"	"10"	"15"	"5"	"5"	"1"	"6"	"1"	"1"	"0"	"5"	"100"	"18"	"1"	"2"	"1"	"3"	"129"	"2"	"2"	"0"	"2"	"309"	"0"	"309"	"0"
"67"	"5"	"47"	"20"	"52"	"100"	"42"	"9"	"5"	"9"	"42"	"7"	"6"	"17"	"23"	"7"	"12"	"6"	"15"	"17"	"4"	"9"	"4"	"17"	"423"	"0"	"423"	"0"
"68"	"6"	"48"	"6"	"115"	"67"	"27"	"2"	"3"	"3"	"2"	"5"	"2"	"50"	"23"	"1"	"6"	"5"	"8"	"2"	"1"	"0"	"1"	"0"	"329"	"0"	"329"	"0"
"69"	"7"	"49"	"2"	"1"	"0"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"337"	"1"	"2"	"1"	"1"	"637"	"1"	"0"	"1"	"1"	"996"	"0"	"996"	"0"
"70"	"8"	"50"	"8"	"53"	"16"	"5"	"3"	"1"	"1"	"3"	"0"	"3"	"11"	"61"	"1"	"6"	"6"	"10"	"110"	"9"	"7"	"1"	"8"	"323"	"0"	"323"	"0"
"71"	"9"	"51"	"8"	"21"	"3"	"7"	"7"	"3"	"8"	"1"	"3"	"1"	"19"	"241"	"0"	"7"	"6"	"5"	"319"	"12"	"2"	"3"	"5"	"681"	"0"	"681"	"0"
"72"	"10"	"52"	"10"	"6"	"4"	"6"	"5"	"6"	"1"	"2"	"2"	"4"	"9"	"213"	"11"	"5"	"3"	"10"	"199"	"18"	"9"	"3"	"19"	"545"	"0"	"545"	"0"
"73"	"11"	"53"	"13"	"65"	"4"	"15"	"6"	"1"	"1"	"2"	"2"	"3"	"71"	"86"	"9"	"6"	"3"	"1"	"65"	"7"	"2"	"6"	"7"	"375"	"0"	"375"	"0"
"74"	"12"	"54"	"21"	"131"	"14"	"9"	"1"	"4"	"1"	"0"	"4"	"2"	"91"	"48"	"7"	"7"	"13"	"8"	"100"	"18"	"9"	"16"	"7"	"511"	"0"	"511"	"0"
"75"	"13"	"55"	"4"	"1"	"1"	"1"	"1"	"4"	"0"	"0"	"1"	"2"	"5"	"262"	"4"	"11"	"2"	"5"	"223"	"7"	"0"	"1"	"2"	"537"	"0"	"537"	"0"
"76"	"14"	"56"	"24"	"29"	"67"	"26"	"2"	"7"	"7"	"4"	"2"	"2"	"13"	"28"	"0"	"4"	"3"	"2"	"41"	"5"	"0"	"1"	"2"	"269"	"0"	"269"	"0"
"77"	""	"ROUND- 4"	"173"	"601"	"409"	"223"	"51"	"56"	"36"	"63"	"36"	"44"	"720"	"1475"	"47"	"73"	"60"	"84"	"1959"	"95"	"46"	"46"	"90"	"6387"	"0"	"6387"	"0"
"78"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"79"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"80"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"81"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"82"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21              22              23              24              25              26              27"	""	""	""	""	""	""
"83"	"1"	"57"	"2"	"10"	"62"	"4"	"2"	"3"	"2"	"2"	"0"	"5"	"27"	"48"	"4"	"6"	"8"	"9"	"10"	"1"	"2"	"5"	"8"	"220"	"0"	"220"	"0"
"84"	"2"	"58"	"9"	"73"	"28"	"28"	"3"	"2"	"2"	"0"	"1"	"8"	"34"	"40"	"0"	"8"	"5"	"6"	"6"	"4"	"1"	"3"	"5"	"266"	"0"	"266"	"0"
"85"	"3"	"59"	"16"	"11"	"13"	"2"	"4"	"7"	"2"	"1"	"1"	"8"	"190"	"62"	"4"	"5"	"2"	"12"	"80"	"4"	"5"	"2"	"2"	"433"	"0"	"433"	"0"
"86"	"4"	"60"	"17"	"7"	"8"	"8"	"3"	"5"	"4"	"5"	"2"	"5"	"25"	"110"	"5"	"9"	"5"	"14"	"175"	"5"	"5"	"11"	"13"	"441"	"0"	"441"	"0"
"87"	"5"	"61"	"2"	"1"	"18"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"24"	"30"	"3"	"1"	"3"	"7"	"157"	"3"	"3"	"3"	"4"	"267"	"0"	"267"	"0"
"88"	"6"	"62"	"15"	"45"	"8"	"84"	"13"	"6"	"1"	"7"	"1"	"1"	"2"	"39"	"8"	"10"	"9"	"23"	"110"	"7"	"4"	"9"	"7"	"409"	"0"	"409"	"0"
"89"	"7"	"63"	"4"	"87"	"2"	"560"	"7"	"0"	"1"	"0"	"0"	"2"	"1"	"44"	"5"	"3"	"0"	"1"	"77"	"8"	"3"	"21"	"7"	"833"	"0"	"833"	"0"
"90"	"8"	"64"	"5"	"11"	"2"	"2"	"2"	"10"	"3"	"1"	"2"	"9"	"173"	"264"	"3"	"4"	"5"	"12"	"272"	"1"	"1"	"4"	"3"	"789"	"0"	"789"	"0"
"91"	"9"	"65"	"2"	"54"	"9"	"4"	"3"	"7"	"17"	"1"	"0"	"1"	"30"	"12"	"1"	"0"	"5"	"2"	"169"	"6"	"3"	"3"	"3"	"332"	"0"	"332"	"0"
"92"	"10"	"66"	"4"	"38"	"24"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"2"	"20"	"1"	"2"	"3"	"5"	"93"	"4"	"2"	"3"	"3"	"211"	"0"	"211"	"0"
"93"	"11"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"94"	"12"	"68"	"2"	"1"	"14"	"1"	"0"	"5"	"0"	"1"	"0"	"2"	"1"	"40"	"1"	"4"	"2"	"4"	"114"	"7"	"2"	"0"	"4"	"205"	"0"	"205"	"0"
"95"	"13"	"69"	"4"	"3"	"24"	"7"	"0"	"6"	"1"	"1"	"1"	"1"	"1"	"57"	"2"	"5"	"1"	"7"	"120"	"1"	"4"	"1"	"1"	"248"	"0"	"248"	"0"
"96"	"14"	"70"	"0"	"2"	"0"	"483"	"4"	"0"	"0"	"0"	"0"	"7"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"500"	"0"	"500"	"0"
"97"	""	"ROUND- 5"	"82"	"343"	"212"	"1190"	"44"	"55"	"33"	"19"	"9"	"49"	"511"	"766"	"38"	"57"	"48"	"102"	"1385"	"51"	"35"	"65"	"60"	"5154"	"0"	"5154"	"0"
"98"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"102"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21              22              23              24              25              26              27"	""	""	""	""	""	""
"103"	"1"	"71"	"7"	"88"	"2"	"89"	"5"	"1"	"0"	"1"	"0"	"17"	"1"	"0"	"4"	"3"	"3"	"1"	"1"	"1"	"0"	"1"	"1"	"226"	"0"	"226"	"0"
"104"	"2"	"72"	"2"	"12"	"3"	"14"	"3"	"0"	"0"	"4"	"0"	"3"	"448"	"2"	"2"	"2"	"0"	"3"	"5"	"0"	"0"	"0"	"2"	"505"	"0"	"505"	"0"
"105"	"3"	"73"	"15"	"92"	"17"	"35"	"5"	"6"	"5"	"3"	"4"	"2"	"7"	"72"	"3"	"3"	"5"	"11"	"45"	"8"	"0"	"1"	"7"	"346"	"0"	"346"	"0"
"106"	"4"	"74"	"5"	"142"	"5"	"52"	"18"	"2"	"1"	"3"	"2"	"10"	"249"	"5"	"3"	"1"	"3"	"6"	"4"	"3"	"0"	"2"	"2"	"518"	"0"	"518"	"0"
"107"	"5"	"75"	"7"	"85"	"22"	"69"	"23"	"9"	"0"	"3"	"3"	"12"	"183"	"5"	"1"	"3"	"4"	"5"	"39"	"1"	"1"	"4"	"4"	"483"	"0"	"483"	"0"
"108"	"6"	"76"	"6"	"156"	"4"	"132"	"14"	"1"	"0"	"0"	"2"	"36"	"0"	"3"	"0"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"361"	"0"	"361"	"0"
"109"	"7"	"77"	"7"	"238"	"2"	"281"	"8"	"3"	"1"	"1"	"2"	"8"	"1"	"3"	"13"	"4"	"5"	"6"	"22"	"2"	"0"	"0"	"9"	"616"	"0"	"616"	"0"
"110"	"8"	"78"	"11"	"52"	"9"	"25"	"7"	"13"	"2"	"0"	"1"	"2"	"0"	"67"	"3"	"2"	"9"	"7"	"251"	"16"	"8"	"6"	"9"	"500"	"0"	"500"	"0"
"111"	"9"	"79"	"5"	"15"	"46"	"12"	"2"	"6"	"1"	"2"	"21"	"3"	"10"	"118"	"2"	"2"	"2"	"5"	"255"	"1"	"1"	"4"	"3"	"516"	"0"	"516"	"0"
"112"	"10"	"80"	"2"	"30"	"72"	"30"	"5"	"4"	"0"	"2"	"3"	"1"	"5"	"64"	"3"	"7"	"6"	"6"	"22"	"3"	"5"	"0"	"8"	"278"	"0"	"278"	"0"
"113"	"11"	"81"	"2"	"18"	"8"	"1"	"1"	"4"	"0"	"2"	"1"	"0"	"44"	"90"	"1"	"8"	"3"	"2"	"184"	"5"	"2"	"3"	"5"	"384"	"0"	"384"	"0"
