"X.v...k....XIV..i.kj.k.26.9.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"QkeZ & 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v afr e  i fj . kke  Ik="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu; e  56 C (2) nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"34&l kl kj ke l al nh;  fuokZpu {ks= l s yksd  l Hkk ds fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Hkkx  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"fo/kku l Hkk fuokZpu {ks= esa fuokZpdksa dh dqy  l a[ ; k 233210"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 207&psukj h  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"54"	"35"	"5"	"55"	"16"	"26"	"0"	"2"	"1"	"0"	"0"	"3"	"0"	"2"	"3"	"0"	"0"	"1"	"114"	""	"114"	""
"55"	"36"	"24"	"155"	"24"	"89"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"3"	"1"	"4"	"311"	""	"311"	""
"56"	"37"	"3"	"137"	"102"	"42"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"2"	"297"	""	"297"	""
"57"	"38"	"37"	"77"	"116"	"194"	"9"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"7"	"5"	"2"	"12"	"465"	""	"465"	""
"58"	"39"	"13"	"211"	"48"	"25"	"4"	"43"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"7"	"1"	"7"	"365"	""	"365"	""
"59"	"40"	"191"	"93"	"29"	"69"	"5"	"1"	"2"	"0"	"2"	"1"	"1"	"1"	"3"	"5"	"2"	"14"	"419"	""	"419"	""
"60"	"41"	"79"	"146"	"51"	"164"	"6"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"4"	"1"	"3"	"1"	"460"	""	"460"	""
"61"	"42"	"23"	"94"	"118"	"64"	"3"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"313"	""	"313"	""
"62"	"TOTAL"	"2107"	"5713"	"2355"	"3498"	"149"	"145"	"106"	"35"	"34"	"36"	"36"	"42"	"104"	"143"	"87"	"226"	"14816"	"0"	"14816"	"0"
"63"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 207&psukj h  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"65"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"66"	"BF"	"2107"	"5713"	"2355"	"3498"	"149"	"145"	"106"	"35"	"34"	"36"	"36"	"42"	"104"	"143"	"87"	"226"	"14816"	"0"	"14816"	"0"
"67"	"43"	"100"	"175"	"156"	"38"	"2"	"3"	"1"	"2"	"2"	"3"	"1"	"2"	"3"	"8"	"5"	"8"	"509"	""	"509"	""
"68"	"44"	"35"	"173"	"288"	"41"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"548"	""	"548"	""
"69"	"45"	"144"	"29"	"86"	"29"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"1"	"4"	"298"	""	"298"	""
"70"	"46"	"64"	"37"	"243"	"25"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"2"	"3"	"4"	"7"	"389"	""	"389"	""
"71"	"47"	"83"	"82"	"213"	"33"	"1"	"17"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"3"	"1"	"437"	""	"437"	""
"72"	"48"	"33"	"256"	"117"	"25"	"2"	"16"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"5"	"6"	"6"	"471"	""	"471"	""
"73"	"49"	"77"	"154"	"191"	"34"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"3"	"2"	"3"	"3"	"474"	""	"474"	""
"74"	"50"	"60"	"100"	"15"	"43"	"13"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"234"	""	"234"	""
"75"	"51"	"8"	"74"	"42"	"175"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	""	"301"	""
"76"	"52"	"2"	"3"	"72"	"63"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"143"	""	"143"	""
"77"	"53"	"20"	"59"	"116"	"52"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"0"	"1"	"3"	"2"	"4"	"264"	""	"264"	""
"78"	"54"	"74"	"121"	"43"	"16"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"3"	"264"	""	"264"	""
"79"	"55"	"21"	"53"	"62"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"147"	""	"147"	""
"80"	"56"	"62"	"266"	"25"	"129"	"2"	"1"	"3"	"1"	"0"	"1"	"0"	"4"	"7"	"3"	"4"	"3"	"511"	""	"511"	""
"81"	"TOTAL"	"2890"	"7295"	"4024"	"4210"	"178"	"186"	"116"	"44"	"41"	"45"	"41"	"54"	"125"	"173"	"118"	"266"	"19806"	"0"	"19806"	"0"
"82"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 207&psukj h  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"83"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"84"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"85"	"BF"	"2890"	"7295"	"4024"	"4210"	"178"	"186"	"116"	"44"	"41"	"45"	"41"	"54"	"125"	"173"	"118"	"266"	"19806"	"0"	"19806"	"0"
"86"	"57"	"15"	"53"	"118"	"90"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	""	"279"	""
"87"	"58"	"106"	"190"	"86"	"22"	"0"	"7"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"1"	"1"	"3"	"422"	""	"422"	""
"88"	"59"	"151"	"176"	"130"	"37"	"3"	"2"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"2"	"1"	"509"	""	"509"	""
"89"	"60"	"10"	"83"	"166"	"64"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"4"	"3"	"4"	"344"	""	"344"	""
"90"	"61"	"3"	"167"	"4"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"5"	"194"	""	"194"	""
"91"	"62"	"115"	"184"	"83"	"22"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"3"	"2"	"8"	"427"	""	"427"	""
"92"	"63"	"9"	"153"	"115"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"5"	"314"	""	"314"	""
"93"	"64"	"39"	"46"	"53"	"129"	"6"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"4"	"2"	"2"	"0"	"286"	""	"286"	""
"94"	"65"	"199"	"24"	"73"	"91"	"2"	"1"	"1"	"0"	"2"	"1"	"2"	"0"	"4"	"5"	"1"	"7"	"413"	""	"413"	""
"95"	"66"	"66"	"50"	"167"	"29"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"319"	""	"319"	""
"96"	"67"	"129"	"61"	"87"	"21"	"1"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"1"	"7"	"22"	"337"	""	"337"	""
"97"	"68"	"90"	"68"	"83"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	""	"250"	""
"98"	"69"	"74"	"146"	"22"	"170"	"1"	"9"	"0"	"0"	"1"	"2"	"2"	"1"	"3"	"3"	"1"	"1"	"436"	""	"436"	""
"99"	"70"	"61"	"147"	"123"	"185"	"12"	"91"	"11"	"3"	"2"	"5"	"5"	"6"	"10"	"17"	"5"	"22"	"705"	""	"705"	""
"100"	"TOTAL"	"3957"	"8843"	"5334"	"5118"	"213"	"305"	"130"	"51"	"49"	"62"	"54"	"65"	"160"	"211"	"144"	"345"	"25041"	"0"	"25041"	"0"
"101"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 207&psukj h  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"103"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"104"	"BF"	"3957"	"8843"	"5334"	"5118"	"213"	"305"	"130"	"51"	"49"	"62"	"54"	"65"	"160"	"211"	"144"	"345"	"25041"	"0"	"25041"	"0"
"105"	"71"	"187"	"8"	"23"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"226"	""	"226"	""
"106"	"72"	"202"	"161"	"110"	"147"	"15"	"17"	"3"	"3"	"1"	"1"	"2"	"4"	"11"	"10"	"11"	"27"	"725"	""	"725"	""
"107"	"73"	"0"	"0"	"1"	"55"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"56"	""	"56"	""
"108"	"74"	"182"	"41"	"118"	"149"	"10"	"8"	"1"	"1"	"0"	"0"	"0"	"1"	"5"	"5"	"1"	"2"	"524"	""	"524"	""
"109"	"75"	"38"	"299"	"32"	"102"	"4"	"6"	"3"	"2"	"1"	"2"	"2"	"1"	"2"	"7"	"7"	"5"	"513"	""	"513"	""
"110"	"76"	"98"	"167"	"20"	"215"	"4"	"1"	"1"	"2"	"1"	"2"	"4"	"4"	"7"	"4"	"3"	"9"	"542"	""	"542"	""
"111"	"77"	"2"	"152"	"13"	"75"	"4"	"8"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"261"	""	"261"	""
"112"	"78"	"116"	"31"	"114"	"73"	"40"	"5"	"2"	"3"	"2"	"1"	"3"	"1"	"1"	"7"	"4"	"12"	"415"	""	"415"	""
"113"	"79"	"30"	"161"	"110"	"87"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"395"	""	"395"	""
"114"	"80"	"68"	"84"	"164"	"75"	"31"	"6"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"3"	"5"	"442"	""	"442"	""
"115"	"81"	"57"	"101"	"138"	"33"	"3"	"3"	"0"	"4"	"4"	"3"	"3"	"4"	"2"	"12"	"8"	"19"	"394"	""	"394"	""
"116"	"82"	"32"	"18"	"85"	"52"	"4"	"0"	"2"	"5"	"4"	"1"	"1"	"7"	"5"	"5"	"0"	"6"	"227"	""	"227"	""
"117"	"83"	"24"	"127"	"18"	"92"	"43"	"3"	"1"	"3"	"0"	"2"	"0"	"0"	"2"	"1"	"2"	"2"	"320"	""	"320"	""
"118"	"84"	"10"	"152"	"3"	"70"	"4"	"13"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"4"	"264"	""	"264"	""
"119"	"TOTAL"	"5003"	"10345"	"6283"	"6346"	"378"	"375"	"144"	"78"	"62"	"76"	"72"	"88"	"200"	"266"	"185"	"444"	"30345"	"0"	"30345"	"0"
"120"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 207&psukj h  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"122"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"123"	"BF"	"5003"	"10345"	"6283"	"6346"	"378"	"375"	"144"	"78"	"62"	"76"	"72"	"88"	"200"	"266"	"185"	"444"	"30345"	"0"	"30345"	"0"
"124"	"85"	"11"	"125"	"18"	"64"	"8"	"11"	"2"	"0"	"1"	"1"	"2"	"4"	"4"	"7"	"9"	"26"	"293"	""	"293"	""
"125"	"86"	"21"	"303"	"102"	"44"	"2"	"2"	"0"	"2"	"2"	"5"	"3"	"1"	"3"	"4"	"5"	"7"	"506"	""	"506"	""
"126"	"87"	"5"	"40"	"123"	"54"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"2"	"4"	"235"	""	"235"	""
"127"	"88"	"26"	"115"	"38"	"99"	"2"	"3"	"0"	"1"	"0"	"1"	"2"	"0"	"5"	"2"	"2"	"3"	"299"	""	"299"	""
"128"	"89"	"59"	"204"	"122"	"109"	"5"	"19"	"1"	"1"	"0"	"2"	"0"	"1"	"4"	"5"	"3"	"7"	"542"	""	"542"	""
"129"	"90"	"22"	"156"	"104"	"33"	"0"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"4"	"1"	"3"	"1"	"331"	""	"331"	""
"130"	"91"	"6"	"72"	"106"	"50"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"240"	""	"240"	""
