"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"21"	"12"	"7"	"5"	"92"	"208"	"125"	"30"	"5"	"5"	"5"	"2"	"1"	"11"	"14"	"0"	"1"	"9"	"520"
"22"	"13"	"24"	"10"	"245"	"75"	"16"	"25"	"12"	"26"	"9"	"3"	"2"	"3"	"3"	"2"	"0"	"1"	"456"
"23"	"14"	"5"	"18"	"86"	"292"	"64"	"46"	"6"	"5"	"4"	"2"	"4"	"7"	"12"	"5"	"6"	"9"	"571"
"24"	"15"	"4"	"19"	"122"	"92"	"208"	"37"	"11"	"8"	"4"	"1"	"1"	"16"	"5"	"4"	"2"	"12"	"546"
"25"	"16"	"45"	"12"	"306"	"212"	"49"	"26"	"8"	"15"	"3"	"2"	"3"	"3"	"4"	"3"	"5"	"4"	"700"
"26"	"17"	"13"	"12"	"130"	"234"	"166"	"41"	"11"	"4"	"7"	"2"	"6"	"28"	"6"	"5"	"4"	"7"	"676"
"27"	"18"	"18"	"8"	"54"	"158"	"218"	"18"	"8"	"3"	"1"	"2"	"2"	"15"	"1"	"0"	"1"	"3"	"510"
"28"	"19"	"7"	"9"	"37"	"371"	"6"	"26"	"2"	"0"	"1"	"0"	"6"	"3"	"24"	"4"	"2"	"3"	"501"
"29"	"20"	"3"	"5"	"35"	"405"	"13"	"25"	"5"	"1"	"1"	"0"	"0"	"3"	"10"	"0"	"0"	"9"	"515"
"30"	"21"	"13"	"5"	"85"	"378"	"37"	"31"	"7"	"5"	"5"	"2"	"7"	"5"	"21"	"4"	"5"	"10"	"620"
"31"	"22"	"24"	"6"	"122"	"318"	"34"	"27"	"5"	"4"	"1"	"0"	"1"	"0"	"4"	"4"	"0"	"6"	"556"
"32"	"23"	"21"	"12"	"202"	"450"	"16"	"64"	"4"	"2"	"2"	"3"	"16"	"12"	"39"	"12"	"7"	"20"	"882"
"33"	"24"	"5"	"2"	"95"	"306"	"17"	"28"	"1"	"8"	"2"	"0"	"4"	"3"	"8"	"2"	"4"	"2"	"487"
"34"	"25"	"12"	"4"	"149"	"330"	"60"	"39"	"9"	"2"	"8"	"2"	"6"	"11"	"11"	"5"	"4"	"13"	"665"
"35"	"26"	"4"	"1"	"27"	"154"	"51"	"39"	"2"	"1"	"2"	"0"	"2"	"4"	"0"	"2"	"0"	"1"	"290"
"36"	"27"	"20"	"10"	"188"	"267"	"137"	"60"	"12"	"9"	"11"	"5"	"2"	"29"	"21"	"6"	"2"	"7"	"786"
"37"	"28"	"14"	"9"	"53"	"299"	"55"	"36"	"11"	"5"	"1"	"0"	"2"	"9"	"13"	"60"	"0"	"3"	"570"
"38"	"29"	"6"	"10"	"140"	"364"	"31"	"81"	"15"	"4"	"3"	"4"	"5"	"8"	"22"	"7"	"3"	"10"	"713"
"39"	"30"	"9"	"3"	"85"	"177"	"43"	"36"	"3"	"8"	"0"	"1"	"3"	"10"	"15"	"2"	"6"	"8"	"409"
"40"	"31"	"11"	"4"	"61"	"346"	"25"	"59"	"10"	"3"	"2"	"8"	"11"	"10"	"27"	"57"	"5"	"11"	"650"
"41"	"32"	"32"	"10"	"271"	"387"	"24"	"87"	"9"	"20"	"3"	"4"	"3"	"8"	"5"	"3"	"3"	"9"	"878"
"42"	"33"	"18"	"3"	"153"	"84"	"117"	"22"	"10"	"3"	"6"	"7"	"6"	"29"	"5"	"7"	"4"	"9"	"483"
"43"	"34"	"5"	"3"	"313"	"125"	"59"	"37"	"6"	"3"	"3"	"7"	"8"	"11"	"19"	"20"	"9"	"22"	"650"
"44"	"35"	"5"	"4"	"33"	"392"	"5"	"17"	"4"	"1"	"0"	"1"	"0"	"0"	"9"	"2"	"5"	"7"	"485"
"45"	"36"	"9"	"14"	"360"	"81"	"4"	"8"	"5"	"5"	"2"	"2"	"1"	"2"	"6"	"5"	"3"	"3"	"510"
"46"	"37"	"9"	"1"	"102"	"308"	"37"	"31"	"6"	"3"	"1"	"5"	"6"	"10"	"16"	"5"	"4"	"13"	"557"
"47"	"38"	"8"	"8"	"44"	"400"	"10"	"40"	"11"	"2"	"3"	"3"	"3"	"3"	"5"	"2"	"1"	"1"	"544"
"48"	"39"	"7"	"6"	"363"	"82"	"41"	"34"	"6"	"0"	"4"	"2"	"4"	"6"	"5"	"5"	"5"	"9"	"579"
"49"	"40"	"5"	"3"	"113"	"294"	"61"	"39"	"7"	"1"	"2"	"1"	"2"	"4"	"7"	"2"	"1"	"3"	"545"
"50"	"BOOTH NO"	"ASHOK MAHTO"	"BALRAM SINGH YADAV"	"RANJEET RANJAN"	"VISHWA MOHAN KUMAR"	"SURYA NARAYAN YADAV"	"NARAYAN MANDAL"	"MANJU DEVI"	"SHARVAN KUMAR CHOUDHARY"	"SURESH PRASAD MEHTA"	"ARBIND KUMAR"	"ASHOK PANKAJ"	"BHIM KUMAR GUPTA"	"RAMCHANDRA PRASAD SINGH"	"RAMDEO SHARMA"	"VIJAY KUMAR CHOUDHARY"	"SURESH KUMAR AZAD"	"Total"
"51"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"52"	"41"	"6"	"2"	"110"	"315"	"9"	"22"	"7"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"477"
"53"	"42"	"10"	"8"	"157"	"235"	"12"	"21"	"5"	"2"	"1"	"4"	"5"	"3"	"10"	"5"	"2"	"1"	"481"
"54"	"43"	"18"	"4"	"33"	"344"	"7"	"20"	"2"	"1"	"1"	"1"	"1"	"1"	"3"	"1"	"2"	"10"	"449"
"55"	"44"	"15"	"4"	"176"	"247"	"69"	"23"	"4"	"5"	"3"	"2"	"3"	"9"	"9"	"2"	"3"	"5"	"579"
"56"	"45"	"18"	"8"	"51"	"482"	"20"	"26"	"0"	"3"	"2"	"0"	"4"	"4"	"14"	"1"	"1"	"3"	"637"
"57"	"46"	"30"	"16"	"105"	"436"	"102"	"32"	"8"	"4"	"4"	"5"	"1"	"12"	"13"	"3"	"2"	"6"	"779"
"58"	"47"	"8"	"5"	"85"	"257"	"39"	"38"	"7"	"1"	"3"	"5"	"3"	"5"	"8"	"2"	"4"	"11"	"481"
"59"	"48"	"5"	"1"	"353"	"75"	"57"	"19"	"4"	"3"	"3"	"3"	"4"	"4"	"7"	"11"	"2"	"4"	"555"
"60"	"49"	"9"	"5"	"305"	"190"	"36"	"36"	"1"	"3"	"3"	"2"	"3"	"8"	"14"	"10"	"5"	"19"	"649"
"61"	"50"	"15"	"8"	"288"	"189"	"8"	"20"	"5"	"6"	"2"	"1"	"4"	"2"	"8"	"13"	"7"	"8"	"584"
"62"	"51"	"2"	"4"	"77"	"181"	"30"	"22"	"5"	"2"	"1"	"1"	"3"	"6"	"5"	"0"	"2"	"1"	"342"
"63"	"52"	"13"	"12"	"257"	"346"	"91"	"35"	"10"	"4"	"0"	"3"	"1"	"11"	"15"	"5"	"3"	"6"	"812"
"64"	"53"	"10"	"8"	"126"	"385"	"19"	"33"	"11"	"0"	"2"	"5"	"4"	"6"	"20"	"8"	"2"	"10"	"649"
"65"	"54"	"3"	"0"	"30"	"272"	"119"	"41"	"7"	"1"	"5"	"3"	"2"	"7"	"8"	"1"	"3"	"4"	"506"
"66"	"55"	"1"	"1"	"8"	"195"	"17"	"3"	"2"	"0"	"2"	"0"	"1"	"7"	"10"	"0"	"0"	"4"	"251"
"67"	"56"	"17"	"6"	"108"	"370"	"95"	"52"	"19"	"10"	"10"	"6"	"7"	"21"	"17"	"4"	"9"	"7"	"758"
"68"	"57"	"12"	"3"	"59"	"342"	"133"	"56"	"8"	"2"	"5"	"0"	"2"	"8"	"4"	"0"	"1"	"2"	"637"
"69"	"58"	"11"	"3"	"86"	"396"	"15"	"29"	"1"	"7"	"2"	"1"	"3"	"2"	"3"	"1"	"1"	"4"	"565"
"70"	"59"	"21"	"4"	"84"	"375"	"32"	"42"	"3"	"16"	"4"	"2"	"3"	"4"	"3"	"2"	"2"	"2"	"599"
"71"	"60"	"5"	"1"	"61"	"171"	"18"	"13"	"2"	"6"	"0"	"0"	"1"	"2"	"5"	"0"	"0"	"4"	"289"
"72"	"61"	"50"	"6"	"107"	"373"	"146"	"48"	"12"	"14"	"8"	"2"	"2"	"12"	"7"	"1"	"2"	"9"	"799"
"73"	"62"	"12"	"5"	"153"	"377"	"8"	"29"	"6"	"3"	"1"	"3"	"0"	"3"	"8"	"2"	"0"	"1"	"611"
"74"	"63"	"4"	"0"	"43"	"232"	"6"	"13"	"3"	"2"	"1"	"1"	"0"	"1"	"11"	"0"	"3"	"6"	"326"
"75"	"64"	"18"	"9"	"148"	"133"	"144"	"29"	"9"	"6"	"17"	"5"	"3"	"20"	"14"	"6"	"1"	"7"	"569"
"76"	"65"	"14"	"6"	"196"	"300"	"129"	"55"	"5"	"3"	"6"	"3"	"3"	"18"	"11"	"3"	"2"	"9"	"763"
"77"	"66"	"3"	"0"	"87"	"33"	"75"	"12"	"0"	"0"	"3"	"1"	"2"	"8"	"2"	"0"	"3"	"1"	"230"
"78"	"67"	"15"	"6"	"236"	"240"	"57"	"37"	"13"	"7"	"9"	"37"	"5"	"11"	"5"	"2"	"6"	"11"	"697"
"79"	"68"	"5"	"3"	"126"	"400"	"12"	"32"	"6"	"1"	"7"	"5"	"3"	"4"	"3"	"3"	"0"	"1"	"611"
"80"	"69"	"9"	"3"	"82"	"209"	"5"	"24"	"3"	"1"	"0"	"3"	"0"	"0"	"1"	"2"	"0"	"1"	"343"
"81"	"70"	"12"	"3"	"118"	"109"	"218"	"57"	"16"	"5"	"7"	"4"	"5"	"28"	"8"	"6"	"7"	"20"	"623"
"82"	"71"	"9"	"6"	"150"	"210"	"173"	"54"	"10"	"1"	"6"	"4"	"8"	"17"	"12"	"5"	"5"	"14"	"684"
"83"	"72"	"24"	"9"	"145"	"215"	"129"	"53"	"16"	"1"	"9"	"6"	"5"	"22"	"10"	"4"	"3"	"8"	"659"
"84"	"73"	"5"	"8"	"206"	"259"	"11"	"86"	"1"	"4"	"0"	"6"	"7"	"0"	"7"	"8"	"3"	"15"	"626"
"85"	"74"	"5"	"5"	"94"	"323"	"16"	"64"	"9"	"15"	"0"	"0"	"1"	"1"	"6"	"1"	"1"	"2"	"543"
"86"	"75"	"3"	"4"	"87"	"94"	"25"	"16"	"2"	"2"	"1"	"2"	"3"	"6"	"2"	"1"	"1"	"3"	"252"
"87"	"76"	"15"	"2"	"152"	"430"	"22"	"59"	"5"	"1"	"3"	"1"	"1"	"3"	"14"	"10"	"1"	"6"	"725"
"88"	"77"	"6"	"11"	"94"	"243"	"136"	"46"	"7"	"3"	"2"	"3"	"4"	"19"	"6"	"8"	"6"	"16"	"610"
"89"	"78"	"5"	"7"	"246"	"110"	"210"	"17"	"6"	"4"	"0"	"3"	"2"	"8"	"2"	"0"	"1"	"2"	"623"
"90"	"79"	"14"	"6"	"81"	"179"	"97"	"63"	"6"	"4"	"6"	"2"	"2"	"9"	"2"	"2"	"0"	"7"	"480"
"91"	"80"	"19"	"6"	"211"	"68"	"230"	"38"	"11"	"3"	"8"	"1"	"4"	"9"	"2"	"1"	"1"	"2"	"614"
"92"	"81"	"11"	"12"	"119"	"53"	"190"	"28"	"10"	"3"	"5"	"5"	"3"	"22"	"7"	"2"	"5"	"3"	"478"
"93"	"82"	"9"	"18"	"70"	"139"	"67"	"41"	"3"	"5"	"1"	"0"	"3"	"6"	"1"	"1"	"2"	"4"	"370"
"94"	"83"	"12"	"8"	"108"	"213"	"100"	"55"	"12"	"4"	"4"	"1"	"3"	"5"	"5"	"2"	"6"	"7"	"545"
"95"	"84"	"5"	"7"	"229"	"201"	"93"	"44"	"7"	"26"	"3"	"1"	"5"	"12"	"6"	"2"	"1"	"12"	"654"
"96"	"85"	"13"	"14"	"224"	"50"	"99"	"33"	"9"	"10"	"8"	"5"	"5"	"24"	"9"	"7"	"3"	"17"	"530"
"97"	"86"	"14"	"5"	"15"	"32"	"143"	"31"	"8"	"3"	"4"	"3"	"2"	"19"	"7"	"2"	"4"	"13"	"305"
"98"	"87"	"14"	"4"	"226"	"129"	"56"	"20"	"4"	"6"	"4"	"2"	"3"	"10"	"4"	"9"	"3"	"11"	"505"
"99"	"88"	"14"	"1"	"42"	"445"	"27"	"41"	"10"	"4"	"2"	"1"	"4"	"3"	"7"	"1"	"0"	"8"	"610"
"100"	"89"	"7"	"4"	"99"	"359"	"6"	"38"	"3"	"3"	"2"	"3"	"2"	"2"	"16"	"4"	"6"	"17"	"571"
"101"	"90"	"10"	"6"	"57"	"230"	"31"	"25"	"4"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"2"	"371"
"102"	"BOOTH NO"	"ASHOK MAHTO"	"BALRAM SINGH YADAV"	"RANJEET RANJAN"	"VISHWA MOHAN KUMAR"	"SURYA NARAYAN YADAV"	"NARAYAN MANDAL"	"MANJU DEVI"	"SHARVAN KUMAR CHOUDHARY"	"SURESH PRASAD MEHTA"	"ARBIND KUMAR"	"ASHOK PANKAJ"	"BHIM KUMAR GUPTA"	"RAMCHANDRA PRASAD SINGH"	"RAMDEO SHARMA"	"VIJAY KUMAR CHOUDHARY"	"SURESH KUMAR AZAD"	"Total"
"103"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"104"	"91"	"4"	"4"	"69"	"304"	"12"	"52"	"8"	"0"	"2"	"3"	"3"	"1"	"7"	"0"	"1"	"4"	"474"
"105"	"92"	"8"	"15"	"168"	"116"	"57"	"49"	"6"	"5"	"6"	"0"	"8"	"5"	"10"	"3"	"8"	"13"	"477"
"106"	"93"	"31"	"41"	"262"	"119"	"127"	"53"	"8"	"2"	"8"	"4"	"5"	"18"	"7"	"4"	"4"	"14"	"707"
"107"	"94"	"20"	"13"	"239"	"71"	"46"	"20"	"5"	"8"	"7"	"6"	"5"	"7"	"12"	"10"	"3"	"15"	"487"
"108"	"95"	"8"	"20"	"48"	"139"	"329"	"54"	"29"	"10"	"7"	"4"	"6"	"32"	"12"	"7"	"6"	"21"	"732"
"109"	"96"	"5"	"8"	"195"	"70"	"70"	"31"	"3"	"4"	"2"	"1"	"5"	"5"	"3"	"2"	"6"	"15"	"425"
"110"	"97"	"6"	"3"	"161"	"125"	"155"	"44"	"6"	"2"	"6"	"4"	"5"	"16"	"10"	"2"	"6"	"12"	"563"
"111"	"98"	"26"	"5"	"274"	"144"	"69"	"53"	"4"	"2"	"3"	"1"	"2"	"5"	"3"	"6"	"2"	"1"	"600"
"112"	"99"	"9"	"7"	"216"	"309"	"19"	"81"	"4"	"5"	"2"	"0"	"2"	"2"	"4"	"0"	"3"	"4"	"667"
"113"	"100"	"2"	"1"	"96"	"303"	"39"	"55"	"5"	"2"	"4"	"1"	"0"	"1"	"5"	"3"	"1"	"4"	"522"
"114"	"101"	"9"	"7"	"64"	"288"	"70"	"70"	"13"	"10"	"9"	"2"	"6"	"15"	"9"	"4"	"5"	"2"	"583"
"115"	"102"	"11"	"9"	"197"	"171"	"136"	"24"	"7"	"2"	"3"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"565"
"116"	"103"	"4"	"5"	"252"	"81"	"37"	"37"	"6"	"3"	"3"	"1"	"0"	"1"	"2"	"2"	"1"	"0"	"435"
"117"	"104"	"3"	"4"	"102"	"215"	"57"	"49"	"7"	"3"	"3"	"0"	"2"	"4"	"10"	"4"	"2"	"11"	"476"
"118"	"105"	"3"	"2"	"79"	"204"	"30"	"54"	"3"	"2"	"0"	"4"	"4"	"4"	"1"	"0"	"2"	"2"	"394"
"119"	"106"	"6"	"3"	"68"	"214"	"86"	"27"	"5"	"3"	"5"	"4"	"5"	"14"	"8"	"2"	"2"	"6"	"458"
"120"	"107"	"17"	"5"	"101"	"49"	"300"	"30"	"12"	"4"	"4"	"1"	"3"	"16"	"1"	"1"	"0"	"5"	"549"
"121"	"108"	"22"	"10"	"129"	"83"	"287"	"34"	"10"	"10"	"11"	"6"	"7"	"33"	"5"	"2"	"4"	"23"	"676"
"122"	"109"	"9"	"4"	"51"	"594"	"26"	"42"	"6"	"7"	"6"	"1"	"6"	"8"	"10"	"3"	"1"	"7"	"781"
"123"	"110"	"10"	"4"	"149"	"350"	"106"	"73"	"12"	"3"	"5"	"3"	"5"	"17"	"13"	"5"	"2"	"18"	"775"
"124"	"111"	"8"	"2"	"92"	"88"	"245"	"32"	"9"	"4"	"14"	"5"	"6"	"36"	"7"	"6"	"7"	"32"	"593"
"125"	"112"	"20"	"6"	"122"	"91"	"221"	"50"	"9"	"2"	"3"	"2"	"3"	"10"	"4"	"3"	"3"	"10"	"559"
"126"	"113"	"3"	"4"	"76"	"312"	"20"	"37"	"1"	"3"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"2"	"464"
"127"	"114"	"4"	"9"	"170"	"178"	"176"	"26"	"2"	"1"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"6"	"578"
"128"	"115"	"17"	"4"	"66"	"680"	"23"	"55"	"5"	"1"	"4"	"0"	"2"	"1"	"7"	"1"	"0"	"2"	"868"
"129"	"116"	"6"	"3"	"134"	"139"	"140"	"29"	"9"	"1"	"6"	"0"	"4"	"5"	"1"	"0"	"0"	"0"	"477"
"130"	"117"	"12"	"8"	"134"	"243"	"101"	"68"	"14"	"2"	"3"	"1"	"3"	"14"	"4"	"3"	"2"	"7"	"619"
"131"	"118"	"8"	"5"	"70"	"131"	"114"	"36"	"7"	"1"	"3"	"2"	"4"	"30"	"11"	"1"	"4"	"9"	"436"
"132"	"119"	"7"	"3"	"36"	"363"	"52"	"24"	"3"	"3"	"2"	"2"	"3"	"11"	"9"	"0"	"1"	"7"	"526"
"133"	"120"	"20"	"14"	"74"	"390"	"75"	"62"	"5"	"1"	"5"	"2"	"2"	"6"	"1"	"0"	"1"	"5"	"663"
"134"	"121"	"20"	"2"	"73"	"269"	"102"	"37"	"8"	"1"	"7"	"4"	"3"	"6"	"4"	"0"	"2"	"1"	"539"
"135"	"122"	"6"	"1"	"196"	"125"	"90"	"25"	"1"	"0"	"3"	"0"	"2"	"10"	"5"	"6"	"3"	"12"	"485"
"136"	"123"	"13"	"3"	"127"	"240"	"44"	"49"	"3"	"2"	"2"	"1"	"5"	"3"	"8"	"1"	"2"	"4"	"507"
"137"	"124"	"20"	"18"	"131"	"208"	"180"	"62"	"16"	"4"	"13"	"4"	"3"	"17"	"7"	"0"	"2"	"9"	"694"
"138"	"125"	"19"	"17"	"100"	"69"	"225"	"31"	"8"	"1"	"6"	"1"	"5"	"18"	"3"	"2"	"1"	"8"	"514"
"139"	"126"	"12"	"20"	"101"	"280"	"16"	"33"	"4"	"5"	"2"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"480"
"140"	"127"	"13"	"29"	"65"	"88"	"160"	"46"	"18"	"13"	"5"	"0"	"2"	"14"	"2"	"2"	"2"	"4"	"463"
"141"	"128"	"24"	"16"	"46"	"242"	"238"	"63"	"13"	"2"	"17"	"0"	"8"	"13"	"7"	"2"	"2"	"4"	"697"
"142"	"129"	"24"	"32"	"45"	"176"	"217"	"63"	"18"	"12"	"10"	"2"	"7"	"49"	"13"	"5"	"2"	"13"	"688"
"143"	"130"	"11"	"9"	"36"	"194"	"96"	"40"	"21"	"1"	"7"	"1"	"3"	"17"	"5"	"4"	"1"	"2"	"448"
"144"	"131"	"12"	"30"	"69"	"389"	"54"	"84"	"8"	"5"	"8"	"4"	"4"	"12"	"22"	"0"	"6"	"14"	"721"
"145"	"132"	"11"	"6"	"74"	"362"	"17"	"40"	"4"	"7"	"1"	"2"	"4"	"4"	"12"	"5"	"0"	"3"	"552"
"146"	"133"	"13"	"6"	"104"	"556"	"25"	"85"	"10"	"3"	"3"	"6"	"11"	"10"	"21"	"4"	"6"	"26"	"889"
"147"	"134"	"11"	"4"	"100"	"358"	"44"	"46"	"3"	"3"	"2"	"4"	"4"	"7"	"6"	"2"	"8"	"13"	"615"
"148"	"135"	"16"	"15"	"200"	"222"	"94"	"78"	"12"	"13"	"11"	"3"	"6"	"18"	"10"	"8"	"3"	"12"	"721"
"149"	"136"	"5"	"5"	"9"	"366"	"18"	"15"	"2"	"4"	"2"	"2"	"1"	"2"	"7"	"3"	"0"	"4"	"445"
"150"	"137"	"5"	"2"	"9"	"299"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"3"	"330"
"151"	"138"	"4"	"0"	"90"	"330"	"30"	"19"	"2"	"3"	"2"	"1"	"2"	"6"	"4"	"0"	"2"	"2"	"497"
"152"	"139"	"12"	"5"	"59"	"377"	"59"	"50"	"5"	"6"	"3"	"1"	"0"	"8"	"12"	"3"	"3"	"7"	"610"
"153"	"140"	"24"	"15"	"12"	"351"	"120"	"21"	"11"	"0"	"3"	"5"	"1"	"8"	"5"	"2"	"1"	"1"	"580"
"154"	"BOOTH NO"	"ASHOK MAHTO"	"BALRAM SINGH YADAV"	"RANJEET RANJAN"	"VISHWA MOHAN KUMAR"	"SURYA NARAYAN YADAV"	"NARAYAN MANDAL"	"MANJU DEVI"	"SHARVAN KUMAR CHOUDHARY"	"SURESH PRASAD MEHTA"	"ARBIND KUMAR"	"ASHOK PANKAJ"	"BHIM KUMAR GUPTA"	"RAMCHANDRA PRASAD SINGH"	"RAMDEO SHARMA"	"VIJAY KUMAR CHOUDHARY"	"SURESH KUMAR AZAD"	"Total"
"155"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"156"	"141"	"10"	"4"	"43"	"135"	"134"	"23"	"8"	"6"	"8"	"7"	"4"	"12"	"6"	"4"	"6"	"14"	"424"
"157"	"142"	"6"	"3"	"26"	"56"	"278"	"18"	"12"	"2"	"5"	"1"	"0"	"8"	"3"	"1"	"1"	"9"	"429"
"158"	"143"	"5"	"2"	"42"	"400"	"45"	"34"	"10"	"2"	"2"	"2"	"7"	"12"	"17"	"2"	"3"	"18"	"603"
"159"	"144"	"4"	"7"	"72"	"264"	"10"	"27"	"0"	"3"	"4"	"0"	"0"	"1"	"11"	"3"	"1"	"6"	"413"
"160"	"145"	"15"	"30"	"83"	"166"	"173"	"29"	"6"	"4"	"8"	"1"	"5"	"21"	"5"	"2"	"5"	"16"	"569"
"161"	"146"	"10"	"21"	"68"	"319"	"89"	"56"	"10"	"5"	"2"	"2"	"4"	"3"	"2"	"4"	"1"	"5"	"601"
"162"	"147"	"18"	"7"	"152"	"149"	"197"	"49"	"10"	"3"	"23"	"7"	"6"	"38"	"18"	"6"	"8"	"26"	"717"
"163"	"148"	"6"	"26"	"60"	"80"	"248"	"59"	"7"	"5"	"6"	"0"	"2"	"19"	"4"	"1"	"1"	"5"	"529"
"164"	"149"	"8"	"3"	"209"	"52"	"55"	"19"	"6"	"2"	"7"	"1"	"4"	"6"	"2"	"4"	"2"	"5"	"385"
"165"	"150"	"22"	"16"	"110"	"208"	"238"	"60"	"7"	"3"	"2"	"2"	"5"	"10"	"4"	"2"	"1"	"7"	"697"
"166"	"151"	"15"	"14"	"103"	"172"	"195"	"35"	"8"	"0"	"2"	"5"	"4"	"10"	"3"	"3"	"2"	"13"	"584"
"167"	"152"	"11"	"17"	"142"	"58"	"337"	"42"	"10"	"4"	"13"	"5"	"3"	"22"	"10"	"8"	"3"	"14"	"699"
"168"	"153"	"13"	"36"	"170"	"139"	"135"	"17"	"11"	"1"	"6"	"1"	"7"	"13"	"6"	"5"	"8"	"13"	"581"
"169"	"154"	"9"	"15"	"74"	"577"	"59"	"47"	"7"	"3"	"6"	"3"	"4"	"10"	"6"	"4"	"0"	"7"	"831"
"170"	"155"	"3"	"0"	"42"	"374"	"6"	"28"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"0"	"0"	"5"	"466"
"171"	"156"	"10"	"5"	"118"	"402"	"79"	"19"	"8"	"1"	"4"	"3"	"3"	"4"	"9"	"3"	"0"	"7"	"675"
