"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :47---Raniganj (SC)                                                                                                                                   No of Voters :224217"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"18"	"10"	"376"	"119"	""	"4"	""	"10"	""	"2"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	""	"1"	""	"2"	"3"	""	"523"
"19"	"11"	"562"	"32"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"595"
"20"	"12"	"52"	"219"	""	"8"	""	"6"	""	"1"	""	"2"	""	"1"	""	"1"	""	"4"	""	"2"	""	"0"	""	"2"	"3"	""	"301"
"21"	"13"	"563"	"1"	""	"3"	""	"33"	""	"0"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"603"
"22"	"14"	"268"	"92"	""	"10"	""	"6"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	"0"	""	"381"
"23"	"15"	"44"	"425"	""	"17"	""	"12"	""	"3"	""	"5"	""	"3"	""	"2"	""	"6"	""	"1"	""	"3"	""	"1"	"5"	""	"527"
"24"	"16"	"8"	"110"	""	"1"	""	"2"	""	"0"	""	"2"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"127"
"25"	"17"	"339"	"107"	""	"8"	""	"4"	""	"2"	""	"0"	""	"2"	""	"4"	""	"2"	""	"1"	""	"0"	""	"2"	"1"	""	"472"
"26"	"18"	"466"	"15"	""	"1"	""	"2"	""	"2"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	"1"	""	"491"
"27"	"19"	"99"	"302"	""	"13"	""	"27"	""	"0"	""	"0"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	"1"	""	"447"
"28"	"20"	"69"	"167"	""	"2"	""	"4"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"247"
"29"	"21"	"279"	"309"	""	"5"	""	"9"	""	"6"	""	"2"	""	"5"	""	"3"	""	"9"	""	"4"	""	"1"	""	"4"	"5"	""	"641"
"30"	"22"	"439"	"89"	""	"5"	""	"28"	""	"4"	""	"0"	""	"0"	""	"2"	""	"5"	""	"1"	""	"0"	""	"0"	"2"	""	"575"
"31"	"23"	"237"	"24"	""	"3"	""	"23"	""	"1"	""	"1"	""	"0"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	"2"	""	"294"
"32"	"24"	"339"	"15"	""	"2"	""	"18"	""	"2"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"1"	"0"	""	"381"
"33"	"25"	"324"	"26"	""	"5"	""	"62"	""	"13"	""	"1"	""	"6"	""	"8"	""	"5"	""	"0"	""	"2"	""	"1"	"5"	""	"458"
"34"	"26"	"480"	"11"	""	"7"	""	"55"	""	"2"	""	"2"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	""	"1"	"2"	""	"566"
"35"	"27"	"347"	"3"	""	"0"	""	"25"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"378"
"36"	"28"	"491"	"4"	""	"0"	""	"18"	""	"4"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"522"
"37"	"29"	"223"	"23"	""	"1"	""	"32"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"280"
"38"	"30"	"207"	"9"	""	"2"	""	"37"	""	"0"	""	"1"	""	"1"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	"0"	""	"261"
"39"	"31"	"4"	"197"	""	"7"	""	"69"	""	"1"	""	"2"	""	"0"	""	"0"	""	"3"	""	"0"	""	"2"	""	"1"	"0"	""	"286"
"40"	"32"	"85"	"282"	""	"7"	""	"4"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	"0"	""	"384"
"41"	"33"	"192"	"340"	""	"17"	""	"1"	""	"3"	""	"2"	""	"1"	""	"2"	""	"7"	""	"2"	""	"3"	""	"1"	"0"	""	"571"
"42"	"34"	"378"	"158"	""	"10"	""	"7"	""	"4"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"1"	""	"561"
"43"	"35"	"253"	"147"	""	"7"	""	"7"	""	"1"	""	"0"	""	"1"	""	"4"	""	"1"	""	"0"	""	"1"	""	"3"	"1"	""	"426"
"44"	"36"	"222"	"153"	""	"11"	""	"29"	""	"5"	""	"2"	""	"0"	""	"3"	""	"0"	""	"3"	""	"2"	""	"1"	"3"	""	"434"
"45"	"37"	"342"	"294"	""	"9"	""	"10"	""	"4"	""	"1"	""	"3"	""	"1"	""	"6"	""	"3"	""	"0"	""	"1"	"2"	""	"676"
"46"	"38"	"191"	"86"	""	"2"	""	"7"	""	"3"	""	"0"	""	"2"	""	"0"	""	"3"	""	"3"	""	"4"	""	"0"	"4"	""	"305"
"47"	"39"	"227"	"146"	""	"4"	""	"16"	""	"5"	""	"0"	""	"1"	""	"7"	""	"8"	""	"3"	""	"2"	""	"1"	"3"	""	"423"
"48"	"40"	"23"	"383"	""	"19"	""	"4"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	"0"	""	"434"
"49"	"41"	"245"	"152"	""	"12"	""	"6"	""	"13"	""	"0"	""	"4"	""	"5"	""	"6"	""	"1"	""	"0"	""	"1"	"3"	""	"448"
"50"	"42"	"186"	"213"	""	"5"	""	"20"	""	"2"	""	"2"	""	"2"	""	"3"	""	"2"	""	"1"	""	"1"	""	"2"	"1"	""	"440"
"51"	"43"	"314"	"235"	""	"7"	""	"4"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"1"	""	"564"
"52"	"44"	"279"	"284"	""	"9"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"6"	""	"0"	""	"0"	""	"1"	"0"	""	"582"
"53"	"45"	"197"	"237"	""	"4"	""	"2"	""	"5"	""	"1"	""	"2"	""	"4"	""	"9"	""	"2"	""	"1"	""	"0"	"6"	""	"470"
"54"	"46"	"15"	"374"	""	"14"	""	"4"	""	"0"	""	"0"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"411"
"55"	"47"	"29"	"424"	""	"8"	""	"5"	""	"2"	""	"0"	""	"1"	""	"0"	""	"4"	""	"0"	""	"0"	""	"1"	"0"	""	"474"
"56"	"48"	"172"	"170"	""	"11"	""	"16"	""	"3"	""	"2"	""	"0"	""	"0"	""	"3"	""	"1"	""	"1"	""	"1"	"2"	""	"382"
"57"	"49"	"317"	"273"	""	"5"	""	"9"	""	"1"	""	"1"	""	"1"	""	"1"	""	"4"	""	"0"	""	"3"	""	"3"	"3"	""	"621"
"58"	"50"	"168"	"368"	""	"15"	""	"8"	""	"5"	""	"1"	""	"1"	""	"6"	""	"10"	""	"4"	""	"3"	""	"2"	"3"	""	"594"
"59"	"51"	"651"	"70"	""	"4"	""	"4"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"730"
"60"	"52"	"736"	"7"	""	"3"	""	"3"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"1"	""	"756"
"61"	"53"	"718"	"15"	""	"2"	""	"24"	""	"3"	""	"0"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	"1"	""	"767"
"62"	"54"	"104"	"252"	""	"8"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"368"
"63"	"55"	"126"	"249"	""	"10"	""	"6"	""	"1"	""	"3"	""	"4"	""	"3"	""	"8"	""	"14"	""	"0"	""	"6"	"9"	""	"439"
"64"	"56"	"15"	"575"	""	"6"	""	"10"	""	"2"	""	"1"	""	"2"	""	"4"	""	"6"	""	"1"	""	"2"	""	"0"	"4"	""	"628"
"65"	"57"	"32"	"520"	""	"10"	""	"6"	""	"0"	""	"2"	""	"2"	""	"1"	""	"3"	""	"4"	""	"1"	""	"2"	"2"	""	"585"
"66"	"58"	"79"	"346"	""	"16"	""	"6"	""	"0"	""	"1"	""	"0"	""	"1"	""	"4"	""	"0"	""	"2"	""	"1"	"1"	""	"457"
"67"	"59"	"140"	"322"	""	"8"	""	"9"	""	"0"	""	"1"	""	"0"	""	"1"	""	"9"	""	"1"	""	"3"	""	"3"	"3"	""	"500"
"68"	"60"	"22"	"446"	""	"10"	""	"29"	""	"2"	""	"2"	""	"3"	""	"2"	""	"2"	""	"4"	""	"2"	""	"2"	"1"	""	"527"
"69"	"61"	"52"	"487"	""	"26"	""	"9"	""	"4"	""	"0"	""	"4"	""	"9"	""	"11"	""	"3"	""	"1"	""	"4"	"3"	""	"613"
"70"	"62"	"218"	"330"	""	"4"	""	"7"	""	"2"	""	"1"	""	"2"	""	"2"	""	"2"	""	"1"	""	"1"	""	"2"	"3"	""	"575"
"71"	"63"	"273"	"199"	""	"8"	""	"115"	""	"3"	""	"3"	""	"1"	""	"4"	""	"2"	""	"2"	""	"3"	""	"0"	"3"	""	"616"
"72"	"64"	"81"	"572"	""	"19"	""	"7"	""	"4"	""	"9"	""	"2"	""	"3"	""	"8"	""	"4"	""	"0"	""	"1"	"2"	""	"712"
"73"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"74"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"75"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"76"	"65"	"252"	"285"	""	"10"	""	"4"	""	"3"	""	"1"	""	"3"	""	"6"	""	"3"	""	"3"	""	"1"	""	"0"	"0"	""	"571"
"77"	"66"	"276"	"298"	""	"6"	""	"5"	""	"1"	""	"0"	""	"0"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	"3"	""	"592"
"78"	"67"	"62"	"191"	""	"4"	""	"31"	""	"4"	""	"3"	""	"1"	""	"3"	""	"6"	""	"8"	""	"4"	""	"28"	"5"	""	"350"
"79"	"68"	"248"	"150"	""	"6"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"410"
"80"	"69"	"197"	"222"	""	"5"	""	"10"	""	"5"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	""	"5"	""	"11"	"2"	""	"462"
"81"	"70"	"512"	"3"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"519"
"82"	"71"	"504"	"21"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	"0"	""	"532"
"83"	"72"	"7"	"729"	""	"3"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	"1"	""	"744"
"84"	"73"	"744"	"5"	""	"1"	""	"1"	""	"4"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	"1"	""	"760"
"85"	"74"	"674"	"8"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"685"
"86"	"75"	"596"	"21"	""	"1"	""	"12"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	"1"	""	"635"
"87"	"76"	"484"	"32"	""	"0"	""	"10"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"2"	""	"3"	"2"	""	"536"
"88"	"77"	"633"	"35"	""	"0"	""	"3"	""	"0"	""	"0"	""	"1"	""	"0"	""	"3"	""	"0"	""	"0"	""	"0"	"0"	""	"675"
"89"	"78"	"719"	"14"	""	"3"	""	"22"	""	"1"	""	"0"	""	"1"	""	"2"	""	"1"	""	"1"	""	"0"	""	"1"	"1"	""	"766"
"90"	"79"	"140"	"199"	""	"7"	""	"16"	""	"2"	""	"1"	""	"4"	""	"4"	""	"5"	""	"1"	""	"1"	""	"2"	"1"	""	"383"
"91"	"80"	"157"	"250"	""	"8"	""	"6"	""	"1"	""	"0"	""	"0"	""	"3"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"427"
"92"	"81"	"178"	"273"	""	"14"	""	"6"	""	"3"	""	"1"	""	"2"	""	"3"	""	"3"	""	"1"	""	"2"	""	"0"	"3"	""	"489"
"93"	"82"	"280"	"68"	""	"3"	""	"16"	""	"2"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	"0"	""	"372"
"94"	"83"	"247"	"98"	""	"1"	""	"1"	""	"1"	""	"0"	""	"4"	""	"1"	""	"0"	""	"1"	""	"0"	""	"4"	"5"	""	"363"
"95"	"84"	"11"	"424"	""	"11"	""	"14"	""	"3"	""	"0"	""	"3"	""	"1"	""	"5"	""	"3"	""	"0"	""	"2"	"3"	""	"480"
"96"	"85"	"18"	"493"	""	"15"	""	"6"	""	"4"	""	"2"	""	"1"	""	"1"	""	"1"	""	"2"	""	"5"	""	"1"	"7"	""	"556"
"97"	"86"	"23"	"323"	""	"9"	""	"22"	""	"2"	""	"1"	""	"3"	""	"1"	""	"6"	""	"4"	""	"11"	""	"3"	"4"	""	"412"
"98"	"87"	"25"	"423"	""	"10"	""	"5"	""	"2"	""	"2"	""	"2"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	"1"	""	"473"
"99"	"88"	"56"	"733"	""	"20"	""	"6"	""	"3"	""	"2"	""	"9"	""	"1"	""	"7"	""	"1"	""	"2"	""	"2"	"0"	""	"842"
"100"	"89"	"186"	"505"	""	"9"	""	"5"	""	"0"	""	"0"	""	"2"	""	"2"	""	"5"	""	"3"	""	"0"	""	"2"	"0"	""	"719"
"101"	"90"	"38"	"646"	""	"16"	""	"3"	""	"1"	""	"0"	""	"3"	""	"1"	""	"0"	""	"0"	""	"2"	""	"1"	"0"	""	"711"
"102"	"91"	"182"	"376"	""	"17"	""	"10"	""	"3"	""	"8"	""	"1"	""	"3"	""	"1"	""	"0"	""	"1"	""	"0"	"2"	""	"604"
"103"	"92"	"150"	"398"	""	"25"	""	"6"	""	"3"	""	"1"	""	"4"	""	"4"	""	"4"	""	"0"	""	"3"	""	"27"	"2"	""	"627"
"104"	"93"	"71"	"434"	""	"9"	""	"6"	""	"2"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	""	"2"	"0"	""	"527"
"105"	"94"	"39"	"449"	""	"9"	""	"29"	""	"0"	""	"0"	""	"4"	""	"0"	""	"2"	""	"1"	""	"3"	""	"3"	"0"	""	"539"
"106"	"95"	"140"	"255"	""	"11"	""	"6"	""	"6"	""	"1"	""	"1"	""	"6"	""	"5"	""	"0"	""	"1"	""	"1"	"0"	""	"433"
"107"	"96"	"47"	"388"	""	"10"	""	"4"	""	"2"	""	"2"	""	"2"	""	"2"	""	"2"	""	"4"	""	"2"	""	"2"	"2"	""	"469"
"108"	"97"	"12"	"128"	""	"7"	""	"1"	""	"1"	""	"10"	""	"1"	""	"1"	""	"0"	""	"2"	""	"1"	""	"2"	"2"	""	"168"
"109"	"98"	"182"	"468"	""	"11"	""	"9"	""	"1"	""	"1"	""	"2"	""	"4"	""	"8"	""	"6"	""	"0"	""	"9"	"0"	""	"701"
"110"	"99"	"256"	"337"	""	"12"	""	"5"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	""	"2"	""	"1"	"1"	""	"619"
"111"	"100"	"53"	"593"	""	"37"	""	"8"	""	"3"	""	"0"	""	"2"	""	"2"	""	"3"	""	"2"	""	"2"	""	"3"	"0"	""	"708"
"112"	"101"	"189"	"354"	""	"27"	""	"15"	""	"4"	""	"3"	""	"4"	""	"3"	""	"4"	""	"4"	""	"7"	""	"1"	"3"	""	"618"
"113"	"102"	"172"	"397"	""	"14"	""	"16"	""	"9"	""	"2"	""	"4"	""	"9"	""	"14"	""	"5"	""	"3"	""	"3"	"7"	""	"655"
"114"	"103"	"42"	"408"	""	"17"	""	"13"	""	"3"	""	"3"	""	"2"	""	"1"	""	"5"	""	"0"	""	"0"	""	"3"	"3"	""	"500"
"115"	"104"	"46"	"481"	""	"8"	""	"7"	""	"3"	""	"0"	""	"2"	""	"2"	""	"7"	""	"2"	""	"0"	""	"1"	"3"	""	"562"
"116"	"105"	"14"	"274"	""	"9"	""	"16"	""	"0"	""	"2"	""	"2"	""	"1"	""	"1"	""	"4"	""	"0"	""	"1"	"0"	""	"324"
"117"	"106"	"228"	"181"	""	"1"	""	"14"	""	"3"	""	"1"	""	"0"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"432"
"118"	"107"	"228"	"70"	""	"2"	""	"12"	""	"1"	""	"2"	""	"0"	""	"0"	""	"2"	""	"0"	""	"2"	""	"0"	"0"	""	"319"
"119"	"108"	"71"	"564"	""	"16"	""	"23"	""	"2"	""	"3"	""	"2"	""	"1"	""	"2"	""	"1"	""	"1"	""	"1"	"1"	""	"688"
"120"	"109"	"34"	"367"	""	"5"	""	"3"	""	"1"	""	"0"	""	"3"	""	"2"	""	"5"	""	"5"	""	"2"	""	"0"	"0"	""	"427"
"121"	"110"	"70"	"336"	""	"7"	""	"6"	""	"3"	""	"1"	""	"2"	""	"1"	""	"10"	""	"4"	""	"1"	""	"2"	"6"	""	"449"
"122"	"111"	"104"	"350"	""	"9"	""	"11"	""	"4"	""	"2"	""	"1"	""	"2"	""	"4"	""	"2"	""	"3"	""	"8"	"7"	""	"507"
"123"	"112"	"18"	"425"	""	"5"	""	"11"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	""	"5"	""	"2"	"1"	""	"471"
"124"	"113"	"125"	"93"	""	"3"	""	"13"	""	"4"	""	"9"	""	"2"	""	"3"	""	"7"	""	"5"	""	"3"	""	"2"	"2"	""	"271"
"125"	"114"	"59"	"129"	""	"4"	""	"9"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"205"
"126"	"115"	"206"	"69"	""	"2"	""	"17"	""	"2"	""	"0"	""	"0"	""	"3"	""	"2"	""	"7"	""	"2"	""	"3"	"4"	""	"317"
"127"	"116"	"6"	"304"	""	"14"	""	"19"	""	"1"	""	"2"	""	"3"	""	"2"	""	"0"	""	"3"	""	"1"	""	"1"	"4"	""	"360"
"128"	"117"	"33"	"304"	""	"12"	""	"9"	""	"5"	""	"7"	""	"7"	""	"5"	""	"7"	""	"6"	""	"0"	""	"5"	"6"	""	"406"
"129"	"118"	"263"	"294"	""	"6"	""	"8"	""	"2"	""	"0"	""	"1"	""	"6"	""	"5"	""	"3"	""	"0"	""	"2"	"2"	""	"592"
"130"	"119"	"465"	"14"	""	"0"	""	"7"	""	"3"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"492"
"131"	"120"	"451"	"18"	""	"4"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	"0"	""	"478"
"132"	"121"	"40"	"455"	""	"8"	""	"25"	""	"0"	""	"3"	""	"4"	""	"2"	""	"6"	""	"0"	""	"0"	""	"0"	"5"	""	"548"
"133"	"122"	"89"	"227"	""	"11"	""	"23"	""	"6"	""	"5"	""	"7"	""	"5"	""	"10"	""	"2"	""	"3"	""	"3"	"1"	""	"392"
"134"	"123"	"26"	"271"	""	"18"	""	"21"	""	"1"	""	"1"	""	"0"	""	"4"	""	"7"	""	"5"	""	"1"	""	"2"	"1"	""	"358"
"135"	"124"	"25"	"515"	""	"1"	""	"26"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"1"	"0"	""	"572"
"136"	"125"	"102"	"162"	""	"7"	""	"37"	""	"0"	""	"1"	""	"0"	""	"1"	""	"3"	""	"0"	""	"1"	""	"3"	"3"	""	"320"
"137"	"126"	"52"	"231"	""	"7"	""	"8"	""	"3"	""	"3"	""	"5"	""	"3"	""	"8"	""	"4"	""	"2"	""	"3"	"3"	""	"332"
"138"	"127"	"150"	"362"	""	"13"	""	"12"	""	"2"	""	"1"	""	"2"	""	"1"	""	"3"	""	"4"	""	"3"	""	"0"	"3"	""	"556"
"139"	"128"	"162"	"17"	""	"0"	""	"21"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"204"
"140"	"129"	"489"	"120"	""	"4"	""	"51"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	"3"	""	"671"
"141"	"130"	"355"	"33"	""	"1"	""	"7"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"396"
"142"	"131"	"415"	"45"	""	"1"	""	"8"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	"0"	""	"472"
"143"	"132"	"340"	"182"	""	"10"	""	"18"	""	"2"	""	"1"	""	"0"	""	"3"	""	"6"	""	"0"	""	"1"	""	"1"	"0"	""	"564"
"144"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"145"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"146"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"147"	"133"	"191"	"252"	""	"7"	""	"50"	""	"3"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	"0"	""	"509"
"148"	"134"	"181"	"143"	""	"6"	""	"4"	""	"2"	""	"1"	""	"4"	""	"3"	""	"2"	""	"4"	""	"0"	""	"2"	"2"	""	"354"
