"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :51---Sikti                                                                                                                                                   No of Voters :202234"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"18"	"10"	"100"	"308"	""	"9"	""	"23"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"18"	"1"	""	"463"	""
"19"	"11"	"269"	"255"	""	"12"	""	"12"	""	"7"	""	"2"	""	"23"	""	"7"	""	"14"	""	"4"	""	"7"	""	"33"	"10"	""	"655"	""
"20"	"12"	"224"	"43"	""	"3"	""	"12"	""	"1"	""	"2"	""	"23"	""	"2"	""	"16"	""	"1"	""	"7"	""	"79"	"7"	""	"420"	""
"21"	"13"	"58"	"224"	""	"5"	""	"15"	""	"2"	""	"2"	""	"22"	""	"2"	""	"3"	""	"2"	""	"1"	""	"77"	"3"	""	"416"	""
"22"	"14"	"290"	"104"	""	"6"	""	"2"	""	"5"	""	"2"	""	"1"	""	"4"	""	"1"	""	"1"	""	"2"	""	"0"	"2"	""	"420"	""
"23"	"15"	"99"	"289"	""	"7"	""	"12"	""	"1"	""	"3"	""	"7"	""	"3"	""	"4"	""	"5"	""	"4"	""	"19"	"7"	""	"460"	""
"24"	"16"	"542"	"59"	""	"0"	""	"10"	""	"3"	""	"1"	""	"1"	""	"0"	""	"4"	""	"0"	""	"0"	""	"5"	"1"	""	"626"	""
"25"	"17"	"54"	"567"	""	"19"	""	"24"	""	"2"	""	"2"	""	"1"	""	"2"	""	"6"	""	"2"	""	"2"	""	"23"	"5"	""	"709"	""
"26"	"18"	"28"	"659"	""	"23"	""	"22"	""	"5"	""	"7"	""	"1"	""	"4"	""	"2"	""	"3"	""	"2"	""	"5"	"3"	""	"764"	""
"27"	"19"	"219"	"250"	""	"5"	""	"9"	""	"2"	""	"1"	""	"0"	""	"0"	""	"6"	""	"5"	""	"2"	""	"3"	"5"	""	"507"	""
"28"	"20"	"399"	"181"	""	"34"	""	"32"	""	"1"	""	"2"	""	"1"	""	"6"	""	"1"	""	"5"	""	"3"	""	"21"	"4"	""	"690"	""
"29"	"21"	"101"	"163"	""	"5"	""	"45"	""	"2"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"3"	""	"32"	"2"	""	"355"	""
"30"	"22"	"103"	"143"	""	"5"	""	"17"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	""	"3"	""	"33"	"1"	""	"309"	""
"31"	"23"	"243"	"286"	""	"8"	""	"59"	""	"5"	""	"3"	""	"5"	""	"2"	""	"3"	""	"0"	""	"16"	""	"80"	"5"	""	"715"	""
"32"	"24"	"263"	"350"	""	"4"	""	"67"	""	"3"	""	"4"	""	"3"	""	"2"	""	"0"	""	"2"	""	"0"	""	"41"	"2"	""	"741"	""
"33"	"25"	"609"	"70"	""	"6"	""	"115"	""	"8"	""	"2"	""	"5"	""	"5"	""	"5"	""	"2"	""	"6"	""	"31"	"5"	""	"869"	""
"34"	"26"	"370"	"236"	""	"12"	""	"72"	""	"6"	""	"3"	""	"1"	""	"9"	""	"0"	""	"1"	""	"2"	""	"43"	"4"	""	"759"	""
"35"	"27"	"275"	"373"	""	"33"	""	"59"	""	"5"	""	"0"	""	"4"	""	"5"	""	"10"	""	"6"	""	"8"	""	"124"	"2"	""	"904"	""
"36"	"28"	"58"	"384"	""	"9"	""	"31"	""	"5"	""	"0"	""	"6"	""	"2"	""	"6"	""	"0"	""	"3"	""	"82"	"2"	""	"588"	""
"37"	"29"	"84"	"587"	""	"16"	""	"25"	""	"4"	""	"1"	""	"2"	""	"7"	""	"6"	""	"3"	""	"2"	""	"12"	"1"	""	"750"	""
"38"	"30"	"176"	"432"	""	"26"	""	"23"	""	"5"	""	"2"	""	"2"	""	"2"	""	"9"	""	"3"	""	"4"	""	"6"	"4"	""	"694"	""
"39"	"31"	"125"	"340"	""	"8"	""	"22"	""	"4"	""	"0"	""	"7"	""	"4"	""	"8"	""	"2"	""	"4"	""	"97"	"1"	""	"622"	""
"40"	"32"	"69"	"419"	""	"3"	""	"14"	""	"2"	""	"1"	""	"2"	""	"1"	""	"2"	""	"4"	""	"2"	""	"30"	"2"	""	"551"	""
"41"	"33"	"497"	"138"	""	"9"	""	"13"	""	"2"	""	"2"	""	"4"	""	"3"	""	"3"	""	"2"	""	"6"	""	"26"	"0"	""	"705"	""
"42"	"34"	"255"	"325"	""	"3"	""	"5"	""	"1"	""	"1"	""	"0"	""	"4"	""	"5"	""	"1"	""	"2"	""	"3"	"2"	""	"607"	""
"43"	"35"	"381"	"39"	""	"7"	""	"35"	""	"3"	""	"2"	""	"1"	""	"4"	""	"2"	""	"0"	""	"0"	""	"16"	"2"	""	"492"	""
"44"	"36"	"81"	"139"	""	"3"	""	"12"	""	"2"	""	"0"	""	"1"	""	"1"	""	"3"	""	"4"	""	"7"	""	"96"	"7"	""	"356"	""
"45"	"37"	"95"	"359"	""	"5"	""	"62"	""	"7"	""	"1"	""	"13"	""	"7"	""	"5"	""	"4"	""	"3"	""	"1"	"2"	""	"564"	""
"46"	"38"	"159"	"220"	""	"2"	""	"4"	""	"0"	""	"2"	""	"6"	""	"1"	""	"2"	""	"3"	""	"3"	""	"10"	"1"	""	"413"	""
"47"	"39"	"194"	"160"	""	"13"	""	"23"	""	"7"	""	"4"	""	"16"	""	"4"	""	"9"	""	"2"	""	"6"	""	"60"	"2"	""	"500"	""
"48"	"40"	"128"	"550"	""	"7"	""	"6"	""	"1"	""	"0"	""	"1"	""	"1"	""	"2"	""	"0"	""	"2"	""	"8"	"0"	""	"706"	""
"49"	"41"	"46"	"261"	""	"1"	""	"9"	""	"5"	""	"0"	""	"5"	""	"2"	""	"7"	""	"0"	""	"3"	""	"87"	"2"	""	"428"	""
"50"	"42"	"121"	"394"	""	"16"	""	"61"	""	"9"	""	"10"	""	"9"	""	"9"	""	"8"	""	"8"	""	"13"	""	"197"	"15"	""	"870"	""
"51"	"43"	"45"	"117"	""	"8"	""	"103"	""	"4"	""	"1"	""	"7"	""	"2"	""	"7"	""	"0"	""	"8"	""	"66"	"0"	""	"368"	""
"52"	"44"	"588"	"34"	""	"3"	""	"81"	""	"6"	""	"2"	""	"2"	""	"2"	""	"2"	""	"1"	""	"1"	""	"7"	"5"	""	"734"	""
"53"	"45"	"491"	"37"	""	"3"	""	"19"	""	"4"	""	"1"	""	"4"	""	"6"	""	"3"	""	"0"	""	"2"	""	"1"	"2"	""	"573"	""
"54"	"46"	"130"	"221"	""	"7"	""	"20"	""	"7"	""	"2"	""	"4"	""	"1"	""	"4"	""	"4"	""	"4"	""	"44"	"4"	""	"452"	""
"55"	"47"	"63"	"75"	""	"2"	""	"86"	""	"2"	""	"2"	""	"7"	""	"0"	""	"3"	""	"0"	""	"2"	""	"93"	"2"	""	"337"	""
"56"	"48"	"19"	"130"	""	"2"	""	"12"	""	"3"	""	"1"	""	"12"	""	"0"	""	"10"	""	"0"	""	"1"	""	"45"	"0"	""	"235"	""
"57"	"49"	"150"	"30"	""	"184"	""	"14"	""	"5"	""	"0"	""	"6"	""	"1"	""	"2"	""	"0"	""	"1"	""	"19"	"1"	""	"413"	""
"58"	"50"	"81"	"495"	""	"13"	""	"46"	""	"2"	""	"1"	""	"0"	""	"1"	""	"3"	""	"2"	""	"2"	""	"25"	"0"	""	"671"	""
"59"	"51"	"63"	"467"	""	"107"	""	"12"	""	"1"	""	"2"	""	"2"	""	"4"	""	"4"	""	"3"	""	"2"	""	"3"	"3"	""	"673"	""
"60"	"52"	"193"	"490"	""	"16"	""	"11"	""	"5"	""	"1"	""	"3"	""	"1"	""	"5"	""	"4"	""	"2"	""	"71"	"3"	""	"805"	""
"61"	"53"	"211"	"221"	""	"10"	""	"37"	""	"11"	""	"1"	""	"11"	""	"1"	""	"0"	""	"1"	""	"2"	""	"24"	"3"	""	"533"	""
"62"	"54"	"250"	"114"	""	"12"	""	"21"	""	"4"	""	"1"	""	"2"	""	"1"	""	"5"	""	"1"	""	"1"	""	"13"	"2"	""	"427"	""
"63"	"55"	"214"	"212"	""	"11"	""	"53"	""	"4"	""	"4"	""	"5"	""	"3"	""	"3"	""	"1"	""	"13"	""	"227"	"2"	""	"752"	""
"64"	"56"	"231"	"164"	""	"4"	""	"38"	""	"6"	""	"3"	""	"2"	""	"3"	""	"4"	""	"4"	""	"17"	""	"157"	"9"	""	"642"	""
"65"	"57"	"154"	"94"	""	"3"	""	"57"	""	"9"	""	"1"	""	"7"	""	"4"	""	"6"	""	"2"	""	"10"	""	"158"	"0"	""	"505"	""
"66"	"58"	"130"	"168"	""	"4"	""	"13"	""	"4"	""	"1"	""	"5"	""	"2"	""	"2"	""	"2"	""	"2"	""	"4"	"0"	""	"337"	""
"67"	"59"	"43"	"201"	""	"25"	""	"16"	""	"2"	""	"2"	""	"9"	""	"4"	""	"5"	""	"6"	""	"6"	""	"100"	"4"	""	"423"	""
"68"	"60"	"21"	"170"	""	"23"	""	"15"	""	"1"	""	"1"	""	"7"	""	"3"	""	"3"	""	"2"	""	"2"	""	"68"	"0"	""	"316"	""
"69"	"61"	"157"	"127"	""	"4"	""	"56"	""	"0"	""	"2"	""	"3"	""	"4"	""	"1"	""	"3"	""	"24"	""	"316"	"5"	""	"702"	""
"70"	"62"	"215"	"190"	""	"9"	""	"94"	""	"6"	""	"3"	""	"3"	""	"3"	""	"2"	""	"1"	""	"3"	""	"32"	"1"	""	"562"	""
"71"	"63"	"198"	"223"	""	"6"	""	"31"	""	"5"	""	"4"	""	"1"	""	"5"	""	"5"	""	"2"	""	"9"	""	"39"	"6"	""	"534"	""
"72"	"64"	"22"	"197"	""	"1"	""	"66"	""	"3"	""	"0"	""	"13"	""	"3"	""	"3"	""	"1"	""	"5"	""	"137"	"3"	""	"454"	""
"73"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"	""
"74"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""	""
"75"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"	""
"76"	"65"	"5"	"64"	""	"0"	""	"7"	""	"0"	""	"0"	""	"2"	""	"0"	""	"1"	""	"0"	""	"4"	""	"116"	"0"	""	"199"	""
"77"	"66"	"39"	"385"	""	"16"	""	"6"	""	"5"	""	"0"	""	"1"	""	"2"	""	"4"	""	"2"	""	"2"	""	"127"	"7"	""	"596"	""
"78"	"67"	"43"	"505"	""	"7"	""	"4"	""	"1"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"2"	""	"8"	"2"	""	"575"	""
"79"	"68"	"95"	"147"	""	"5"	""	"8"	""	"3"	""	"1"	""	"2"	""	"2"	""	"0"	""	"2"	""	"2"	""	"69"	"7"	""	"343"	""
"80"	"69"	"86"	"68"	""	"1"	""	"13"	""	"4"	""	"1"	""	"5"	""	"3"	""	"4"	""	"1"	""	"15"	""	"200"	"4"	""	"405"	""
"81"	"70"	"38"	"45"	""	"7"	""	"3"	""	"2"	""	"2"	""	"4"	""	"0"	""	"1"	""	"3"	""	"14"	""	"294"	"3"	""	"416"	""
"82"	"71"	"82"	"314"	""	"22"	""	"2"	""	"2"	""	"2"	""	"2"	""	"0"	""	"6"	""	"0"	""	"2"	""	"15"	"3"	""	"452"	""
"83"	"72"	"354"	"218"	""	"12"	""	"10"	""	"5"	""	"3"	""	"0"	""	"4"	""	"5"	""	"4"	""	"3"	""	"44"	"1"	""	"663"	""
"84"	"73"	"201"	"48"	""	"6"	""	"26"	""	"2"	""	"2"	""	"10"	""	"2"	""	"1"	""	"0"	""	"7"	""	"95"	"1"	""	"401"	""
"85"	"74"	"23"	"128"	""	"15"	""	"15"	""	"3"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	""	"7"	""	"102"	"1"	""	"297"	""
"86"	"75"	"25"	"184"	""	"6"	""	"18"	""	"2"	""	"0"	""	"2"	""	"2"	""	"5"	""	"3"	""	"17"	""	"246"	"4"	""	"514"	""
"87"	"76"	"73"	"157"	""	"5"	""	"21"	""	"3"	""	"0"	""	"0"	""	"6"	""	"4"	""	"4"	""	"25"	""	"426"	"2"	""	"726"	""
"88"	"77"	"60"	"19"	""	"2"	""	"5"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"6"	""	"246"	"3"	""	"344"	""
"89"	"78"	"169"	"226"	""	"7"	""	"33"	""	"8"	""	"4"	""	"6"	""	"4"	""	"3"	""	"2"	""	"2"	""	"8"	"5"	""	"477"	""
"90"	"79"	"318"	"118"	""	"9"	""	"209"	""	"4"	""	"1"	""	"4"	""	"2"	""	"1"	""	"3"	""	"2"	""	"52"	"4"	""	"727"	""
"91"	"80"	"431"	"139"	""	"8"	""	"36"	""	"3"	""	"0"	""	"0"	""	"3"	""	"3"	""	"1"	""	"2"	""	"4"	"0"	""	"630"	""
"92"	"81"	"136"	"135"	""	"5"	""	"161"	""	"3"	""	"2"	""	"1"	""	"1"	""	"3"	""	"0"	""	"1"	""	"53"	"3"	""	"504"	""
"93"	"82"	"33"	"149"	""	"8"	""	"21"	""	"3"	""	"0"	""	"2"	""	"3"	""	"3"	""	"5"	""	"19"	""	"367"	"5"	""	"618"	""
"94"	"83"	"133"	"568"	""	"12"	""	"19"	""	"3"	""	"3"	""	"6"	""	"1"	""	"4"	""	"2"	""	"4"	""	"36"	"7"	""	"798"	""
"95"	"84"	"207"	"277"	""	"14"	""	"82"	""	"9"	""	"2"	""	"4"	""	"6"	""	"4"	""	"2"	""	"16"	""	"149"	"2"	""	"774"	""
"96"	"85"	"464"	"139"	""	"2"	""	"45"	""	"7"	""	"2"	""	"1"	""	"7"	""	"6"	""	"2"	""	"4"	""	"56"	"7"	""	"742"	""
"97"	"86"	"107"	"727"	""	"19"	""	"18"	""	"5"	""	"4"	""	"7"	""	"1"	""	"3"	""	"2"	""	"3"	""	"81"	"0"	""	"977"	""
"98"	"87"	"406"	"89"	""	"4"	""	"64"	""	"6"	""	"4"	""	"8"	""	"5"	""	"5"	""	"0"	""	"2"	""	"40"	"3"	""	"636"	""
"99"	"88"	"81"	"136"	""	"3"	""	"56"	""	"6"	""	"0"	""	"8"	""	"2"	""	"2"	""	"1"	""	"4"	""	"136"	"5"	""	"440"	""
"100"	"89"	"390"	"186"	""	"9"	""	"49"	""	"7"	""	"2"	""	"2"	""	"7"	""	"4"	""	"0"	""	"3"	""	"6"	"1"	""	"666"	""
"101"	"90"	"37"	"328"	""	"9"	""	"38"	""	"2"	""	"1"	""	"1"	""	"2"	""	"1"	""	"2"	""	"10"	""	"169"	"4"	""	"604"	""
"102"	"91"	"141"	"227"	""	"7"	""	"106"	""	"13"	""	"1"	""	"3"	""	"2"	""	"9"	""	"7"	""	"17"	""	"185"	"7"	""	"725"	""
"103"	"92"	"43"	"359"	""	"5"	""	"34"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"4"	""	"45"	"1"	""	"493"	""
"104"	"93"	"95"	"383"	""	"5"	""	"31"	""	"4"	""	"4"	""	"7"	""	"1"	""	"1"	""	"2"	""	"17"	""	"106"	"7"	""	"663"	""
"105"	"94"	"38"	"163"	""	"6"	""	"27"	""	"4"	""	"4"	""	"0"	""	"2"	""	"2"	""	"0"	""	"6"	""	"81"	"5"	""	"338"	""
"106"	"95"	"49"	"339"	""	"11"	""	"34"	""	"3"	""	"2"	""	"3"	""	"1"	""	"0"	""	"3"	""	"9"	""	"72"	"2"	""	"528"	""
"107"	"96"	"117"	"479"	""	"8"	""	"57"	""	"2"	""	"0"	""	"1"	""	"2"	""	"3"	""	"2"	""	"6"	""	"63"	"3"	""	"743"	""
"108"	"97"	"241"	"292"	""	"8"	""	"25"	""	"7"	""	"0"	""	"5"	""	"1"	""	"4"	""	"4"	""	"4"	""	"57"	"0"	""	"648"	""
"109"	"98"	"56"	"354"	""	"10"	""	"30"	""	"4"	""	"3"	""	"2"	""	"2"	""	"2"	""	"4"	""	"9"	""	"220"	"4"	""	"700"	""
"110"	"99"	"49"	"96"	""	"8"	""	"31"	""	"2"	""	"3"	""	"2"	""	"4"	""	"3"	""	"1"	""	"32"	""	"418"	"6"	""	"655"	""
"111"	"100"	"19"	"283"	""	"14"	""	"5"	""	"0"	""	"2"	""	"2"	""	"1"	""	"1"	""	"1"	""	"1"	""	"10"	"2"	""	"341"	""
"112"	"101"	"34"	"464"	""	"12"	""	"24"	""	"3"	""	"4"	""	"6"	""	"2"	""	"7"	""	"2"	""	"5"	""	"196"	"0"	""	"759"	""
"113"	"102"	"87"	"461"	""	"14"	""	"25"	""	"5"	""	"1"	""	"4"	""	"1"	""	"7"	""	"3"	""	"8"	""	"111"	"0"	""	"727"	""
"114"	"103"	"14"	"369"	""	"6"	""	"12"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"2"	""	"33"	"2"	""	"442"	""
"115"	"104"	"22"	"137"	""	"0"	""	"8"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"30"	"2"	""	"203"	""
"116"	"105"	"86"	"152"	""	"14"	""	"17"	""	"6"	""	"1"	""	"4"	""	"7"	""	"4"	""	"5"	""	"4"	""	"96"	"7"	""	"403"	""
"117"	"106"	"68"	"118"	""	"2"	""	"10"	""	"3"	""	"0"	""	"1"	""	"1"	""	"2"	""	"2"	""	"15"	""	"266"	"3"	""	"491"	""
"118"	"107"	"8"	"168"	""	"3"	""	"47"	""	"4"	""	"2"	""	"5"	""	"2"	""	"3"	""	"1"	""	"11"	""	"231"	"1"	""	"486"	""
"119"	"108"	"27"	"220"	""	"6"	""	"17"	""	"1"	""	"0"	""	"6"	""	"3"	""	"7"	""	"1"	""	"18"	""	"290"	"5"	""	"601"	""
"120"	"109"	"298"	"143"	""	"5"	""	"11"	""	"2"	""	"8"	""	"2"	""	"1"	""	"3"	""	"2"	""	"1"	""	"49"	"2"	""	"527"	""
"121"	"110"	"145"	"123"	""	"5"	""	"9"	""	"0"	""	"0"	""	"4"	""	"2"	""	"2"	""	"2"	""	"17"	""	"192"	"1"	""	"502"	""
"122"	"111"	"104"	"351"	""	"9"	""	"16"	""	"5"	""	"3"	""	"16"	""	"4"	""	"4"	""	"6"	""	"11"	""	"261"	"6"	""	"796"	""
"123"	"112"	"42"	"198"	""	"2"	""	"28"	""	"3"	""	"2"	""	"2"	""	"0"	""	"2"	""	"0"	""	"18"	""	"230"	"1"	""	"528"	""
"124"	"113"	"19"	"64"	""	"4"	""	"3"	""	"4"	""	"2"	""	"2"	""	"4"	""	"0"	""	"2"	""	"6"	""	"272"	"3"	""	"385"	""
"125"	"114"	"50"	"116"	""	"2"	""	"18"	""	"3"	""	"2"	""	"0"	""	"3"	""	"1"	""	"3"	""	"16"	""	"195"	"3"	""	"412"	""
"126"	"115"	"48"	"524"	""	"12"	""	"12"	""	"2"	""	"1"	""	"1"	""	"2"	""	"3"	""	"0"	""	"3"	""	"43"	"0"	""	"651"	""
"127"	"116"	"617"	"7"	""	"4"	""	"79"	""	"4"	""	"1"	""	"0"	""	"7"	""	"4"	""	"1"	""	"0"	""	"0"	"0"	""	"724"	""
"128"	"117"	"245"	"110"	""	"3"	""	"53"	""	"3"	""	"1"	""	"1"	""	"2"	""	"3"	""	"2"	""	"0"	""	"22"	"6"	""	"451"	""
"129"	"118"	"190"	"359"	""	"7"	""	"15"	""	"2"	""	"1"	""	"4"	""	"4"	""	"5"	""	"4"	""	"7"	""	"92"	"4"	""	"694"	""
"130"	"119"	"533"	"4"	""	"0"	""	"21"	""	"5"	""	"1"	""	"2"	""	"3"	""	"2"	""	"2"	""	"0"	""	"0"	"0"	""	"573"	""
"131"	"120"	"57"	"11"	""	"1"	""	"119"	""	"5"	""	"5"	""	"5"	""	"2"	""	"5"	""	"4"	""	"1"	""	"18"	"4"	""	"237"	""
"132"	"121"	"106"	"10"	""	"4"	""	"128"	""	"6"	""	"4"	""	"2"	""	"4"	""	"1"	""	"3"	""	"2"	""	"6"	"5"	""	"281"	""
"133"	"122"	"141"	"153"	""	"15"	""	"61"	""	"9"	""	"3"	""	"3"	""	"3"	""	"4"	""	"0"	""	"1"	""	"12"	"1"	""	"406"	""
"134"	"123"	"336"	"66"	""	"3"	""	"67"	""	"3"	""	"3"	""	"4"	""	"3"	""	"6"	""	"2"	""	"2"	""	"20"	"0"	""	"515"	""
"135"	"124"	"100"	"323"	""	"10"	""	"209"	""	"12"	""	"8"	""	"9"	""	"3"	""	"6"	""	"5"	""	"3"	""	"7"	"7"	""	"702"	""
"136"	"125"	"52"	"45"	""	"3"	""	"33"	""	"1"	""	"2"	""	"4"	""	"9"	""	"6"	""	"2"	""	"7"	""	"125"	"6"	""	"295"	""
"137"	"126"	"206"	"283"	""	"12"	""	"60"	""	"6"	""	"2"	""	"1"	""	"5"	""	"4"	""	"0"	""	"3"	""	"7"	"7"	""	"596"	""
"138"	"127"	"360"	"8"	""	"2"	""	"122"	""	"3"	""	"4"	""	"3"	""	"4"	""	"3"	""	"0"	""	"1"	""	"2"	"2"	""	"514"	""
"139"	"128"	"403"	"55"	""	"8"	""	"87"	""	"11"	""	"2"	""	"2"	""	"0"	""	"5"	""	"1"	""	"2"	""	"0"	"0"	""	"576"	""
"140"	"129"	"226"	"55"	""	"5"	""	"97"	""	"9"	""	"2"	""	"4"	""	"6"	""	"6"	""	"0"	""	"1"	""	"38"	"2"	""	"451"	""
"141"	"130"	"171"	"229"	""	"7"	""	"68"	""	"6"	""	"3"	""	"2"	""	"10"	""	"4"	""	"3"	""	"5"	""	"25"	"6"	""	"539"	""
"142"	"131"	"40"	"121"	""	"8"	""	"301"	""	"16"	""	"5"	""	"5"	""	"11"	""	"7"	""	"5"	""	"3"	""	"18"	"6"	""	"546"	""
"143"	"132"	"48"	"49"	""	"3"	""	"240"	""	"4"	""	"3"	""	"0"	""	"3"	""	"3"	""	"0"	""	"1"	""	"2"	"0"	""	"356"	""
"144"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"	""
"145"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""	""
