"PC.No."	"AC.No."	"BOOTH.No."	"BOOTH.EXT"	"ARCHN.A.CHAND.RA"	"NIKHIL.KUMAR"	"SHAKIL.AHMAD.KHAN"	"SUSHIL.KUMAR.SINGH"	"ANIL.KUMAR.SINGH"	"AMERIK.A.MAHTO"	"RAM.KUMAR.MEHTA"	"VIJAY.PASWA.N"	"ASLAM.ANSARI"	"INDRA.DEO.RAM"	"UDAY.PASWAN"	"PUNA.DAS"	"RANJEET.KUMAR"	"RAJEND.RA.YADAV"	"RAMSWA.RUP.PRASAD.YADAV"	"SANTOS.H.KUMAR"	"TOTAL"
"33"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34"	37	231	33	""	4	4	272	114	3	4	4	4	2	0	2	6	3	2	4	5	433
"35"	37	231	34	""	94	4	26	279	6	3	0	1	0	1	2	3	4	2	2	4	431
"36"	37	231	35	""	2	7	91	81	0	0	0	0	0	0	0	0	1	1	0	0	183
"37"	37	231	36	""	5	12	72	227	0	1	2	1	2	0	3	6	4	2	3	3	343
"38"	37	231	37	""	24	5	648	39	2	0	0	0	0	0	0	0	2	1	0	0	721
"39"	37	231	38	""	0	12	126	54	0	0	5	0	0	0	0	3	0	4	0	0	204
"40"	37	231	39	""	3	4	71	267	2	0	0	0	0	2	0	3	3	2	2	3	362
"41"	37	231	40	""	0	32	5	521	3	1	1	1	0	0	1	4	3	1	1	1	575
"42"	37	231	41	""	35	41	146	66	1	4	1	1	3	2	1	7	2	7	4	5	326
"43"	37	231	42	""	92	19	182	107	2	2	5	3	1	1	6	5	7	4	1	7	444
"44"	37	231	43	""	120	8	62	50	0	1	2	1	1	0	1	4	0	1	2	2	255
"45"	37	231	44	""	0	21	1	675	0	0	0	0	0	0	0	1	0	0	0	0	698
"46"	37	231	45	""	21	5	103	121	0	1	0	0	0	0	0	1	0	0	0	0	252
"47"	37	231	46	""	5	3	148	4	0	0	3	0	0	0	0	1	3	2	0	5	174
"48"	37	231	47	""	29	30	161	56	0	1	1	0	0	0	0	4	4	4	1	5	296
"49"	37	231	48	""	7	11	108	14	0	3	0	1	0	0	0	2	0	0	1	1	148
"50"	37	231	49	""	11	44	50	97	3	3	0	1	0	1	0	3	1	2	1	2	219
"51"	37	231	50	""	23	17	90	118	0	4	4	0	1	1	2	7	4	2	2	6	281
"52"	37	231	51	""	13	17	487	111	0	0	0	1	0	0	0	1	0	0	0	0	630
"53"	37	231	52	""	0	3	395	9	0	0	0	0	0	0	1	0	0	0	0	1	409
"54"	37	231	53	""	1	22	190	124	3	2	0	2	3	3	0	4	5	1	2	2	364
"55"	37	231	54	""	0	11	157	128	0	0	0	0	0	0	0	3	0	2	0	1	302
"56"	37	231	55	""	15	25	145	150	0	1	0	0	0	0	2	0	1	1	0	1	341
"57"	37	231	56	""	135	20	70	154	6	3	1	0	1	1	0	2	2	4	2	2	403
"58"	37	231	57	""	11	16	110	199	5	2	3	0	2	0	2	2	2	4	4	4	366
"59"	37	231	58	""	9	24	138	154	1	1	1	0	2	2	1	3	8	3	2	3	352
"60"	37	231	59	""	142	17	84	110	1	2	3	4	1	2	5	4	8	5	5	11	404
"61"	37	231	60	""	8	20	125	122	3	0	2	0	2	0	1	3	2	3	0	5	296
"62"	37	231	61	""	22	48	103	187	5	2	1	1	0	1	0	4	4	5	2	7	392
"63"	37	231	62	""	1	15	1	834	1	0	0	0	0	0	0	0	0	0	0	0	852
"64"	37	231	63	""	12	3	140	137	2	0	0	0	0	0	0	1	0	1	0	0	296
"65"	37	231	64	""	7	8	141	87	1	2	2	2	3	0	0	1	1	1	1	3	260
"66"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	37	231	65	""	15	18	129	277	1	0	0	0	0	0	0	0	1	2	0	1	444
"68"	37	231	66	""	4	11	29	444	2	1	1	1	2	0	3	2	0	0	0	1	501
"69"	37	231	67	""	61	10	303	27	4	2	0	3	3	3	3	5	4	76	5	6	515
"70"	37	231	68	""	27	148	38	67	1	0	0	0	0	0	0	0	1	0	1	1	284
"71"	37	231	69	""	3	112	100	82	4	3	4	0	0	0	1	8	4	5	3	6	335
"72"	37	231	70	""	11	6	103	143	4	2	0	0	1	0	1	3	4	1	0	0	279
"73"	37	231	71	""	113	16	98	131	4	3	4	1	0	0	0	1	1	0	0	0	372
"74"	37	231	72	""	22	63	115	106	7	6	4	1	3	0	2	3	3	3	5	4	347
"75"	37	231	73	""	31	40	278	73	6	2	1	2	0	0	0	2	2	0	0	4	441
"76"	37	231	74	""	5	8	166	71	3	3	23	0	0	0	0	1	1	0	0	5	286
"77"	37	231	75	""	87	18	241	40	2	0	0	0	1	0	0	2	0	1	0	1	393
"78"	37	231	76	""	87	8	136	124	0	3	0	0	0	0	0	1	0	0	1	0	360
"79"	37	231	77	""	53	10	468	15	3	1	0	0	0	0	0	0	1	1	1	2	555
"80"	37	231	78	""	14	9	141	123	2	0	0	2	0	0	0	1	0	3	0	1	296
"81"	37	231	79	""	16	44	141	338	6	5	4	5	3	2	2	6	7	6	3	19	607
"82"	37	231	80	""	93	8	124	159	4	7	3	2	2	5	5	8	10	12	5	26	473
"83"	37	231	81	""	3	7	115	177	0	1	0	0	0	1	1	0	1	0	0	1	307
"84"	37	231	82	""	20	10	99	311	9	2	1	1	0	0	2	3	4	2	1	2	467
"85"	37	231	83	""	61	4	116	197	0	0	1	1	0	0	0	3	3	0	0	0	386
"86"	37	231	84	""	5	4	295	29	0	0	0	1	0	0	0	0	0	1	0	0	335
"87"	37	231	85	""	79	5	269	96	0	2	1	1	0	0	1	0	2	0	0	4	460
"88"	37	231	86	""	58	7	289	68	5	3	4	8	4	5	2	6	6	18	0	7	490
"89"	37	231	87	""	7	2	352	52	0	0	0	1	0	0	1	0	0	1	0	0	416
"90"	37	231	88	""	59	3	297	18	0	1	0	1	0	0	0	0	0	4	3	1	387
"91"	37	231	89	""	66	5	129	86	2	1	1	2	1	2	1	6	6	4	1	10	323
"92"	37	231	90	""	56	2	10	400	0	1	0	0	0	0	0	1	0	0	0	1	471
"93"	37	231	91	""	64	7	215	64	3	0	0	3	2	0	1	5	1	0	0	0	365
"94"	37	231	92	""	55	6	410	20	1	1	1	1	0	1	0	2	3	2	1	3	507
"95"	37	231	93	""	243	8	131	32	2	1	0	2	1	1	1	1	2	5	4	10	444
"96"	37	231	94	""	117	7	109	56	6	3	1	3	3	2	2	3	2	3	1	11	329
"97"	37	231	95	""	24	25	249	51	0	2	0	0	0	0	0	2	1	5	2	2	363
"98"	37	231	96	""	1	0	0	301	0	0	0	0	0	0	0	0	1	0	0	0	303
"99"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"100"	37	231	97	""	13	3	101	55	1	2	0	1	1	0	1	1	0	2	0	1	182
"101"	37	231	98	""	12	19	3	543	0	0	0	0	0	0	0	0	1	0	0	0	578
"102"	37	231	99	""	25	31	144	66	5	1	2	1	1	3	1	2	6	5	0	1	294
"103"	37	231	100	""	10	4	307	105	0	2	1	1	0	0	0	5	0	3	2	0	440
"104"	37	231	101	""	51	17	141	83	5	2	5	0	2	0	2	2	4	3	2	7	326
"105"	37	231	102	""	97	13	100	38	0	4	0	2	2	0	0	0	1	5	0	1	263
"106"	37	231	103	""	53	7	127	263	9	7	3	1	1	0	2	11	11	6	3	15	519
"107"	37	231	104	""	47	52	134	37	4	2	3	3	3	1	1	1	1	2	1	13	305
"108"	37	231	105	""	41	13	161	110	4	2	2	2	3	0	1	5	1	1	1	2	349
"109"	37	231	106	""	3	9	156	200	3	1	2	0	0	0	1	9	3	2	0	0	389
"110"	37	231	107	""	9	26	140	18	1	2	1	0	0	0	1	1	0	2	0	0	201
"111"	37	231	108	""	4	118	8	352	2	0	0	1	1	0	0	1	1	0	0	3	491
"112"	37	231	109	""	21	5	482	13	0	1	0	1	1	0	0	1	0	0	1	4	530
"113"	37	231	110	""	4	6	221	210	1	1	0	1	2	0	0	4	0	0	1	0	451
"114"	37	231	111	""	2	2	274	34	0	0	0	1	0	0	0	0	1	8	0	0	322
"115"	37	231	112	""	4	38	16	505	4	0	0	0	0	0	0	0	1	0	0	1	569
"116"	37	231	113	""	1	9	2	693	0	0	0	0	0	0	0	0	0	0	0	0	705
"117"	37	231	114	""	12	13	145	163	3	2	0	0	1	0	1	1	3	2	0	8	354
"118"	37	231	115	""	10	2	79	160	3	1	0	0	0	0	0	2	2	2	2	1	264
"119"	37	231	116	""	7	14	78	238	6	3	2	2	1	1	1	5	6	1	3	34	402
"120"	37	231	117	""	2	25	252	167	1	1	0	1	0	0	0	0	3	2	0	1	455
"121"	37	231	118	""	41	15	263	100	4	0	1	5	0	0	0	3	1	13	1	5	452
"122"	37	231	119	""	3	17	208	158	5	0	0	0	0	2	0	2	5	3	0	5	408
"123"	37	231	120	""	0	1	718	23	0	0	0	0	0	0	0	0	0	0	1	0	743
"124"	37	231	121	""	29	13	153	132	0	3	2	0	0	0	0	1	1	3	1	3	341
"125"	37	231	122	""	0	12	9	580	1	0	0	0	0	0	0	1	0	0	0	0	603
"126"	37	231	123	""	52	65	191	103	8	4	3	6	7	2	1	3	9	5	1	8	468
"127"	37	231	124	""	122	8	251	55	1	2	0	0	0	1	0	4	0	4	0	2	450
"128"	37	231	125	""	22	7	321	58	0	1	1	2	0	0	0	4	2	1	1	0	420
"129"	37	231	126	""	2	2	491	6	0	0	0	0	0	0	0	1	0	0	0	0	502
"130"	37	231	127	""	1	6	432	11	1	0	0	0	0	0	0	0	0	1	1	0	453
"131"	37	231	128	""	75	33	145	139	3	1	1	1	2	1	0	2	1	6	3	2	415
"132"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"133"	37	231	129	""	1	16	16	429	2	0	0	0	0	0	0	1	2	0	0	0	467
"134"	37	231	130	""	8	10	117	82	2	0	1	1	2	0	1	6	6	3	2	12	253
"135"	37	231	131	""	0	9	27	309	2	0	0	0	0	0	0	0	0	0	0	1	348
"136"	37	231	132	""	92	27	284	53	3	1	1	0	2	3	2	5	5	8	5	11	502
"137"	37	231	133	""	0	4	5	364	0	0	0	0	0	0	0	0	0	0	0	0	373
"138"	37	231	134	""	3	2	162	165	3	0	0	0	0	1	0	0	1	1	0	0	338
"139"	37	231	135	""	55	22	93	271	9	4	4	6	3	5	1	2	2	4	4	1	486
"140"	37	231	136	""	0	0	160	9	0	1	0	0	0	0	0	0	0	0	1	0	171
"141"	37	231	137	""	8	23	69	52	3	1	0	2	2	3	2	5	2	5	1	10	188
"142"	37	231	138	""	0	2	173	0	0	0	0	0	0	0	0	0	0	0	0	0	175
"143"	37	231	139	""	10	42	48	79	0	1	0	1	0	0	0	1	0	0	0	0	182
"144"	37	231	140	""	2	8	35	117	3	1	2	0	3	0	3	5	8	2	3	6	198
"145"	37	231	141	""	0	18	17	601	5	0	0	0	0	0	0	0	0	0	0	0	641
"146"	37	231	142	""	0	11	39	230	0	0	0	0	0	0	0	0	0	0	0	0	280
"147"	37	231	143	""	0	19	4	137	1	0	0	0	0	0	0	0	2	0	0	0	163
"148"	37	231	144	""	10	93	6	74	3	1	3	1	1	0	0	4	0	1	2	2	201
"149"	37	231	145	""	3	61	24	63	0	0	0	2	2	0	0	2	1	0	1	2	161
"150"	37	231	146	""	0	17	0	303	1	0	0	0	0	0	0	0	0	0	0	0	321
"151"	37	231	147	""	0	99	93	212	1	0	0	0	0	0	0	0	0	0	0	0	405
"152"	37	231	148	""	0	39	72	209	1	0	0	0	1	0	0	1	0	2	0	1	326
"153"	37	231	149	""	21	78	197	125	6	6	68	5	2	4	1	4	0	2	4	7	530
"154"	37	231	150	""	1	15	181	13	1	0	2	0	2	0	2	0	4	2	1	5	229
"155"	37	231	151	""	29	38	351	14	6	1	1	0	1	1	1	4	0	12	22	12	493
"156"	37	231	152	""	20	67	224	236	3	6	2	2	0	2	1	4	3	1	1	4	576
"157"	37	231	153	""	22	10	129	159	0	1	3	0	1	1	3	5	7	0	0	1	342
"158"	37	231	154	""	24	2	179	38	0	0	0	0	0	0	1	2	0	0	0	4	250
"159"	37	231	155	""	1	12	2	124	4	3	0	2	2	0	2	4	3	0	2	1	162
"160"	37	231	156	""	19	3	74	44	2	0	7	0	0	0	1	1	2	2	0	1	156
"161"	37	231	157	""	4	9	12	103	2	0	1	0	0	0	1	2	0	0	0	1	135
"162"	37	231	158	""	3	7	73	191	3	5	8	3	1	0	1	4	3	2	2	6	312
"163"	37	231	159	""	1	182	44	531	2	3	0	0	0	0	0	0	0	0	0	0	763
"164"	37	231	160	""	2	38	1	523	0	0	0	0	0	0	0	0	0	2	0	0	566
"165"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	37	231	161	""	17	15	1	71	0	0	0	0	0	0	0	0	0	0	0	1	105
"167"	37	231	162	""	14	10	58	125	2	1	1	0	0	1	0	5	2	0	0	1	220
"168"	37	231	163	""	14	26	36	411	4	1	3	0	0	0	2	5	2	0	2	0	506
"169"	37	231	164	""	9	15	50	284	1	0	2	0	0	0	0	0	0	0	0	1	362
"170"	37	231	165	""	60	39	57	214	4	4	11	2	4	2	5	10	4	1	4	5	426
"171"	37	231	166	""	0	91	4	64	1	1	4	0	0	0	0	0	0	0	2	0	167
"172"	37	231	167	""	40	15	22	70	4	4	24	2	3	2	2	1	1	1	1	6	198
"173"	37	231	168	""	21	7	54	51	1	1	16	6	1	1	1	5	5	2	1	6	179
"174"	37	231	169	""	29	4	35	509	4	3	9	1	0	2	1	3	2	0	0	1	603
"175"	37	231	170	""	186	21	103	179	4	10	2	5	1	2	7	15	8	7	5	13	568
"176"	37	231	171	""	5	20	112	233	5	5	3	3	2	1	4	9	9	5	2	10	428
"177"	37	231	172	""	14	20	126	340	8	4	2	5	1	2	3	9	5	3	5	3	550
"178"	37	231	173	""	4	10	111	312	6	5	3	4	0	0	1	6	0	2	3	0	467
"179"	37	231	174	""	4	13	130	226	4	2	1	1	3	1	0	3	2	1	0	1	392
"180"	37	231	175	""	4	10	61	283	0	0	1	1	1	0	1	9	2	1	3	1	378
"181"	37	231	176	""	8	16	62	168	0	2	0	1	2	0	1	3	1	0	1	0	265
"182"	37	231	177	""	4	16	63	326	5	4	0	1	0	0	0	6	2	1	2	3	433
"183"	37	231	178	""	2	14	29	187	1	0	0	0	0	0	0	2	1	0	0	3	239
"184"	37	231	179	""	5	12	193	58	3	4	3	1	2	3	1	5	4	5	3	5	307
"185"	37	231	180	""	6	31	149	120	4	3	2	2	2	2	4	6	4	3	1	8	347
"186"	37	231	181	""	1	22	80	384	4	2	0	2	0	0	1	2	1	2	2	2	505
"187"	37	231	182	""	0	36	61	260	3	0	0	0	0	0	1	0	0	0	0	0	361
"188"	37	231	183	""	89	19	114	161	3	3	3	1	1	0	1	5	5	1	6	5	417
"189"	37	231	184	""	16	51	138	257	6	2	3	6	1	1	4	16	12	11	6	9	539
"190"	37	231	185	""	10	2	4	254	0	0	1	0	0	0	0	0	0	0	1	1	273
"191"	37	231	186	""	5	34	24	166	1	2	3	5	1	1	1	2	3	1	1	5	255
"192"	37	231	187	""	2	3	36	206	0	0	0	0	0	0	1	4	5	1	2	2	262
"193"	37	231	188	""	2	10	1	573	0	0	1	0	0	0	0	0	0	0	0	0	587
"194"	37	231	189	""	4	6	8	302	5	1	0	1	0	0	0	2	1	0	0	2	332
"195"	37	231	190	""	0	9	21	207	0	1	1	1	0	0	0	2	0	0	0	1	243
"196"	37	231	191	""	7	9	223	38	1	1	1	0	1	1	1	5	1	1	0	2	292
"197"	37	231	192	""	0	8	0	293	0	0	0	0	0	0	0	0	0	0	0	0	301
"198"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"199"	37	231	193	""	2	4	334	9	0	0	0	0	0	1	0	1	0	0	0	0	351
"200"	37	231	194	""	124	12	267	29	0	1	2	0	0	0	0	1	0	0	0	1	437
"201"	37	231	195	""	0	0	269	10	1	0	0	0	0	0	0	0	0	0	0	0	280
"202"	37	231	196	""	14	3	144	47	2	1	1	1	1	0	1	0	0	0	1	3	219
"203"	37	231	197	""	0	18	26	476	0	1	2	0	0	0	0	0	6	1	0	1	531
"204"	37	231	198	""	5	88	29	152	4	2	1	2	1	0	0	5	3	1	3	0	296
"205"	37	231	199	""	60	2	151	157	1	1	0	2	1	2	0	7	1	1	2	1	389
"206"	37	231	200	""	0	1	4	290	0	0	0	0	0	0	0	0	0	0	0	0	295
"207"	37	231	201	""	6	13	219	34	4	2	1	1	1	1	2	3	5	4	2	3	301
"208"	37	231	202	""	49	175	62	184	4	4	4	5	3	2	3	17	6	9	13	15	555
"209"	37	231	203	""	7	146	26	389	6	1	2	1	1	1	3	3	3	2	1	3	595
"210"	37	231	204	""	0	6	308	38	0	0	0	0	0	0	0	0	0	2	0	0	354
"211"	37	231	205	""	0	147	31	236	1	0	1	1	0	0	0	2	1	1	0	0	421
"212"	37	231	206	""	1	34	6	212	5	1	1	1	1	1	0	1	3	0	2	6	275
"213"	37	231	207	""	4	39	21	58	3	1	0	0	1	2	2	0	2	2	3	5	143
"214"	37	231	208	""	14	20	185	11	0	0	0	0	0	0	0	0	0	0	10	0	240
"215"	37	231	209	""	1	51	42	78	0	1	1	2	1	1	2	7	4	6	1	1	199
"216"	37	231	210	""	2	25	132	73	1	2	0	0	0	1	1	1	1	3	1	2	245
"217"	37	231	211	""	8	100	55	98	0	0	2	0	0	0	0	0	2	2	2	5	274
"218"	37	231	212	""	6	64	101	99	1	2	3	1	1	1	2	2	2	1	4	7	297
"219"	37	231	213	""	17	17	62	147	3	0	5	0	1	1	0	4	8	2	0	3	270
"220"	37	231	214	""	5	10	171	33	3	2	0	1	1	2	0	1	1	3	0	3	236
"221"	37	231	215	""	12	43	57	208	4	5	1	2	1	2	4	6	15	5	5	10	380
"222"	37	231	216	""	3	3	191	11	0	3	0	2	0	0	0	0	4	4	4	1	226
"223"	37	231	217	""	26	6	157	43	9	1	5	3	1	0	1	3	4	11	1	6	277
"224"	37	231	218	""	0	5	19	333	0	0	0	0	0	0	0	0	0	0	0	0	357
"225"	37	231	219	""	9	0	316	24	0	0	0	0	0	0	0	1	0	1	0	0	351
"226"	37	231	220	""	7	5	289	15	0	1	0	0	1	0	0	2	1	0	0	0	321
"227"	37	231	221	""	9	28	81	228	5	1	6	3	1	2	2	10	7	2	7	5	397
"228"	37	231	222	""	2	19	20	355	1	1	0	1	0	0	0	0	0	0	1	5	405
"229"	37	231	223	""	4	1	5	179	0	0	0	0	0	0	0	2	0	0	0	2	193
"230"	37	231	224	""	29	6	92	292	4	4	2	1	1	2	0	3	3	0	3	2	444
"231"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"232"	37	231	225	""	15	3	51	349	1	6	4	0	2	2	0	10	7	3	4	6	463
"233"	37	231	226	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"234"	37	231	227	""	30	40	5	183	1	0	1	0	0	0	0	0	1	0	0	1	262
"235"	37	231	228	""	34	159	2	107	0	0	0	0	0	0	0	1	0	0	1	1	305
"236"	37	231	229	""	7	17	14	176	2	4	0	1	0	0	1	3	2	0	1	2	230
"237"	37	231	230	""	2	11	107	134	2	5	1	2	3	0	1	4	4	4	6	8	294
"238"	37	231	231	""	0	4	3	493	1	1	0	0	0	0	0	0	1	1	0	1	505
"239"	37	231	232	""	1	7	306	168	0	0	0	0	0	0	0	1	0	1	0	0	484
"240"	37	231	233	""	0	4	362	9	0	0	0	0	0	0	0	0	0	0	0	0	375
"241"	37	231	234	""	33	44	141	249	2	5	5	3	2	0	2	11	5	4	5	11	522
"242"	37	231	235	""	25	37	28	418	2	1	1	0	0	0	0	0	1	0	2	0	515
"243"	37	231	236	""	5	5	83	278	1	3	0	2	0	0	0	1	2	1	0	1	382
"244"	37	231	237	""	169	27	27	254	2	5	3	1	1	5	6	15	9	6	6	46	582
"245"	37	231	238	""	42	14	339	87	2	3	0	1	0	0	0	3	1	9	0	8	509
"246"	37	231	239	""	35	12	209	136	1	0	0	0	2	1	0	0	1	3	0	9	409
"247"	37	231	240	""	0	10	6	280	1	1	0	1	0	0	0	0	1	1	0	0	301
"248"	37	231	241	""	9	28	5	476	3	0	1	1	0	0	0	0	0	0	0	2	525
"249"	37	231	242	""	2	3	142	151	3	1	0	0	0	0	0	1	1	2	1	3	310
"250"	37	231	243	""	79	58	29	196	5	1	3	3	0	0	1	2	1	2	2	6	388
"251"	37	231	244	""	38	15	140	367	10	7	2	3	0	1	4	15	6	7	6	8	629
"252"	37	231	245	""	15	1	275	25	0	0	0	0	0	0	1	1	0	1	11	0	330
"253"	37	231	246	""	23	8	121	179	10	2	0	0	1	0	0	9	6	0	0	1	360
"254"	37	231	247	""	1	0	341	3	0	0	0	0	0	0	0	0	0	0	0	0	345
"255"	37	231	248	""	2	4	1	504	0	0	0	0	0	0	0	0	1	1	0	0	513
"256"	37	231	249	""	0	4	1	406	0	0	0	0	0	0	0	4	0	0	0	0	415
"257"	37	231	250	""	0	7	6	346	0	0	0	0	0	0	0	0	1	0	0	0	360
"258"	37	231	251	""	0	20	16	471	0	0	0	0	0	0	0	2	3	0	0	0	512
"259"	37	231	252	""	7	45	69	251	3	4	1	0	1	3	2	8	4	0	0	1	399
"260"	37	231	253	""	5	108	35	222	0	0	2	0	2	0	0	5	6	1	1	4	391
"261"	37	231	254	""	1	229	12	363	4	0	0	0	0	0	0	2	2	0	0	0	613
"262"	37	231	255	""	3	25	302	97	0	9	0	2	1	0	7	10	4	2	3	7	472
"263"	37	231	256	""	9	9	168	121	10	3	2	2	2	2	6	22	9	3	3	11	382
"264"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"265"	37	231	257	""	3	5	57	142	1	0	2	1	0	0	1	13	7	7	1	5	245
"266"	37	231	258	""	26	3	60	184	4	3	0	3	0	3	5	15	7	4	7	8	332
"267"	37	231	259	""	9	7	88	146	3	11	2	5	4	2	1	13	3	1	2	6	303
"268"	37	231	260	""	14	7	160	248	6	10	3	4	1	2	2	11	13	2	2	4	489
"269"	37	231	261	""	208	14	36	61	1	2	2	1	2	0	1	3	1	2	1	3	338
"270"	37	231	262	""	5	3	45	537	2	0	0	0	1	2	1	1	0	0	0	1	598
"271"	37	231	263	""	7	51	107	76	3	2	1	0	2	0	1	1	0	1	0	1	253
"272"	37	231	264	""	83	5	70	40	0	1	0	1	1	3	1	1	3	4	0	2	215
"273"	37	231	265	""	22	19	102	165	1	0	0	2	2	0	0	3	2	4	0	4	326
"274"	37	231	266	""	11	20	264	231	5	5	4	3	0	1	2	7	3	3	1	5	565
"275"	37	231	267	""	22	10	78	211	4	2	1	2	0	1	1	6	5	1	0	2	346
"276"	37	231	268	""	33	23	109	286	8	9	4	9	5	1	9	24	8	7	4	12	551
"277"	37	231	269	""	5	59	165	256	2	0	2	1	1	2	0	6	2	0	2	1	504
"278"	37	231	270	""	1	14	484	28	0	0	0	0	0	0	0	1	0	0	0	0	528
"279"	37	231	271	""	58	4	224	120	3	1	2	5	4	2	4	5	3	1	4	11	451
"280"	37	231	272	""	18	11	30	227	5	4	1	2	0	0	0	7	3	0	1	3	312
"281"	37	231	273	""	20	19	119	230	4	9	2	1	2	0	0	3	5	2	1	3	420
"282"	37	231	274	""	7	47	121	260	5	4	1	0	1	0	1	4	2	2	2	3	460
"283"	37	231	275	""	8	5	266	15	0	1	0	1	1	0	0	1	1	1	0	1	301
"284"	37	231	276	""	13	5	50	159	1	0	2	0	0	0	0	1	1	0	0	0	232
"285"	37	231	277	""	158	39	187	209	8	9	5	7	2	4	4	14	16	3	8	12	685
