"PC.No."	"AC.No."	"BOOTH.No."	"BOOTH.EXT"	"ARCHN.A.CHAND.RA"	"NIKHIL.KUMAR"	"SHAKIL.AHMAD.KHAN"	"SUSHIL.KUMAR.SINGH"	"ANIL.KUMAR.SINGH"	"AMERIK.A.MAHTO"	"RAM.KUMAR.MEHTA"	"VIJAY.PASWA.N"	"ASLAM.ANSARI"	"INDRA.DEO.RAM"	"UDAY.PASWAN"	"PUNA.DAS"	"RANJEET.KUMAR"	"RAJEND.RA.YADAV"	"RAMSWA.RUP.PRASAD.YADAV"	"SANTOS.H.KUMAR"	"TOTAL"
"156"	37	225	152	""	8	36	172	166	4	9	1	0	0	0	4	7	4	6	8	11	436
"157"	37	225	153	""	26	13	188	165	13	10	6	11	1	1	1	3	3	3	3	4	451
"158"	37	225	154	""	1	1	213	3	0	0	0	0	0	0	0	0	0	0	0	0	218
"159"	37	225	155	""	13	54	33	134	1	1	0	2	0	0	0	0	1	1	0	2	242
"160"	37	225	156	""	1	4	69	184	1	0	0	0	0	1	1	4	7	1	2	1	276
"161"	37	225	157	""	1	14	61	100	3	2	2	4	1	1	1	5	3	1	2	4	205
"162"	37	225	158	""	42	107	101	52	3	5	1	1	1	0	4	4	2	0	2	7	332
"163"	37	225	159	""	1	26	171	26	0	0	0	2	2	0	2	6	1	3	2	2	244
"164"	37	225	160	""	55	32	63	130	1	4	0	2	1	0	0	8	3	2	2	3	306
"165"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	37	225	161	""	3	0	216	65	0	1	0	0	1	0	0	0	0	1	0	0	287
"167"	37	225	162	""	7	4	54	483	2	1	1	1	1	1	1	0	0	0	0	1	557
"168"	37	225	163	""	16	9	133	177	10	10	4	4	1	4	6	9	16	8	4	19	430
"169"	37	225	164	""	27	5	67	117	2	1	11	1	0	0	1	2	3	1	1	4	243
"170"	37	225	165	""	90	1	20	97	3	1	0	1	0	1	0	1	1	0	0	0	216
"171"	37	225	166	""	0	0	87	113	1	0	1	0	0	0	0	0	0	0	0	0	202
"172"	37	225	167	""	54	3	40	226	2	0	1	2	0	0	1	3	6	0	1	2	341
"173"	37	225	168	""	68	4	27	226	4	9	6	3	0	3	0	3	2	3	4	11	373
"174"	37	225	169	""	43	15	126	285	6	7	5	5	3	4	5	14	8	9	12	2	549
"175"	37	225	170	""	52	9	62	121	4	3	1	2	1	2	2	9	9	2	2	13	294
"176"	37	225	171	""	43	3	90	50	0	3	0	0	0	0	0	0	2	2	1	3	197
"177"	37	225	172	""	14	5	145	50	2	0	0	3	1	2	2	3	3	1	0	2	233
"178"	37	225	173	""	4	3	55	300	3	2	1	2	0	1	0	3	7	1	0	8	390
"179"	37	225	174	""	10	2	33	264	0	1	0	0	0	0	1	1	1	0	0	1	314
"180"	37	225	175	""	7	5	92	120	2	4	1	2	1	1	0	2	6	3	1	1	248
"181"	37	225	176	""	17	2	8	438	0	1	0	0	1	0	0	0	0	0	1	0	468
"182"	37	225	177	""	24	10	59	214	2	1	1	0	0	0	0	1	2	0	1	1	316
"183"	37	225	178	""	29	9	94	131	0	1	0	1	1	1	1	0	0	0	0	1	269
"184"	37	225	179	""	21	4	104	258	8	11	2	8	4	0	0	5	7	3	4	16	455
"185"	37	225	180	""	2	8	12	301	1	0	0	0	0	0	0	0	0	0	0	1	325
"186"	37	225	181	""	147	5	8	74	0	3	3	2	1	1	1	1	0	1	3	1	251
"187"	37	225	182	""	4	14	11	165	2	2	1	2	0	0	2	6	3	2	0	2	216
"188"	37	225	183	""	3	39	62	118	2	4	2	6	1	0	0	1	0	0	0	1	239
"189"	37	225	184	""	2	0	50	245	2	2	0	0	0	0	0	1	3	0	0	1	306
"190"	37	225	185	""	4	0	1	168	0	0	0	0	0	0	0	0	0	0	0	1	174
"191"	37	225	186	""	50	13	144	195	7	4	3	3	3	1	3	6	6	7	5	6	456
"192"	37	225	187	""	15	2	91	139	5	1	1	2	1	1	1	6	2	1	1	3	272
"193"	37	225	188	""	20	8	13	172	1	2	1	1	1	1	0	1	1	1	0	2	225
"194"	37	225	189	""	57	50	59	159	5	2	0	1	1	0	3	1	1	1	0	1	341
"195"	37	225	190	""	82	17	20	255	7	5	4	5	6	5	7	11	11	4	11	21	471
"196"	37	225	191	""	19	3	114	214	3	3	1	7	0	0	0	0	1	0	1	0	366
"197"	37	225	192	""	31	25	117	426	1	1	0	0	0	0	0	0	0	0	0	1	602
"198"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"199"	37	225	193	""	7	10	80	51	0	1	1	0	0	0	0	0	3	6	0	6	165
"200"	37	225	194	""	13	8	149	233	3	2	4	8	1	0	1	8	1	1	4	1	437
"201"	37	225	195	""	11	6	107	7	3	0	1	2	0	1	1	1	0	4	1	1	146
"202"	37	225	196	""	50	8	225	102	3	2	3	2	0	0	1	2	5	5	1	3	412
"203"	37	225	197	""	50	7	66	220	4	2	1	0	0	0	0	2	0	0	0	0	352
"204"	37	225	198	""	124	8	95	116	4	3	2	3	2	1	4	3	2	5	1	7	380
"205"	37	225	199	""	0	69	185	2	0	0	0	1	0	0	0	1	0	0	1	1	260
"206"	37	225	200	""	27	47	128	154	2	1	2	6	2	3	3	2	12	4	2	6	401
"207"	37	225	201	""	4	8	25	211	3	2	0	1	1	1	3	7	3	1	0	3	273
"208"	37	225	202	""	81	23	65	62	0	2	0	0	0	0	1	3	4	0	3	1	245
"209"	37	225	203	""	111	10	118	16	3	3	2	1	0	0	0	0	1	0	2	2	269
"210"	37	225	204	""	0	0	2	1	0	0	0	1	1	0	1	0	36	251	11	17	321
"211"	37	225	205	""	46	72	9	228	6	8	4	2	3	0	7	10	2	0	8	20	425
"212"	37	225	206	""	31	14	65	110	4	8	2	6	1	2	4	3	5	3	6	6	270
"213"	37	225	207	""	6	1	20	161	0	2	0	1	0	1	2	4	2	0	0	2	202
"214"	37	225	208	""	17	4	27	115	3	4	0	2	0	0	2	6	3	1	2	5	191
"215"	37	225	209	""	111	13	186	135	5	8	5	1	4	2	1	4	9	3	2	7	496
"216"	37	225	210	""	17	13	207	203	2	7	0	0	1	0	2	2	1	3	4	1	463
"217"	37	225	211	""	60	8	207	166	5	9	2	5	4	4	1	7	5	8	3	9	503
"218"	37	225	212	""	2	1	22	179	3	6	1	2	0	0	0	3	0	0	0	2	221
"219"	37	225	213	""	27	47	93	217	0	0	0	1	1	0	0	1	3	0	0	0	390
"220"	37	225	214	""	39	13	31	328	0	1	0	1	0	0	0	4	1	2	1	8	429
"221"	37	225	215	""	2	22	3	278	2	1	0	1	0	0	1	0	0	0	0	0	310
"222"	37	225	216	""	8	0	0	301	6	4	0	1	3	1	1	5	1	0	0	2	333
"223"	37	225	217	""	2	2	52	54	0	0	0	1	1	0	0	1	1	2	3	0	119
"224"	37	225	218	""	11	34	97	81	2	1	2	1	2	1	1	1	1	1	2	0	238
"225"	37	225	219	""	71	9	142	40	3	1	0	5	1	0	0	2	1	2	2	1	280
"226"	37	225	220	""	35	14	132	88	1	2	1	5	1	4	1	5	4	3	4	7	307
"227"	37	225	221	""	5	3	31	73	2	2	0	2	1	0	0	0	1	0	0	1	121
"228"	37	225	222	""	62	3	92	39	0	0	1	1	0	0	1	0	1	4	1	4	209
"229"	37	225	223	""	51	29	102	203	7	13	6	2	0	0	1	8	0	1	0	4	427
"230"	37	225	224	""	67	107	86	183	1	0	3	1	0	0	5	5	4	5	0	9	476
"231"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"232"	37	225	225	""	1	27	235	193	0	1	0	0	0	0	0	2	1	0	0	0	460
"233"	37	225	226	""	33	12	154	95	1	2	3	0	3	2	1	3	4	3	3	12	331
"234"	37	225	227	""	25	1	95	42	5	5	1	2	1	1	5	8	3	2	4	3	203
"235"	37	225	228	""	30	14	177	170	5	4	2	5	2	1	2	5	4	1	4	1	427
"236"	37	225	229	""	126	5	45	57	1	3	1	2	0	0	0	1	2	0	0	6	249
"237"	37	225	230	""	79	8	87	145	4	3	2	4	1	0	3	10	7	2	6	3	364
"238"	37	225	231	""	53	1	86	44	0	1	0	0	0	0	1	0	0	0	0	0	186
"239"	37	225	232	""	45	9	63	38	2	1	0	0	0	0	0	5	3	4	2	4	176
"240"	37	225	233	""	65	3	134	9	0	0	0	0	0	0	0	0	0	1	0	0	212
"241"	37	225	234	""	94	4	63	33	1	3	1	0	0	0	1	1	0	0	0	4	205
"242"	37	225	235	""	80	8	192	58	2	1	0	1	0	0	0	2	2	6	0	1	353
"243"	37	225	236	""	31	3	166	196	2	2	0	6	1	0	1	2	5	3	3	9	430
"244"	37	225	237	""	28	10	100	88	4	3	2	0	0	1	1	5	1	2	0	5	250
"245"	37	225	238	""	10	11	81	91	4	0	2	1	1	0	1	8	8	3	1	3	225
"246"	37	225	239	""	1	46	53	49	1	3	0	4	0	1	1	6	4	1	3	6	179
"247"	37	225	240	""	42	12	96	43	1	2	2	0	1	0	1	3	1	3	1	3	211
"248"	37	225	241	""	16	0	184	3	0	0	0	0	0	0	0	0	0	2	0	0	205
"249"	37	225	242	""	6	23	32	187	2	6	2	0	0	3	0	5	0	2	1	8	277
"250"	37	225	243	""	2	7	43	294	2	1	0	0	1	3	1	2	8	1	2	4	371
"251"	37	225	244	""	8	3	203	92	1	0	0	0	0	0	2	3	2	3	2	5	324
"252"	37	225	245	""	3	3	189	54	1	2	0	1	0	1	0	3	1	0	1	1	260
"253"	37	225	246	""	42	0	76	156	6	3	2	0	1	0	2	1	3	2	0	2	296
"254"	37	225	247	""	12	1	113	66	1	1	1	0	0	2	0	0	0	2	0	2	201
"255"	37	225	248	""	22	15	63	150	1	0	1	0	0	0	0	2	0	0	0	1	255
"256"	37	225	249	""	30	11	131	297	3	3	2	0	0	0	0	6	0	1	1	3	488
"257"	37	225	250	""	127	6	174	50	0	0	0	0	0	0	0	0	0	0	0	0	357
"258"	37	225	251	""	4	8	10	98	4	2	0	1	0	0	0	2	1	0	1	1	132
"259"	37	225	252	""	8	2	54	81	1	4	0	3	0	0	0	3	2	0	1	2	161
"260"	37	225	253	""	27	5	285	256	6	16	6	9	4	6	6	19	18	12	12	18	705
"261"	37	225	254	""	35	10	155	90	2	1	0	1	2	1	0	2	1	2	5	5	312
"262"	37	225	255	""	35	7	42	247	5	3	0	1	5	2	0	4	3	7	2	7	370
"263"	37	225	256	""	11	16	32	319	5	9	6	1	0	0	1	11	9	5	1	4	430
"264"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"265"	37	225	257	""	1	7	45	890	1	2	0	0	1	0	0	2	1	1	1	0	952
"266"	37	225	258	""	21	2	80	231	3	1	5	3	2	0	1	4	9	1	3	2	368
"267"	37	225	259	""	8	0	248	10	0	0	0	1	0	0	0	1	0	2	0	0	270
"268"	37	225	260	""	25	6	154	142	3	0	0	0	0	1	0	1	1	3	1	1	338
"269"	37	225	261	""	4	22	202	221	3	2	1	16	0	0	1	6	0	1	0	7	486
"270"	37	225	262	""	50	11	189	217	3	2	0	3	2	0	0	3	2	1	0	0	483
"271"	37	225	263	""	9	10	27	395	1	1	0	0	0	0	0	1	0	0	0	2	446
"272"	37	225	264	""	51	5	20	214	2	3	1	2	1	3	1	4	5	2	1	5	320
"273"	37	225	265	""	63	8	136	93	0	0	0	0	1	0	0	0	1	1	2	3	308
"274"	37	225	266	""	69	11	47	457	3	0	1	1	0	1	0	1	1	3	3	5	603
"275"	37	225	267	""	7	16	143	59	6	7	1	4	1	2	2	2	2	3	1	0	256
"276"	37	225	268	""	11	97	68	156	8	3	3	5	2	2	1	5	5	3	2	5	376
"277"	37	225	269	""	66	4	78	112	5	5	1	10	2	0	1	5	4	2	1	6	302
"278"	37	225	270	""	20	11	269	45	1	1	4	8	3	3	1	2	3	3	2	1	377
"279"	37	225	271	""	5	14	177	52	6	4	1	1	3	0	1	6	2	4	0	1	277
"280"	37	225	272	""	46	8	82	332	3	5	1	6	2	0	1	11	3	2	4	5	511
"281"	37	225	273	""	40	12	96	192	5	7	4	3	2	2	1	9	8	4	5	10	400
"282"	37	225	274	""	15	6	290	179	7	3	1	4	2	3	2	7	5	4	0	2	530
"283"	37	225	275	""	118	14	65	277	4	4	1	0	1	0	3	7	10	1	3	8	516
"284"	37	225	276	""	23	14	121	307	3	3	1	1	1	0	2	7	2	2	1	5	493
"285"	37	225	277	""	19	7	21	204	0	2	3	0	3	0	1	2	1	0	3	2	268
