"A_CODE"	"BOOTH_NO"	"Kalawati.Devi"	"Ramji.Manjhi"	"Sanjiv.Prasad.Toni"	"Hari.Manjhi"	"Dilip.Paswan"	"Niranjan.Kumar"	"Rajesh.Kumar"	"Ramdev.Arya.Paan"	"Amarnath.prasad"	"Krishna.Choudhary"	"Kail.Das"	"Deepak.Paswan"	"Ramkishore.Paswan"	"Ramu.Paswan"	"Shiv.Shankar.Kumar"	"Shyamlal.Manjhi"	"TOTAL.Votes"
"46"	234	45	27	66	22	240	8	2	64	1	2	2	2	1	4	5	3	3	452
"47"	234	46	55	45	13	211	10	61	5	2	1	1	3	3	4	1	3	1	419
"48"	234	47	32	171	24	33	2	46	2	1	3	0	1	1	2	0	5	1	324
"49"	234	48	4	1	207	165	1	25	3	6	1	2	1	6	2	3	12	1	440
"50"	234	49	2	285	13	13	1	0	0	0	0	0	1	0	0	0	1	3	319
"51"	234	50	5	125	6	45	5	13	3	0	0	1	0	1	0	0	2	1	207
"52"	234	51	6	147	17	295	3	4	25	1	0	2	1	2	0	4	3	6	516
"53"	234	52	17	68	22	277	7	5	34	3	0	2	1	5	6	5	2	3	457
"54"	234	53	27	11	7	34	4	166	8	3	3	8	10	4	4	6	45	15	355
"55"	234	54	99	37	13	283	6	60	5	0	2	0	6	4	3	2	6	7	533
"56"	234	55	69	49	13	238	3	19	4	3	3	0	3	0	6	2	3	10	425
"57"	234	56	6	61	19	373	5	2	67	2	0	0	0	1	0	1	2	1	540
"58"	234	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59"	234	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"60"	234	59	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"61"	234	60	2	3	2	96	7	2	1	0	1	0	0	1	1	1	0	2	119
"62"	234	61	64	43	81	76	4	1	0	1	1	1	1	1	6	4	3	2	289
"63"	234	62	4	123	13	46	2	0	3	0	0	1	0	4	2	0	0	3	201
"64"	234	63	2	134	11	230	0	1	0	0	0	0	0	1	2	1	3	0	385
"65"	234	64	1	193	7	54	1	0	0	0	0	0	4	0	2	0	1	0	263
"66"	234	65	91	163	9	199	8	4	1	2	5	4	8	1	3	3	3	2	506
"67"	234	66	16	31	22	239	8	0	3	2	1	1	2	0	7	1	6	8	347
"68"	234	67	40	78	73	156	4	3	0	2	4	0	3	1	3	3	3	14	387
"69"	234	68	10	72	17	104	5	0	1	3	1	0	3	0	1	1	2	5	225
"70"	234	69	8	73	4	44	3	2	2	1	0	0	1	1	1	1	0	3	144
"71"	234	70	28	118	65	196	9	1	1	0	2	2	2	4	8	0	3	9	448
"72"	234	71	2	2	32	191	3	1	0	0	0	0	0	0	0	0	0	0	231
"73"	234	72	9	148	71	134	2	1	1	0	2	1	1	0	2	0	1	2	375
"74"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75"	234	73	41	26	7	340	4	8	4	0	1	3	1	3	8	1	5	17	469
"76"	234	74	137	70	14	133	7	1	1	1	3	1	1	0	0	1	0	0	370
"77"	234	75	6	79	1	113	3	0	0	0	0	0	0	0	2	0	1	0	205
"78"	234	76	4	149	69	187	2	0	0	0	0	2	1	0	1	0	1	2	418
"79"	234	77	7	114	8	253	11	0	2	2	0	2	3	2	5	2	3	6	420
"80"	234	78	0	3	124	203	0	2	0	0	0	0	0	2	0	0	0	0	334
"81"	234	79	9	91	25	248	6	0	17	1	0	1	1	1	2	1	1	2	406
"82"	234	80	13	332	17	75	3	14	2	1	0	0	2	1	1	2	2	6	471
"83"	234	81	3	27	75	496	12	3	1	0	0	0	0	0	0	0	0	0	617
"84"	234	82	6	87	5	223	8	4	3	5	3	1	6	5	19	5	2	5	387
"85"	234	83	3	277	59	9	2	10	0	0	2	1	1	2	1	3	1	9	380
"86"	234	84	13	91	48	280	5	32	6	5	5	5	6	4	3	2	5	4	514
"87"	234	85	6	457	26	8	1	2	0	0	0	1	0	1	1	0	0	1	504
"88"	234	86	11	96	26	342	4	8	17	1	2	0	4	0	6	3	4	1	525
"89"	234	87	1	44	13	123	2	1	1	0	0	0	0	1	0	3	0	4	193
"90"	234	88	11	93	39	265	3	33	2	4	3	3	2	1	4	4	9	7	483
"91"	234	89	95	19	13	237	4	24	1	2	5	2	5	3	2	6	7	9	434
"92"	234	90	20	79	38	134	3	163	10	3	3	2	6	2	0	4	5	4	476
"93"	234	91	3	262	25	33	2	10	0	0	1	1	0	0	1	1	1	0	340
"94"	234	92	4	137	30	34	2	13	2	1	1	2	0	2	1	1	2	5	237
"95"	234	93	5	294	67	143	6	30	4	5	1	3	8	1	2	1	5	3	578
"96"	234	94	23	122	38	282	5	0	2	5	3	4	4	1	16	1	4	10	520
"97"	234	95	2	67	121	196	5	1	5	0	2	0	2	0	0	3	2	0	406
"98"	234	96	51	95	23	97	2	0	1	0	0	1	3	1	1	1	4	9	289
"99"	234	97	3	354	30	8	0	1	0	0	0	1	0	0	2	1	0	1	401
"100"	234	98	1	71	20	92	5	1	1	0	1	2	1	1	82	0	4	8	290
"101"	234	99	85	122	44	282	7	3	1	2	5	2	1	2	4	0	2	0	562
"102"	234	100	0	460	2	15	0	0	0	0	0	0	0	0	0	0	0	0	477
"103"	234	101	6	35	31	124	1	2	114	1	1	0	3	0	1	0	3	1	323
"104"	234	102	19	66	44	103	2	0	6	0	0	2	1	0	0	1	0	1	245
"105"	234	103	7	75	15	179	1	3	48	0	1	1	4	2	1	0	1	0	338
"106"	234	104	28	40	56	158	3	3	8	3	3	1	0	1	3	0	1	3	311
"107"	234	105	41	102	8	157	0	2	0	0	5	2	2	0	0	0	1	1	321
"108"	234	106	12	59	24	377	10	23	6	4	2	5	2	5	12	5	7	21	574
"109"	234	107	2	24	30	733	2	2	1	0	1	0	1	0	1	4	1	3	805
"110"	234	108	3	257	2	72	0	1	0	0	1	0	2	1	2	0	0	0	341
"111"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"112"	234	109	9	25	33	423	3	0	0	0	2	1	1	0	0	1	1	2	501
"113"	234	110	10	99	24	331	10	1	1	1	1	3	7	2	9	3	2	4	508
"114"	234	111	13	125	12	364	13	2	0	0	5	1	1	2	2	4	1	2	547
"115"	234	112	9	155	14	81	2	0	0	0	0	0	1	1	0	0	1	1	265
"116"	234	113	8	78	54	314	17	4	3	1	6	2	5	6	20	9	6	12	545
"117"	234	114	16	62	29	307	7	1	1	1	1	0	0	4	7	8	2	3	449
"118"	234	115	15	115	36	217	3	9	0	1	0	0	1	0	1	2	2	4	406
"119"	234	116	8	19	60	452	1	0	0	0	2	0	0	0	3	0	1	0	546
"120"	234	117	7	586	11	123	8	3	0	1	2	1	2	1	2	0	3	0	750
"121"	234	118	2	42	16	629	4	4	1	0	0	0	2	0	0	0	1	1	702
"122"	234	119	10	74	7	111	0	0	0	1	0	0	0	1	0	0	1	1	206
"123"	234	120	3	0	2	363	1	0	0	3	0	0	0	0	1	0	1	1	375
"124"	234	121	4	460	12	39	1	0	0	0	0	0	0	0	1	0	0	0	517
"125"	234	122	17	82	8	211	2	1	1	1	0	1	3	3	2	0	1	2	335
"126"	234	123	6	104	11	412	3	1	1	0	1	0	0	0	1	0	1	2	543
"127"	234	124	21	90	72	256	3	0	0	0	0	0	1	0	1	0	0	0	444
"128"	234	125	0	1	20	218	0	1	0	0	0	0	0	0	2	1	0	0	243
"129"	234	126	6	58	2	155	3	0	0	2	1	1	1	0	1	2	1	2	235
"130"	234	127	1	1	152	109	1	0	0	0	0	0	0	0	1	0	0	1	266
"131"	234	128	41	87	66	147	6	1	1	0	0	4	1	3	1	5	8	8	379
"132"	234	129	10	163	8	105	4	4	1	1	0	3	5	0	2	3	0	0	309
"133"	234	130	5	64	51	251	4	2	0	0	2	1	1	1	1	0	1	1	385
"134"	234	131	1	14	74	142	1	0	0	0	0	0	0	0	0	0	0	0	232
"135"	234	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"136"	234	133	4	85	33	292	8	2	1	1	4	3	2	7	4	1	7	1	455
"137"	234	134	3	16	11	136	2	1	0	0	0	0	2	1	0	0	0	0	172
"138"	234	135	15	66	14	126	0	0	0	0	0	0	0	0	0	0	1	1	223
"139"	234	136	0	9	21	435	1	0	0	0	0	0	0	0	0	0	0	0	466
"140"	234	137	0	19	11	383	6	1	0	0	0	0	0	0	0	0	1	0	421
"141"	234	138	3	76	2	353	0	0	5	0	0	0	0	0	0	0	0	0	439
"142"	234	139	24	10	9	205	2	1	0	2	2	1	0	2	0	3	2	4	267
"143"	234	140	5	5	8	390	0	0	0	0	1	0	0	0	1	0	0	0	410
"144"	234	141	0	145	1	1	0	0	0	0	0	0	0	0	0	0	0	0	147
"145"	234	142	5	38	29	90	6	1	1	2	1	2	0	3	10	4	4	11	207
"146"	234	143	2	51	325	129	1	10	0	0	0	0	0	0	0	0	1	0	519
"147"	234	144	3	69	79	375	2	2	4	0	0	0	3	0	0	1	0	2	540
"148"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"149"	234	145	9	24	219	383	16	1	1	5	3	0	0	2	9	4	5	5	686
"150"	234	146	21	95	39	48	2	4	0	0	1	2	1	0	1	4	2	3	223
"151"	234	147	38	43	18	207	7	2	6	4	3	0	6	2	7	7	3	7	360
"152"	234	148	5	218	40	34	4	1	2	1	0	1	3	2	0	2	2	4	319
"153"	234	149	8	102	170	95	2	1	0	1	0	0	1	2	5	5	2	4	398
"154"	234	150	9	44	9	13	0	1	0	0	2	0	0	0	2	2	2	2	86
"155"	234	151	66	37	23	383	10	3	30	4	2	0	4	1	0	1	1	1	566
"156"	234	152	8	143	10	84	0	1	1	0	2	0	1	1	1	1	0	0	253
"157"	234	153	103	58	25	237	9	1	4	1	0	3	2	0	0	0	0	11	454
"158"	234	154	1	259	6	29	1	6	1	0	0	0	0	0	1	0	0	0	304
"159"	234	155	53	88	37	136	12	17	12	2	2	1	7	5	0	7	1	13	393
"160"	234	156	19	106	25	112	1	1	0	0	2	0	1	1	3	0	1	5	277
"161"	234	157	0	1	20	505	0	0	0	0	0	0	0	0	0	0	0	0	526
"162"	234	158	55	46	54	126	5	1	3	1	1	1	4	3	3	0	0	5	308
"163"	234	159	8	87	36	215	2	1	2	5	1	1	2	2	1	1	3	5	372
"164"	234	160	6	348	27	24	1	1	1	0	0	0	0	0	0	0	0	0	408
"165"	234	161	28	75	97	204	7	3	2	1	2	0	3	5	10	4	5	12	458
"166"	234	162	1	1	473	21	0	0	0	0	1	0	1	0	0	0	0	0	498
"167"	234	163	11	64	11	164	7	3	2	3	1	3	0	3	6	1	1	6	286
"168"	234	164	10	105	19	174	7	4	2	7	7	5	3	3	2	4	5	10	367
"169"	234	165	3	22	50	123	1	0	2	0	0	0	2	0	0	1	1	0	205
"170"	234	166	2	9	37	55	1	1	16	0	1	0	0	1	3	0	2	1	129
"171"	234	167	9	27	56	67	0	1	2	3	0	0	2	0	2	1	2	5	177
"172"	234	168	4	75	84	227	1	0	0	0	0	1	0	0	1	0	0	0	393
"173"	234	169	3	74	6	66	2	2	8	1	0	0	0	0	0	2	2	0	166
"174"	234	170	0	493	1	17	1	0	0	0	0	0	0	0	0	0	0	0	512
"175"	234	171	20	41	116	207	7	4	0	3	6	0	1	0	0	0	3	3	411
"176"	234	172	5	4	32	355	0	4	0	1	0	0	1	0	0	0	0	1	403
"177"	234	173	1	6	9	378	0	0	1	0	1	0	0	0	2	0	0	0	398
"178"	234	174	2	82	14	95	3	6	1	0	0	2	1	0	0	0	0	1	207
"179"	234	175	9	2	25	814	2	13	0	1	0	0	1	0	0	0	2	0	869
"180"	234	176	16	61	26	204	2	9	1	2	0	1	2	0	0	0	1	0	325
"181"	234	177	5	534	93	92	1	10	9	0	0	0	0	0	1	1	1	0	747
"182"	234	178	12	5	5	539	0	1	0	0	0	0	0	0	0	0	0	0	562
"183"	234	179	7	29	9	83	0	5	224	4	4	2	1	0	1	2	0	2	373
"184"	234	180	83	70	103	58	3	3	52	4	2	2	5	0	2	1	5	3	396
"185"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"186"	234	181	2	90	25	221	7	7	81	1	0	2	1	0	1	2	1	6	447
"187"	234	182	42	87	58	205	2	1	4	1	2	3	6	2	2	1	4	5	425
"188"	234	183	6	495	18	25	0	2	0	1	0	0	2	0	0	0	3	0	552
"189"	234	184	46	3	6	95	2	9	201	2	4	0	2	0	4	2	5	2	383
"190"	234	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"191"	234	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"192"	234	187	19	28	51	173	4	2	5	0	1	1	0	1	3	1	4	2	295
"193"	234	188	10	268	9	38	0	1	3	0	2	2	1	1	6	0	0	1	342
"194"	234	189	31	33	37	207	3	4	40	3	2	0	0	0	29	4	5	5	403
"195"	234	190	41	88	48	70	1	0	2	2	4	1	0	1	4	3	1	7	273
"196"	234	191	0	1	14	505	0	1	0	0	0	0	0	0	0	0	0	0	521
"197"	234	192	1	6	106	682	2	0	1	0	0	0	0	0	0	1	0	2	801
"198"	234	193	12	150	23	188	4	2	12	4	6	4	4	4	6	4	4	2	429
"199"	234	194	0	27	21	531	3	0	0	0	0	1	0	1	0	0	0	0	584
"200"	234	195	4	68	2	72	0	0	1	1	0	1	0	0	0	2	7	4	162
"201"	234	196	3	73	2	463	0	1	0	0	0	1	0	0	0	0	0	0	543
"202"	234	197	40	121	14	350	3	22	46	6	0	2	0	0	1	1	3	5	614
"203"	234	198	43	85	18	294	7	90	41	1	3	4	1	1	4	4	11	13	620
"204"	234	199	5	166	54	99	7	2	4	2	3	3	5	5	3	1	3	4	366
"205"	234	200	30	177	135	255	5	4	3	4	3	5	5	2	1	0	2	4	635
"206"	234	201	5	35	32	333	2	2	2	1	0	0	2	1	1	0	2	4	422
"207"	234	202	1	2	45	604	0	0	0	0	0	0	0	0	0	0	0	0	652
"208"	234	203	9	52	25	319	5	4	8	3	4	2	2	4	3	4	3	4	451
"209"	234	204	6	10	32	404	3	0	1	0	2	1	2	0	2	0	1	1	465
"210"	234	205	27	89	15	297	9	2	15	2	3	3	2	3	4	4	5	14	494
"211"	234	206	1	2	99	387	0	1	0	0	0	0	0	0	0	0	0	0	490
"212"	234	207	45	3	9	79	1	2	0	0	3	0	2	1	4	4	3	4	160
"213"	234	208	1	305	7	12	0	0	0	0	0	0	0	0	0	0	0	0	325
"214"	234	209	13	35	62	262	6	2	0	4	2	1	1	1	2	0	1	16	408
"215"	234	210	42	42	36	167	6	1	1	1	1	0	2	1	3	2	2	2	309
"216"	234	211	28	61	18	98	16	3	0	2	1	0	2	5	4	2	6	4	250
"217"	234	212	1	5	43	266	3	1	3	0	1	0	0	1	0	0	0	0	324
"218"	234	213	32	91	47	520	1	2	0	0	1	1	1	0	0	0	0	0	696
"219"	234	214	6	103	4	84	3	2	0	0	2	1	1	0	1	0	1	11	219
"220"	234	215	0	38	1	166	1	0	0	0	2	0	0	0	0	0	0	2	210
"221"	234	216	13	276	13	49	3	1	2	0	0	0	0	2	1	1	0	2	363
"222"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"223"	234	217	5	14	49	198	2	0	1	0	0	0	2	0	2	2	0	1	276
"224"	234	218	0	13	0	2	0	0	0	0	0	0	0	0	0	1	0	0	16
"225"	234	219	0	189	8	28	2	2	0	0	0	0	0	0	1	0	0	0	230
"226"	234	220	63	10	5	74	4	5	0	2	1	2	2	2	2	1	2	6	181
"227"	234	221	15	58	23	124	3	0	0	1	0	0	5	2	0	0	1	5	237
"228"	234	222	2	227	0	3	0	0	0	0	0	0	0	0	0	0	0	0	232
"229"	234	223	1	463	4	1	1	1	0	0	0	0	0	0	0	0	0	1	472
"230"	234	224	71	278	26	92	5	2	1	0	1	0	1	0	2	0	1	3	483
"231"	234	225	7	168	28	112	4	0	2	1	3	0	1	0	3	1	1	2	333
"232"	234	226	1	8	49	355	1	0	2	1	0	0	0	0	0	0	1	0	418
"233"	234	227	1	274	12	8	0	3	0	0	0	0	0	0	0	0	0	0	298
"234"	234	228	0	272	4	2	0	0	0	0	0	0	0	0	0	0	0	0	278
"235"	234	229	8	22	4	40	1	0	0	1	3	0	0	0	3	4	0	2	88
"236"	234	230	10	82	15	86	2	0	0	1	0	3	3	1	1	0	1	4	209
"237"	234	231	46	53	21	144	6	2	1	2	4	1	3	3	8	4	2	8	308
"238"	234	232	0	415	4	2	0	4	0	0	0	0	0	0	0	0	0	0	425
"239"	234	233	10	65	51	195	6	5	0	1	5	4	4	9	4	13	6	24	402
"240"	234	234	48	18	4	54	4	5	1	1	2	1	0	0	1	0	0	4	143
"241"	234	235	43	20	69	416	6	1	0	2	2	0	0	1	5	3	0	2	570
"242"	234	236	7	203	4	13	2	0	1	0	0	4	0	0	0	1	0	1	236
"243"	234	237	12	141	18	131	9	3	1	0	3	1	5	1	0	1	0	2	328
"244"	234	238	1	63	19	358	1	1	0	0	2	1	1	1	0	2	0	0	450
"245"	234	239	0	236	20	23	0	0	0	0	0	0	1	1	0	0	1	0	282
"246"	234	240	9	118	7	54	4	1	1	2	2	1	1	0	3	0	0	1	204
"247"	234	241	27	209	2	81	3	0	0	0	2	0	1	1	1	1	1	0	329
"248"	234	242	0	36	47	388	0	0	0	0	8	0	0	0	2	0	0	0	481
"249"	234	243	2	19	87	367	1	0	1	0	2	1	0	0	1	0	0	0	481
"250"	234	244	20	103	30	138	6	4	1	1	4	3	5	3	5	4	4	8	339
"251"	234	245	0	657	2	2	0	0	0	0	0	0	0	0	0	0	0	0	661
"252"	234	246	1	487	6	32	1	0	0	0	0	0	0	1	0	0	0	2	530
"253"	234	247	4	192	4	48	4	1	0	0	1	0	0	0	0	2	1	4	261
"254"	234	248	2	205	5	65	3	1	0	0	0	0	1	0	0	0	0	0	282
"255"	234	249	9	91	30	282	0	0	1	0	0	1	2	1	0	1	0	3	421
"256"	234	250	1	107	8	44	2	0	1	0	1	1	1	0	0	0	0	1	167
"257"	234	251	164	36	132	244	13	3	3	0	2	3	4	5	4	4	3	6	626
"258"	234	252	42	66	55	558	4	9	7	1	3	1	1	4	2	2	2	5	762
"259"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	234	253	85	168	23	158	5	1	2	1	3	2	0	0	2	3	1	2	456
"261"	234	254	16	151	105	131	9	2	2	1	3	2	6	0	0	3	2	7	440
"262"	234	255	21	43	8	242	9	0	2	5	3	4	3	6	14	8	9	14	391
"263"	234	256	7	16	7	150	0	3	0	1	3	0	2	3	2	1	0	2	197
"264"	234	257	9	10	4	113	2	1	0	0	1	0	2	0	1	1	1	2	147
"265"	234	258	19	110	14	80	3	2	2	0	1	3	1	0	2	1	3	1	242
"266"	234	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"267"	234	260	6	91	20	152	8	1	2	1	0	0	0	1	2	1	4	10	299
"268"	234	261	14	501	4	94	2	0	0	1	1	2	1	2	1	0	0	3	626
"269"	234	262	36	38	4	265	4	46	83	0	0	0	0	1	1	0	1	1	480
"270"	234	263	48	58	34	354	10	2	39	2	2	0	2	3	4	3	1	5	567
"271"	234	264	253	70	17	289	0	1	2	0	0	2	1	0	0	0	3	2	640
"272"	234	265	4	268	6	137	5	1	18	2	0	2	0	1	0	1	2	1	448
"273"	234	266	5	432	15	151	5	3	0	0	3	0	1	0	0	0	1	0	616
"274"	234	267	11	48	22	249	7	2	17	3	0	0	1	0	2	2	0	1	365
"275"	234	268	36	107	25	135	3	2	2	3	3	1	2	1	1	1	1	2	325
"276"	234	269	2	51	85	108	1	0	0	0	0	0	0	0	2	0	0	0	249
"277"	234	270	10	142	7	131	5	0	2	2	2	1	0	3	7	3	2	3	320
"278"	234	271	32	50	267	8	0	1	0	1	0	0	0	0	0	1	0	0	360
"279"	234	272	0	215	4	102	1	0	0	0	1	0	1	1	4	2	3	2	336
"280"	234	273	2	5	2	141	2	4	0	0	0	0	0	0	0	0	0	0	156
"281"	234	274	43	82	22	218	12	1	5	3	1	0	1	0	9	4	4	8	413
"282"	234	275	11	112	49	75	1	2	1	2	2	2	2	3	3	3	6	10	284
"283"	234	276	14	14	11	114	0	1	0	0	0	0	0	0	0	1	2	0	157
"284"	234	277	14	37	9	89	5	22	1	0	2	2	3	3	2	0	6	3	198
"285"	234	278	5	54	7	177	6	2	0	0	1	0	0	0	5	1	0	1	259
"286"	NA	NA	4580	28031	9727	53208	918	1512	1647	362	352	266	412	305	665	374	531	835	103725
"287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"288"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
