"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    253901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 154-Pirpainti (SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"24"	"15"	"15"	"11"	"98"	"14"	"7"	"121"	"3"	"2"	"0"	"0"	"1"	"4"	"3"	"2"	"1"	"2"	"9"	"3"	"2"	"1"	"1"	"4"	"289"	"0"	"289"	"0"
"25"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"26"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"27"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"28"	"16"	"16"	"11"	"130"	"10"	"7"	"104"	"2"	"1"	"2"	"2"	"2"	"3"	"2"	"1"	"1"	"1"	"9"	"10"	"6"	"3"	"2"	"2"	"311"	"0"	"311"	"0"
"29"	"17"	"17"	"14"	"102"	"7"	"8"	"188"	"11"	"3"	"4"	"1"	"0"	"3"	"1"	"1"	"2"	"5"	"12"	"7"	"12"	"0"	"0"	"3"	"384"	"0"	"384"	"0"
"30"	"18"	"18"	"14"	"62"	"5"	"3"	"192"	"10"	"2"	"6"	"3"	"3"	"8"	"10"	"8"	"3"	"7"	"12"	"2"	"3"	"4"	"1"	"6"	"364"	"0"	"364"	"0"
"31"	"19"	"19"	"4"	"67"	"4"	"1"	"204"	"1"	"0"	"3"	"2"	"3"	"5"	"3"	"3"	"2"	"5"	"17"	"9"	"2"	"0"	"0"	"1"	"336"	"0"	"336"	"0"
"32"	"20"	"20"	"25"	"137"	"19"	"11"	"220"	"3"	"4"	"2"	"3"	"4"	"16"	"6"	"4"	"9"	"3"	"20"	"12"	"3"	"1"	"0"	"5"	"507"	"0"	"507"	"0"
"33"	"21"	"21"	"11"	"25"	"108"	"10"	"391"	"4"	"3"	"1"	"0"	"1"	"7"	"4"	"3"	"0"	"1"	"7"	"2"	"0"	"2"	"0"	"1"	"581"	"0"	"581"	"0"
"34"	"22"	"22"	"15"	"28"	"50"	"22"	"303"	"11"	"3"	"3"	"1"	"9"	"5"	"2"	"2"	"5"	"2"	"5"	"2"	"3"	"2"	"1"	"6"	"480"	"0"	"480"	"0"
"35"	"23"	"23"	"8"	"19"	"42"	"2"	"179"	"8"	"2"	"0"	"0"	"1"	"5"	"0"	"2"	"3"	"1"	"3"	"2"	"1"	"1"	"2"	"1"	"282"	"0"	"282"	"0"
"36"	"24"	"24"	"82"	"44"	"36"	"12"	"251"	"3"	"0"	"0"	"2"	"11"	"1"	"2"	"0"	"1"	"7"	"9"	"3"	"1"	"0"	"1"	"4"	"470"	"0"	"470"	"0"
"37"	"25"	"25"	"7"	"78"	"28"	"1"	"157"	"5"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"2"	"2"	"11"	"0"	"0"	"0"	"0"	"2"	"300"	"0"	"300"	"0"
"38"	"26"	"26"	"63"	"298"	"38"	"9"	"174"	"11"	"2"	"13"	"20"	"3"	"14"	"10"	"10"	"11"	"21"	"56"	"9"	"4"	"5"	"4"	"6"	"781"	"0"	"781"	"0"
"39"	"27"	"27"	"25"	"370"	"12"	"5"	"11"	"0"	"3"	"0"	"2"	"2"	"2"	"0"	"0"	"0"	"2"	"1"	"4"	"2"	"1"	"1"	"3"	"446"	"0"	"446"	"0"
"40"	"28"	"28"	"6"	"75"	"12"	"28"	"197"	"3"	"1"	"1"	"1"	"4"	"13"	"9"	"4"	"1"	"3"	"9"	"6"	"0"	"2"	"0"	"1"	"376"	"0"	"376"	"0"
"41"	"29"	"29"	"23"	"217"	"21"	"5"	"114"	"3"	"0"	"1"	"4"	"2"	"1"	"2"	"6"	"6"	"10"	"13"	"3"	"0"	"1"	"1"	"4"	"437"	"0"	"437"	"0"
"42"	"30"	"30"	"9"	"103"	"24"	"32"	"229"	"12"	"2"	"4"	"2"	"3"	"14"	"4"	"3"	"6"	"8"	"24"	"6"	"1"	"2"	"1"	"6"	"495"	"0"	"495"	"0"
"43"	"31"	"31"	"17"	"208"	"24"	"6"	"20"	"6"	"2"	"2"	"3"	"2"	"0"	"0"	"3"	"0"	"1"	"7"	"17"	"9"	"15"	"5"	"34"	"381"	"0"	"381"	"0"
"44"	"32"	"32"	"8"	"359"	"26"	"3"	"66"	"0"	"1"	"5"	"2"	"1"	"2"	"0"	"3"	"1"	"20"	"15"	"10"	"10"	"2"	"0"	"0"	"534"	"0"	"534"	"0"
"45"	"33"	"33"	"7"	"190"	"18"	"1"	"186"	"2"	"0"	"0"	"1"	"7"	"0"	"0"	"1"	"1"	"0"	"0"	"8"	"0"	"1"	"0"	"2"	"425"	"0"	"425"	"0"
"46"	"34"	"34"	"2"	"92"	"43"	"1"	"42"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"190"	"0"	"190"	"0"
"47"	"35"	"35"	"27"	"87"	"20"	"22"	"224"	"3"	"1"	"2"	"4"	"2"	"4"	"1"	"1"	"1"	"4"	"3"	"2"	"4"	"5"	"2"	"2"	"421"	"0"	"421"	"0"
"48"	"36"	"36"	"205"	"50"	"31"	"21"	"81"	"2"	"1"	"2"	"1"	"13"	"2"	"1"	"1"	"1"	"3"	"10"	"4"	"1"	"1"	"1"	"1"	"433"	"0"	"433"	"0"
"49"	"37"	"37"	"41"	"87"	"35"	"8"	"59"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"2"	"3"	"0"	"7"	"4"	"4"	"0"	"1"	"1"	"258"	"0"	"258"	"0"
"50"	"38"	"38"	"36"	"77"	"19"	"6"	"81"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"230"	"0"	"230"	"0"
"51"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"52"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"53"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"54"	"39"	"39"	"10"	"111"	"30"	"3"	"144"	"10"	"3"	"1"	"2"	"0"	"11"	"4"	"1"	"0"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"345"	"0"	"345"	"0"
"55"	"40"	"40"	"7"	"72"	"49"	"118"	"61"	"7"	"0"	"4"	"1"	"0"	"8"	"3"	"6"	"6"	"6"	"9"	"0"	"1"	"5"	"2"	"4"	"369"	"0"	"369"	"0"
"56"	"41"	"41"	"5"	"99"	"40"	"136"	"146"	"8"	"1"	"15"	"1"	"2"	"2"	"1"	"4"	"3"	"1"	"6"	"0"	"3"	"4"	"2"	"1"	"480"	"0"	"480"	"0"
"57"	"42"	"42"	"31"	"110"	"11"	"77"	"180"	"7"	"4"	"19"	"1"	"0"	"2"	"0"	"0"	"0"	"3"	"6"	"11"	"5"	"3"	"3"	"6"	"479"	"0"	"479"	"0"
"58"	"43"	"43"	"9"	"282"	"24"	"18"	"130"	"5"	"6"	"66"	"7"	"13"	"10"	"5"	"4"	"10"	"14"	"43"	"3"	"2"	"0"	"2"	"12"	"665"	"0"	"665"	"0"
"59"	"44"	"44"	"24"	"155"	"12"	"38"	"74"	"7"	"1"	"17"	"3"	"1"	"2"	"3"	"2"	"1"	"7"	"16"	"2"	"2"	"2"	"3"	"3"	"375"	"0"	"375"	"0"
"60"	"45"	"45"	"19"	"481"	"21"	"6"	"118"	"5"	"1"	"0"	"3"	"5"	"9"	"3"	"5"	"4"	"5"	"17"	"3"	"5"	"1"	"2"	"4"	"717"	"0"	"717"	"0"
"61"	"46"	"46"	"10"	"302"	"39"	"6"	"194"	"2"	"4"	"4"	"4"	"1"	"4"	"6"	"8"	"10"	"5"	"14"	"5"	"1"	"2"	"1"	"1"	"623"	"0"	"623"	"0"
"62"	"47"	"47"	"13"	"231"	"15"	"26"	"71"	"2"	"5"	"10"	"4"	"1"	"9"	"2"	"3"	"6"	"5"	"24"	"7"	"8"	"1"	"1"	"8"	"452"	"0"	"452"	"0"
"63"	"48"	"48"	"26"	"134"	"37"	"30"	"125"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"3"	"1"	"4"	"8"	"3"	"5"	"2"	"8"	"391"	"0"	"391"	"0"
"64"	"49"	"49"	"47"	"230"	"31"	"97"	"75"	"1"	"2"	"2"	"1"	"0"	"1"	"4"	"3"	"4"	"8"	"21"	"4"	"5"	"2"	"2"	"5"	"545"	"0"	"545"	"0"
"65"	"50"	"50"	"35"	"207"	"47"	"14"	"88"	"4"	"0"	"6"	"3"	"6"	"5"	"3"	"4"	"5"	"10"	"51"	"8"	"44"	"1"	"1"	"3"	"545"	"0"	"545"	"0"
"66"	"51"	"51"	"6"	"60"	"18"	"10"	"57"	"3"	"2"	"4"	"3"	"0"	"4"	"2"	"3"	"6"	"1"	"8"	"4"	"26"	"0"	"1"	"1"	"219"	"0"	"219"	"0"
"67"	"52"	"52"	"10"	"280"	"32"	"10"	"60"	"3"	"0"	"0"	"0"	"4"	"4"	"1"	"3"	"0"	"4"	"17"	"3"	"38"	"0"	"1"	"2"	"472"	"0"	"472"	"0"
"68"	"53"	"53"	"4"	"11"	"7"	"9"	"26"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"3"	"13"	"3"	"60"	"0"	"0"	"2"	"143"	"0"	"143"	"0"
"69"	"54"	"54"	"11"	"137"	"12"	"34"	"110"	"7"	"2"	"3"	"5"	"6"	"11"	"3"	"3"	"1"	"7"	"48"	"4"	"66"	"2"	"4"	"5"	"481"	"0"	"481"	"0"
"70"	"55"	"55"	"17"	"154"	"93"	"19"	"136"	"10"	"6"	"2"	"5"	"3"	"7"	"2"	"4"	"5"	"9"	"52"	"3"	"46"	"0"	"1"	"2"	"576"	"0"	"576"	"0"
"71"	"56"	"56"	"49"	"78"	"67"	"7"	"143"	"1"	"0"	"2"	"1"	"0"	"13"	"5"	"2"	"3"	"6"	"14"	"2"	"28"	"1"	"1"	"11"	"434"	"0"	"434"	"0"
"72"	"57"	"57"	"28"	"145"	"52"	"7"	"225"	"6"	"0"	"2"	"1"	"0"	"2"	"1"	"2"	"1"	"6"	"18"	"2"	"17"	"0"	"2"	"2"	"519"	"0"	"519"	"0"
"73"	"58"	"58"	"11"	"237"	"46"	"6"	"121"	"3"	"4"	"1"	"7"	"1"	"6"	"3"	"1"	"7"	"6"	"18"	"1"	"15"	"1"	"0"	"17"	"512"	"0"	"512"	"0"
"74"	"59"	"59"	"48"	"318"	"44"	"13"	"137"	"9"	"4"	"2"	"35"	"8"	"4"	"2"	"6"	"7"	"7"	"15"	"0"	"1"	"0"	"0"	"2"	"662"	"0"	"662"	"0"
"75"	"60"	"60"	"1"	"24"	"4"	"8"	"75"	"3"	"0"	"1"	"0"	"1"	"2"	"2"	"4"	"2"	"4"	"12"	"1"	"9"	"1"	"1"	"1"	"156"	"0"	"156"	"0"
"76"	"61"	"61"	"287"	"125"	"47"	"9"	"87"	"6"	"3"	"4"	"2"	"9"	"6"	"1"	"5"	"3"	"3"	"20"	"2"	"0"	"1"	"2"	"5"	"627"	"0"	"627"	"0"
"77"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"78"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"79"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"80"	"62"	"62"	"1"	"326"	"52"	"4"	"107"	"3"	"1"	"1"	"0"	"0"	"6"	"6"	"4"	"5"	"7"	"9"	"3"	"5"	"1"	"0"	"1"	"542"	"0"	"542"	"0"
"81"	"63"	"63"	"15"	"247"	"7"	"1"	"94"	"1"	"0"	"0"	"2"	"1"	"6"	"1"	"1"	"6"	"4"	"8"	"0"	"3"	"3"	"0"	"4"	"404"	"0"	"404"	"0"
"82"	"64"	"64"	"8"	"71"	"48"	"31"	"226"	"9"	"1"	"13"	"1"	"6"	"4"	"2"	"1"	"5"	"5"	"4"	"6"	"7"	"5"	"11"	"15"	"479"	"0"	"479"	"0"
"83"	"65"	"65"	"24"	"21"	"33"	"39"	"79"	"4"	"0"	"2"	"0"	"2"	"3"	"0"	"4"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"220"	"0"	"220"	"0"
"84"	"66"	"66"	"147"	"22"	"27"	"72"	"246"	"3"	"2"	"3"	"2"	"2"	"7"	"7"	"4"	"5"	"3"	"13"	"5"	"0"	"3"	"5"	"3"	"581"	"0"	"581"	"0"
"85"	"67"	"67"	"50"	"57"	"40"	"40"	"320"	"13"	"0"	"3"	"4"	"6"	"8"	"11"	"9"	"9"	"4"	"45"	"2"	"1"	"2"	"1"	"13"	"638"	"0"	"638"	"0"
"86"	"68"	"68"	"9"	"12"	"42"	"18"	"254"	"13"	"2"	"4"	"3"	"2"	"2"	"3"	"7"	"2"	"5"	"14"	"6"	"0"	"4"	"2"	"4"	"408"	"0"	"408"	"0"
"87"	"69"	"69"	"5"	"25"	"33"	"12"	"227"	"3"	"0"	"9"	"4"	"0"	"8"	"4"	"3"	"2"	"4"	"6"	"3"	"2"	"1"	"2"	"4"	"357"	"0"	"357"	"0"
"88"	"70"	"70"	"0"	"48"	"5"	"1"	"104"	"3"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"4"	"0"	"2"	"1"	"0"	"2"	"175"	"0"	"175"	"0"
"89"	"71"	"71"	"12"	"100"	"95"	"6"	"128"	"3"	"0"	"1"	"3"	"2"	"5"	"7"	"3"	"3"	"6"	"9"	"8"	"5"	"3"	"2"	"9"	"410"	"0"	"410"	"0"
"90"	"72"	"72"	"158"	"113"	"22"	"6"	"137"	"4"	"2"	"1"	"8"	"0"	"5"	"3"	"2"	"4"	"6"	"17"	"4"	"2"	"2"	"0"	"1"	"497"	"0"	"497"	"0"
"91"	"73"	"73"	"36"	"160"	"9"	"21"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"244"	"0"	"244"	"0"
"92"	"74"	"74"	"12"	"73"	"7"	"3"	"102"	"7"	"3"	"2"	"59"	"2"	"5"	"5"	"2"	"5"	"2"	"16"	"0"	"1"	"1"	"0"	"4"	"311"	"0"	"311"	"0"
"93"	"75"	"75"	"194"	"194"	"31"	"6"	"92"	"4"	"1"	"1"	"2"	"3"	"5"	"3"	"3"	"8"	"8"	"20"	"5"	"0"	"1"	"2"	"4"	"587"	"0"	"587"	"0"
"94"	"76"	"76"	"9"	"158"	"58"	"6"	"106"	"5"	"0"	"0"	"1"	"0"	"3"	"2"	"2"	"4"	"1"	"12"	"0"	"1"	"0"	"0"	"2"	"370"	"0"	"370"	"0"
"95"	"77"	"77"	"153"	"65"	"106"	"15"	"210"	"5"	"2"	"1"	"0"	"0"	"7"	"1"	"3"	"5"	"5"	"31"	"3"	"0"	"0"	"0"	"2"	"614"	"0"	"614"	"0"
"96"	"78"	"78"	"35"	"396"	"26"	"5"	"124"	"6"	"1"	"11"	"2"	"4"	"13"	"2"	"4"	"6"	"6"	"17"	"76"	"10"	"6"	"4"	"12"	"766"	"0"	"766"	"0"
"97"	"79"	"79"	"45"	"304"	"50"	"23"	"167"	"5"	"3"	"0"	"1"	"0"	"11"	"1"	"1"	"1"	"3"	"8"	"6"	"1"	"3"	"1"	"6"	"640"	"0"	"640"	"0"
"98"	"80"	"80"	"47"	"316"	"57"	"12"	"88"	"6"	"2"	"2"	"0"	"2"	"2"	"2"	"2"	"4"	"2"	"8"	"16"	"2"	"3"	"5"	"11"	"589"	"0"	"589"	"0"
"99"	"81"	"81"	"128"	"200"	"82"	"7"	"108"	"1"	"0"	"1"	"2"	"5"	"5"	"2"	"0"	"1"	"1"	"13"	"12"	"2"	"5"	"1"	"5"	"581"	"0"	"581"	"0"
"100"	"82"	"82"	"14"	"252"	"49"	"5"	"22"	"4"	"3"	"1"	"2"	"3"	"5"	"2"	"4"	"5"	"4"	"10"	"6"	"50"	"3"	"3"	"7"	"454"	"0"	"454"	"0"
"101"	"83"	"83"	"68"	"18"	"31"	"5"	"55"	"1"	"2"	"1"	"2"	"1"	"6"	"3"	"1"	"2"	"1"	"30"	"11"	"178"	"7"	"4"	"7"	"434"	"0"	"434"	"0"
"102"	"84"	"84"	"9"	"69"	"58"	"7"	"21"	"0"	"2"	"3"	"0"	"0"	"10"	"1"	"2"	"3"	"2"	"26"	"11"	"181"	"6"	"3"	"4"	"418"	"0"	"418"	"0"
"103"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"104"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"105"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"106"	"85"	"85"	"84"	"182"	"71"	"8"	"91"	"5"	"2"	"2"	"5"	"2"	"12"	"15"	"6"	"5"	"10"	"35"	"11"	"14"	"8"	"2"	"12"	"582"	"0"	"582"	"0"
"107"	"86"	"86"	"6"	"156"	"8"	"10"	"22"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"3"	"4"	"5"	"6"	"2"	"1"	"2"	"1"	"4"	"236"	"0"	"236"	"0"
"108"	"87"	"87"	"18"	"307"	"39"	"2"	"34"	"3"	"3"	"2"	"3"	"1"	"1"	"3"	"2"	"4"	"9"	"17"	"9"	"6"	"2"	"0"	"3"	"468"	"0"	"468"	"0"
"109"	"88"	"88"	"11"	"137"	"62"	"21"	"55"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"3"	"1"	"1"	"0"	"1"	"0"	"2"	"301"	"0"	"301"	"0"
"110"	"89"	"89"	"11"	"204"	"56"	"14"	"63"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"3"	"5"	"2"	"4"	"2"	"1"	"0"	"377"	"0"	"377"	"0"
