"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"22"	"12"	"20"	"19"	"37"	"9"	"30"	"5"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"129"	"0"	"129"	"0"
"23"	"13"	"100"	"19"	"196"	"56"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"10"	"387"	"0"	"387"	"0"
"24"	"14"	"140"	"38"	"164"	"102"	"22"	"5"	"5"	"2"	"2"	"2"	"6"	"0"	"20"	"508"	"0"	"508"	"0"
"25"	"Total"	"1493"	"231"	"2020"	"819"	"99"	"50"	"25"	"21"	"27"	"39"	"97"	"31"	"201"	"5153"	"0"	"5153"	"0"
"26"	"B.F."	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"
"27"	"G. Total"	"1493"	"231"	"2020"	"819"	"99"	"50"	"25"	"21"	"27"	"39"	"97"	"31"	"201"	"5153"	"0"	"5153"	"0"
"28"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"Total No. of Electors in Assembly Constituency/Segment- 214322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"Name of the Assembly/segment - 113-EKMA                                                                                                                                                                                                                                            Round No - 02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"37"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"38"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"39"	"15"	"84"	"6"	"73"	"170"	"3"	"2"	"1"	"2"	"4"	"4"	"2"	"1"	"9"	"361"	"0"	"361"	"0"
"40"	"16"	"113"	"8"	"94"	"43"	"4"	"2"	"2"	"0"	"4"	"4"	"10"	"11"	"27"	"322"	"0"	"322"	"0"
"41"	"17"	"122"	"16"	"230"	"18"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"407"	"0"	"407"	"0"
"42"	"18"	"241"	"22"	"125"	"114"	"20"	"3"	"1"	"2"	"4"	"5"	"2"	"4"	"5"	"548"	"0"	"548"	"0"
"43"	"19"	"211"	"12"	"273"	"26"	"1"	"0"	"0"	"0"	"3"	"2"	"7"	"5"	"38"	"578"	"0"	"578"	"0"
"44"	"20"	"261"	"27"	"100"	"46"	"26"	"4"	"0"	"2"	"5"	"5"	"3"	"6"	"22"	"507"	"0"	"507"	"0"
"45"	"21"	"195"	"15"	"120"	"53"	"2"	"1"	"3"	"4"	"1"	"6"	"9"	"5"	"21"	"435"	"0"	"435"	"0"
"46"	"22"	"100"	"7"	"77"	"17"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"3"	"7"	"216"	"0"	"216"	"0"
"47"	"23"	"290"	"39"	"193"	"30"	"1"	"3"	"2"	"3"	"2"	"8"	"14"	"11"	"31"	"627"	"0"	"627"	"0"
"48"	"24"	"42"	"11"	"97"	"125"	"3"	"0"	"3"	"1"	"2"	"3"	"2"	"0"	"6"	"295"	"0"	"295"	"0"
"49"	"25"	"208"	"22"	"143"	"26"	"4"	"7"	"1"	"1"	"4"	"4"	"8"	"4"	"29"	"461"	"0"	"461"	"0"
"50"	"26"	"171"	"30"	"38"	"21"	"3"	"2"	"1"	"3"	"2"	"1"	"2"	"1"	"16"	"291"	"0"	"291"	"0"
"51"	"27"	"167"	"16"	"114"	"39"	"7"	"7"	"1"	"2"	"1"	"0"	"2"	"4"	"4"	"364"	"0"	"364"	"0"
"52"	"28"	"28"	"11"	"77"	"138"	"1"	"3"	"2"	"0"	"1"	"2"	"7"	"1"	"14"	"285"	"0"	"285"	"0"
"53"	"Total"	"2233"	"242"	"1754"	"866"	"76"	"36"	"19"	"22"	"36"	"45"	"72"	"58"	"238"	"5697"	"0"	"5697"	"0"
"54"	"B.F."	"1493"	"231"	"2020"	"819"	"99"	"50"	"25"	"21"	"27"	"39"	"97"	"31"	"201"	"5153"	"0"	"5153"	"0"
"55"	"G. Total"	"3726"	"473"	"3774"	"1685"	"175"	"86"	"44"	"43"	"63"	"84"	"169"	"89"	"439"	"10850"	"0"	"10850"	"0"
"56"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Total No. of Electors in Assembly Constituency/Segment- 214322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Name of the Assembly/segment - 113-EKMA                                                                                                                                                                                                                                            Round No - 03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"65"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"66"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"67"	"29"	"75"	"11"	"101"	"17"	"7"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"4"	"219"	"0"	"219"	"0"
"68"	"30"	"169"	"11"	"102"	"10"	"13"	"2"	"0"	"0"	"1"	"1"	"2"	"5"	"8"	"324"	"0"	"324"	"0"
"69"	"31"	"111"	"9"	"136"	"13"	"9"	"1"	"1"	"0"	"1"	"1"	"11"	"4"	"15"	"312"	"0"	"312"	"0"
"70"	"32"	"231"	"13"	"35"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"4"	"3"	"10"	"303"	"0"	"303"	"0"
"71"	"33"	"198"	"10"	"340"	"19"	"4"	"4"	"1"	"2"	"5"	"4"	"10"	"8"	"32"	"637"	"0"	"637"	"0"
"72"	"34"	"190"	"9"	"55"	"6"	"3"	"1"	"1"	"2"	"0"	"1"	"6"	"2"	"14"	"290"	"0"	"290"	"0"
"73"	"35"	"555"	"7"	"116"	"3"	"2"	"2"	"2"	"1"	"0"	"0"	"4"	"3"	"2"	"697"	"0"	"697"	"0"
"74"	"36"	"369"	"19"	"81"	"17"	"5"	"1"	"0"	"1"	"4"	"2"	"4"	"1"	"12"	"516"	"0"	"516"	"0"
"75"	"37"	"240"	"27"	"259"	"2"	"14"	"5"	"0"	"1"	"3"	"1"	"7"	"5"	"12"	"576"	"0"	"576"	"0"
"76"	"38"	"109"	"6"	"139"	"3"	"9"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"273"	"0"	"273"	"0"
"77"	"39"	"56"	"5"	"118"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"0"	"3"	"193"	"0"	"193"	"0"
"78"	"40"	"190"	"8"	"109"	"25"	"3"	"1"	"1"	"5"	"4"	"5"	"16"	"7"	"44"	"418"	"0"	"418"	"0"
"79"	"41"	"149"	"5"	"131"	"7"	"2"	"1"	"1"	"0"	"1"	"1"	"4"	"0"	"9"	"311"	"0"	"311"	"0"
"80"	"42"	"293"	"7"	"67"	"25"	"34"	"0"	"1"	"2"	"7"	"5"	"4"	"1"	"25"	"471"	"0"	"471"	"0"
"81"	"Total"	"2935"	"147"	"1789"	"152"	"107"	"22"	"11"	"17"	"27"	"23"	"78"	"40"	"192"	"5540"	"0"	"5540"	"0"
"82"	"B.F."	"3726"	"473"	"3774"	"1685"	"175"	"86"	"44"	"43"	"63"	"84"	"169"	"89"	"439"	"10850"	"0"	"10850"	"0"
"83"	"G. Total"	"6661"	"620"	"5563"	"1837"	"282"	"108"	"55"	"60"	"90"	"107"	"247"	"129"	"631"	"16390"	"0"	"16390"	"0"
"84"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"87"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"Total No. of Electors in Assembly Constituency/Segment- 214322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"Name of the Assembly/segment - 113-EKMA                                                                                                                                                                                                                                            Round No - 04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"95"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"96"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"97"	"43"	"158"	"40"	"38"	"58"	"30"	"4"	"3"	"2"	"5"	"4"	"5"	"6"	"11"	"364"	"0"	"364"	"0"
"98"	"44"	"263"	"51"	"46"	"48"	"19"	"1"	"1"	"0"	"3"	"2"	"3"	"3"	"12"	"452"	"0"	"452"	"0"
"99"	"45"	"200"	"44"	"59"	"154"	"12"	"5"	"1"	"4"	"7"	"3"	"1"	"5"	"25"	"520"	"0"	"520"	"0"
"100"	"46"	"107"	"29"	"24"	"64"	"77"	"7"	"1"	"0"	"9"	"3"	"2"	"3"	"38"	"364"	"0"	"364"	"0"
"101"	"47"	"133"	"23"	"53"	"211"	"55"	"5"	"4"	"6"	"2"	"3"	"1"	"6"	"11"	"513"	"0"	"513"	"0"
"102"	"48"	"43"	"78"	"106"	"1"	"1"	"2"	"0"	"1"	"0"	"3"	"4"	"6"	"14"	"259"	"0"	"259"	"0"
"103"	"49"	"279"	"20"	"35"	"42"	"3"	"1"	"0"	"2"	"1"	"3"	"0"	"7"	"23"	"416"	"0"	"416"	"0"
"104"	"50"	"105"	"71"	"259"	"24"	"0"	"0"	"1"	"0"	"1"	"1"	"4"	"2"	"5"	"473"	"0"	"473"	"0"
"105"	"51"	"243"	"48"	"28"	"46"	"5"	"1"	"2"	"0"	"1"	"1"	"4"	"0"	"9"	"388"	"0"	"388"	"0"
"106"	"52"	"42"	"72"	"130"	"61"	"46"	"1"	"2"	"1"	"5"	"3"	"8"	"6"	"11"	"388"	"0"	"388"	"0"
"107"	"53"	"13"	"31"	"22"	"14"	"129"	"4"	"1"	"1"	"8"	"2"	"1"	"5"	"16"	"247"	"0"	"247"	"0"
"108"	"54"	"256"	"7"	"41"	"29"	"9"	"0"	"0"	"1"	"2"	"0"	"0"	"4"	"10"	"359"	"0"	"359"	"0"
"109"	"55"	"52"	"17"	"14"	"16"	"5"	"0"	"1"	"4"	"1"	"2"	"4"	"5"	"18"	"139"	"0"	"139"	"0"
"110"	"56"	"83"	"15"	"49"	"5"	"59"	"2"	"0"	"1"	"2"	"1"	"1"	"1"	"7"	"226"	"0"	"226"	"0"
"111"	"Total"	"1977"	"546"	"904"	"773"	"450"	"33"	"17"	"23"	"47"	"31"	"38"	"59"	"210"	"5108"	"0"	"5108"	"0"
"112"	"B.F."	"6661"	"620"	"5563"	"1837"	"282"	"108"	"55"	"60"	"90"	"107"	"247"	"129"	"631"	"16390"	"0"	"16390"	"0"
"113"	"G. Total"	"8638"	"1166"	"6467"	"2610"	"732"	"141"	"72"	"83"	"137"	"138"	"285"	"188"	"841"	"21498"	"0"	"21498"	"0"
"114"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"JGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"Total No. of Electors in Assembly Constituency/Segment- 214322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Name of the Assembly/segment - 113-EKMA                                                                                                                                                                                                                                            Round No - 05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"124"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"125"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"126"	"57"	"145"	"8"	"160"	"7"	"0"	"1"	"1"	"0"	"1"	"0"	"5"	"4"	"12"	"344"	"0"	"344"	"0"
"127"	"58"	"270"	"8"	"45"	"12"	"43"	"1"	"0"	"0"	"3"	"1"	"1"	"3"	"7"	"394"	"0"	"394"	"0"
"128"	"59"	"253"	"17"	"89"	"5"	"5"	"1"	"3"	"1"	"2"	"6"	"5"	"4"	"23"	"414"	"0"	"414"	"0"
"129"	"60"	"70"	"82"	"166"	"11"	"4"	"7"	"1"	"5"	"4"	"6"	"4"	"7"	"28"	"395"	"0"	"395"	"0"
"130"	"61"	"110"	"20"	"208"	"7"	"99"	"2"	"1"	"2"	"6"	"3"	"4"	"9"	"13"	"484"	"0"	"484"	"0"
"131"	"62"	"63"	"43"	"103"	"9"	"42"	"1"	"0"	"2"	"1"	"3"	"2"	"2"	"2"	"273"	"0"	"273"	"0"
"132"	"63"	"219"	"13"	"119"	"48"	"4"	"0"	"2"	"2"	"1"	"2"	"4"	"3"	"10"	"427"	"0"	"427"	"0"
"133"	"64"	"225"	"7"	"36"	"20"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"16"	"309"	"0"	"309"	"0"
"134"	"65"	"210"	"14"	"53"	"66"	"1"	"1"	"0"	"1"	"2"	"5"	"4"	"4"	"16"	"377"	"0"	"377"	"0"
"135"	"66"	"248"	"87"	"138"	"10"	"3"	"0"	"0"	"2"	"3"	"3"	"6"	"5"	"15"	"520"	"0"	"520"	"0"
"136"	"67"	"258"	"38"	"28"	"7"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"6"	"342"	"0"	"342"	"0"
"137"	"68"	"259"	"30"	"193"	"22"	"43"	"1"	"1"	"2"	"10"	"6"	"18"	"9"	"35"	"629"	"0"	"629"	"0"
"138"	"69"	"271"	"37"	"211"	"9"	"13"	"5"	"4"	"6"	"8"	"9"	"20"	"12"	"39"	"644"	"0"	"644"	"0"
"139"	"70"	"157"	"13"	"190"	"6"	"3"	"2"	"0"	"0"	"1"	"1"	"7"	"2"	"11"	"393"	"0"	"393"	"0"
"140"	"Total"	"2758"	"417"	"1739"	"239"	"261"	"22"	"13"	"26"	"43"	"48"	"80"	"66"	"233"	"5945"	"0"	"5945"	"0"
"141"	"B.F."	"8638"	"1166"	"6467"	"2610"	"732"	"141"	"72"	"83"	"137"	"138"	"285"	"188"	"841"	"21498"	"0"	"21498"	"0"
"142"	"G. Total"	"11396"	"1583"	"8206"	"2849"	"993"	"163"	"85"	"109"	"180"	"186"	"365"	"254"	"1074"	"27443"	"0"	"27443"	"0"
"143"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"Total No. of Electors in Assembly Constituency/Segment- 214322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"Name of the Assembly/segment - 113-EKMA                                                                                                                                                                                                                                            Round No - 06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"152"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"153"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"154"	"71"	"162"	"12"	"165"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"5"	"1"	"4"	"356"	"0"	"356"	"0"
"155"	"72"	"279"	"37"	"185"	"12"	"34"	"1"	"0"	"3"	"3"	"1"	"7"	"3"	"4"	"569"	"0"	"569"	"0"
"156"	"73"	"161"	"4"	"120"	"1"	"1"	"2"	"2"	"0"	"1"	"2"	"5"	"1"	"14"	"314"	"0"	"314"	"0"
"157"	"74"	"141"	"9"	"139"	"53"	"6"	"8"	"2"	"4"	"3"	"6"	"14"	"2"	"54"	"441"	"0"	"441"	"0"
"158"	"75"	"153"	"4"	"63"	"7"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"4"	"235"	"0"	"235"	"0"
"159"	"76"	"147"	"17"	"98"	"25"	"4"	"2"	"0"	"1"	"5"	"2"	"0"	"4"	"20"	"325"	"0"	"325"	"0"
"160"	"77"	"107"	"19"	"181"	"19"	"10"	"2"	"0"	"1"	"1"	"0"	"5"	"1"	"5"	"351"	"0"	"351"	"0"
"161"	"78"	"177"	"21"	"89"	"72"	"17"	"1"	"2"	"1"	"0"	"4"	"2"	"3"	"32"	"421"	"0"	"421"	"0"
"162"	"79"	"193"	"24"	"20"	"77"	"0"	"0"	"2"	"2"	"1"	"3"	"0"	"4"	"29"	"355"	"0"	"355"	"0"
"163"	"80"	"138"	"4"	"200"	"20"	"4"	"2"	"2"	"1"	"3"	"1"	"5"	"2"	"12"	"394"	"0"	"394"	"0"
"164"	"81"	"28"	"5"	"40"	"20"	"1"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"9"	"108"	"0"	"108"	"0"
"165"	"82"	"349"	"12"	"170"	"12"	"24"	"2"	"3"	"3"	"1"	"4"	"9"	"9"	"31"	"629"	"0"	"629"	"0"
"166"	"83"	"332"	"19"	"111"	"62"	"13"	"1"	"1"	"2"	"6"	"1"	"2"	"3"	"23"	"576"	"0"	"576"	"0"
"167"	"84"	"100"	"3"	"172"	"17"	"2"	"0"	"1"	"0"	"1"	"4"	"10"	"2"	"13"	"325"	"0"	"325"	"0"
"168"	"Total"	"2467"	"190"	"1753"	"397"	"119"	"25"	"17"	"19"	"27"	"29"	"66"	"36"	"254"	"5399"	"0"	"5399"	"0"
"169"	"B.F."	"11396"	"1583"	"8206"	"2849"	"993"	"163"	"85"	"109"	"180"	"186"	"365"	"254"	"1074"	"27443"	"0"	"27443"	"0"
"170"	"G. Total"	"13863"	"1773"	"9959"	"3246"	"1112"	"188"	"102"	"128"	"207"	"215"	"431"	"290"	"1328"	"32842"	"0"	"32842"	"0"
"171"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
