"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"27"	"22"	"57"	"2"	"41"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"2"	"1"	"1"	"111"
"28"	"23"	"40"	"12"	"155"	"2"	"0"	"4"	"5"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"224"
"29"	"24"	"50"	"14"	"230"	"8"	"2"	"10"	"6"	"3"	"1"	"1"	"2"	"0"	"0"	"4"	"1"	"3"	"335"
"30"	"25"	"8"	"26"	"50"	"0"	"0"	"1"	"3"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"92"
"31"	"26"	"68"	"114"	"248"	"12"	"4"	"12"	"13"	"6"	"2"	"4"	"15"	"1"	"1"	"6"	"6"	"2"	"514"
"32"	"27"	"296"	"137"	"59"	"7"	"3"	"4"	"8"	"4"	"1"	"1"	"2"	"3"	"0"	"2"	"3"	"8"	"538"
"33"	"28"	"98"	"122"	"159"	"16"	"1"	"11"	"11"	"1"	"1"	"3"	"6"	"4"	"1"	"1"	"4"	"4"	"443"
"34"	"29"	"111"	"87"	"155"	"4"	"2"	"4"	"13"	"5"	"2"	"3"	"14"	"4"	"1"	"5"	"11"	"18"	"439"
"35"	"30"	"173"	"13"	"123"	"8"	"2"	"2"	"3"	"2"	"3"	"1"	"12"	"5"	"4"	"5"	"9"	"22"	"387"
"36"	"31"	"125"	"10"	"125"	"16"	"0"	"4"	"3"	"2"	"1"	"4"	"8"	"3"	"2"	"4"	"5"	"9"	"321"
"37"	"32"	"184"	"23"	"115"	"5"	"0"	"2"	"3"	"1"	"1"	"2"	"0"	"2"	"0"	"3"	"1"	"2"	"344"
"38"	"33"	"174"	"48"	"253"	"28"	"3"	"6"	"12"	"11"	"4"	"1"	"7"	"7"	"0"	"4"	"5"	"4"	"567"
"39"	"34"	"390"	"114"	"53"	"6"	"2"	"2"	"9"	"3"	"3"	"0"	"2"	"4"	"3"	"2"	"3"	"12"	"608"
"40"	"35"	"97"	"26"	"237"	"2"	"2"	"0"	"1"	"5"	"2"	"0"	"3"	"3"	"0"	"1"	"2"	"6"	"387"
"41"	"36"	"93"	"15"	"65"	"2"	"1"	"2"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"9"	"3"	"2"	"198"
"42"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"43"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"44"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"45"	"37"	"285"	"15"	"223"	"13"	"5"	"1"	"9"	"4"	"1"	"1"	"7"	"2"	"4"	"3"	"6"	"12"	"591"
"46"	"38"	"179"	"27"	"64"	"4"	"1"	"2"	"2"	"2"	"0"	"1"	"1"	"1"	"0"	"2"	"2"	"4"	"292"
"47"	"39"	"110"	"41"	"100"	"4"	"2"	"1"	"2"	"3"	"1"	"0"	"1"	"1"	"1"	"3"	"0"	"6"	"276"
"48"	"40"	"310"	"150"	"124"	"10"	"4"	"8"	"28"	"7"	"2"	"3"	"8"	"1"	"13"	"4"	"6"	"13"	"691"
"49"	"41"	"177"	"4"	"29"	"2"	"0"	"0"	"2"	"4"	"0"	"2"	"1"	"2"	"0"	"2"	"0"	"13"	"238"
"50"	"42"	"239"	"29"	"58"	"7"	"3"	"3"	"5"	"3"	"1"	"2"	"5"	"3"	"0"	"2"	"5"	"9"	"374"
"51"	"43"	"119"	"54"	"160"	"38"	"0"	"30"	"6"	"2"	"2"	"2"	"5"	"1"	"1"	"1"	"4"	"6"	"431"
"52"	"44"	"14"	"8"	"70"	"11"	"2"	"91"	"7"	"3"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"212"
"53"	"45"	"98"	"27"	"317"	"17"	"5"	"4"	"8"	"7"	"1"	"1"	"4"	"0"	"5"	"14"	"3"	"12"	"523"
"54"	"46"	"277"	"38"	"142"	"9"	"9"	"2"	"10"	"0"	"1"	"1"	"8"	"3"	"0"	"5"	"1"	"20"	"526"
"55"	"47"	"85"	"43"	"205"	"16"	"2"	"7"	"7"	"2"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"374"
"56"	"48"	"65"	"35"	"116"	"16"	"1"	"6"	"3"	"3"	"3"	"3"	"1"	"5"	"2"	"5"	"4"	"8"	"276"
"57"	"49"	"7"	"1"	"136"	"16"	"0"	"2"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"3"	"0"	"1"	"173"
"58"	"50"	"68"	"5"	"110"	"12"	"1"	"5"	"4"	"4"	"2"	"1"	"5"	"5"	"1"	"6"	"4"	"8"	"241"
"59"	"51"	"212"	"60"	"101"	"13"	"1"	"2"	"6"	"3"	"1"	"2"	"17"	"8"	"3"	"14"	"9"	"25"	"477"
"60"	"52"	"272"	"233"	"42"	"10"	"1"	"15"	"2"	"3"	"2"	"2"	"3"	"1"	"0"	"0"	"3"	"17"	"606"
"61"	"53"	"167"	"10"	"47"	"31"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"0"	"6"	"1"	"7"	"277"
"62"	"54"	"138"	"3"	"55"	"18"	"1"	"1"	"4"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"228"
"63"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"65"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"66"	"55"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"67"	"56"	"217"	"11"	"78"	"78"	"2"	"1"	"4"	"11"	"1"	"2"	"5"	"1"	"0"	"2"	"4"	"9"	"426"
"68"	"57"	"52"	"7"	"187"	"31"	"0"	"1"	"0"	"0"	"0"	"2"	"6"	"1"	"0"	"0"	"1"	"3"	"291"
"69"	"58"	"119"	"40"	"114"	"10"	"11"	"3"	"6"	"3"	"1"	"2"	"5"	"4"	"3"	"4"	"4"	"8"	"337"
"70"	"59"	"231"	"107"	"83"	"14"	"2"	"2"	"2"	"1"	"0"	"3"	"6"	"3"	"3"	"0"	"0"	"2"	"459"
"71"	"60"	"198"	"26"	"112"	"26"	"6"	"4"	"2"	"3"	"0"	"0"	"2"	"3"	"0"	"2"	"0"	"0"	"384"
"72"	"61"	"154"	"131"	"140"	"18"	"8"	"3"	"6"	"2"	"2"	"0"	"10"	"9"	"2"	"13"	"6"	"19"	"523"
"73"	"62"	"127"	"82"	"96"	"13"	"12"	"7"	"7"	"4"	"2"	"4"	"5"	"2"	"3"	"1"	"7"	"4"	"376"
"74"	"63"	"51"	"13"	"157"	"13"	"5"	"6"	"9"	"3"	"3"	"1"	"7"	"2"	"1"	"4"	"5"	"5"	"285"
"75"	"64"	"18"	"58"	"182"	"11"	"2"	"6"	"11"	"7"	"2"	"4"	"9"	"1"	"5"	"9"	"5"	"8"	"338"
"76"	"65"	"21"	"89"	"77"	"3"	"0"	"0"	"1"	"0"	"3"	"2"	"6"	"3"	"2"	"7"	"1"	"5"	"220"
"77"	"66"	"54"	"8"	"144"	"26"	"1"	"2"	"18"	"1"	"1"	"2"	"3"	"3"	"1"	"2"	"4"	"1"	"271"
"78"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"79"	"68"	"254"	"91"	"132"	"61"	"8"	"1"	"7"	"4"	"2"	"3"	"9"	"3"	"1"	"2"	"3"	"5"	"586"
"80"	"69"	"209"	"16"	"58"	"31"	"2"	"7"	"7"	"3"	"3"	"1"	"7"	"1"	"1"	"5"	"5"	"3"	"359"
"81"	"70"	"85"	"31"	"96"	"9"	"4"	"10"	"21"	"4"	"5"	"6"	"9"	"1"	"2"	"3"	"3"	"3"	"292"
"82"	"71"	"25"	"3"	"111"	"8"	"2"	"2"	"6"	"2"	"1"	"3"	"0"	"0"	"0"	"2"	"1"	"0"	"166"
"83"	"72"	"75"	"6"	"174"	"9"	"0"	"2"	"7"	"0"	"0"	"2"	"5"	"5"	"4"	"6"	"3"	"12"	"310"
"84"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"86"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"87"	"73"	"147"	"13"	"102"	"13"	"2"	"0"	"0"	"1"	"1"	"2"	"4"	"3"	"0"	"5"	"1"	"6"	"300"
"88"	"74"	"164"	"33"	"162"	"18"	"3"	"2"	"10"	"8"	"1"	"2"	"4"	"3"	"2"	"0"	"0"	"8"	"420"
"89"	"75"	"143"	"26"	"208"	"13"	"4"	"9"	"14"	"2"	"2"	"1"	"4"	"3"	"1"	"1"	"2"	"6"	"439"
"90"	"76"	"126"	"30"	"213"	"4"	"1"	"0"	"5"	"3"	"1"	"1"	"9"	"1"	"1"	"8"	"3"	"5"	"411"
"91"	"77"	"114"	"90"	"104"	"6"	"3"	"3"	"10"	"5"	"4"	"2"	"12"	"4"	"1"	"2"	"1"	"12"	"373"
"92"	"78"	"140"	"34"	"35"	"6"	"3"	"0"	"1"	"0"	"1"	"4"	"3"	"3"	"5"	"2"	"4"	"22"	"263"
"93"	"79"	"186"	"8"	"121"	"13"	"2"	"9"	"8"	"3"	"1"	"4"	"5"	"0"	"0"	"2"	"3"	"9"	"374"
"94"	"80"	"105"	"6"	"150"	"6"	"0"	"8"	"7"	"2"	"4"	"4"	"7"	"4"	"2"	"12"	"4"	"6"	"327"
"95"	"81"	"178"	"13"	"202"	"17"	"1"	"6"	"9"	"7"	"1"	"4"	"8"	"6"	"3"	"10"	"3"	"17"	"485"
"96"	"82"	"83"	"11"	"248"	"3"	"1"	"1"	"9"	"21"	"1"	"6"	"16"	"9"	"4"	"13"	"6"	"12"	"444"
"97"	"83"	"66"	"5"	"257"	"12"	"3"	"4"	"4"	"5"	"0"	"1"	"8"	"0"	"0"	"3"	"4"	"5"	"377"
"98"	"84"	"147"	"2"	"281"	"5"	"1"	"4"	"13"	"7"	"4"	"1"	"8"	"1"	"0"	"6"	"4"	"6"	"490"
"99"	"85"	"177"	"43"	"195"	"34"	"2"	"6"	"13"	"6"	"5"	"2"	"6"	"2"	"4"	"3"	"5"	"2"	"505"
"100"	"86"	"220"	"21"	"141"	"11"	"2"	"2"	"11"	"3"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"2"	"419"
"101"	"87"	"215"	"55"	"276"	"34"	"11"	"6"	"9"	"26"	"4"	"4"	"12"	"6"	"4"	"12"	"5"	"11"	"690"
"102"	"88"	"103"	"6"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"3"	"135"
"103"	"89"	"174"	"78"	"162"	"54"	"2"	"3"	"9"	"11"	"4"	"2"	"11"	"6"	"3"	"9"	"8"	"16"	"552"
"104"	"90"	"83"	"48"	"250"	"8"	"8"	"0"	"11"	"5"	"2"	"6"	"13"	"8"	"3"	"17"	"8"	"19"	"489"
"105"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"106"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"107"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"108"	"91"	"245"	"26"	"133"	"7"	"5"	"2"	"8"	"4"	"3"	"0"	"7"	"8"	"1"	"17"	"4"	"17"	"487"
"109"	"92"	"172"	"10"	"148"	"32"	"23"	"8"	"3"	"2"	"2"	"6"	"17"	"6"	"17"	"15"	"11"	"15"	"487"
"110"	"93"	"109"	"60"	"170"	"4"	"5"	"11"	"17"	"6"	"5"	"3"	"5"	"0"	"2"	"0"	"1"	"2"	"400"
"111"	"94"	"98"	"11"	"154"	"24"	"1"	"0"	"3"	"10"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"308"
"112"	"95"	"51"	"4"	"194"	"5"	"1"	"6"	"5"	"5"	"1"	"2"	"10"	"2"	"1"	"5"	"1"	"3"	"296"
"113"	"96"	"31"	"0"	"184"	"17"	"1"	"0"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"3"	"4"	"246"
"114"	"97"	"78"	"148"	"147"	"29"	"0"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"3"	"419"
"115"	"98"	"129"	"202"	"89"	"5"	"2"	"1"	"2"	"3"	"3"	"1"	"4"	"2"	"3"	"5"	"3"	"3"	"457"
"116"	"99"	"13"	"34"	"265"	"21"	"2"	"1"	"2"	"1"	"1"	"0"	"7"	"3"	"2"	"0"	"1"	"1"	"354"
"117"	"100"	"75"	"11"	"208"	"8"	"0"	"1"	"2"	"0"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"311"
"118"	"101"	"154"	"12"	"25"	"28"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"231"
"119"	"102"	"55"	"65"	"36"	"60"	"2"	"4"	"3"	"0"	"4"	"0"	"1"	"2"	"1"	"1"	"1"	"3"	"238"
"120"	"103"	"99"	"38"	"85"	"40"	"2"	"1"	"6"	"1"	"3"	"4"	"3"	"1"	"1"	"0"	"2"	"2"	"288"
"121"	"104"	"78"	"3"	"108"	"11"	"3"	"0"	"5"	"1"	"0"	"3"	"4"	"4"	"0"	"4"	"2"	"4"	"230"
"122"	"105"	"93"	"4"	"72"	"90"	"5"	"2"	"5"	"0"	"0"	"0"	"1"	"3"	"1"	"2"	"2"	"0"	"280"
"123"	"106"	"104"	"6"	"65"	"6"	"1"	"2"	"1"	"0"	"0"	"0"	"3"	"3"	"3"	"6"	"2"	"9"	"211"
"124"	"107"	"107"	"7"	"134"	"5"	"3"	"2"	"11"	"6"	"4"	"1"	"8"	"1"	"3"	"7"	"2"	"8"	"309"
"125"	"108"	"42"	"2"	"32"	"1"	"0"	"2"	"4"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"90"
"126"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"127"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"128"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"129"	"109"	"89"	"15"	"124"	"12"	"2"	"4"	"7"	"3"	"2"	"1"	"15"	"6"	"7"	"16"	"11"	"16"	"330"
"130"	"110"	"144"	"16"	"133"	"15"	"2"	"2"	"11"	"5"	"2"	"0"	"5"	"3"	"1"	"7"	"4"	"7"	"357"
"131"	"111"	"100"	"43"	"204"	"12"	"4"	"4"	"10"	"7"	"0"	"4"	"16"	"2"	"4"	"8"	"8"	"23"	"449"
"132"	"112"	"58"	"9"	"160"	"14"	"1"	"3"	"2"	"4"	"2"	"2"	"16"	"3"	"4"	"12"	"7"	"12"	"309"
"133"	"113"	"96"	"90"	"252"	"8"	"2"	"1"	"9"	"4"	"3"	"2"	"8"	"1"	"3"	"5"	"7"	"6"	"497"
"134"	"114"	"46"	"5"	"223"	"8"	"4"	"2"	"5"	"0"	"1"	"1"	"2"	"1"	"1"	"4"	"0"	"0"	"303"
"135"	"115"	"102"	"9"	"182"	"14"	"1"	"1"	"1"	"0"	"0"	"0"	"4"	"1"	"2"	"1"	"1"	"2"	"321"
"136"	"116"	"240"	"59"	"172"	"17"	"3"	"1"	"14"	"6"	"3"	"4"	"10"	"3"	"0"	"4"	"6"	"6"	"548"
"137"	"117"	"159"	"28"	"196"	"11"	"6"	"3"	"16"	"10"	"2"	"2"	"6"	"4"	"3"	"6"	"2"	"4"	"458"
"138"	"118"	"165"	"102"	"179"	"9"	"6"	"11"	"21"	"17"	"7"	"6"	"16"	"8"	"7"	"11"	"9"	"28"	"602"
"139"	"119"	"51"	"31"	"123"	"6"	"1"	"1"	"5"	"1"	"0"	"1"	"5"	"1"	"1"	"1"	"3"	"1"	"232"
"140"	"120"	"18"	"9"	"234"	"5"	"1"	"3"	"8"	"3"	"2"	"2"	"10"	"0"	"0"	"2"	"2"	"3"	"302"
"141"	"121"	"166"	"48"	"91"	"5"	"6"	"5"	"18"	"5"	"3"	"4"	"12"	"1"	"1"	"1"	"3"	"13"	"382"
"142"	"122"	"85"	"45"	"350"	"15"	"4"	"10"	"21"	"10"	"5"	"4"	"9"	"2"	"3"	"11"	"6"	"9"	"589"
"143"	"123"	"56"	"34"	"238"	"14"	"6"	"8"	"27"	"5"	"4"	"1"	"8"	"2"	"3"	"5"	"5"	"6"	"422"
"144"	"124"	"34"	"8"	"81"	"2"	"3"	"2"	"7"	"4"	"3"	"7"	"2"	"0"	"2"	"0"	"2"	"2"	"159"
"145"	"125"	"36"	"23"	"255"	"17"	"8"	"10"	"12"	"5"	"4"	"2"	"15"	"1"	"0"	"2"	"3"	"4"	"397"
"146"	"126"	"116"	"133"	"238"	"16"	"1"	"2"	"13"	"8"	"3"	"3"	"10"	"4"	"5"	"10"	"5"	"8"	"575"
"147"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"149"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"150"	"127"	"135"	"30"	"91"	"5"	"2"	"2"	"2"	"1"	"2"	"3"	"7"	"2"	"3"	"5"	"4"	"4"	"298"
"151"	"128"	"85"	"23"	"176"	"7"	"4"	"1"	"1"	"1"	"2"	"1"	"7"	"1"	"2"	"12"	"9"	"7"	"339"
"152"	"129"	"43"	"31"	"302"	"27"	"5"	"7"	"9"	"9"	"3"	"6"	"24"	"4"	"2"	"11"	"10"	"18"	"511"
"153"	"130"	"116"	"23"	"130"	"25"	"4"	"1"	"5"	"14"	"9"	"8"	"10"	"5"	"2"	"12"	"4"	"7"	"375"
"154"	"131"	"92"	"6"	"139"	"26"	"3"	"1"	"6"	"7"	"3"	"0"	"6"	"4"	"2"	"9"	"6"	"6"	"316"
"155"	"132"	"84"	"19"	"49"	"3"	"2"	"3"	"2"	"1"	"0"	"0"	"5"	"3"	"3"	"3"	"7"	"7"	"191"
"156"	"133"	"125"	"58"	"228"	"19"	"3"	"6"	"3"	"0"	"0"	"3"	"10"	"10"	"5"	"4"	"5"	"3"	"482"
"157"	"134"	"91"	"16"	"270"	"10"	"2"	"1"	"7"	"11"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"3"	"415"
"158"	"135"	"186"	"31"	"232"	"10"	"4"	"6"	"9"	"29"	"1"	"0"	"10"	"7"	"2"	"4"	"4"	"3"	"538"
"159"	"136"	"153"	"11"	"105"	"8"	"2"	"3"	"21"	"3"	"4"	"4"	"13"	"11"	"6"	"11"	"10"	"14"	"379"
"160"	"137"	"191"	"36"	"107"	"14"	"5"	"4"	"7"	"5"	"2"	"9"	"9"	"7"	"7"	"20"	"10"	"23"	"456"
"161"	"138"	"76"	"43"	"72"	"7"	"1"	"1"	"2"	"4"	"0"	"1"	"4"	"0"	"0"	"1"	"2"	"2"	"216"
"162"	"139"	"143"	"60"	"114"	"9"	"6"	"1"	"7"	"24"	"5"	"1"	"7"	"2"	"0"	"0"	"2"	"4"	"385"
"163"	"140"	"82"	"2"	"242"	"16"	"1"	"2"	"5"	"6"	"1"	"1"	"9"	"2"	"1"	"2"	"6"	"11"	"389"
"164"	"141"	"107"	"12"	"259"	"14"	"15"	"6"	"9"	"24"	"2"	"1"	"10"	"3"	"6"	"9"	"10"	"10"	"497"
"165"	"142"	"149"	"11"	"208"	"18"	"2"	"7"	"8"	"3"	"2"	"1"	"8"	"4"	"1"	"4"	"2"	"7"	"435"
