"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"
"54"	"36"	"116"	"104"	"166"	"54"	"19"	"6"	"10"	"13"	"24"	"512"	"-"	"512"	"-"
"55"	"37"	"89"	"57"	"73"	"31"	"8"	"8"	"105"	"27"	"29"	"427"	"-"	"427"	"-"
"56"	"37A"	"31"	"68"	"104"	"41"	"9"	"9"	"190"	"11"	"13"	"476"	"-"	"476"	"-"
"57"	"38"	"34"	"110"	"194"	"118"	"23"	"4"	"7"	"7"	"26"	"523"	"-"	"523"	"-"
"58"	"39"	"87"	"66"	"302"	"104"	"12"	"5"	"20"	"14"	"18"	"628"	"-"	"628"	"-"
"59"	"40"	"27"	"93"	"297"	"95"	"25"	"7"	"29"	"17"	"35"	"625"	"-"	"625"	"-"
"60"	"41"	"113"	"91"	"100"	"94"	"17"	"9"	"6"	"12"	"11"	"453"	"-"	"453"	"-"
"61"	"42"	"139"	"68"	"132"	"70"	"8"	"7"	"15"	"11"	"22"	"472"	"-"	"472"	"-"
"62"	"43"	"128"	"41"	"204"	"86"	"8"	"1"	"21"	"9"	"11"	"509"	"-"	"509"	"-"
"63"	"44"	"47"	"11"	"93"	"83"	"15"	"12"	"177"	"15"	"13"	"466"	"-"	"466"	"-"
"64"	"45"	"46"	"17"	"72"	"81"	"8"	"2"	"97"	"4"	"40"	"367"	"-"	"367"	"-"
"65"	"46"	"231"	"24"	"37"	"3"	"8"	"3"	"33"	"4"	"0"	"343"	"-"	"343"	"-"
"66"	"47"	"193"	"25"	"38"	"10"	"5"	"0"	"35"	"4"	"3"	"313"	"-"	"313"	"-"
"67"	"48"	"88"	"82"	"107"	"47"	"14"	"12"	"272"	"19"	"28"	"669"	"-"	"669"	"-"
"68"	"49"	"61"	"71"	"46"	"47"	"6"	"7"	"326"	"6"	"2"	"572"	"-"	"572"	"-"
"69"	"50"	"71"	"110"	"43"	"49"	"21"	"4"	"29"	"5"	"7"	"339"	"-"	"339"	"-"
"70"	"50A"	"28"	"7"	"230"	"22"	"5"	"5"	"104"	"4"	"7"	"412"	"-"	"412"	"-"
"71"	"51"	"128"	"29"	"111"	"6"	"5"	"3"	"110"	"1"	"7"	"400"	"-"	"400"	"-"
"72"	"52"	"76"	"37"	"386"	"26"	"10"	"6"	"119"	"6"	"11"	"677"	"-"	"677"	"-"
"73"	"53"	"157"	"4"	"221"	"12"	"0"	"2"	"10"	"8"	"7"	"421"	"-"	"421"	"-"
"74"	"54"	"109"	"76"	"259"	"18"	"14"	"3"	"7"	"5"	"3"	"494"	"-"	"494"	"-"
"75"	"55"	"46"	"28"	"384"	"11"	"14"	"10"	"165"	"6"	"24"	"688"	"-"	"688"	"-"
"76"	"56"	"130"	"72"	"216"	"40"	"14"	"4"	"24"	"5"	"30"	"535"	"-"	"535"	"-"
"77"	"57"	"28"	"39"	"224"	"22"	"5"	"5"	"11"	"4"	"8"	"346"	"-"	"346"	"-"
"78"	"58"	"24"	"58"	"176"	"24"	"16"	"4"	"14"	"16"	"10"	"342"	"-"	"342"	"-"
"79"	"59"	"118"	"64"	"59"	"211"	"12"	"6"	"42"	"17"	"11"	"540"	"-"	"540"	"-"
"80"	"60"	"64"	"13"	"297"	"41"	"1"	"4"	"15"	"4"	"3"	"442"	"-"	"442"	"-"
"81"	"61"	"83"	"81"	"99"	"35"	"13"	"7"	"174"	"8"	"17"	"517"	"-"	"517"	"-"
"82"	"62"	"253"	"48"	"133"	"37"	"11"	"6"	"64"	"9"	"10"	"571"	"-"	"571"	"-"
"83"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"84"	""	"Amzad Hussain Anwar"	"Mahendra Singh Yadav"	"Dr. Ram Chandra Purvey"	"Ram Naresh Prasad Yadav"	"Moimuddin Ansari"	"Jagdish Mahto"	"Ram Jeewan Prasad"	"Vidhan Chand Rai"	"Sarfuddin Ahmad"	""	""	""	""
"85"	"63"	"41"	"32"	"359"	"23"	"7"	"4"	"28"	"3"	"4"	"501"	"-"	"501"	"-"
"86"	"64"	"334"	"15"	"89"	"7"	"1"	"1"	"6"	"2"	"3"	"458"	"-"	"458"	"-"
"87"	"65"	"115"	"10"	"178"	"64"	"6"	"4"	"20"	"3"	"13"	"413"	"-"	"413"	"-"
"88"	"66"	"51"	"16"	"214"	"71"	"7"	"4"	"9"	"3"	"8"	"383"	"-"	"383"	"-"
"89"	"67"	"25"	"7"	"139"	"6"	"1"	"1"	"11"	"4"	"7"	"201"	"-"	"201"	"-"
"90"	"68"	"177"	"10"	"370"	"120"	"4"	"2"	"18"	"7"	"6"	"714"	"-"	"714"	"-"
"91"	"69"	"184"	"2"	"204"	"1"	"0"	"0"	"0"	"0"	"0"	"391"	"-"	"391"	"-"
"92"	"70"	"195"	"16"	"156"	"67"	"6"	"3"	"56"	"7"	"3"	"509"	"-"	"509"	"-"
"93"	"71"	"290"	"27"	"196"	"22"	"7"	"5"	"55"	"6"	"5"	"613"	"-"	"613"	"-"
"94"	"72"	"205"	"5"	"120"	"190"	"3"	"4"	"13"	"5"	"9"	"554"	"-"	"554"	"-"
"95"	"72A"	"136"	"4"	"85"	"31"	"4"	"0"	"5"	"1"	"9"	"275"	"-"	"275"	"-"
"96"	"73"	"14"	"6"	"467"	"88"	"2"	"2"	"24"	"6"	"16"	"625"	"-"	"625"	"-"
"97"	"74"	"89"	"5"	"487"	"139"	"8"	"5"	"13"	"6"	"12"	"764"	"-"	"764"	"-"
"98"	"75"	"84"	"11"	"297"	"46"	"2"	"1"	"3"	"5"	"10"	"459"	"-"	"459"	"-"
"99"	"75A"	"132"	"61"	"101"	"57"	"6"	"2"	"15"	"2"	"9"	"385"	"-"	"385"	"-"
"100"	"76"	"60"	"22"	"443"	"44"	"6"	"5"	"37"	"12"	"25"	"654"	"-"	"654"	"-"
"101"	"77"	"192"	"11"	"88"	"26"	"7"	"3"	"5"	"1"	"17"	"350"	"-"	"350"	"-"
"102"	"77A"	"68"	"3"	"59"	"91"	"1"	"1"	"7"	"1"	"5"	"236"	"-"	"236"	"-"
"103"	"78"	"89"	"92"	"216"	"109"	"7"	"1"	"5"	"4"	"1"	"524"	"-"	"524"	"-"
"104"	"79"	"46"	"73"	"248"	"96"	"20"	"11"	"37"	"16"	"36"	"583"	"-"	"583"	"-"
"105"	"80"	"69"	"240"	"126"	"50"	"27"	"6"	"33"	"17"	"17"	"585"	"-"	"585"	"-"
"106"	"81"	"20"	"210"	"225"	"48"	"19"	"4"	"9"	"11"	"7"	"553"	"-"	"553"	"-"
"107"	"82"	"1"	"6"	"436"	"10"	"2"	"0"	"2"	"0"	"4"	"461"	"-"	"461"	"-"
"108"	"83"	"108"	"53"	"175"	"67"	"9"	"7"	"26"	"4"	"13"	"462"	"-"	"462"	"-"
"109"	"84"	"114"	"59"	"89"	"100"	"5"	"4"	"17"	"1"	"4"	"393"	"-"	"393"	"-"
"110"	"85"	"238"	"20"	"76"	"15"	"10"	"10"	"226"	"11"	"19"	"625"	"-"	"625"	"-"
"111"	"86"	"45"	"30"	"364"	"33"	"5"	"3"	"25"	"8"	"12"	"525"	"-"	"525"	"-"
"112"	"87"	"7"	"114"	"93"	"59"	"13"	"2"	"7"	"12"	"8"	"315"	"-"	"315"	"-"
"113"	"88"	"76"	"94"	"239"	"17"	"11"	"4"	"11"	"8"	"13"	"473"	"-"	"473"	"-"
"114"	"89"	"347"	"20"	"14"	"15"	"5"	"1"	"11"	"3"	"5"	"421"	"-"	"421"	"-"
"115"	"90"	"15"	"280"	"45"	"23"	"18"	"6"	"74"	"12"	"12"	"485"	"-"	"485"	"-"
"116"	"91"	"87"	"22"	"73"	"78"	"4"	"7"	"234"	"10"	"20"	"535"	"-"	"535"	"-"
"117"	"92"	"109"	"20"	"78"	"28"	"8"	"6"	"298"	"22"	"23"	"592"	"-"	"592"	"-"
"118"	"93"	"23"	"129"	"51"	"22"	"29"	"16"	"218"	"22"	"15"	"525"	"-"	"525"	"-"
"119"	"94"	"17"	"8"	"95"	"24"	"4"	"5"	"111"	"8"	"18"	"290"	"-"	"290"	"-"
"120"	"94A"	"8"	"4"	"188"	"8"	"3"	"6"	"124"	"7"	"22"	"370"	"-"	"370"	"-"
"121"	"95"	"12"	"55"	"304"	"26"	"5"	"2"	"6"	"8"	"5"	"423"	"-"	"423"	"-"
"122"	"96"	"76"	"65"	"230"	"52"	"15"	"5"	"106"	"15"	"13"	"577"	"-"	"577"	"-"
"123"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"124"	""	"Amzad Hussain Anwar"	"Mahendra Singh Yadav"	"Dr. Ram Chandra Purvey"	"Ram Naresh Prasad Yadav"	"Moimuddin Ansari"	"Jagdish Mahto"	"Ram Jeewan Prasad"	"Vidhan Chand Rai"	"Sarfuddin Ahmad"	""	""	""	""
"125"	"97"	"32"	"210"	"83"	"139"	"18"	"6"	"32"	"13"	"24"	"557"	"-"	"557"	"-"
"126"	"98"	"17"	"330"	"61"	"42"	"4"	"0"	"7"	"2"	"3"	"466"	"-"	"466"	"-"
"127"	"99"	"13"	"233"	"79"	"10"	"5"	"2"	"7"	"12"	"16"	"377"	"-"	"377"	"-"
"128"	"100"	"125"	"66"	"39"	"30"	"6"	"5"	"5"	"3"	"4"	"283"	"-"	"283"	"-"
"129"	"100A"	"38"	"38"	"74"	"7"	"9"	"6"	"126"	"7"	"9"	"314"	"-"	"314"	"-"
"130"	"101"	"171"	"71"	"33"	"75"	"15"	"6"	"26"	"11"	"19"	"427"	"-"	"427"	"-"
"131"	"102"	"71"	"34"	"159"	"173"	"25"	"11"	"21"	"10"	"19"	"523"	"-"	"523"	"-"
"132"	"103"	"61"	"149"	"128"	"10"	"18"	"11"	"208"	"22"	"28"	"635"	"-"	"635"	"-"
"133"	"104"	"78"	"38"	"174"	"76"	"10"	"6"	"14"	"12"	"18"	"426"	"-"	"426"	"-"
"134"	"104A"	"174"	"19"	"151"	"36"	"6"	"4"	"14"	"8"	"17"	"429"	"-"	"429"	"-"
"135"	"105"	"193"	"9"	"60"	"154"	"11"	"2"	"8"	"4"	"14"	"455"	"-"	"455"	"-"
"136"	"106"	"62"	"25"	"41"	"185"	"7"	"3"	"36"	"2"	"8"	"369"	"-"	"369"	"-"
"137"	"107"	"19"	"21"	"134"	"125"	"5"	"6"	"15"	"8"	"18"	"351"	"-"	"351"	"-"
"138"	"108"	"166"	"10"	"50"	"26"	"3"	"0"	"5"	"7"	"7"	"274"	"-"	"274"	"-"
"139"	"108A"	"109"	"19"	"62"	"83"	"6"	"1"	"5"	"1"	"9"	"295"	"-"	"295"	"-"
"140"	"109"	"17"	"187"	"27"	"8"	"9"	"7"	"8"	"8"	"12"	"283"	"-"	"283"	"-"
"141"	"110"	"155"	"53"	"105"	"45"	"5"	"6"	"8"	"6"	"17"	"400"	"-"	"400"	"-"
"142"	"111"	"33"	"82"	"166"	"145"	"20"	"9"	"10"	"10"	"27"	"502"	"-"	"502"	"-"
"143"	"112"	"80"	"61"	"68"	"166"	"16"	"5"	"13"	"17"	"32"	"458"	"-"	"458"	"-"
"144"	"113"	"41"	"54"	"181"	"77"	"14"	"7"	"41"	"18"	"28"	"461"	"-"	"461"	"-"
"145"	"114"	"79"	"11"	"215"	"118"	"7"	"7"	"220"	"11"	"17"	"685"	"-"	"685"	"-"
"146"	"115"	"69"	"8"	"194"	"42"	"3"	"3"	"44"	"9"	"29"	"401"	"-"	"401"	"-"
"147"	"116"	"41"	"6"	"259"	"19"	"3"	"4"	"34"	"6"	"9"	"381"	"-"	"381"	"-"
"148"	"117"	"241"	"6"	"69"	"7"	"1"	"0"	"1"	"2"	"3"	"330"	"-"	"330"	"-"
"149"	"118"	"115"	"13"	"218"	"12"	"2"	"3"	"4"	"4"	"13"	"384"	"-"	"384"	"-"
"150"	"119"	"51"	"100"	"383"	"120"	"27"	"10"	"32"	"21"	"30"	"774"	"-"	"774"	"-"
"151"	"120"	"212"	"53"	"165"	"44"	"12"	"7"	"35"	"11"	"9"	"548"	"-"	"548"	"-"
"152"	"121"	"128"	"56"	"178"	"20"	"7"	"5"	"9"	"2"	"5"	"410"	"-"	"410"	"-"
"153"	"122"	"71"	"55"	"232"	"28"	"3"	"3"	"8"	"7"	"7"	"414"	"-"	"414"	"-"
"154"	"122A"	"72"	"32"	"229"	"28"	"10"	"1"	"10"	"5"	"1"	"388"	"-"	"388"	"-"
"155"	"123"	"22"	"313"	"116"	"50"	"19"	"3"	"6"	"4"	"6"	"539"	"-"	"539"	"-"
"156"	"124"	"104"	"16"	"222"	"157"	"4"	"5"	"4"	"2"	"8"	"522"	"-"	"522"	"-"
"157"	"125"	"223"	"33"	"27"	"8"	"6"	"4"	"0"	"4"	"5"	"310"	"-"	"310"	"-"
"158"	"125A"	"53"	"64"	"165"	"44"	"21"	"2"	"7"	"9"	"13"	"378"	"-"	"378"	"-"
"159"	"126"	"142"	"39"	"140"	"52"	"1"	"3"	"21"	"7"	"16"	"421"	"-"	"421"	"-"
"160"	"127"	"65"	"81"	"62"	"34"	"11"	"2"	"3"	"0"	"3"	"261"	"-"	"261"	"-"
"161"	"128"	"146"	"120"	"216"	"107"	"19"	"4"	"33"	"13"	"18"	"676"	"-"	"676"	"-"
"162"	"129"	"52"	"20"	"336"	"58"	"7"	"4"	"60"	"7"	"12"	"556"	"-"	"556"	"-"
"163"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"164"	""	"Amzad Hussain Anwar"	"Mahendra Singh Yadav"	"Dr. Ram Chandra Purvey"	"Ram Naresh Prasad Yadav"	"Moimuddin Ansari"	"Jagdish Mahto"	"Ram Jeewan Prasad"	"Vidhan Chand Rai"	"Sarfuddin Ahmad"	""	""	""	""
"165"	"130"	"42"	"28"	"395"	"45"	"4"	"2"	"47"	"2"	"4"	"569"	"-"	"569"	"-"
"166"	"131"	"20"	"10"	"275"	"24"	"2"	"4"	"12"	"6"	"13"	"366"	"-"	"366"	"-"
"167"	"131A"	"16"	"9"	"299"	"36"	"3"	"1"	"6"	"3"	"3"	"376"	"-"	"376"	"-"
"168"	"132"	"18"	"11"	"573"	"22"	"5"	"0"	"20"	"2"	"6"	"657"	"-"	"657"	"-"
"169"	"133"	"3"	"6"	"286"	"9"	"4"	"1"	"3"	"5"	"3"	"320"	"-"	"320"	"-"
"170"	"134"	"302"	"13"	"79"	"0"	"1"	"0"	"3"	"3"	"8"	"409"	"-"	"409"	"-"
"171"	"135"	"279"	"11"	"85"	"2"	"0"	"5"	"11"	"4"	"4"	"401"	"-"	"401"	"-"
"172"	"136"	"176"	"53"	"113"	"24"	"15"	"3"	"8"	"7"	"16"	"415"	"-"	"415"	"-"
"173"	"137"	"247"	"34"	"13"	"45"	"6"	"2"	"3"	"7"	"7"	"364"	"-"	"364"	"-"
"174"	"138"	"217"	"26"	"37"	"11"	"4"	"1"	"3"	"6"	"6"	"311"	"-"	"311"	"-"
"175"	"139"	"76"	"72"	"137"	"68"	"8"	"2"	"6"	"6"	"8"	"383"	"-"	"383"	"-"
"176"	"140"	"89"	"52"	"153"	"10"	"8"	"4"	"2"	"3"	"4"	"325"	"-"	"325"	"-"
"177"	"141"	"47"	"5"	"75"	"48"	"4"	"1"	"3"	"2"	"7"	"192"	"-"	"192"	"-"
"178"	"142"	"33"	"25"	"57"	"75"	"7"	"3"	"14"	"7"	"16"	"237"	"-"	"237"	"-"
"179"	"142A"	"92"	"6"	"41"	"59"	"4"	"1"	"137"	"0"	"5"	"345"	"-"	"345"	"-"
"180"	"143"	"66"	"22"	"115"	"175"	"6"	"4"	"69"	"6"	"15"	"478"	"-"	"478"	"-"
"181"	"144"	"50"	"23"	"175"	"146"	"9"	"6"	"35"	"16"	"16"	"476"	"-"	"476"	"-"
"182"	"145"	"2"	"100"	"54"	"23"	"6"	"1"	"8"	"1"	"2"	"197"	"-"	"197"	"-"
"183"	"146"	"105"	"1"	"55"	"9"	"3"	"0"	"1"	"1"	"3"	"178"	"-"	"178"	"-"
"184"	"146A"	"157"	"39"	"58"	"14"	"4"	"1"	"2"	"6"	"8"	"289"	"-"	"289"	"-"
"185"	"147"	"194"	"5"	"56"	"17"	"1"	"3"	"5"	"5"	"5"	"291"	"-"	"291"	"-"
"186"	"147A"	"73"	"10"	"47"	"55"	"8"	"1"	"7"	"8"	"9"	"218"	"-"	"218"	"-"
"187"	"148"	"313"	"15"	"49"	"16"	"5"	"2"	"3"	"5"	"17"	"425"	"-"	"425"	"-"
"188"	"149"	"339"	"10"	"37"	"2"	"0"	"2"	"6"	"4"	"9"	"409"	"-"	"409"	"-"
"189"	"150"	"94"	"46"	"195"	"41"	"6"	"1"	"7"	"7"	"8"	"405"	"-"	"405"	"-"
"190"	"151"	"18"	"74"	"129"	"33"	"7"	"2"	"68"	"14"	"17"	"362"	"-"	"362"	"-"
"191"	"152"	"12"	"37"	"76"	"69"	"16"	"2"	"48"	"15"	"20"	"295"	"-"	"295"	"-"
"192"	"153"	"154"	"16"	"155"	"24"	"4"	"6"	"176"	"8"	"15"	"558"	"-"	"558"	"-"
"193"	"154"	"72"	"19"	"173"	"55"	"3"	"2"	"64"	"1"	"12"	"401"	"-"	"401"	"-"
"194"	"154A"	"14"	"53"	"208"	"29"	"7"	"2"	"82"	"6"	"15"	"416"	"-"	"416"	"-"
"195"	"155"	"260"	"4"	"5"	"21"	"1"	"0"	"2"	"0"	"1"	"294"	"-"	"294"	"-"
"196"	"156"	"256"	"5"	"13"	"2"	"1"	"0"	"1"	"1"	"0"	"279"	"-"	"279"	"-"
"197"	"157"	"185"	"18"	"57"	"71"	"1"	"0"	"5"	"3"	"4"	"344"	"-"	"344"	"-"
"198"	"158"	"177"	"19"	"64"	"51"	"5"	"1"	"2"	"2"	"2"	"323"	"-"	"323"	"-"
"199"	"159"	"275"	"12"	"32"	"11"	"1"	"1"	"4"	"1"	"4"	"341"	"-"	"341"	"-"
"200"	"160"	"279"	"14"	"39"	"109"	"3"	"3"	"1"	"3"	"5"	"456"	"-"	"456"	"-"
"201"	"161"	"38"	"79"	"114"	"89"	"31"	"4"	"19"	"11"	"25"	"410"	"-"	"410"	"-"
"202"	"162"	"158"	"150"	"101"	"78"	"8"	"2"	"8"	"2"	"11"	"518"	"-"	"518"	"-"
"203"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"204"	""	"Amzad Hussain Anwar"	"Mahendra Singh Yadav"	"Dr. Ram Chandra Purvey"	"Ram Naresh Prasad Yadav"	"Moimuddin Ansari"	"Jagdish Mahto"	"Ram Jeewan Prasad"	"Vidhan Chand Rai"	"Sarfuddin Ahmad"	""	""	""	""
"205"	"163"	"59"	"89"	"341"	"18"	"10"	"1"	"6"	"1"	"8"	"533"	"-"	"533"	"-"
"206"	"164"	"99"	"2"	"234"	"8"	"2"	"1"	"3"	"1"	"4"	"354"	"-"	"354"	"-"
"207"	"165"	"340"	"14"	"6"	"1"	"1"	"1"	"0"	"0"	"2"	"365"	"-"	"365"	"-"
"208"	"166"	"346"	"79"	"76"	"62"	"5"	"4"	"19"	"7"	"5"	"603"	"-"	"603"	"-"
"209"	"167"	"14"	"12"	"129"	"233"	"5"	"2"	"4"	"0"	"2"	"401"	"-"	"401"	"-"
"210"	"168"	"143"	"11"	"54"	"85"	"9"	"3"	"1"	"2"	"3"	"311"	"-"	"311"	"-"
"211"	"169"	"136"	"25"	"182"	"121"	"18"	"2"	"5"	"4"	"8"	"501"	"-"	"501"	"-"
"212"	"170"	"89"	"131"	"262"	"98"	"11"	"7"	"30"	"14"	"17"	"659"	"-"	"659"	"-"
"213"	"171"	"39"	"32"	"262"	"15"	"8"	"0"	"1"	"3"	"4"	"364"	"-"	"364"	"-"
"214"	"172"	"12"	"1"	"65"	"100"	"7"	"4"	"1"	"1"	"3"	"194"	"-"	"194"	"-"
"215"	"173"	"30"	"19"	"328"	"52"	"2"	"2"	"5"	"7"	"5"	"450"	"-"	"450"	"-"
"216"	"174"	"21"	"35"	"128"	"149"	"9"	"9"	"2"	"2"	"3"	"358"	"-"	"358"	"-"
"217"	"174A"	"62"	"40"	"202"	"86"	"16"	"6"	"9"	"9"	"35"	"465"	"-"	"465"	"-"
