"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"
"47"	"33"	"80"	"14"	"367"	"142"	"14"	"22"	"639"	""	"639"	""
"48"	"34"	"68"	"18"	"241"	"112"	"20"	"27"	"486"	""	"486"	""
"49"	"35"	"189"	"11"	"269"	"50"	"6"	"19"	"544"	""	"544"	""
"50"	"36"	"160"	"13"	"278"	"52"	"10"	"7"	"520"	""	"520"	""
"51"	"37"	"265"	"5"	"95"	"29"	"6"	"4"	"404"	""	"404"	""
"52"	"38"	"83"	"2"	"92"	"26"	"4"	"5"	"212"	""	"212"	""
"53"	"39"	"118"	"27"	"274"	"123"	"18"	"40"	"600"	""	"600"	""
"54"	"40"	"72"	"12"	"234"	"77"	"20"	"17"	"432"	""	"432"	""
"55"	"PS NO."	"ASHOK KUMAR SINGH"	"JITENDRA YADAV"	"MAHESHWA R PASAD YADAV"	"VAKIL SAHNI"	"SHIV SHANKAR RAI"	"SONELAL RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"
"56"	"41"	"42"	"12"	"289"	"58"	"34"	"20"	"455"	""	"455"	""
"57"	"42"	"169"	"15"	"292"	"83"	"15"	"19"	"593"	""	"593"	""
"58"	"43"	"254"	"5"	"65"	"27"	"2"	"5"	"358"	""	"358"	""
"59"	"43A"	"247"	"4"	"41"	"14"	"3"	"10"	"319"	""	"319"	""
"60"	"44"	"164"	"19"	"204"	"67"	"10"	"15"	"479"	""	"479"	""
"61"	"45"	"176"	"10"	"205"	"26"	"11"	"21"	"449"	""	"449"	""
"62"	"46"	"128"	"10"	"164"	"87"	"17"	"25"	"431"	""	"431"	""
"63"	"47"	"138"	"10"	"111"	"98"	"8"	"13"	"378"	""	"378"	""
"64"	"48"	"101"	"20"	"103"	"77"	"16"	"33"	"350"	""	"350"	""
"65"	"49"	"101"	"12"	"171"	"40"	"4"	"11"	"339"	""	"339"	""
"66"	"50"	"91"	"5"	"106"	"97"	"10"	"11"	"320"	""	"320"	""
"67"	"51"	"50"	"4"	"117"	"28"	"7"	"6"	"212"	""	"212"	""
"68"	"52"	"162"	"5"	"232"	"15"	"1"	"1"	"416"	""	"416"	""
"69"	"53"	"61"	"12"	"238"	"47"	"6"	"8"	"372"	""	"372"	""
"70"	"54"	"29"	"7"	"233"	"28"	"3"	"7"	"307"	""	"307"	""
"71"	"55"	"200"	"12"	"186"	"29"	"6"	"19"	"452"	""	"452"	""
"72"	"56"	"127"	"11"	"192"	"23"	"6"	"14"	"373"	""	"373"	""
"73"	"57"	"390"	"10"	"82"	"52"	"12"	"30"	"576"	""	"576"	""
"74"	"58"	"15"	"3"	"130"	"27"	"5"	"2"	"182"	""	"182"	""
"75"	"59"	"106"	"7"	"94"	"13"	"5"	"8"	"233"	""	"233"	""
"76"	"60"	"234"	"1"	"23"	"1"	"2"	"2"	"263"	""	"263"	""
"77"	"61"	"165"	"7"	"197"	"17"	"7"	"14"	"407"	""	"407"	""
"78"	"62"	"224"	"8"	"56"	"41"	"7"	"12"	"348"	""	"348"	""
"79"	"63"	"49"	"10"	"356"	"21"	"15"	"7"	"458"	""	"458"	""
"80"	"64"	"178"	"9"	"184"	"132"	"11"	"15"	"529"	""	"529"	""
"81"	"65"	"63"	"11"	"124"	"45"	"8"	"5"	"256"	""	"256"	""
"82"	"66"	"223"	"7"	"152"	"118"	"11"	"9"	"520"	""	"520"	""
"83"	"67"	"175"	"5"	"110"	"20"	"1"	"6"	"317"	""	"317"	""
"84"	"68"	"315"	"1"	"5"	"20"	"1"	"0"	"342"	""	"342"	""
"85"	"69"	"115"	"6"	"102"	"88"	"7"	"15"	"333"	""	"333"	""
"86"	"70"	"201"	"11"	"83"	"20"	"12"	"20"	"347"	""	"347"	""
"87"	"71"	"275"	"16"	"110"	"102"	"7"	"15"	"525"	""	"525"	""
"88"	"72"	"312"	"9"	"143"	"13"	"3"	"21"	"501"	""	"501"	""
"89"	"73"	"136"	"7"	"247"	"13"	"8"	"19"	"430"	""	"430"	""
"90"	"74"	"237"	"15"	"116"	"174"	"14"	"18"	"574"	""	"574"	""
"91"	"75"	"24"	"5"	"122"	"68"	"5"	"8"	"232"	""	"232"	""
"92"	"76"	"179"	"9"	"100"	"187"	"21"	"35"	"531"	""	"531"	""
"93"	"77"	"19"	"3"	"96"	"69"	"8"	"6"	"201"	""	"201"	""
"94"	"78"	"37"	"0"	"237"	"102"	"16"	"10"	"402"	""	"402"	""
"95"	"79"	"344"	"8"	"136"	"30"	"8"	"18"	"544"	""	"544"	""
"96"	"80"	"169"	"13"	"255"	"84"	"23"	"22"	"566"	""	"566"	""
"97"	"81"	"188"	"7"	"159"	"11"	"7"	"16"	"388"	""	"388"	""
"98"	"82"	"367"	"6"	"166"	"15"	"4"	"4"	"562"	""	"562"	""
"99"	"83"	"153"	"15"	"278"	"161"	"18"	"25"	"650"	""	"650"	""
"100"	"84"	"121"	"9"	"112"	"146"	"11"	"19"	"418"	""	"418"	""
"101"	"85"	"32"	"15"	"158"	"165"	"16"	"40"	"426"	""	"426"	""
"102"	"86"	"463"	"6"	"33"	"4"	"0"	"0"	"506"	""	"506"	""
"103"	"87"	"174"	"5"	"124"	"34"	"3"	"11"	"351"	""	"351"	""
"104"	"88"	"115"	"15"	"240"	"27"	"2"	"7"	"406"	""	"406"	""
"105"	"89"	"329"	"7"	"41"	"4"	"2"	"8"	"391"	""	"391"	""
"106"	"90"	"371"	"6"	"19"	"21"	"4"	"9"	"430"	""	"430"	""
"107"	"PS NO."	"ASHOK KUMAR SINGH"	"JITENDRA YADAV"	"MAHESHWA R PASAD YADAV"	"VAKIL SAHNI"	"SHIV SHANKAR RAI"	"SONELAL RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"
"108"	"91"	"628"	"3"	"27"	"4"	"0"	"0"	"662"	""	"662"	""
"109"	"92"	"148"	"5"	"65"	"88"	"7"	"20"	"333"	""	"333"	""
"110"	"93"	"240"	"9"	"152"	"45"	"14"	"26"	"486"	""	"486"	""
"111"	"94"	"138"	"7"	"57"	"38"	"7"	"13"	"260"	""	"260"	""
"112"	"95"	"381"	"20"	"183"	"18"	"7"	"18"	"627"	""	"627"	""
"113"	"96"	"375"	"8"	"120"	"16"	"5"	"15"	"539"	""	"539"	""
"114"	"97"	"29"	"4"	"163"	"11"	"26"	"3"	"236"	""	"236"	""
"115"	"98"	"112"	"8"	"203"	"41"	"12"	"9"	"385"	""	"385"	""
"116"	"99"	"157"	"7"	"69"	"25"	"1"	"6"	"265"	""	"265"	""
"117"	"100"	"64"	"16"	"327"	"191"	"17"	"23"	"638"	""	"638"	""
"118"	"101"	"554"	"8"	"82"	"71"	"7"	"25"	"747"	""	"747"	""
"119"	"102"	"71"	"12"	"202"	"65"	"9"	"16"	"375"	""	"375"	""
"120"	"103"	"97"	"10"	"191"	"41"	"11"	"14"	"364"	""	"364"	""
"121"	"104"	"159"	"7"	"130"	"14"	"0"	"6"	"316"	""	"316"	""
"122"	"105"	"384"	"3"	"59"	"4"	"1"	"1"	"452"	""	"452"	""
"123"	"106"	"244"	"12"	"73"	"40"	"1"	"16"	"386"	""	"386"	""
"124"	"107"	"25"	"9"	"69"	"209"	"24"	"37"	"373"	""	"373"	""
"125"	"108"	"181"	"8"	"381"	"16"	"4"	"4"	"594"	""	"594"	""
"126"	"109"	"75"	"17"	"440"	"25"	"29"	"15"	"601"	""	"601"	""
"127"	"110"	"137"	"7"	"140"	"68"	"6"	"12"	"370"	""	"370"	""
"128"	"111"	"227"	"18"	"265"	"37"	"13"	"24"	"584"	""	"584"	""
"129"	"112"	"123"	"6"	"128"	"53"	"6"	"14"	"330"	""	"330"	""
"130"	"113"	"208"	"12"	"132"	"72"	"6"	"20"	"450"	""	"450"	""
"131"	"114"	"114"	"8"	"222"	"11"	"8"	"13"	"376"	""	"376"	""
"132"	"115"	"157"	"10"	"142"	"59"	"14"	"26"	"408"	""	"408"	""
"133"	"116"	"104"	"18"	"92"	"244"	"20"	"23"	"501"	""	"501"	""
"134"	"117"	"96"	"7"	"36"	"198"	"6"	"13"	"356"	""	"356"	""
"135"	"117A"	"108"	"4"	"175"	"48"	"11"	"9"	"355"	""	"355"	""
"136"	"118"	"56"	"7"	"78"	"107"	"5"	"18"	"271"	""	"271"	""
"137"	"119"	"64"	"10"	"140"	"35"	"26"	"16"	"291"	""	"291"	""
"138"	"120"	"152"	"7"	"57"	"54"	"5"	"10"	"285"	""	"285"	""
"139"	"121"	"107"	"8"	"333"	"24"	"34"	"7"	"513"	""	"513"	""
"140"	"122"	"15"	"7"	"91"	"85"	"13"	"27"	"238"	""	"238"	""
"141"	"123"	"396"	"6"	"20"	"2"	"0"	"6"	"430"	""	"430"	""
"142"	"124"	"212"	"12"	"125"	"45"	"6"	"9"	"409"	""	"409"	""
"143"	"124A"	"43"	"10"	"79"	"36"	"3"	"8"	"179"	""	"179"	""
"144"	"125"	"343"	"8"	"192"	"71"	"10"	"14"	"638"	""	"638"	""
"145"	"126"	"14"	"10"	"67"	"327"	"13"	"17"	"448"	""	"448"	""
"146"	"127"	"261"	"18"	"168"	"41"	"3"	"11"	"502"	""	"502"	""
"147"	"128"	"30"	"10"	"318"	"65"	"7"	"6"	"436"	""	"436"	""
"148"	"128A"	"24"	"9"	"90"	"165"	"12"	"21"	"321"	""	"321"	""
"149"	"129"	"102"	"8"	"193"	"66"	"4"	"9"	"382"	""	"382"	""
"150"	"130"	"70"	"9"	"127"	"126"	"5"	"12"	"349"	""	"349"	""
"151"	"131"	"71"	"7"	"99"	"85"	"4"	"3"	"269"	""	"269"	""
"152"	"132"	"71"	"8"	"57"	"134"	"52"	"33"	"355"	""	"355"	""
"153"	"132A"	"30"	"18"	"132"	"89"	"71"	"26"	"366"	""	"366"	""
"154"	"133"	"139"	"10"	"212"	"27"	"115"	"11"	"514"	""	"514"	""
"155"	"134"	"40"	"10"	"218"	"58"	"9"	"9"	"344"	""	"344"	""
"156"	"135"	"164"	"18"	"268"	"32"	"16"	"16"	"514"	""	"514"	""
"157"	"136"	"49"	"33"	"353"	"49"	"13"	"25"	"522"	""	"522"	""
"158"	"137"	"57"	"3"	"409"	"78"	"16"	"16"	"579"	""	"579"	""
"159"	"PS NO."	"ASHOK KUMAR SINGH"	"JITENDRA YADAV"	"MAHESHWA R PASAD YADAV"	"VAKIL SAHNI"	"SHIV SHANKAR RAI"	"SONELAL RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"
"160"	"137A"	"100"	"5"	"41"	"6"	"1"	"6"	"159"	""	"159"	""
"161"	"138"	"127"	"38"	"195"	"71"	"7"	"20"	"458"	""	"458"	""
"162"	"139"	"266"	"10"	"92"	"14"	"10"	"20"	"412"	""	"412"	""
"163"	"140"	"36"	"14"	"119"	"71"	"8"	"7"	"255"	""	"255"	""
"164"	"141"	"253"	"12"	"232"	"39"	"9"	"17"	"562"	""	"562"	""
"165"	"142"	"183"	"5"	"36"	"53"	"5"	"9"	"291"	""	"291"	""
"166"	"143"	"107"	"7"	"79"	"48"	"7"	"14"	"262"	""	"262"	""
"167"	"143A"	"218"	"7"	"22"	"19"	"2"	"12"	"280"	""	"280"	""
"168"	"144"	"115"	"16"	"271"	"186"	"27"	"44"	"659"	""	"659"	""
"169"	"145"	"54"	"13"	"237"	"134"	"5"	"20"	"463"	""	"463"	""
"170"	"146"	"138"	"17"	"372"	"51"	"23"	"25"	"626"	""	"626"	""
"171"	"147"	"173"	"17"	"200"	"60"	"10"	"10"	"470"	""	"470"	""
"172"	"148"	"30"	"7"	"94"	"16"	"0"	"6"	"153"	""	"153"	""
"173"	"149"	"68"	"15"	"259"	"16"	"11"	"16"	"385"	""	"385"	""
"174"	"150"	"106"	"14"	"240"	"15"	"9"	"25"	"409"	""	"409"	""
"175"	"151"	"98"	"20"	"211"	"34"	"7"	"29"	"399"	""	"399"	""
"176"	"151A"	"53"	"14"	"174"	"24"	"9"	"19"	"293"	""	"293"	""
"177"	"152"	"146"	"18"	"122"	"140"	"10"	"20"	"456"	""	"456"	""
"178"	"153"	"89"	"17"	"179"	"193"	"15"	"20"	"513"	""	"513"	""
"179"	"154"	"181"	"10"	"213"	"81"	"4"	"16"	"505"	""	"505"	""
"180"	"155"	"114"	"15"	"374"	"12"	"7"	"11"	"533"	""	"533"	""
"181"	"156"	"72"	"22"	"180"	"119"	"18"	"27"	"438"	""	"438"	""
"182"	"157"	"132"	"51"	"218"	"68"	"16"	"23"	"508"	""	"508"	""
"183"	"158"	"162"	"55"	"82"	"116"	"4"	"36"	"455"	""	"455"	""
"184"	"159"	"15"	"14"	"358"	"19"	"16"	"5"	"427"	""	"427"	""
"185"	"160"	"59"	"27"	"427"	"87"	"19"	"41"	"660"	""	"660"	""
"186"	"161"	"62"	"15"	"107"	"7"	"7"	"15"	"213"	""	"213"	""
"187"	"162"	"71"	"80"	"75"	"97"	"15"	"20"	"358"	""	"358"	""
"188"	"163"	"86"	"7"	"159"	"28"	"12"	"13"	"305"	""	"305"	""
"189"	"163A"	"61"	"12"	"180"	"18"	"2"	"11"	"284"	""	"284"	""
"190"	"164"	"48"	"19"	"204"	"82"	"6"	"13"	"372"	""	"372"	""
"191"	"165"	"178"	"7"	"112"	"45"	"9"	"20"	"371"	""	"371"	""
"192"	"166"	"93"	"21"	"259"	"31"	"16"	"21"	"441"	""	"441"	""
"193"	"167"	"265"	"21"	"87"	"8"	"6"	"15"	"402"	""	"402"	""
"194"	"168"	"96"	"18"	"154"	"47"	"4"	"9"	"328"	""	"328"	""
"195"	"169"	"128"	"91"	"197"	"15"	"8"	"12"	"451"	""	"451"	""
"196"	"170"	"209"	"26"	"80"	"11"	"14"	"27"	"367"	""	"367"	""
"197"	"171"	"232"	"25"	"175"	"31"	"10"	"27"	"500"	""	"500"	""
"198"	"172"	"287"	"51"	"78"	"14"	"6"	"16"	"452"	""	"452"	""
"199"	"173"	"168"	"3"	"6"	"1"	"1"	"0"	"179"	""	"179"	""
"200"	"174"	"179"	"25"	"16"	"4"	"9"	"11"	"244"	""	"244"	""
"201"	"175"	"98"	"191"	"79"	"33"	"16"	"24"	"441"	""	"441"	""
"202"	"176"	"158"	"5"	"48"	"43"	"1"	"4"	"259"	""	"259"	""
"203"	"177"	"236"	"18"	"151"	"24"	"10"	"12"	"451"	""	"451"	""
"204"	"178"	"237"	"9"	"40"	"5"	"4"	"31"	"326"	""	"326"	""
"205"	"179"	"154"	"96"	"62"	"38"	"8"	"10"	"368"	""	"368"	""
"206"	"180"	"210"	"44"	"51"	"72"	"5"	"9"	"391"	""	"391"	""
"207"	"181"	"83"	"3"	"39"	"8"	"1"	"5"	"139"	""	"139"	""
"208"	"182"	"17"	"7"	"41"	"63"	"7"	"13"	"148"	""	"148"	""
"209"	"183"	"45"	"71"	"157"	"77"	"14"	"25"	"389"	""	"389"	""
"210"	"184"	"24"	"11"	"201"	"57"	"6"	"10"	"309"	""	"309"	""
"211"	"PS NO."	"ASHOK KUMAR SINGH"	"JITENDRA YADAV"	"MAHESHWA R PASAD YADAV"	"VAKIL SAHNI"	"SHIV SHANKAR RAI"	"SONELAL RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"
"212"	"185"	"145"	"53"	"212"	"41"	"14"	"18"	"483"	""	"483"	""
"213"	"186"	"37"	"20"	"222"	"9"	"5"	"5"	"298"	""	"298"	""
"214"	"187"	"131"	"37"	"198"	"25"	"11"	"24"	"426"	""	"426"	""
"215"	"188"	"74"	"12"	"86"	"85"	"16"	"29"	"302"	""	"302"	""
"216"	"189"	"183"	"11"	"112"	"88"	"6"	"11"	"411"	""	"411"	""
"217"	"190"	"23"	"15"	"101"	"8"	"3"	"9"	"159"	""	"159"	""
"218"	"191"	"32"	"15"	"438"	"52"	"14"	"15"	"566"	""	"566"	""
"219"	"192"	"7"	"3"	"326"	"9"	"5"	"1"	"351"	""	"351"	""
"220"	"192A"	"4"	"3"	"409"	"28"	"4"	"3"	"451"	""	"451"	""
"221"	"193"	"14"	"20"	"321"	"8"	"3"	"3"	"369"	""	"369"	""
"222"	"194"	"20"	"63"	"155"	"2"	"0"	"4"	"244"	""	"244"	""
"223"	"TOTAL"	"30765"	"3066"	"34080"	"12967"	"2148"	"3244"	"86270"	"0"	"86270"	""
"224"	"P.B"	"3"	"0"	"1"	"0"	"0"	"0"	"4"	""	"4"	""
"225"	"G.TOT"	"30768"	"3066"	"34081"	"12967"	"2148"	"3244"	"86274"	"0"	"86274"	""
"226"	"TOTAL NO OF VOTES RECORDED AT POLLING STATIONS"	""	""	""	""	""	""	""	""	"86270"	""
"227"	"NO OF VOTES RECORDED ON POSTAL BALLOT PAPERS."	""	""	""	""	""	""	""	""	"4"	""
"228"	"TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	"86274"	""
"229"	"PLACE : MUZAFFARPUR"	""	""	""	""	""	""	""	""	""	""
"230"	"ASSISTANT RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""
"231"	"DATE : 22-11-2005"	""	""	""	""	""	""	""	""	""	""
