"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"26"	"20A"	"38"	"8"	"313"	"4"	"9"	"0"	"0"	"2"	"1"	"4"	"2"	"3"	"384"	""	"384"	""	""
"27"	"21"	"214"	"73"	"9"	"4"	"1"	"2"	"4"	"1"	"3"	"10"	"5"	"9"	"335"	""	"335"	""	""
"28"	"22"	"23"	"250"	"89"	"4"	"8"	"1"	"3"	"3"	"4"	"2"	"9"	"5"	"401"	""	"401"	""	""
"29"	"23"	"122"	"50"	"157"	"6"	"2"	"5"	"1"	"0"	"3"	"7"	"6"	"13"	"372"	""	"372"	""	""
"30"	"24"	"23"	"171"	"141"	"5"	"11"	"3"	"3"	"0"	"6"	"15"	"10"	"19"	"407"	""	"407"	""	""
"31"	"25"	"101"	"152"	"125"	"4"	"22"	"2"	"2"	"3"	"5"	"8"	"7"	"14"	"445"	""	"445"	""	""
"32"	"25A"	"28"	"50"	"156"	"6"	"2"	"2"	"2"	"2"	"2"	"10"	"6"	"4"	"270"	""	"270"	""	""
"33"	"26"	"58"	"140"	"338"	"5"	"15"	"6"	"5"	"7"	"11"	"9"	"18"	"13"	"625"	""	"625"	""	""
"34"	"27"	"49"	"108"	"125"	"8"	"7"	"2"	"1"	"2"	"2"	"6"	"10"	"17"	"337"	""	"337"	""	""
"35"	"28"	"10"	"136"	"54"	"2"	"11"	"2"	"0"	"0"	"0"	"3"	"4"	"6"	"228"	""	"228"	""	""
"36"	"29"	"37"	"122"	"131"	"11"	"21"	"3"	"3"	"4"	"10"	"11"	"11"	"25"	"389"	""	"389"	""	""
"37"	"30"	"22"	"205"	"46"	"2"	"18"	"0"	"0"	"0"	"2"	"3"	"4"	"15"	"317"	""	"317"	""	""
"38"	"PS.NO"	"BALDEO MAHATO"	"BRIJ KISHOR SINGH"	"SHASHI KUMAR RAY"	"SITA RAM SAHNI"	"RAM SAKAL RAY"	"AJAY KUMAR PASWAN"	"CHHABINDAR PASWAN"	"MAHENDRA MANJHI"	"MOHAMAD OMAIR"	"RAJ MANGAL RAM"	"RAMBHAROS PATEL"	"SHAMBHU RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"39"	"31"	"12"	"158"	"254"	"4"	"6"	"5"	"0"	"7"	"7"	"13"	"17"	"29"	"512"	""	"512"	""	""
"40"	"32"	"52"	"88"	"190"	"7"	"4"	"3"	"2"	"2"	"4"	"4"	"4"	"15"	"375"	""	"375"	""	""
"41"	"32A"	"90"	"71"	"32"	"3"	"14"	"4"	"4"	"2"	"1"	"2"	"14"	"24"	"261"	""	"261"	""	""
"42"	"33"	"176"	"221"	"68"	"0"	"2"	"1"	"3"	"5"	"1"	"7"	"13"	"25"	"522"	""	"522"	""	""
"43"	"34"	"72"	"53"	"76"	"12"	"30"	"5"	"0"	"3"	"0"	"4"	"4"	"2"	"261"	""	"261"	""	""
"44"	"35"	"96"	"100"	"110"	"11"	"47"	"6"	"4"	"2"	"6"	"13"	"11"	"28"	"434"	""	"434"	""	""
"45"	"36"	"18"	"209"	"200"	"11"	"8"	"5"	"4"	"2"	"4"	"18"	"8"	"19"	"506"	""	"506"	""	""
"46"	"37"	"111"	"75"	"307"	"13"	"8"	"4"	"6"	"2"	"2"	"9"	"16"	"17"	"570"	""	"570"	""	""
"47"	"38"	"39"	"64"	"99"	"4"	"6"	"0"	"2"	"3"	"2"	"1"	"4"	"10"	"234"	""	"234"	""	""
"48"	"39"	"8"	"157"	"77"	"0"	"3"	"0"	"3"	"1"	"0"	"5"	"1"	"2"	"257"	""	"257"	""	""
"49"	"40"	"46"	"142"	"170"	"13"	"6"	"8"	"1"	"3"	"10"	"8"	"1"	"6"	"414"	""	"414"	""	""
"50"	"41"	"9"	"72"	"63"	"4"	"7"	"3"	"1"	"14"	"3"	"5"	"3"	"13"	"197"	""	"197"	""	""
"51"	"42"	"3"	"216"	"54"	"6"	"10"	"2"	"0"	"3"	"2"	"0"	"5"	"20"	"321"	""	"321"	""	""
"52"	"43"	"43"	"113"	"158"	"10"	"2"	"8"	"9"	"0"	"3"	"6"	"1"	"7"	"360"	""	"360"	""	""
"53"	"44"	"85"	"182"	"48"	"4"	"7"	"3"	"2"	"0"	"4"	"10"	"18"	"28"	"391"	""	"391"	""	""
"54"	"45"	"69"	"206"	"199"	"4"	"8"	"6"	"5"	"2"	"4"	"11"	"12"	"22"	"548"	""	"548"	""	""
"55"	"46"	"17"	"215"	"110"	"7"	"5"	"2"	"5"	"1"	"2"	"3"	"6"	"11"	"384"	""	"384"	""	""
"56"	"46A"	"10"	"136"	"78"	"2"	"7"	"2"	"2"	"3"	"3"	"7"	"4"	"16"	"270"	""	"270"	""	""
"57"	"47"	"16"	"117"	"158"	"6"	"17"	"5"	"2"	"3"	"5"	"3"	"5"	"7"	"344"	""	"344"	""	""
"58"	"48"	"57"	"178"	"144"	"68"	"10"	"4"	"3"	"4"	"4"	"0"	"5"	"6"	"483"	""	"483"	""	""
"59"	"49"	"64"	"72"	"86"	"9"	"95"	"5"	"3"	"2"	"4"	"2"	"4"	"4"	"350"	""	"350"	""	""
"60"	"50"	"198"	"212"	"105"	"23"	"13"	"4"	"3"	"2"	"8"	"4"	"29"	"26"	"627"	""	"627"	""	""
"61"	"51"	"135"	"110"	"170"	"12"	"51"	"5"	"10"	"6"	"7"	"14"	"20"	"24"	"564"	""	"564"	""	""
"62"	"52"	"34"	"112"	"88"	"14"	"112"	"11"	"4"	"1"	"5"	"7"	"10"	"20"	"418"	""	"418"	""	""
"63"	"53"	"72"	"142"	"82"	"11"	"194"	"5"	"3"	"4"	"1"	"9"	"5"	"26"	"554"	""	"554"	""	""
"64"	"54"	"149"	"42"	"108"	"3"	"64"	"3"	"2"	"4"	"1"	"5"	"3"	"12"	"396"	""	"396"	""	""
"65"	"55"	"23"	"91"	"177"	"14"	"104"	"4"	"3"	"3"	"3"	"7"	"4"	"9"	"442"	""	"442"	""	""
"66"	"56"	"18"	"87"	"163"	"11"	"73"	"5"	"2"	"2"	"2"	"10"	"4"	"16"	"393"	""	"393"	""	""
"67"	"57"	"74"	"18"	"49"	"6"	"44"	"6"	"5"	"3"	"4"	"10"	"9"	"48"	"276"	""	"276"	""	""
"68"	"58"	"2"	"34"	"170"	"7"	"69"	"3"	"2"	"3"	"2"	"4"	"2"	"3"	"301"	""	"301"	""	""
"69"	"59"	"21"	"31"	"84"	"12"	"410"	"24"	"6"	"5"	"4"	"6"	"3"	"33"	"639"	""	"639"	""	""
"70"	"60"	"57"	"128"	"99"	"3"	"244"	"5"	"1"	"3"	"8"	"6"	"14"	"16"	"584"	""	"584"	""	""
"71"	"61"	"39"	"151"	"103"	"6"	"59"	"3"	"0"	"0"	"8"	"5"	"8"	"21"	"403"	""	"403"	""	""
"72"	"61A"	"14"	"23"	"25"	"2"	"59"	"1"	"3"	"2"	"0"	"1"	"1"	"10"	"141"	""	"141"	""	""
"73"	"62"	"36"	"221"	"76"	"8"	"27"	"1"	"1"	"5"	"3"	"4"	"4"	"5"	"391"	""	"391"	""	""
"74"	"63"	"54"	"333"	"91"	"12"	"30"	"4"	"2"	"3"	"4"	"0"	"8"	"20"	"561"	""	"561"	""	""
"75"	"PS.NO"	"BALDEO MAHATO"	"BRIJ KISHOR SINGH"	"SHASHI KUMAR RAY"	"SITA RAM SAHNI"	"RAM SAKAL RAY"	"AJAY KUMAR PASWAN"	"CHHABINDAR PASWAN"	"MAHENDRA MANJHI"	"MOHAMAD OMAIR"	"RAJ MANGAL RAM"	"RAMBHAROS PATEL"	"SHAMBHU RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"76"	"64"	"56"	"292"	"103"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"3"	"5"	"471"	""	"471"	""	""
"77"	"65"	"108"	"311"	"32"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"6"	"3"	"464"	""	"464"	""	""
"78"	"66"	"112"	"246"	"21"	"4"	"2"	"0"	"3"	"3"	"1"	"3"	"5"	"8"	"408"	""	"408"	""	""
"79"	"67"	"145"	"182"	"183"	"6"	"31"	"6"	"5"	"2"	"0"	"7"	"5"	"15"	"587"	""	"587"	""	""
"80"	"68"	"9"	"138"	"82"	"5"	"1"	"3"	"1"	"1"	"1"	"6"	"5"	"13"	"265"	""	"265"	""	""
"81"	"69"	"21"	"414"	"40"	"3"	"2"	"0"	"4"	"0"	"1"	"1"	"1"	"6"	"493"	""	"493"	""	""
"82"	"70"	"51"	"301"	"42"	"3"	"5"	"1"	"1"	"1"	"2"	"2"	"8"	"10"	"427"	""	"427"	""	""
"83"	"71"	"42"	"377"	"68"	"3"	"8"	"0"	"0"	"3"	"1"	"5"	"4"	"8"	"519"	""	"519"	""	""
"84"	"72"	"25"	"208"	"27"	"4"	"4"	"2"	"0"	"2"	"1"	"5"	"5"	""	"283"	""	"283"	""	""
"85"	"73"	"49"	"151"	"115"	"2"	"4"	"4"	"1"	"4"	"1"	"7"	"8"	"7"	"353"	""	"353"	""	""
"86"	"74"	"32"	"280"	"80"	"8"	"102"	"4"	"2"	"7"	"11"	"8"	"11"	"41"	"586"	""	"586"	""	""
"87"	"75"	"88"	"254"	"143"	"8"	"12"	"4"	"2"	"3"	"5"	"15"	"9"	"38"	"581"	""	"581"	""	""
"88"	"76"	"12"	"97"	"103"	"2"	"6"	"1"	"5"	"2"	"2"	"5"	"8"	"12"	"255"	""	"255"	""	""
"89"	"77"	"191"	"18"	"44"	"1"	"65"	"5"	"1"	"2"	"0"	"4"	"7"	"14"	"352"	""	"352"	""	""
"90"	"78"	"322"	"102"	"46"	"8"	"13"	"4"	"4"	"4"	"4"	"6"	"11"	"18"	"542"	""	"542"	""	""
"91"	"79"	"56"	"53"	"226"	"8"	"11"	"7"	"2"	"5"	"5"	"22"	"14"	"41"	"450"	""	"450"	""	""
"92"	"80"	"207"	"45"	"130"	"5"	"16"	"2"	"1"	"0"	"2"	"2"	"8"	"22"	"440"	""	"440"	""	""
"93"	"81"	"56"	"89"	"106"	"9"	"136"	"7"	"2"	"6"	"10"	"14"	"20"	"65"	"520"	""	"520"	""	""
"94"	"82"	"68"	"144"	"100"	"9"	"51"	"4"	"6"	"1"	"3"	"9"	"9"	"22"	"426"	""	"426"	""	""
"95"	"83"	"148"	"164"	"59"	"5"	"5"	"1"	"1"	"1"	"1"	"6"	"6"	"12"	"409"	""	"409"	""	""
"96"	"84"	"70"	"215"	"120"	"10"	"89"	"7"	"2"	"2"	"1"	"2"	"8"	"7"	"533"	""	"533"	""	""
"97"	"85"	"9"	"63"	"95"	"3"	"8"	"3"	"1"	"1"	"0"	"11"	"5"	"20"	"219"	""	"219"	""	""
"98"	"86"	"70"	"73"	"131"	"8"	"174"	"12"	"4"	"1"	"5"	"6"	"13"	"31"	"528"	""	"528"	""	""
"99"	"87"	"28"	"6"	"227"	"5"	"6"	"4"	"1"	"0"	"1"	"8"	"5"	"10"	"301"	""	"301"	""	""
"100"	"88"	"22"	"87"	"261"	"11"	"28"	"12"	"3"	"6"	"5"	"8"	"8"	"14"	"465"	""	"465"	""	""
"101"	"89"	"13"	"53"	"230"	"6"	"89"	"14"	"5"	"3"	"2"	"5"	"3"	"7"	"430"	""	"430"	""	""
"102"	"90"	"45"	"132"	"52"	"7"	"6"	"3"	"3"	"5"	"4"	"7"	"14"	"20"	"298"	""	"298"	""	""
"103"	"91"	"140"	"93"	"99"	"2"	"8"	"2"	"1"	"5"	"3"	"14"	"12"	"35"	"414"	""	"414"	""	""
"104"	"92"	"99"	"45"	"46"	"5"	"8"	"4"	"4"	"5"	"5"	"17"	"14"	"23"	"275"	""	"275"	""	""
"105"	"93"	"183"	"55"	"77"	"4"	"18"	"0"	"2"	"0"	"4"	"3"	"6"	"15"	"367"	""	"367"	""	""
"106"	"94"	"2"	"162"	"22"	"0"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"192"	""	"192"	""	""
"107"	"95"	"94"	"72"	"152"	"11"	"16"	"1"	"4"	"5"	"7"	"12"	"17"	"38"	"429"	""	"429"	""	""
"108"	"96"	"32"	"161"	"95"	"6"	"4"	"5"	"2"	"1"	"5"	"4"	"2"	"3"	"320"	""	"320"	""	""
"109"	"97"	"73"	"72"	"159"	"2"	"6"	"1"	"1"	"0"	"0"	"2"	"0"	"2"	"318"	""	"318"	""	""
"110"	"98"	"135"	"121"	"144"	"8"	"6"	"4"	"6"	"5"	"10"	"24"	"24"	"53"	"540"	""	"540"	""	""
"111"	"99"	"96"	"121"	"152"	"4"	"3"	"3"	"2"	"2"	"3"	"7"	"8"	"15"	"416"	""	"416"	""	""
"112"	"PS.NO"	"BALDEO MAHATO"	"BRIJ KISHOR SINGH"	"SHASHI KUMAR RAY"	"SITA RAM SAHNI"	"RAM SAKAL RAY"	"AJAY KUMAR PASWAN"	"CHHABINDAR PASWAN"	"MAHENDRA MANJHI"	"MOHAMAD OMAIR"	"RAJ MANGAL RAM"	"RAMBHAROS PATEL"	"SHAMBHU RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"113"	"100"	"235"	"85"	"242"	"7"	"3"	"3"	"2"	"2"	"7"	"15"	"10"	"28"	"639"	""	"639"	""	""
"114"	"101"	"199"	"179"	"46"	"3"	"4"	"1"	"1"	"0"	"0"	"3"	"5"	"3"	"444"	""	"444"	""	""
"115"	"102"	"91"	"101"	"170"	"6"	"4"	"4"	"1"	"4"	"7"	"14"	"12"	"30"	"444"	""	"444"	""	""
"116"	"103"	"12"	"169"	"185"	"6"	"9"	"6"	"1"	"2"	"1"	"3"	"1"	"2"	"397"	""	"397"	""	""
"117"	"104"	"30"	"75"	"218"	"7"	"62"	"5"	"4"	"6"	"4"	"10"	"13"	"44"	"478"	""	"478"	""	""
"118"	"105"	"105"	"152"	"76"	"2"	"6"	"3"	"2"	"5"	"2"	"8"	"14"	"12"	"387"	""	"387"	""	""
"119"	"106"	"53"	"18"	"28"	"2"	"21"	"2"	"1"	"1"	"14"	"4"	"6"	"21"	"171"	""	"171"	""	""
"120"	"107"	"82"	"51"	"163"	"14"	"68"	"5"	"7"	"3"	"9"	"10"	"18"	"21"	"451"	""	"451"	""	""
"121"	"108"	"116"	"200"	"77"	"3"	"2"	"4"	"6"	"3"	"9"	"19"	"20"	"35"	"494"	""	"494"	""	""
"122"	"109"	"249"	"29"	"5"	"4"	"4"	"0"	"1"	"0"	"0"	"1"	"7"	"18"	"318"	""	"318"	""	""
"123"	"110"	"89"	"103"	"187"	"12"	"2"	"2"	"7"	"9"	"11"	"17"	"21"	"38"	"498"	""	"498"	""	""
"124"	"111"	"129"	"116"	"161"	"11"	"2"	"4"	"1"	"4"	"6"	"13"	"12"	"24"	"483"	""	"483"	""	""
"125"	"112"	"49"	"136"	"27"	"3"	"9"	"0"	"0"	"0"	"1"	"3"	"6"	"10"	"244"	""	"244"	""	""
"126"	"113"	"39"	"45"	"151"	"4"	"44"	"4"	"6"	"5"	"8"	"9"	"6"	"20"	"341"	""	"341"	""	""
"127"	"114"	"126"	"87"	"176"	"5"	"18"	"6"	"4"	"6"	"2"	"8"	"4"	"13"	"455"	""	"455"	""	""
"128"	"115"	"6"	"81"	"242"	"6"	"5"	"3"	"2"	"1"	"1"	"11"	"5"	"8"	"371"	""	"371"	""	""
"129"	"116"	"83"	"41"	"109"	"8"	"79"	"6"	"4"	"7"	"6"	"7"	"14"	"19"	"383"	""	"383"	""	""
"130"	"117"	"45"	"54"	"87"	"3"	"18"	"3"	"2"	"125"	"9"	"12"	"11"	"25"	"394"	""	"394"	""	""
"131"	"118"	"160"	"55"	"138"	"6"	"2"	"4"	"0"	"1"	"3"	"3"	"4"	"14"	"390"	""	"390"	""	""
"132"	"118A"	"91"	"45"	"43"	"2"	"14"	"3"	"3"	"2"	"6"	"1"	"11"	"17"	"238"	""	"238"	""	""
"133"	"119"	"146"	"79"	"27"	"15"	"4"	"2"	"4"	"2"	"17"	"4"	"24"	"32"	"356"	""	"356"	""	""
"134"	"120"	"161"	"34"	"146"	"5"	"12"	"4"	"5"	"6"	"11"	"7"	"13"	"25"	"429"	""	"429"	""	""
"135"	"121"	"15"	"95"	"151"	"11"	"12"	"12"	"2"	"3"	"10"	"4"	"5"	"10"	"330"	""	"330"	""	""
"136"	"122"	"64"	"121"	"38"	"3"	"5"	"2"	"3"	"1"	"32"	"9"	"7"	"15"	"300"	""	"300"	""	""
"137"	"123"	"133"	"57"	"71"	"3"	"22"	"5"	"3"	"5"	"5"	"10"	"17"	"26"	"357"	""	"357"	""	""
"138"	"124"	"17"	"172"	"26"	"0"	"2"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"221"	""	"221"	""	""
"139"	"125"	"117"	"154"	"76"	"17"	"18"	"1"	"3"	"1"	"12"	"15"	"18"	"43"	"475"	""	"475"	""	""
"140"	"126"	"214"	"7"	"75"	"2"	"2"	"3"	"4"	"5"	"122"	"10"	"10"	"27"	"481"	""	"481"	""	""
"141"	"127"	"31"	"113"	"52"	"2"	"1"	"2"	"2"	"0"	"19"	"1"	"7"	"7"	"237"	""	"237"	""	""
"142"	"128"	"22"	"60"	"129"	"1"	"7"	"2"	"5"	"1"	"3"	"1"	"3"	"7"	"241"	""	"241"	""	""
"143"	"129"	"109"	"293"	"86"	"4"	"2"	"6"	"3"	"3"	"7"	"16"	"18"	"40"	"587"	""	"587"	""	""
"144"	"130"	"108"	"64"	"126"	"5"	"3"	"10"	"6"	"8"	"8"	"15"	"21"	"38"	"412"	""	"412"	""	""
"145"	"131"	"120"	"63"	"74"	"8"	"4"	"7"	"7"	"7"	"13"	"15"	"30"	"53"	"401"	""	"401"	""	""
"146"	"132"	"595"	"15"	"67"	"3"	"2"	"1"	"3"	"0"	"0"	"3"	"5"	"12"	"706"	""	"706"	""	""
"147"	"133"	"202"	"54"	"29"	"1"	"5"	"2"	"1"	"0"	"5"	"8"	"13"	"25"	"345"	""	"345"	""	""
"148"	"134"	"16"	"198"	"50"	"1"	"22"	"1"	"0"	"0"	"1"	"2"	"6"	"2"	"299"	""	"299"	""	""
"149"	"PS.NO"	"BALDEO MAHATO"	"BRIJ KISHOR SINGH"	"SHASHI KUMAR RAY"	"SITA RAM SAHNI"	"RAM SAKAL RAY"	"AJAY KUMAR PASWAN"	"CHHABINDAR PASWAN"	"MAHENDRA MANJHI"	"MOHAMAD OMAIR"	"RAJ MANGAL RAM"	"RAMBHAROS PATEL"	"SHAMBHU RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"150"	"135"	"235"	"117"	"181"	"22"	"79"	"14"	"7"	"9"	"15"	"19"	"18"	"47"	"763"	""	"763"	""	""
"151"	"136"	"9"	"171"	"66"	"5"	"24"	"2"	"2"	"2"	"6"	"7"	"11"	"17"	"322"	""	"322"	""	""
"152"	"137"	"6"	"87"	"104"	"0"	"4"	"2"	"0"	"2"	"2"	"3"	"2"	"10"	"222"	""	"222"	""	""
"153"	"138"	"52"	"77"	"348"	"41"	"11"	"4"	"3"	"1"	"6"	"10"	"8"	"19"	"580"	""	"580"	""	""
"154"	"139"	"13"	"119"	"318"	"14"	"15"	"7"	"4"	"3"	"3"	"12"	"3"	"10"	"521"	""	"521"	""	""
"155"	"140"	"79"	"34"	"158"	"11"	"161"	"12"	"5"	"3"	"8"	"15"	"23"	"43"	"552"	""	"552"	""	""
"156"	"141"	"33"	"92"	"193"	"6"	"4"	"2"	"3"	"5"	"5"	"9"	"6"	"23"	"381"	""	"381"	""	""
"157"	"142"	"79"	"184"	"266"	"7"	"19"	"6"	"6"	"5"	"6"	"13"	"15"	"23"	"629"	""	"629"	""	""
"158"	"143"	"21"	"218"	"244"	"5"	"25"	"3"	"3"	"2"	"5"	"7"	"2"	"5"	"540"	""	"540"	""	""
"159"	"144"	"37"	"60"	"135"	"3"	"52"	"4"	"2"	"2"	"8"	"0"	"3"	"3"	"309"	""	"309"	""	""
"160"	"145"	"34"	"254"	"39"	"8"	"64"	"2"	"3"	"5"	"15"	"5"	"12"	"20"	"461"	""	"461"	""	""
"161"	"146"	"191"	"191"	"145"	"15"	"15"	"4"	"3"	"5"	"3"	"13"	"33"	"25"	"643"	""	"643"	""	""
"162"	"147"	"69"	"280"	"93"	"36"	"2"	"7"	"2"	"3"	"7"	"4"	"12"	"17"	"532"	""	"532"	""	""
"163"	"148"	"54"	"108"	"372"	"14"	"11"	"8"	"2"	"2"	"10"	"15"	"19"	"22"	"637"	""	"637"	""	""
"164"	"149"	"72"	"100"	"123"	"5"	"3"	"4"	"3"	"1"	"1"	"3"	"17"	"18"	"350"	""	"350"	""	""
"165"	"150"	"249"	"167"	"136"	"8"	"4"	"3"	"5"	"6"	"4"	"7"	"21"	"24"	"634"	""	"634"	""	""
"166"	"151"	"35"	"179"	"228"	"15"	"5"	"3"	"5"	"9"	"8"	"8"	"17"	"17"	"529"	""	"529"	""	""
"167"	"152"	"22"	"117"	"302"	"12"	"15"	"3"	"1"	"3"	"3"	"5"	"3"	"7"	"493"	""	"493"	""	""
"168"	"153"	"14"	"50"	"274"	"23"	"9"	"6"	"1"	"3"	"9"	"18"	"7"	"19"	"433"	""	"433"	""	""
"169"	"154"	"39"	"203"	"277"	"11"	"3"	"6"	"8"	"1"	"6"	"9"	"14"	"23"	"600"	""	"600"	""	""
"170"	"155"	"29"	"155"	"308"	"13"	"11"	"4"	"3"	"2"	"4"	"19"	"12"	"31"	"591"	""	"591"	""	""
"171"	"156"	"32"	"113"	"205"	"2"	"4"	"5"	"0"	"0"	"5"	"12"	"4"	"18"	"400"	""	"400"	""	""
"172"	"157"	"13"	"28"	"374"	"3"	"5"	"2"	"0"	"2"	"3"	"4"	"3"	"5"	"442"	""	"442"	""	""
"173"	"158"	"23"	"87"	"329"	"2"	"3"	"5"	"3"	"2"	"6"	"7"	"6"	"18"	"491"	""	"491"	""	""
"174"	"159"	"61"	"43"	"379"	"11"	"6"	"13"	"8"	"2"	"4"	"8"	"13"	"11"	"559"	""	"559"	""	""
"175"	"160"	"6"	"6"	"551"	"4"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"573"	""	"573"	""	""
"176"	"161"	"6"	"56"	"121"	"0"	"4"	"1"	"1"	"1"	"2"	"5"	"0"	"8"	"205"	""	"205"	""	""
"177"	"162"	"49"	"69"	"210"	"3"	"7"	"1"	"2"	"5"	"5"	"7"	"5"	"23"	"386"	""	"386"	""	""
"178"	"163"	"62"	"42"	"314"	"7"	"3"	"6"	"2"	"5"	"11"	"23"	"6"	"26"	"507"	""	"507"	""	""
"179"	"164"	"11"	"11"	"206"	"3"	"8"	"0"	"2"	"2"	"3"	"3"	"3"	"3"	"255"	""	"255"	""	""
"180"	"165"	"29"	"225"	"90"	"7"	"4"	"2"	"3"	"5"	"1"	"10"	"8"	"23"	"407"	""	"407"	""	""
"181"	"166"	"11"	"233"	"64"	"2"	"2"	"1"	"1"	"0"	"9"	"1"	"1"	"3"	"328"	""	"328"	""	""
"182"	"167"	"38"	"196"	"147"	"18"	"8"	"8"	"4"	"5"	"1"	"2"	"7"	"7"	"441"	""	"441"	""	""
"183"	"168"	"133"	"143"	"88"	"0"	"24"	"2"	"9"	"1"	"2"	"8"	"8"	"19"	"437"	""	"437"	""	""
