"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"46"	"25"	"90"	""	"1"	"262"	"21"	""	"5"	""	"2"	""	"3"	""	"4"	""	"3"	""	"391"	""	"391"	"0"
"47"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"48"	"TOTAL"	"1243"	""	"85"	"8399"	"612"	""	"75"	""	"235"	""	"76"	""	"54"	""	"132"	""	"10911"	"0"	"10911"	"0"
"49"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"50"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"51"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"52"	"B/F"	"1243"	""	"85"	"8399"	"612"	""	"75"	""	"235"	""	"76"	""	"54"	""	"132"	""	"10911"	""	"10911"	"0"
"53"	"26"	"41"	""	"6"	"192"	"30"	""	"3"	""	"10"	""	"4"	""	"2"	""	"6"	""	"294"	""	"294"	"0"
"54"	"27"	"40"	""	"3"	"154"	"13"	""	"2"	""	"9"	""	"2"	""	"0"	""	"4"	""	"227"	""	"227"	"0"
"55"	"28"	"25"	""	"1"	"454"	"6"	""	"2"	""	"9"	""	"3"	""	"1"	""	"3"	""	"504"	""	"504"	"0"
"56"	"29"	"42"	""	"1"	"378"	"26"	""	"0"	""	"5"	""	"0"	""	"0"	""	"0"	""	"452"	""	"452"	"0"
"57"	"30"	"43"	""	"4"	"252"	"78"	""	"2"	""	"13"	""	"4"	""	"3"	""	"1"	""	"400"	""	"400"	""
"58"	"31"	"19"	""	"2"	"203"	"19"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"245"	""	"245"	"0"
"59"	"32"	"111"	""	"5"	"169"	"9"	""	"1"	""	"5"	""	"1"	""	"1"	""	"2"	""	"304"	""	"304"	"0"
"60"	"32A"	"16"	""	"0"	"223"	"61"	""	"2"	""	"6"	""	"1"	""	"4"	""	"5"	""	"318"	""	"318"	"0"
"61"	"33"	"50"	""	"6"	"241"	"33"	""	"0"	""	"6"	""	"1"	""	"1"	""	"2"	""	"340"	""	"340"	"0"
"62"	"34"	"76"	""	"2"	"272"	"17"	""	"4"	""	"8"	""	"5"	""	"3"	""	"3"	""	"390"	""	"390"	"0"
"63"	"35"	"169"	""	"7"	"333"	"20"	""	"2"	""	"6"	""	"2"	""	"6"	""	"10"	""	"555"	""	"555"	"0"
"64"	"36"	"18"	""	"5"	"236"	"76"	""	"2"	""	"7"	""	"3"	""	"0"	""	"4"	""	"351"	""	"351"	"0"
"65"	"37"	"49"	""	"2"	"283"	"48"	""	"2"	""	"11"	""	"5"	""	"2"	""	"12"	""	"414"	""	"414"	"0"
"66"	"38"	"24"	""	"2"	"293"	"8"	""	"2"	""	"18"	""	"3"	""	"4"	""	"7"	""	"361"	""	"361"	"0"
"67"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"TOTAL"	"1966"	""	"131"	"12082"	"1056"	""	"100"	""	"348"	""	"110"	""	"81"	""	"192"	""	"16066"	"0"	"16066"	"0"
"69"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"70"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"71"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"72"	"B/F"	"1966"	""	"131"	"12082"	"1056"	""	"100"	""	"348"	""	"110"	""	"81"	""	"192"	""	"16066"	""	"16066"	"0"
"73"	"39"	"68"	""	"3"	"288"	"14"	""	"0"	""	"7"	""	"3"	""	"2"	""	"6"	""	"391"	""	"391"	"0"
"74"	"40"	"73"	""	"3"	"439"	"12"	""	"1"	""	"6"	""	"4"	""	"5"	""	"5"	""	"548"	""	"548"	""
"75"	"41"	"18"	""	"2"	"333"	"95"	""	"1"	""	"21"	""	"5"	""	"3"	""	"12"	""	"490"	""	"490"	"0"
"76"	"42"	"26"	""	"2"	"347"	"28"	""	"2"	""	"16"	""	"6"	""	"2"	""	"2"	""	"431"	""	"431"	"0"
"77"	"43"	"26"	""	"4"	"195"	"6"	""	"1"	""	"11"	""	"1"	""	"0"	""	"5"	""	"249"	""	"249"	"0"
"78"	"43A"	"20"	""	"2"	"236"	"6"	""	"1"	""	"5"	""	"2"	""	"0"	""	"0"	""	"272"	""	"272"	""
"79"	"44"	"42"	""	"2"	"250"	"19"	""	"2"	""	"13"	""	"2"	""	"2"	""	"4"	""	"336"	""	"336"	"0"
"80"	"45"	"44"	""	"3"	"400"	"50"	""	"2"	""	"13"	""	"8"	""	"0"	""	"1"	""	"521"	""	"521"	""
"81"	"46"	"47"	""	"6"	"267"	"31"	""	"3"	""	"10"	""	"3"	""	"2"	""	"3"	""	"372"	""	"372"	"0"
"82"	"46A"	"35"	""	"2"	"197"	"27"	""	"0"	""	"3"	""	"2"	""	"1"	""	"2"	""	"269"	""	"269"	"0"
"83"	"47"	"27"	""	"11"	"239"	"21"	""	"4"	""	"17"	""	"4"	""	"0"	""	"15"	""	"338"	""	"338"	"0"
"84"	"47A"	"17"	""	"6"	"226"	"16"	""	"1"	""	"7"	""	"1"	""	"1"	""	"8"	""	"283"	""	"283"	"0"
"85"	"48"	"31"	""	"3"	"348"	"45"	""	"1"	""	"11"	""	"4"	""	"0"	""	"9"	""	"452"	""	"452"	"0"
"86"	"49"	"48"	""	"5"	"347"	"49"	""	"4"	""	"7"	""	"8"	""	"11"	""	"4"	""	"483"	""	"483"	"0"
"87"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"TOTAL"	"2488"	""	"185"	"16194"	"1475"	""	"123"	""	"495"	""	"163"	""	"110"	""	"268"	""	"21501"	""	"21501"	"0"
"89"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"90"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"91"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"92"	"B/F"	"2488"	""	"185"	"16194"	"1475"	""	"123"	""	"495"	""	"163"	""	"110"	""	"268"	""	"21501"	"0"	"21501"	"0"
"93"	"50"	"25"	""	"3"	"292"	"33"	""	"8"	""	"6"	""	"5"	""	"2"	""	"3"	""	"377"	""	"377"	"0"
"94"	"51"	"91"	""	"12"	"298"	"21"	""	"5"	""	"11"	""	"4"	""	"2"	""	"4"	""	"448"	""	"448"	"0"
"95"	"52"	"76"	""	"4"	"263"	"24"	""	"4"	""	"4"	""	"2"	""	"2"	""	"4"	""	"383"	""	"383"	"0"
"96"	"53"	"423"	""	"6"	"123"	"18"	""	"0"	""	"1"	""	"1"	""	"0"	""	"3"	""	"575"	""	"575"	"0"
"97"	"54"	"297"	""	"9"	"257"	"22"	""	"1"	""	"7"	""	"6"	""	"4"	""	"13"	""	"616"	""	"616"	"0"
"98"	"55"	"66"	""	"10"	"188"	"145"	""	"11"	""	"9"	""	"8"	""	"7"	""	"15"	""	"459"	""	"459"	"0"
"99"	"56"	"216"	""	"8"	"189"	"10"	""	"8"	""	"8"	""	"8"	""	"5"	""	"13"	""	"465"	""	"465"	"0"
"100"	"57"	"35"	""	"2"	"131"	"56"	""	"2"	""	"7"	""	"3"	""	"1"	""	"1"	""	"238"	""	"238"	""
"101"	"58"	"147"	""	"3"	"325"	"11"	""	"3"	""	"5"	""	"2"	""	"4"	""	"6"	""	"506"	""	"506"	"0"
"102"	"59"	"102"	""	"9"	"233"	"16"	""	"4"	""	"3"	""	"1"	""	"0"	""	"1"	""	"369"	""	"369"	"0"
"103"	"60"	"17"	""	"5"	"329"	"65"	""	"3"	""	"2"	""	"4"	""	"0"	""	"0"	""	"425"	""	"425"	"0"
"104"	"61"	"10"	""	"1"	"16"	"399"	""	"5"	""	"4"	""	"11"	""	"1"	""	"4"	""	"451"	""	"451"	"0"
"105"	"62"	"15"	""	"1"	"12"	"310"	""	"6"	""	"3"	""	"4"	""	"1"	""	"4"	""	"356"	""	"356"	"0"
"106"	"63"	"7"	""	"0"	"377"	"9"	""	"2"	""	"2"	""	"2"	""	"1"	""	"1"	""	"401"	""	"401"	""
"107"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"108"	"TOTAL"	"4015"	""	"258"	"19227"	"2614"	""	"185"	""	"567"	""	"224"	""	"140"	""	"340"	""	"27570"	""	"27570"	"0"
"109"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"110"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"111"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"112"	"B/F"	"4015"	""	"258"	"19227"	"2614"	""	"185"	""	"567"	""	"224"	""	"140"	""	"340"	""	"27570"	"0"	"27570"	"0"
"113"	"63A"	"4"	""	"1"	"319"	"4"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"330"	""	"330"	"0"
"114"	"64"	"11"	""	"2"	"678"	"6"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	""	"702"	""	"702"	"0"
"115"	"65"	"59"	""	"23"	"315"	"20"	""	"9"	""	"9"	""	"8"	""	"3"	""	"4"	""	"450"	""	"450"	"0"
"116"	"66"	"127"	""	"17"	"162"	"5"	""	"6"	""	"9"	""	"1"	""	"1"	""	"2"	""	"330"	""	"330"	"0"
"117"	"67"	"58"	""	"13"	"511"	"10"	""	"3"	""	"12"	""	"4"	""	"5"	""	"5"	""	"621"	""	"621"	"0"
"118"	"67A"	"43"	""	"6"	"459"	"2"	""	"2"	""	"6"	""	"3"	""	"2"	""	"2"	""	"525"	""	"525"	""
"119"	"68"	"31"	""	"5"	"41"	"210"	""	"7"	""	"3"	""	"0"	""	"1"	""	"3"	""	"301"	""	"301"	"0"
"120"	"69"	"6"	""	"2"	"22"	"277"	""	"11"	""	"7"	""	"5"	""	"2"	""	"11"	""	"343"	""	"343"	"0"
"121"	"70"	"19"	""	"4"	"70"	"221"	""	"10"	""	"15"	""	"8"	""	"2"	""	"20"	""	"369"	""	"369"	"0"
"122"	"71"	"15"	""	"4"	"42"	"485"	""	"8"	""	"6"	""	"3"	""	"0"	""	"4"	""	"567"	""	"567"	"0"
"123"	"72"	"33"	""	"2"	"356"	"43"	""	"0"	""	"4"	""	"2"	""	"0"	""	"7"	""	"447"	""	"447"	"0"
"124"	"73"	"9"	""	"2"	"213"	"28"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	""	"255"	""	"255"	"0"
"125"	"74"	"27"	""	"7"	"64"	"201"	""	"10"	""	"7"	""	"5"	""	"4"	""	"9"	""	"334"	""	"334"	""
"126"	"74A"	"27"	""	"2"	"45"	"196"	""	"6"	""	"11"	""	"10"	""	"3"	""	"5"	""	"305"	""	"305"	"0"
"127"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"128"	"TOTAL"	"4484"	""	"348"	"22524"	"4322"	""	"259"	""	"659"	""	"275"	""	"163"	""	"415"	""	"33449"	""	"33449"	"0"
"129"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"130"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"131"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"132"	"B/F"	"4484"	""	"348"	"22524"	"4322"	""	"259"	""	"659"	""	"275"	""	"163"	""	"415"	""	"33449"	"0"	"33449"	"0"
"133"	"75"	"11"	""	"3"	"11"	"250"	""	"9"	""	"2"	""	"3"	""	"0"	""	"1"	""	"290"	""	"290"	"0"
"134"	"76"	"18"	""	"2"	"34"	"233"	""	"13"	""	"4"	""	"9"	""	"1"	""	"9"	""	"323"	""	"323"	"0"
"135"	"77"	"32"	""	"3"	"60"	"246"	""	"8"	""	"5"	""	"4"	""	"1"	""	"2"	""	"361"	""	"361"	"0"
"136"	"78"	"1"	""	"1"	"32"	"49"	""	"1"	""	"1"	""	"1"	""	"0"	""	"2"	""	"88"	""	"88"	"0"
"137"	"79"	"113"	""	"1"	"181"	"76"	""	"3"	""	"10"	""	"5"	""	"3"	""	"4"	""	"396"	""	"396"	"0"
"138"	"80"	"34"	""	"2"	"98"	"151"	""	"3"	""	"7"	""	"5"	""	"4"	""	"5"	""	"309"	""	"309"	"0"
"139"	"80A"	"22"	""	"1"	"91"	"133"	""	"5"	""	"4"	""	"1"	""	"0"	""	"4"	""	"261"	""	"261"	"0"
"140"	"81"	"106"	""	"4"	"229"	"62"	""	"2"	""	"5"	""	"7"	""	"4"	""	"6"	""	"425"	""	"425"	"0"
"141"	"82"	"110"	""	"6"	"194"	"197"	""	"1"	""	"3"	""	"4"	""	"3"	""	"4"	""	"522"	""	"522"	"0"
"142"	"83"	"16"	""	"2"	"289"	"7"	""	"2"	""	"6"	""	"4"	""	"2"	""	"3"	""	"331"	""	"331"	""
"143"	"84"	"32"	""	"2"	"427"	"12"	""	"8"	""	"21"	""	"7"	""	"0"	""	"9"	""	"518"	""	"518"	"0"
"144"	"85"	"422"	""	"6"	"81"	"3"	""	"0"	""	"5"	""	"6"	""	"1"	""	"17"	""	"541"	""	"541"	"0"
"145"	"86"	"72"	""	"3"	"179"	"33"	""	"1"	""	"14"	""	"9"	""	"0"	""	"10"	""	"321"	""	"321"	"0"
"146"	"87"	"90"	""	"3"	"74"	"88"	""	"10"	""	"3"	""	"5"	""	"2"	""	"3"	""	"278"	""	"278"	"0"
"147"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"TOTAL"	"5563"	""	"387"	"24504"	"5862"	""	"325"	""	"749"	""	"345"	""	"184"	""	"494"	""	"38413"	"0"	"38413"	"0"
"149"	"ROUND:-7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"152"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"153"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"154"	"B/F"	"5563"	""	"387"	"24504"	"5862"	""	"325"	""	"749"	""	"345"	""	"184"	""	"494"	""	"38413"	"0"	"38413"	"0"
"155"	"88"	"220"	""	"11"	"103"	"83"	""	"11"	""	"10"	""	"13"	""	"2"	""	"20"	""	"473"	""	"473"	""
"156"	"89"	"115"	""	"0"	"24"	"28"	""	"0"	""	"1"	""	"3"	""	"4"	""	"6"	""	"181"	""	"181"	""
"157"	"90"	"188"	""	"7"	"7"	"15"	""	"0"	""	"2"	""	"3"	""	"0"	""	"7"	""	"229"	""	"229"	""
"158"	"91"	"6"	""	"2"	"114"	"5"	""	"1"	""	"4"	""	"6"	""	"3"	""	"7"	""	"148"	""	"148"	""
"159"	"92"	"120"	""	"0"	"93"	"62"	""	"4"	""	"6"	""	"3"	""	"1"	""	"4"	""	"293"	""	"293"	""
"160"	"92A"	"144"	""	"4"	"154"	"40"	""	"6"	""	"5"	""	"3"	""	"1"	""	"7"	""	"364"	""	"364"	""
"161"	"93"	"316"	""	"17"	"292"	"29"	""	"10"	""	"15"	""	"14"	""	"10"	""	"18"	""	"721"	""	"721"	""
"162"	"94"	"52"	""	"4"	"248"	"8"	""	"3"	""	"12"	""	"5"	""	"4"	""	"21"	""	"357"	""	"357"	""
"163"	"95"	"27"	""	"11"	"189"	"157"	""	"12"	""	"19"	""	"12"	""	"7"	""	"17"	""	"451"	""	"451"	""
"164"	"96"	"90"	""	"9"	"310"	"26"	""	"7"	""	"14"	""	"14"	""	"9"	""	"25"	""	"504"	""	"504"	""
"165"	"97"	"151"	""	"18"	"281"	"47"	""	"22"	""	"26"	""	"28"	""	"14"	""	"31"	""	"618"	""	"618"	""
"166"	"98"	"69"	""	"8"	"275"	"94"	""	"9"	""	"21"	""	"9"	""	"7"	""	"3"	""	"495"	""	"495"	""
"167"	"98A"	"44"	""	"6"	"163"	"87"	""	"8"	""	"10"	""	"6"	""	"1"	""	"4"	""	"329"	""	"329"	""
"168"	"99"	"20"	""	"4"	"432"	"39"	""	"1"	""	"10"	""	"7"	""	"5"	""	"8"	""	"526"	""	"526"	""
"169"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"TOTAL"	"7125"	""	"488"	"27189"	"6582"	""	"419"	""	"904"	""	"471"	""	"252"	""	"672"	""	"44102"	""	"44102"	""
"171"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"172"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"173"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
