"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"27"	"20"	"162"	"347"	"14"	"4"	"6"	"5"	"6"	"7"	"12"	"-563"	""	"-563"	""	""
"28"	"21"	"37"	"91"	"84"	"7"	"4"	"9"	"81"	"9"	"12"	"-334"	""	"-334"	""	""
"29"	"22"	"147"	"184"	"48"	"7"	"12"	"10"	"9"	"3"	"11"	"-431"	""	"-431"	""	""
"30"	"23"	"67"	"216"	"21"	"3"	"5"	"5"	"7"	"4"	"9"	"-337"	""	"-337"	""	""
"31"	"24"	"192"	"279"	"118"	"7"	"2"	"12"	"24"	"11"	"28"	"-673"	""	"-673"	""	""
"32"	"25"	"155"	"208"	"10"	"4"	"7"	"5"	"3"	"12"	"14"	"-418"	""	"-418"	""	""
"33"	"26"	"310"	"284"	"86"	"2"	"2"	"6"	"22"	"4"	"5"	"-721"	""	"-721"	""	""
"34"	"27"	"283"	"243"	"66"	"12"	"4"	"9"	"53"	"14"	"30"	"-714"	""	"-714"	""	""
"35"	"28"	"141"	"51"	"4"	"1"	"3"	"1"	"0"	"1"	"2"	"-204"	""	"-204"	""	""
"36"	"29"	"176"	"146"	"69"	"7"	"1"	"6"	"4"	"5"	"12"	"-426"	""	"-426"	""	""
"37"	"29A"	"152"	"38"	"111"	"8"	"3"	"3"	"23"	"6"	"11"	"-355"	""	"-355"	""	""
"38"	"30"	"197"	"120"	"215"	"15"	"3"	"7"	"21"	"6"	"4"	"-588"	""	"-588"	""	""
"39"	"31"	"159"	"71"	"18"	"1"	"4"	"2"	"2"	"1"	"7"	"-265"	""	"-265"	""	""
"40"	"32"	"203"	"291"	"20"	"5"	"4"	"7"	"5"	"8"	"7"	"-550"	""	"-550"	""	""
"41"	"33"	"109"	"247"	"174"	"6"	"4"	"3"	"20"	"6"	"8"	"-577"	""	"-577"	""	""
"42"	"34"	"119"	"406"	"144"	"15"	"10"	"10"	"20"	"11"	"13"	"-748"	""	"-748"	""	""
"43"	"35"	"213"	"171"	"38"	"6"	"8"	"4"	"3"	"6"	"2"	"-451"	""	"-451"	""	""
"44"	"36"	"109"	"405"	"30"	"6"	"3"	"5"	"11"	"4"	"3"	"-576"	""	"-576"	""	""
"45"	"36A"	"40"	"282"	"8"	"5"	"4"	"3"	"3"	"4"	"14"	"-363"	""	"-363"	""	""
"46"	"37"	"170"	"128"	"6"	"4"	"3"	"2"	"2"	"1"	"2"	"-318"	""	"-318"	""	""
"47"	"38"	"354"	"46"	"64"	"7"	"7"	"3"	"19"	"10"	"13"	"-523"	""	"-523"	""	""
"48"	"39"	"448"	"220"	"35"	"11"	"1"	"3"	"4"	"9"	"16"	"-747"	""	"-747"	""	""
"49"	"40"	"122"	"363"	"37"	"4"	"9"	"11"	"5"	"6"	"11"	"-568"	""	"-568"	""	""
"50"	"41"	"268"	"131"	"40"	"8"	"9"	"7"	"12"	"5"	"18"	"-498"	""	"-498"	""	""
"51"	"41A"	"193"	"7"	"24"	"2"	"3"	"1"	"4"	"4"	"3"	"-241"	""	"-241"	""	""
"52"	"42"	"137"	"394"	"67"	"14"	"6"	"15"	"9"	"4"	"14"	"-660"	""	"-660"	""	""
"53"	"43"	"154"	"168"	"27"	"6"	"1"	"6"	"20"	"3"	"6"	"-391"	""	"-391"	""	""
"54"	"44"	"99"	"345"	"147"	"10"	"8"	"16"	"37"	"20"	"21"	"-703"	""	"-703"	""	""
"55"	"PS NO"	"AJAY NISHAD"	"MANOJ KUMAR SINGH"	"SHAH ALAM SABBOO"	"MAHESH MAHTO"	"DILIP KUMAR"	"PREM KUMAR SINGH"	"MAHADEO DAS"	"LAKHINDRA PASWAN"	"SANTOSH KUMAR"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"56"	"45"	"106"	"94"	"53"	"4"	"12"	"7"	"11"	"3"	"7"	"-297"	""	"-297"	""	""
"57"	"46"	"390"	"123"	"85"	"9"	"2"	"6"	"9"	"7"	"14"	"-645"	""	"-645"	""	""
"58"	"47"	"70"	"371"	"56"	"1"	"6"	"3"	"5"	"4"	"1"	"-517"	""	"-517"	""	""
"59"	"48"	"263"	"140"	"39"	"5"	"3"	"5"	"9"	"4"	"18"	"-486"	""	"-486"	""	""
"60"	"49"	"214"	"143"	"85"	"19"	"7"	"8"	"12"	"6"	"8"	"-502"	""	"-502"	""	""
"61"	"50"	"81"	"166"	"124"	"11"	"6"	"2"	"9"	"9"	"11"	"-419"	""	"-419"	""	""
"62"	"51"	"137"	"174"	"166"	"9"	"8"	"8"	"8"	"10"	"8"	"-528"	""	"-528"	""	""
"63"	"52"	"34"	"213"	"81"	"2"	"1"	"3"	"3"	"3"	"5"	"-345"	""	"-345"	""	""
"64"	"53"	"82"	"274"	"17"	"4"	"4"	"6"	"2"	"17"	"17"	"-423"	""	"-423"	""	""
"65"	"54"	"164"	"176"	"88"	"9"	"13"	"12"	"11"	"8"	"28"	"-509"	""	"-509"	""	""
"66"	"55"	"227"	"151"	"12"	"1"	"3"	"1"	"0"	"1"	"13"	"-409"	""	"-409"	""	""
"67"	"56"	"169"	"54"	"2"	"4"	"1"	"3"	"1"	"2"	"1"	"-237"	""	"-237"	""	""
"68"	"57"	"149"	"438"	"12"	"2"	"3"	"9"	"9"	"7"	"12"	"-641"	""	"-641"	""	""
"69"	"58"	"18"	"422"	"59"	"4"	"4"	"2"	"5"	"6"	"2"	"-522"	""	"-522"	""	""
"70"	"59"	"18"	"274"	"31"	"2"	"3"	"1"	"3"	"2"	"1"	"-335"	""	"-335"	""	""
"71"	"60"	"32"	"538"	"50"	"3"	"6"	"12"	"5"	"6"	"18"	"-670"	""	"-670"	""	""
"72"	"61"	"12"	"217"	"134"	"2"	"6"	"3"	"10"	"5"	"8"	"-397"	""	"-397"	""	""
"73"	"62"	"80"	"298"	"72"	"12"	"6"	"5"	"10"	"3"	"8"	"-494"	""	"-494"	""	""
"74"	"63"	"207"	"374"	"22"	"3"	"1"	"2"	"2"	"7"	"10"	"-628"	""	"-628"	""	""
"75"	"64"	"50"	"16"	"134"	"4"	"1"	"4"	"4"	"5"	"4"	"-222"	""	"-222"	""	""
"76"	"65"	"373"	"60"	"68"	"8"	"1"	"2"	"3"	""	"9"	"-524"	""	"-524"	""	""
"77"	"66"	"240"	"252"	"97"	"8"	"12"	"9"	"10"	"4"	"6"	"-638"	""	"-638"	""	""
"78"	"67"	"78"	"384"	"36"	"6"	"7"	"6"	"9"	"6"	"32"	"-564"	""	"-564"	""	""
"79"	"68"	"102"	"290"	"14"	"4"	"4"	"2"	"1"	"2"	"6"	"-425"	""	"-425"	""	""
"80"	"69"	"276"	"279"	"12"	"8"	"5"	"2"	"1"	"1"	"6"	"-590"	""	"-590"	""	""
"81"	"70"	"246"	"199"	"25"	"8"	"5"	"5"	"5"	"13"	"17"	"-523"	""	"-523"	""	""
"82"	"71"	"68"	"305"	"24"	"4"	"3"	"7"	"2"	""	"7"	"-420"	""	"-420"	""	""
"83"	"71A"	"150"	"146"	"49"	"4"	"2"	"2"	"5"	"2"	"16"	"-376"	""	"-376"	""	""
"84"	"72"	"105"	"133"	"20"	"6"	"2"	"2"	"8"	"7"	"6"	"-289"	""	"-289"	""	""
"85"	"73"	"140"	"197"	"19"	"1"	""	"2"	"7"	"6"	"8"	"-380"	""	"-380"	""	""
"86"	"74"	"143"	"241"	"76"	"3"	"1"	"3"	"6"	"9"	"11"	"-493"	""	"-493"	""	""
"87"	"75"	"56"	"88"	"16"	"1"	""	"2"	"4"	"5"	"6"	"-178"	""	"-178"	""	""
"88"	"76"	"72"	"220"	"34"	"9"	"13"	"10"	"6"	"12"	"30"	"-406"	""	"-406"	""	""
"89"	"77"	"137"	"222"	"45"	"5"	"0"	"6"	"8"	"8"	"9"	"-440"	""	"-440"	""	""
"90"	"78"	"53"	"91"	"25"	"7"	"3"	"2"	"3"	""	"1"	"-185"	""	"-185"	""	""
"91"	"79"	"98"	"180"	"14"	"5"	"1"	"9"	"6"	"7"	"10"	"-330"	""	"-330"	""	""
"92"	"80"	"310"	"222"	"57"	"8"	"5"	"3"	"16"	"6"	"14"	"641"	""	"-641"	""	""
"93"	"81"	"109"	"147"	"105"	"8"	"4"	"7"	"10"	"7"	"5"	"402"	""	"-402"	""	""
"94"	"82"	"24"	"260"	"12"	"1"	"7"	"6"	"0"	"3"	"1"	"314"	""	"-314"	""	""
"95"	"83"	"102"	"98"	"165"	"16"	"9"	"4"	"14"	"11"	"9"	"428"	""	"-428"	""	""
"96"	"84"	"201"	"225"	"96"	"8"	"14"	"17"	"21"	"16"	"19"	"617"	""	"-617"	""	""
"97"	"85"	"250"	"106"	"6"	"3"	"1"	"3"	"1"	"8"	"10"	"388"	""	"-388"	""	""
"98"	"86"	"250"	"185"	"9"	"5"	"3"	"2"	"4"	"10"	"14"	"482"	""	"-482"	""	""
"99"	"86A"	"175"	"192"	"5"	"1"	"0"	"2"	"6"	"3"	"1"	"385"	""	"-385"	""	""
"100"	"87"	"56"	"527"	"39"	"2"	"6"	"6"	"7"	"7"	"17"	"667"	""	"-667"	""	""
"101"	"88"	"314"	"292"	"47"	"8"	"5"	"8"	"11"	"5"	"21"	"711"	""	"-711"	""	""
"102"	"89"	"180"	"171"	"12"	"2"	"2"	"2"	"2"	"1"	"2"	"374"	""	"-374"	""	""
"103"	"PS NO"	"AJAY NISHAD"	"MANOJ KUMAR SINGH"	"SHAH ALAM SABBOO"	"MAHESH MAHTO"	"DILIP KUMAR"	"PREM KUMAR SINGH"	"MAHADEO DAS"	"LAKHINDRA PASWAN"	"SANTOSH KUMAR"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"104"	"90"	"340"	"136"	"112"	"10"	"9"	"5"	"12"	"6"	"20"	"650"	""	"-650"	""	""
"105"	"91"	"210"	"472"	"26"	"12"	"13"	"8"	"5"	"9"	"10"	"765"	""	"-765"	""	""
"106"	"92"	"110"	"223"	"166"	"3"	"3"	"0"	"11"	"10"	"16"	"542"	""	"-542"	""	""
"107"	"93"	"163"	"197"	"114"	"6"	"5"	"5"	"11"	"9"	"13"	"-523"	""	"-523"	""	""
"108"	"94"	"82"	"251"	"161"	"11"	"11"	"14"	"30"	"12"	"27"	"-599"	""	"-599"	""	""
"109"	"95"	"225"	"235"	"107"	"12"	"6"	"8"	"24"	"21"	"0"	"-638"	""	"-638"	""	""
"110"	"96"	"184"	"82"	"24"	"2"	"2"	"3"	"7"	"4"	"4"	"-312"	""	"-312"	""	""
"111"	"97"	"194"	"219"	"116"	"4"	"4"	"5"	"17"	"7"	"6"	"-572"	""	"-572"	""	""
"112"	"98"	"9"	"60"	"81"	"3"	"1"	"0"	"8"	"2"	"4"	"-168"	""	"-168"	""	""
"113"	"99"	"129"	"193"	"104"	"6"	"7"	"8"	"7"	"4"	"5"	"-463"	""	"-463"	""	""
"114"	"100"	"49"	"273"	"251"	"14"	"5"	"10"	"20"	"5"	"18"	"-645"	""	"-645"	""	""
"115"	"101"	"332"	"307"	"24"	"14"	"9"	"5"	"6"	"1"	"14"	"-712"	""	"-712"	""	""
"116"	"102"	"310"	"164"	"8"	"1"	"4"	"5"	"4"	"6"	"10"	"-512"	""	"-512"	""	""
"117"	"103"	"138"	"322"	"13"	"4"	"6"	"3"	"24"	"3"	"5"	"-518"	""	"-518"	""	""
"118"	"104"	"129"	"289"	"6"	"2"	"3"	"4"	"11"	"3"	"4"	"-451"	""	"-451"	""	""
"119"	"105"	"43"	"225"	"157"	"7"	"6"	"2"	"16"	"6"	"12"	"-474"	""	"-474"	""	""
"120"	"106"	"85"	"190"	"11"	"3"	"3"	"0"	"16"	"1"	"1"	"-310"	""	"-310"	""	""
"121"	"107"	"318"	"54"	"5"	"1"	"0"	"2"	"0"	"0"	"1"	"-381"	""	"-381"	""	""
"122"	"108"	"47"	"324"	"20"	"2"	"2"	"6"	"3"	"8"	"7"	"-419"	""	"-419"	""	""
"123"	"109"	"177"	"307"	"9"	"4"	"3"	"4"	"5"	"18"	"32"	"-559"	""	"-559"	""	""
"124"	"110"	"28"	"508"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"-543"	""	"-543"	""	""
"125"	"111"	"117"	"466"	"29"	"3"	"4"	"3"	"0"	"0"	"1"	"-623"	""	"-623"	""	""
"126"	"112"	"88"	"492"	"13"	"4"	"5"	"11"	"2"	"7"	"7"	"-629"	""	"-629"	""	""
"127"	"113"	"285"	"75"	"7"	"1"	"1"	"1"	"2"	"1"	"10"	"-383"	""	"-383"	""	""
"128"	"114"	"125"	"345"	"101"	"9"	"5"	"7"	"10"	"14"	"15"	"-631"	""	"-631"	""	""
"129"	"115"	"239"	"339"	"79"	"8"	"7"	"5"	"4"	"6"	"6"	"-693"	""	"-693"	""	""
"130"	"116"	"296"	"73"	"64"	"8"	"3"	"4"	"8"	"5"	"4"	"-465"	""	"-465"	""	""
"131"	"117"	"258"	"104"	"135"	"9"	"5"	"1"	"7"	"0"	"7"	"-526"	""	"-526"	""	""
"132"	"118"	"41"	"310"	"91"	"3"	"4"	"4"	"14"	"4"	"8"	"-479"	""	"-479"	""	""
"133"	"119"	"157"	"241"	"130"	"2"	"8"	"11"	"10"	"8"	"12"	"-579"	""	"-579"	""	""
"134"	"120"	"232"	"31"	"175"	"12"	"4"	"2"	"8"	"6"	"4"	"-474"	""	"-474"	""	""
"135"	"121"	"205"	"338"	"27"	"6"	"4"	"8"	"4"	"15"	"15"	"-622"	""	"-622"	""	""
"136"	"122"	"384"	"122"	"30"	"6"	"5"	"7"	"7"	"10"	"20"	"-591"	""	"-591"	""	""
"137"	"123"	"257"	"151"	"92"	"1"	"1"	"1"	"8"	"1"	"11"	"-523"	""	"-523"	""	""
"138"	"124"	"104"	"305"	"85"	"15"	"11"	"14"	"43"	"12"	"24"	"-613"	""	"-613"	""	""
"139"	"125"	"79"	"284"	"30"	"6"	"6"	"10"	"3"	"6"	"10"	"-434"	""	"-434"	""	""
"140"	"126"	"355"	"35"	"48"	"9"	"1"	"1"	"8"	"4"	"13"	"-474"	""	"-474"	""	""
"141"	"127"	"36"	"73"	"359"	"15"	"9"	"6"	"24"	"4"	"9"	"-535"	""	"-535"	""	""
"142"	"128"	"78"	"142"	"186"	"14"	"4"	"6"	"18"	"9"	"11"	"-468"	""	"-468"	""	""
"143"	"129"	"72"	"189"	"94"	"5"	"13"	"4"	"9"	"3"	"5"	"-394"	""	"-394"	""	""
"144"	"130"	"24"	"62"	"264"	"14"	"4"	"6"	"15"	"2"	"11"	"-402"	""	"-402"	""	""
"145"	"131"	"77"	"113"	"228"	"6"	"3"	"3"	"4"	"4"	"3"	"-441"	""	"-441"	""	""
"146"	"132"	"246"	"25"	"102"	"5"	"4"	"2"	"5"	"7"	"7"	"-403"	""	"-403"	""	""
"147"	"133"	"128"	"179"	"144"	"12"	"9"	"9"	"26"	"14"	"15"	"-536"	""	"-536"	""	""
"148"	"134"	"85"	"436"	"43"	"2"	"3"	"6"	"3"	"2"	"1"	"-581"	""	"-581"	""	""
"149"	"135"	"194"	"253"	"35"	"7"	"1"	"4"	"68"	"7"	"12"	"-581"	""	"-581"	""	""
"150"	"136"	"360"	"122"	"18"	"6"	"4"	"5"	"3"	"6"	"14"	"-538"	""	"-538"	""	""
"151"	"137"	"131"	"85"	"91"	"4"	"8"	"3"	"14"	"10"	"8"	"-354"	""	"-354"	""	""
"152"	"138"	"152"	"384"	"20"	"8"	"9"	"11"	"4"	"4"	"9"	"-601"	""	"-601"	""	""
"153"	"139"	"323"	"199"	"26"	"5"	"4"	"4"	"3"	"5"	"10"	"-579"	""	"-579"	""	""
"154"	"140"	"293"	"363"	"18"	"6"	"10"	"11"	"2"	"15"	"24"	"-742"	""	"-742"	""	""
"155"	"141"	"10"	"250"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"-262"	""	"-262"	""	""
"156"	"142"	"435"	"144"	"69"	"3"	"5"	"4"	"12"	"8"	"25"	"-705"	""	"-705"	""	""
"157"	"PS NO"	"AJAY NISHAD"	"MANOJ KUMAR SINGH"	"SHAH ALAM SABBOO"	"MAHESH MAHTO"	"DILIP KUMAR"	"PREM KUMAR SINGH"	"MAHADEO DAS"	"LAKHINDRA PASWAN"	"SANTOSH KUMAR"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"158"	"143"	"231"	"60"	"249"	"16"	"3"	"5"	"30"	"6"	"23"	"-623"	""	"-623"	""	""
"159"	"144"	"59"	"382"	"117"	"9"	"6"	"4"	"18"	"5"	"7"	"-607"	""	"-607"	""	""
"160"	"144A"	"60"	"245"	"51"	"1"	"5"	"7"	"8"	"4"	"14"	"-395"	""	"-395"	""	""
"161"	"145"	"159"	"175"	"44"	"12"	"2"	"8"	"3"	"2"	"7"	"-412"	""	"-412"	""	""
"162"	"146"	"231"	"182"	"58"	"8"	"1"	"2"	"6"	"6"	"12"	"-506"	""	"-506"	""	""
"163"	"147"	"199"	"136"	"16"	"7"	"8"	"7"	"7"	"10"	"16"	"-406"	""	"-406"	""	""
"164"	"148"	"225"	"67"	"47"	"5"	"1"	"1"	"6"	"3"	"6"	"-361"	""	"-361"	""	""
"165"	"149"	"125"	"151"	"22"	"7"	"1"	"5"	"2"	"7"	"11"	"-331"	""	"-331"	""	""
"166"	"150"	"210"	"171"	"26"	"11"	"5"	"5"	"6"	"2"	"12"	"-448"	""	"-448"	""	""
"167"	"151"	"140"	"204"	"11"	"13"	"11"	"5"	"4"	"3"	"9"	"-400"	""	"-400"	""	""
"168"	"151A"	"129"	"43"	"30"	"5"	"1"	"0"	"7"	"13"	"20"	"-248"	""	"-248"	""	""
"169"	"152"	"62"	"329"	"41"	"4"	"4"	"3"	"12"	"8"	"15"	"-478"	""	"-478"	""	""
"170"	"153"	"125"	"23"	"46"	"6"	"4"	"3"	"6"	"6"	"3"	"-222"	""	"-222"	""	""
"171"	"154"	"150"	"148"	"17"	"16"	"3"	"7"	"1"	"3"	"6"	"-351"	""	"-351"	""	""
"172"	"155"	"120"	"206"	"22"	"7"	"8"	"5"	"2"	"6"	"10"	"-386"	""	"-386"	""	""
"173"	"156"	"255"	"162"	"18"	"9"	"2"	"4"	"7"	"4"	"16"	"-477"	""	"-477"	""	""
"174"	"157"	"264"	"127"	"42"	"13"	"3"	"12"	"8"	"3"	"26"	"-498"	""	"-498"	""	""
"175"	"158"	"108"	"119"	"90"	"2"	"4"	"8"	"13"	"3"	"5"	"-352"	""	"-352"	""	""
"176"	"159"	"163"	"203"	"127"	"6"	"5"	"3"	"7"	"6"	"8"	"-528"	""	"-528"	""	""
"177"	"160"	"232"	"227"	"203"	"14"	"6"	"13"	"22"	"14"	"27"	"-758"	""	"-758"	""	""
"178"	"161"	"215"	"184"	"38"	"10"	"11"	"10"	"4"	"6"	"15"	"-493"	""	"-493"	""	""
"179"	"162"	"93"	"366"	"34"	"2"	"2"	"4"	"4"	"4"	"11"	"-520"	""	"-520"	""	""
"180"	"163"	"316"	"137"	"148"	"15"	"7"	"8"	"25"	"7"	"16"	"-679"	""	"-679"	""	""
"181"	"164"	"319"	"183"	"18"	"2"	"3"	"4"	"4"	"2"	"11"	"-546"	""	"-546"	""	""
"182"	"165"	"279"	"139"	"67"	"1"	"1"	"2"	"2"	"3"	"3"	"-497"	""	"-497"	""	""
"183"	"166"	"216"	"108"	"111"	"2"	"2"	"3"	"5"	"3"	"9"	"-459"	""	"-459"	""	""
"184"	"167"	"95"	"80"	"227"	"16"	"5"	"6"	"12"	"10"	"22"	"-473"	""	"-473"	""	""
"185"	"168"	"63"	"179"	"80"	"11"	"1"	"1"	"7"	"6"	"8"	"-356"	""	"-356"	""	""
"186"	"169"	"85"	"17"	"151"	"4"	"1"	"1"	"4"	"0"	"6"	"-269"	""	"-269"	""	""
"187"	"170"	"127"	"218"	"37"	"10"	"10"	"6"	"10"	"10"	"14"	"-442"	""	"-442"	""	""
"188"	"170A"	"99"	"93"	"38"	"3"	"2"	"5"	"12"	"7"	"8"	"-267"	""	"-267"	""	""
"189"	"171"	"97"	"320"	"42"	"2"	"6"	"5"	"3"	"4"	"5"	"-484"	""	"-484"	""	""
"190"	"171A"	"167"	"104"	"6"	"3"	"0"	"1"	"2"	"2"	"7"	"-292"	""	"-292"	""	""
"191"	"172"	"100"	"232"	"83"	"12"	"3"	"6"	"15"	"9"	"2"	"-462"	""	"-462"	""	""
"192"	"173"	"48"	"359"	"42"	"12"	"4"	"5"	"5"	"2"	"3"	"-480"	""	"-480"	""	""
"193"	"174"	"45"	"6"	"88"	"2"	"1"	"0"	"8"	"1"	"6"	"-157"	""	"-157"	""	""
"194"	"175"	"86"	"263"	"75"	"7"	"9"	"5"	"5"	"14"	"16"	"-480"	""	"-480"	""	""
"195"	"175A"	"128"	"135"	"6"	"2"	"0"	"1"	"1"	"1"	"3"	"-277"	""	"-277"	""	""
"196"	"176"	"75"	"145"	"223"	"9"	"4"	"5"	"23"	"6"	"10"	"-500"	""	"-500"	""	""
"197"	"177"	"76"	"131"	"119"	"5"	"8"	"6"	"23"	"5"	"14"	"-387"	""	"-387"	""	""
"198"	"178"	"83"	"618"	"12"	"1"	"2"	"5"	"3"	"5"	"6"	"-735"	""	"-735"	""	""
"199"	"179"	"24"	"434"	"1"	"1"	"0"	"1"	"6"	"2"	"3"	"-472"	""	"-472"	""	""
"200"	"180"	"308"	"104"	"38"	"10"	"8"	"6"	"4"	"3"	"12"	"-493"	""	"-493"	""	""
"201"	"181"	"181"	"65"	"116"	"9"	"6"	"4"	"15"	"11"	"29"	"-436"	""	"-436"	""	""
"202"	"182"	"155"	"287"	"121"	"5"	"6"	"13"	"8"	"6"	"11"	"-612"	""	"-612"	""	""
"203"	"183"	"163"	"364"	"48"	"4"	"1"	"6"	"7"	"5"	"7"	"-605"	""	"-605"	""	""
"204"	"184"	"166"	"114"	"21"	"4"	"4"	"1"	"1"	"0"	"1"	"-312"	""	"-312"	""	""
"205"	"185"	"150"	"196"	"63"	"4"	"5"	"2"	"8"	"4"	"3"	"-435"	""	"-435"	""	""
"206"	"186"	"223"	"106"	"23"	"4"	"3"	"1"	"2"	"2"	"4"	"-368"	""	"-368"	""	""
"207"	"187"	"66"	"359"	"42"	"9"	"11"	"15"	"17"	"11"	"23"	"-553"	""	"-553"	""	""
"208"	"188"	"33"	"120"	"90"	"12"	"7"	"5"	"11"	"9"	"18"	"-305"	""	"-305"	""	""
"209"	"189"	"73"	"187"	"12"	"3"	"0"	"1"	"24"	"2"	"3"	"-305"	""	"-305"	""	""
"210"	"190"	"233"	"66"	"14"	"4"	"1"	"4"	"0"	"5"	"10"	"-337"	""	"-337"	""	""
"211"	"PS NO"	"AJAY NISHAD"	"MANOJ KUMAR SINGH"	"SHAH ALAM SABBOO"	"MAHESH MAHTO"	"DILIP KUMAR"	"PREM KUMAR SINGH"	"MAHADEO DAS"	"LAKHINDRA PASWAN"	"SANTOSH KUMAR"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"212"	"191"	"92"	"150"	"55"	"0"	"2"	"2"	"7"	"5"	"2"	"-315"	""	"-315"	""	""
"213"	"192"	"108"	"199"	"117"	"4"	"3"	"1"	"6"	"4"	"3"	"-445"	""	"-445"	""	""
"214"	"193"	"20"	"201"	"64"	"3"	"3"	"1"	"5"	"1"	"4"	"-302"	""	"-302"	""	""
"215"	"194"	"172"	"155"	"128"	"13"	"8"	"4"	"15"	"8"	"19"	"-522"	""	"-522"	""	""
"216"	"195"	"308"	"204"	"61"	"6"	"5"	"11"	"5"	"7"	"19"	"-626"	""	"-626"	""	""
"217"	"196"	"234"	"267"	"44"	"8"	"7"	"13"	"9"	"11"	"23"	"-616"	""	"-616"	""	""
"218"	"197"	"266"	"102"	"135"	"7"	"9"	"10"	"10"	"7"	"28"	"-574"	""	"-574"	""	""
