"36"	""	""	"19"	"13"	"219"	"110"	"214"	"23"	"6"	"6"	"6"	"597"	"0"	"597"	"0"
"37"	""	""	"20"	"8"	"35"	"240"	"116"	"4"	"6"	"11"	"12"	"432"	"0"	"432"	"0"
"38"	""	""	"20A"	"9"	"76"	"299"	"109"	"9"	"3"	"11"	"13"	"529"	"0"	"529"	"0"
"39"	""	""	"21"	"8"	"103"	"345"	"33"	"15"	"10"	"20"	"12"	"546"	"0"	"546"	"0"
"40"	""	""	"22"	"31"	"46"	"159"	"309"	"21"	"1"	"2"	"8"	"577"	"0"	"577"	"0"
"41"	""	""	"23"	"16"	"184"	"232"	"24"	"11"	"11"	"22"	"20"	"520"	"0"	"520"	"0"
"42"	""	""	"24"	"9"	"62"	"37"	"137"	"8"	"1"	"6"	"2"	"262"	"0"	"262"	"0"
"43"	"TOTAL"	""	""	"141"	"1191"	"2222"	"1631"	"127"	"59"	"116"	"106"	"5593"	"0"	"5593"	"0"
"44"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"45"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"46"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"47"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"48"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"49"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"50"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"51"	"R
o u n d
3"	""	"25"	"14"	"51"	"116"	"53"	"0"	"0"	"2"	"3"	"239"	"0"	"239"	"0"
"52"	""	""	"26"	"4"	"32"	"216"	"26"	"70"	"1"	"4"	"3"	"356"	"0"	"356"	"0"
"53"	""	""	"27"	"17"	"134"	"120"	"291"	"97"	"5"	"11"	"5"	"680"	"0"	"680"	"0"
"54"	""	""	"28"	"8"	"5"	"70"	"100"	"174"	"3"	"16"	"14"	"390"	"0"	"390"	"0"
"55"	""	""	"29"	"16"	"186"	"93"	"83"	"32"	"6"	"12"	"7"	"435"	"0"	"435"	"0"
"56"	""	""	"29A"	"0"	"51"	"86"	"30"	"102"	"2"	"6"	"2"	"279"	"0"	"279"	"0"
"57"	""	""	"30"	"9"	"60"	"58"	"56"	"20"	"4"	"6"	"1"	"214"	"0"	"214"	"0"
"58"	""	""	"31"	"5"	"171"	"6"	"161"	"8"	"4"	"3"	"3"	"361"	"0"	"361"	"0"
"59"	""	""	"32"	"16"	"17"	"195"	"10"	"13"	"2"	"13"	"7"	"273"	"0"	"273"	"0"
"60"	""	""	"33"	"4"	"117"	"119"	"4"	"5"	"2"	"2"	"2"	"255"	"0"	"255"	"0"
"61"	""	""	"34"	"17"	"57"	"122"	"38"	"135"	"3"	"9"	"7"	"388"	"0"	"388"	"0"
"62"	""	""	"34A"	"4"	"8"	"184"	"22"	"23"	"3"	"9"	"10"	"263"	"0"	"263"	"0"
"63"	""	""	"35"	"13"	"24"	"201"	"23"	"103"	"1"	"14"	"1"	"380"	"0"	"380"	"0"
"64"	""	""	"35A"	"6"	"35"	"25"	"212"	"12"	"2"	"0"	"7"	"299"	"0"	"299"	"0"
"65"	"TOTAL"	""	""	"133"	"948"	"1611"	"1109"	"794"	"38"	"107"	"72"	"4812"	"0"	"4812"	"0"
"66"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"67"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"68"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"69"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"70"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"71"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"72"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"73"	"R
o u n d
4"	""	"36"	"7"	"146"	"103"	"195"	"9"	"2"	"4"	"12"	"478"	"0"	"478"	"0"
"74"	""	""	"37"	"49"	"80"	"282"	"42"	"7"	"7"	"13"	"10"	"490"	"0"	"490"	"0"
"75"	""	""	"38"	"12"	"110"	"100"	"51"	"362"	"14"	"11"	"8"	"668"	"0"	"668"	"0"
"76"	""	""	"39"	"8"	"78"	"121"	"370"	"11"	"8"	"8"	"8"	"612"	"0"	"612"	"0"
"77"	""	""	"40"	"4"	"201"	"246"	"12"	"2"	"2"	"9"	"7"	"483"	"0"	"483"	"0"
"78"	""	""	"41"	"15"	"129"	"126"	"141"	"17"	"10"	"8"	"4"	"450"	"0"	"450"	"0"
"79"	""	""	"42"	"0"	"19"	"180"	"33"	"11"	"3"	"4"	"2"	"252"	"0"	"252"	"0"
"80"	""	""	"43"	"4"	"13"	"56"	"324"	"13"	"5"	"3"	"2"	"420"	"0"	"420"	"0"
"81"	""	""	"44"	"3"	"58"	"164"	"78"	"7"	"0"	"2"	"2"	"314"	"0"	"314"	"0"
"82"	""	""	"45"	"6"	"158"	"149"	"83"	"24"	"6"	"5"	"5"	"436"	"0"	"436"	"0"
"83"	""	""	"46"	"15"	"126"	"176"	"157"	"12"	"9"	"5"	"6"	"506"	"0"	"506"	"0"
"84"	""	""	"47"	"8"	"411"	"98"	"20"	"15"	"2"	"2"	"1"	"557"	"0"	"557"	"0"
"85"	""	""	"48"	"12"	"109"	"262"	"159"	"19"	"42"	"23"	"24"	"650"	"0"	"650"	"0"
"86"	""	""	"49"	"19"	"178"	"307"	"132"	"12"	"14"	"7"	"5"	"674"	"0"	"674"	"0"
"87"	"TOTAL"	""	""	"162"	"1816"	"2370"	"1797"	"521"	"124"	"104"	"96"	"6990"	"0"	"6990"	"0"
"88"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"89"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"90"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"91"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"92"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"93"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"94"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"95"	"R
o u n d
5"	""	"50"	"8"	"65"	"159"	"51"	"3"	"8"	"7"	"7"	"308"	"0"	"308"	"0"
"96"	""	""	"50A"	"7"	"42"	"133"	"313"	"33"	"11"	"13"	"14"	"566"	"0"	"566"	"0"
"97"	""	""	"51"	"11"	"18"	"261"	"214"	"9"	"1"	"4"	"2"	"520"	"0"	"520"	"0"
"98"	""	""	"52"	"14"	"69"	"164"	"107"	"102"	"11"	"3"	"10"	"480"	"0"	"480"	"0"
"99"	""	""	"53"	"17"	"50"	"119"	"220"	"87"	"4"	"3"	"5"	"505"	"0"	"505"	"0"
"100"	""	""	"54"	"36"	"71"	"329"	"140"	"35"	"10"	"15"	"9"	"645"	"0"	"645"	"0"
"101"	""	""	"55"	"7"	"244"	"4"	"46"	"0"	"5"	"2"	"5"	"313"	"0"	"313"	"0"
"102"	""	""	"56"	"12"	"83"	"190"	"184"	"38"	"6"	"12"	"14"	"539"	"0"	"539"	"0"
"103"	""	""	"57"	"21"	"150"	"136"	"239"	"20"	"14"	"13"	"10"	"603"	"0"	"603"	"0"
"104"	""	""	"58"	"10"	"91"	"183"	"96"	"7"	"4"	"11"	"8"	"410"	"0"	"410"	"0"
"105"	""	""	"59"	"16"	"29"	"205"	"180"	"1"	"4"	"9"	"12"	"456"	"0"	"456"	"0"
"106"	""	""	"60"	"14"	"149"	"224"	"254"	"14"	"9"	"7"	"2"	"673"	"0"	"673"	"0"
"107"	""	""	"61"	"26"	"228"	"272"	"84"	"7"	"6"	"9"	"7"	"639"	"0"	"639"	"0"
"108"	""	""	"62"	"18"	"61"	"419"	"122"	"7"	"6"	"10"	"5"	"648"	"0"	"648"	"0"
"109"	"TOTAL"	""	""	"217"	"1350"	"2798"	"2250"	"363"	"99"	"118"	"110"	"7305"	"0"	"7305"	"0"
"110"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"111"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"112"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"113"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"114"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"115"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"116"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"117"	"R
o u n d
6"	""	"63"	"14"	"224"	"296"	"180"	"16"	"15"	"15"	"13"	"773"	"0"	"773"	"0"
"118"	""	""	"64"	"16"	"85"	"148"	"182"	"6"	"3"	"6"	"8"	"454"	"0"	"454"	"0"
"119"	""	""	"65"	"10"	"82"	"301"	"175"	"15"	"3"	"12"	"11"	"609"	"0"	"609"	"0"
"120"	""	""	"66"	"12"	"64"	"135"	"178"	"6"	"1"	"2"	"0"	"398"	"0"	"398"	"0"
"121"	""	""	"67"	"8"	"72"	"148"	"237"	"8"	"5"	"4"	"8"	"490"	"0"	"490"	"0"
"122"	""	""	"68"	"10"	"53"	"165"	"341"	"46"	"4"	"6"	"22"	"647"	"0"	"647"	"0"
"123"	""	""	"69"	"4"	"10"	"116"	"177"	"116"	"4"	"9"	"10"	"446"	"0"	"446"	"0"
"124"	""	""	"70"	"5"	"134"	"47"	"27"	"6"	"3"	"8"	"13"	"243"	"0"	"243"	"0"
"125"	""	""	"71"	"16"	"160"	"227"	"49"	"12"	"3"	"6"	"7"	"480"	"0"	"480"	"0"
"126"	""	""	"71A"	"11"	"130"	"151"	"9"	"4"	"4"	"12"	"5"	"326"	"0"	"326"	"0"
"127"	""	""	"72"	"7"	"168"	"26"	"11"	"127"	"5"	"1"	"0"	"345"	"0"	"345"	"0"
"128"	""	""	"73"	"14"	"67"	"226"	"35"	"3"	"1"	"6"	"4"	"356"	"0"	"356"	"0"
"129"	""	""	"74"	"9"	"168"	"49"	"42"	"2"	"2"	"5"	"1"	"278"	"0"	"278"	"0"
"130"	""	""	"75"	"23"	"50"	"109"	"301"	"95"	"4"	"10"	"3"	"595"	"0"	"595"	"0"
"131"	"TOTAL"	""	""	"159"	"1467"	"2144"	"1944"	"462"	"57"	"102"	"105"	"6440"	"0"	"6440"	"0"
"132"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"133"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"134"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"135"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"136"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"137"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"138"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"139"	"R
o u n d
7"	""	"76"	"3"	"16"	"88"	"590"	"4"	"4"	"4"	"2"	"711"	"0"	"711"	"0"
"140"	""	""	"77"	"14"	"75"	"161"	"237"	"51"	"4"	"7"	"5"	"554"	"0"	"554"	"0"
"141"	""	""	"78"	"8"	"103"	"62"	"243"	"32"	"5"	"10"	"10"	"473"	"0"	"473"	"0"
"142"	""	""	"79"	"6"	"23"	"91"	"22"	"363"	"3"	"4"	"7"	"519"	"0"	"519"	"0"
"143"	""	""	"80"	"12"	"195"	"289"	"132"	"13"	"6"	"5"	"13"	"665"	"0"	"665"	"0"
"144"	""	""	"81"	"6"	"78"	"74"	"340"	"8"	"3"	"7"	"5"	"521"	"0"	"521"	"0"
"145"	""	""	"82"	"77"	"37"	"132"	"13"	"52"	"5"	"9"	"2"	"327"	"0"	"327"	"0"
"146"	""	""	"83"	"18"	"67"	"76"	"259"	"72"	"7"	"9"	"8"	"516"	"0"	"516"	"0"
"147"	""	""	"84"	"7"	"26"	"190"	"105"	"3"	"0"	"2"	"0"	"333"	"0"	"333"	"0"
"148"	""	""	"84A"	"7"	"129"	"142"	"29"	"3"	"0"	"7"	"4"	"321"	"0"	"321"	"0"
"149"	""	""	"85"	"14"	"11"	"276"	"211"	"7"	"8"	"5"	"6"	"538"	"0"	"538"	"0"
"150"	""	""	"86"	"4"	"167"	"96"	"32"	"64"	"4"	"8"	"10"	"385"	"0"	"385"	"0"
"151"	""	""	"87"	"14"	"220"	"66"	"177"	"5"	"4"	"5"	"2"	"493"	"0"	"493"	"0"
"152"	""	""	"88"	"11"	"12"	"144"	"166"	"26"	"6"	"12"	"9"	"386"	"0"	"386"	"0"
"153"	"TOTAL"	""	""	"201"	"1159"	"1887"	"2556"	"703"	"59"	"94"	"83"	"6742"	"0"	"6742"	"0"
"154"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"155"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"156"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"157"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"158"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"159"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"160"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"161"	"R
o u n d
8"	""	"89"	"4"	"91"	"258"	"236"	"35"	"3"	"4"	"9"	"640"	"0"	"640"	"0"
"162"	""	""	"90"	"11"	"51"	"130"	"118"	"27"	"9"	"3"	"6"	"355"	"0"	"355"	"0"
"163"	""	""	"91"	"2"	"39"	"48"	"171"	"58"	"2"	"2"	"0"	"322"	"0"	"322"	"0"
"164"	""	""	"92"	"3"	"79"	"91"	"15"	"200"	"3"	"4"	"7"	"402"	"0"	"402"	"0"
"165"	""	""	"93"	"17"	"73"	"253"	"99"	"6"	"3"	"10"	"3"	"464"	"0"	"464"	"0"
"166"	""	""	"94"	"77"	"88"	"241"	"165"	"15"	"4"	"6"	"7"	"603"	"0"	"603"	"0"
"167"	""	""	"95"	"10"	"151"	"158"	"28"	"4"	"7"	"5"	"14"	"377"	"0"	"377"	"0"
"168"	""	""	"96"	"11"	"88"	"279"	"203"	"21"	"3"	"15"	"16"	"636"	"0"	"636"	"0"
"169"	""	""	"97"	"38"	"126"	"77"	"82"	"6"	"3"	"1"	"10"	"343"	"0"	"343"	"0"
"170"	""	""	"98"	"3"	"307"	"12"	"79"	"5"	"0"	"1"	"1"	"408"	"0"	"408"	"0"
"171"	""	""	"99"	"15"	"258"	"211"	"23"	"8"	"5"	"7"	"0"	"527"	"0"	"527"	"0"
"172"	""	""	"99A"	"37"	"88"	"49"	"40"	"4"	"0"	"5"	"1"	"224"	"0"	"224"	"0"
"173"	""	""	"100"	"57"	"137"	"153"	"143"	"6"	"7"	"13"	"11"	"527"	"0"	"527"	"0"
"174"	""	""	"101"	"12"	"270"	"158"	"104"	"3"	"5"	"5"	"4"	"561"	"0"	"561"	"0"
"175"	"TOTAL"	""	""	"297"	"1846"	"2118"	"1506"	"398"	"54"	"81"	"89"	"6389"	"0"	"6389"	"0"
"176"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"177"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"178"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"179"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"180"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"181"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"182"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"183"	"R
o u n d
9"	""	"102"	"40"	"142"	"214"	"183"	"98"	"9"	"12"	"10"	"708"	"0"	"708"	"0"
"184"	""	""	"103"	"18"	"105"	"186"	"311"	"13"	"4"	"10"	"11"	"658"	"0"	"658"	"0"
"185"	""	""	"104"	"30"	"160"	"393"	"84"	"38"	"13"	"23"	"19"	"760"	"0"	"760"	"0"
"186"	""	""	"105"	"26"	"125"	"257"	"227"	"8"	"6"	"17"	"13"	"679"	"0"	"679"	"0"
"187"	""	""	"106"	"19"	"288"	"113"	"131"	"6"	"3"	"9"	"11"	"580"	"0"	"580"	"0"
"188"	""	""	"107"	"5"	"151"	"148"	"32"	"4"	"3"	"4"	"1"	"348"	"0"	"348"	"0"
"189"	""	""	"108"	"5"	"17"	"152"	"41"	"0"	"2"	"6"	"4"	"227"	"0"	"227"	"0"
"190"	""	""	"108A"	"5"	"38"	"185"	"175"	"18"	"6"	"4"	"4"	"435"	"0"	"435"	"0"
"191"	""	""	"109"	"36"	"48"	"219"	"92"	"8"	"7"	"6"	"6"	"422"	"0"	"422"	"0"
"192"	""	""	"110"	"22"	"9"	"132"	"163"	"7"	"4"	"16"	"20"	"373"	"0"	"373"	"0"
"193"	""	""	"111"	"3"	"112"	"133"	"298"	"10"	"13"	"8"	"16"	"593"	"0"	"593"	"0"
"194"	""	""	"112"	"19"	"14"	"454"	"161"	"10"	"6"	"7"	"8"	"679"	"0"	"679"	"0"
"195"	""	""	"113"	"11"	"2"	"265"	"251"	"14"	"3"	"10"	"1"	"557"	"0"	"557"	"0"
"196"	""	""	"113A"	"21"	"10"	"189"	"114"	"4"	"5"	"4"	"1"	"348"	"0"	"348"	"0"
"197"	"TOTAL"	""	""	"260"	"1221"	"3040"	"2263"	"238"	"84"	"136"	"125"	"7367"	"0"	"7367"	"0"
"198"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
