"35"	""	""	"15"	"11"	"11"	"333"	"22"	"3"	"0"	"1"	"4"	"385"	"0"	"385"	"0"	""
"36"	""	""	"16"	"35"	"13"	"171"	"384"	"10"	"3"	"4"	"12"	"632"	"0"	"632"	"0"	""
"37"	""	""	"17"	"3"	"1"	"216"	"52"	"0"	"1"	"0"	"3"	"276"	"0"	"276"	"0"	""
"38"	""	""	"18"	"6"	"7"	"348"	"174"	"4"	"4"	"1"	"4"	"548"	"0"	"548"	"0"	""
"39"	""	""	"19"	"6"	"42"	"191"	"231"	"3"	"5"	"9"	"11"	"498"	"0"	"498"	"0"	""
"40"	""	""	"20"	"6"	"35"	"235"	"103"	"1"	"4"	"6"	"6"	"396"	"0"	"396"	"0"	""
"41"	""	""	"20A"	"8"	"13"	"310"	"61"	"1"	"0"	"0"	"5"	"398"	"0"	"398"	"0"	""
"42"	""	""	"21"	"7"	"9"	"293"	"51"	"9"	"9"	"4"	"6"	"388"	"0"	"388"	"0"	""
"43"	"TOTAL"	""	""	"134"	"153"	"2896"	"1557"	"42"	"44"	"34"	"64"	"4924"	"0"	"4924"	"0"	""
"44"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"45"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"46"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"47"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"48"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"49"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"50"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"51"	"R
o u n d
3"	""	"21A"	"6"	"3"	"228"	"54"	"2"	"1"	"0"	"4"	"298"	"0"	"298"	"0"	""
"52"	""	""	"22"	"4"	"6"	"509"	"78"	"5"	"5"	"4"	"6"	"617"	"0"	"617"	"0"	""
"53"	""	""	"23"	"3"	"7"	"342"	"50"	"0"	"0"	"0"	"3"	"405"	"0"	"405"	"0"	""
"54"	""	""	"24"	"4"	"3"	"278"	"41"	"2"	"1"	"0"	"4"	"333"	"0"	"333"	"0"	""
"55"	""	""	"25"	"9"	"36"	"364"	"171"	"4"	"3"	"4"	"9"	"600"	"0"	"600"	"0"	""
"56"	""	""	"26"	"19"	"10"	"351"	"180"	"4"	"4"	"8"	"9"	"585"	"0"	"585"	"0"	""
"57"	""	""	"27"	"11"	"5"	"151"	"221"	"2"	"1"	"0"	"7"	"398"	"0"	"398"	"0"	""
"58"	""	""	"28"	"4"	"3"	"278"	"179"	"1"	"1"	"1"	"1"	"468"	"0"	"468"	"0"	""
"59"	""	""	"29"	"2"	"14"	"192"	"63"	"1"	"0"	"0"	"1"	"273"	"0"	"273"	"0"	""
"60"	""	""	"30"	"7"	"6"	"245"	"50"	"3"	"2"	"1"	"2"	"316"	"0"	"316"	"0"	""
"61"	""	""	"31"	"13"	"5"	"415"	"92"	"1"	"1"	"1"	"1"	"529"	"0"	"529"	"0"	""
"62"	""	""	"32"	"6"	"6"	"336"	"59"	"0"	"1"	"1"	"1"	"410"	"0"	"410"	"0"	""
"63"	""	""	"33"	"15"	"3"	"324"	"158"	"2"	"3"	"1"	"10"	"516"	"0"	"516"	"0"	""
"64"	""	""	"34"	"109"	"4"	"148"	"192"	"1"	"2"	"0"	"3"	"459"	"0"	"459"	"0"	""
"65"	"TOTAL"	""	""	"212"	"111"	"4161"	"1588"	"28"	"25"	"21"	"61"	"6207"	"0"	"6207"	"0"	""
"66"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"67"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"68"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"69"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"70"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"71"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"72"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"73"	"R
o u n d
4"	""	"35"	"23"	"11"	"245"	"63"	"1"	"0"	"0"	"2"	"345"	"0"	"345"	"0"	""
"74"	""	""	"36"	"5"	"20"	"248"	"74"	"0"	"1"	"2"	"1"	"351"	"0"	"351"	"0"	""
"75"	""	""	"37"	"11"	"23"	"300"	"61"	"3"	"1"	"0"	"1"	"400"	"0"	"400"	"0"	""
"76"	""	""	"37A"	"3"	"16"	"239"	"55"	"11"	"3"	"2"	"1"	"330"	"0"	"330"	"0"	""
"77"	""	""	"38"	"7"	"9"	"463"	"39"	"0"	"0"	"1"	"2"	"521"	"0"	"521"	"0"	""
"78"	""	""	"39"	"4"	"7"	"273"	"78"	"2"	"0"	"3"	"0"	"367"	"0"	"367"	"0"	""
"79"	""	""	"40"	"30"	"13"	"291"	"133"	"5"	"1"	"4"	"6"	"483"	"0"	"483"	"0"	""
"80"	""	""	"41"	"84"	"9"	"222"	"274"	"10"	"6"	"2"	"7"	"614"	"0"	"614"	"0"	""
"81"	""	""	"42"	"34"	"38"	"233"	"214"	"6"	"5"	"6"	"5"	"541"	"0"	"541"	"0"	""
"82"	""	""	"43"	"15"	"4"	"271"	"284"	"5"	"10"	"1"	"2"	"592"	"0"	"592"	"0"	""
"83"	""	""	"44"	"31"	"21"	"175"	"217"	"7"	"2"	"5"	"7"	"465"	"0"	"465"	"0"	""
"84"	""	""	"44A"	"17"	"9"	"211"	"131"	"1"	"1"	"0"	"3"	"373"	"0"	"373"	"0"	""
"85"	""	""	"45"	"13"	"11"	"256"	"325"	"9"	"4"	"8"	"12"	"638"	"0"	"638"	"0"	""
"86"	""	""	"46"	"6"	"8"	"366"	"222"	"7"	"1"	"2"	"5"	"617"	"0"	"617"	"0"	""
"87"	"TOTAL"	""	""	"283"	"199"	"3793"	"2170"	"67"	"35"	"36"	"54"	"6637"	"0"	"6637"	"0"	""
"88"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"89"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"90"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"91"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"92"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"93"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"94"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"95"	"R
o u n d
5"	""	"47"	"25"	"30"	"142"	"496"	"7"	"2"	"3"	"6"	"711"	"0"	"711"	"0"	""
"96"	""	""	"48"	"9"	"16"	"108"	"235"	"9"	"1"	"3"	"6"	"387"	"0"	"387"	"0"	""
"97"	""	""	"48A"	"3"	"9"	"174"	"83"	"3"	"0"	"0"	"0"	"272"	"0"	"272"	"0"	""
"98"	""	""	"49"	"27"	"15"	"149"	"301"	"23"	"8"	"10"	"15"	"548"	"0"	"548"	"0"	""
"99"	""	""	"50"	"2"	"73"	"350"	"138"	"4"	"2"	"7"	"13"	"589"	"0"	"589"	"0"	""
"100"	""	""	"50A"	"1"	"22"	"454"	"51"	"1"	"0"	"1"	"2"	"532"	"0"	"532"	"0"	""
"101"	""	""	"51"	"11"	"11"	"67"	"418"	"18"	"5"	"3"	"8"	"541"	"0"	"541"	"0"	""
"102"	""	""	"52"	"6"	"16"	"194"	"317"	"6"	"2"	"1"	"7"	"549"	"0"	"549"	"0"	""
"103"	""	""	"52A"	"4"	"1"	"141"	"44"	"1"	"2"	"1"	"2"	"196"	"0"	"196"	"0"	""
"104"	""	""	"53"	"3"	"31"	"114"	"267"	"10"	"6"	"6"	"21"	"458"	"0"	"458"	"0"	""
"105"	""	""	"53A"	"3"	"12"	"12"	"205"	"4"	"4"	"0"	"5"	"245"	"0"	"245"	"0"	""
"106"	""	""	"54"	"2"	"3"	"123"	"143"	"4"	"131"	"3"	"2"	"411"	"0"	"411"	"0"	""
"107"	""	""	"55"	"4"	"72"	"95"	"215"	"14"	"25"	"3"	"10"	"438"	"0"	"438"	"0"	""
"108"	""	""	"56"	"2"	"7"	"181"	"57"	"3"	"2"	"1"	"4"	"257"	"0"	"257"	"0"	""
"109"	"TOTAL"	""	""	"102"	"318"	"2304"	"2970"	"107"	"190"	"42"	"101"	"6134"	"0"	"6134"	"0"	""
"110"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"111"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"112"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"113"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"114"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"115"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"116"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"117"	"R
o u n d
6"	""	"57"	"31"	"27"	"67"	"389"	"14"	"4"	"5"	"8"	"545"	"0"	"545"	"0"	""
"118"	""	""	"57A"	"7"	"5"	"155"	"170"	"6"	"2"	"3"	"8"	"356"	"0"	"356"	"0"	""
"119"	""	""	"58"	"16"	"9"	"266"	"219"	"15"	"4"	"7"	"28"	"564"	"0"	"564"	"0"	""
"120"	""	""	"59"	"5"	"5"	"137"	"325"	"15"	"7"	"11"	"9"	"514"	"0"	"514"	"0"	""
"121"	""	""	"60"	"11"	"25"	"172"	"238"	"3"	"4"	"6"	"6"	"465"	"0"	"465"	"0"	""
"122"	""	""	"61"	"9"	"24"	"194"	"298"	"9"	"5"	"6"	"11"	"556"	"0"	"556"	"0"	""
"123"	""	""	"62"	"9"	"22"	"298"	"301"	"15"	"8"	"7"	"10"	"670"	"0"	"670"	"0"	""
"124"	""	""	"63"	"15"	"7"	"131"	"403"	"7"	"4"	"0"	"7"	"574"	"0"	"574"	"0"	""
"125"	""	""	"64"	"15"	"34"	"67"	"422"	"22"	"1"	"7"	"8"	"576"	"0"	"576"	"0"	""
"126"	""	""	"65"	"3"	"1"	"243"	"188"	"4"	"0"	"2"	"4"	"445"	"0"	"445"	"0"	""
"127"	""	""	"66"	"13"	"11"	"219"	"195"	"3"	"6"	"7"	"8"	"462"	"0"	"462"	"0"	""
"128"	""	""	"67"	"18"	"15"	"85"	"415"	"22"	"4"	"8"	"19"	"586"	"0"	"586"	"0"	""
"129"	""	""	"68"	"27"	"4"	"159"	"179"	"8"	"0"	"4"	"5"	"386"	"0"	"386"	"0"	""
"130"	""	""	"69"	"5"	"0"	"400"	"149"	"5"	"0"	"2"	"3"	"564"	"0"	"564"	"0"	""
"131"	"TOTAL"	""	""	"184"	"189"	"2593"	"3891"	"148"	"49"	"75"	"134"	"7263"	"0"	"7263"	"0"	""
"132"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"133"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"134"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"135"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"136"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"137"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"138"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"139"	"R
o u n d
7"	""	"70"	"11"	"14"	"139"	"390"	"11"	"3"	"8"	"3"	"579"	"0"	"579"	"0"	""
"140"	""	""	"71"	"19"	"7"	"224"	"216"	"4"	"4"	"2"	"8"	"484"	"0"	"484"	"0"	""
"141"	""	""	"71A"	"17"	"3"	"142"	"143"	"8"	"4"	"2"	"10"	"329"	"0"	"329"	"0"	""
"142"	""	""	"72"	"27"	"4"	"209"	"355"	"15"	"5"	"3"	"8"	"626"	"0"	"626"	"0"	""
"143"	""	""	"73"	"27"	"3"	"105"	"267"	"6"	"3"	"3"	"2"	"416"	"0"	"416"	"0"	""
"144"	""	""	"74"	"9"	"6"	"323"	"231"	"9"	"1"	"0"	"4"	"583"	"0"	"583"	"0"	""
"145"	""	""	"75"	"8"	"2"	"59"	"252"	"4"	"2"	"1"	"2"	"330"	"0"	"330"	"0"	""
"146"	""	""	"76"	"16"	"6"	"169"	"235"	"5"	"3"	"0"	"3"	"437"	"0"	"437"	"0"	""
"147"	""	""	"77"	"1"	"4"	"221"	"126"	"4"	"2"	"3"	"1"	"362"	"0"	"362"	"0"	""
"148"	""	""	"78"	"13"	"81"	"259"	"295"	"8"	"6"	"3"	"6"	"671"	"0"	"671"	"0"	""
"149"	""	""	"79"	"21"	"21"	"327"	"113"	"8"	"9"	"4"	"22"	"525"	"0"	"525"	"0"	""
"150"	""	""	"80"	"0"	"1"	"353"	"13"	"1"	"2"	"1"	"0"	"371"	"0"	"371"	"0"	""
"151"	""	""	"81"	"17"	"42"	"206"	"85"	"4"	"1"	"4"	"8"	"367"	"0"	"367"	"0"	""
"152"	""	""	"82"	"5"	"2"	"170"	"236"	"10"	"7"	"1"	"7"	"438"	"0"	"438"	"0"	""
"153"	"TOTAL"	""	""	"191"	"196"	"2906"	"2957"	"97"	"52"	"35"	"84"	"6518"	"0"	"6518"	"0"	""
"154"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"155"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"156"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"157"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"158"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"159"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"160"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"161"	"R
o u n d
8"	""	"82A"	"5"	"3"	"178"	"76"	"2"	"3"	"2"	"1"	"270"	"0"	"270"	"0"	""
"162"	""	""	"83"	"2"	"1"	"212"	"54"	"4"	"1"	"0"	"2"	"276"	"0"	"276"	"0"	""
"163"	""	""	"84"	"3"	"4"	"203"	"216"	"3"	"1"	"2"	"3"	"435"	"0"	"435"	"0"	""
"164"	""	""	"85"	"11"	"1"	"264"	"186"	"11"	"4"	"2"	"1"	"480"	"0"	"480"	"0"	""
"165"	""	""	"86"	"13"	"12"	"291"	"207"	"6"	"1"	"3"	"1"	"534"	"0"	"534"	"0"	""
"166"	""	""	"87"	"5"	"55"	"262"	"157"	"6"	"4"	"4"	"4"	"497"	"0"	"497"	"0"	""
"167"	""	""	"88"	"18"	"5"	"162"	"148"	"9"	"5"	"5"	"12"	"364"	"0"	"364"	"0"	""
"168"	""	""	"88A"	"10"	"5"	"154"	"203"	"7"	"2"	"2"	"4"	"387"	"0"	"387"	"0"	""
"169"	""	""	"89"	"13"	"5"	"157"	"227"	"8"	"1"	"6"	"6"	"423"	"0"	"423"	"0"	""
"170"	""	""	"90"	"1"	"22"	"486"	"112"	"1"	"3"	"2"	"3"	"630"	"0"	"630"	"0"	""
"171"	""	""	"91"	"0"	"17"	"172"	"258"	"4"	"2"	"1"	"2"	"456"	"0"	"456"	"0"	""
"172"	""	""	"92"	"11"	"5"	"294"	"148"	"2"	"3"	"2"	"2"	"467"	"0"	"467"	"0"	""
"173"	""	""	"93"	"4"	"3"	"222"	"230"	"10"	"4"	"1"	"6"	"480"	"0"	"480"	"0"	""
"174"	""	""	"94"	"13"	"10"	"132"	"288"	"13"	"3"	"9"	"9"	"477"	"0"	"477"	"0"	""
"175"	"TOTAL"	""	""	"109"	"148"	"3189"	"2510"	"86"	"37"	"41"	"56"	"6176"	"0"	"6176"	"0"	""
"176"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"177"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"178"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"179"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"180"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"181"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"182"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"183"	"R
o u n d
9"	""	"95"	"4"	"2"	"282"	"112"	"7"	"3"	"2"	"3"	"415"	"0"	"415"	"0"	""
"184"	""	""	"95A"	"5"	"1"	"5"	"151"	"7"	"4"	"1"	"3"	"177"	"0"	"177"	"0"	""
"185"	""	""	"96"	"6"	"8"	"339"	"259"	"4"	"7"	"4"	"6"	"633"	"0"	"633"	"0"	""
"186"	""	""	"97"	"15"	"190"	"199"	"340"	"11"	"3"	"6"	"3"	"767"	"0"	"767"	"0"	""
"187"	""	""	"98"	"17"	"20"	"153"	"159"	"6"	"18"	"3"	"8"	"384"	"0"	"384"	"0"	""
"188"	""	""	"99"	"19"	"3"	"48"	"141"	"7"	"2"	"3"	"13"	"236"	"0"	"236"	"0"	""
"189"	""	""	"100"	"0"	"3"	"196"	"7"	"0"	"0"	"0"	"4"	"210"	"0"	"210"	"0"	""
"190"	""	""	"100A"	"51"	"50"	"98"	"165"	"5"	"4"	"5"	"10"	"388"	"0"	"388"	"0"	""
"191"	""	""	"101"	"8"	"11"	"208"	"104"	"2"	"2"	"1"	"3"	"339"	"0"	"339"	"0"	""
"192"	""	""	"102"	"17"	"71"	"207"	"129"	"5"	"10"	"5"	"13"	"457"	"0"	"457"	"0"	""
