"24"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"25"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"26"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"27"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"28"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"32"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"33"	"11d"	"67"	"4"	"0"	"187"	"5"	"3"	"0"	"1"	"6"	""	""	""
"34"	"12"	"79"	"18"	"6"	"153"	"3"	"9"	"6"	"4"	"9"	""	""	""
"35"	"12d"	"29"	"8"	"3"	"141"	"4"	"4"	"2"	"1"	"1"	""	""	""
"36"	"13"	"30"	"1"	"0"	"238"	"4"	"7"	"0"	"3"	"7"	""	""	""
"37"	"14"	"75"	"13"	"2"	"273"	"14"	"15"	"4"	"2"	"5"	""	""	""
"38"	"15"	"152"	"37"	"19"	"295"	"13"	"21"	"6"	"6"	"20"	""	""	""
"39"	"16"	"36"	"49"	"12"	"52"	"0"	"10"	"3"	"4"	"5"	""	""	""
"40"	"17"	"76"	"23"	"8"	"437"	"30"	"20"	"2"	"5"	"6"	""	""	""
"41"	"18"	"66"	"35"	"8"	"147"	"11"	"4"	"4"	"3"	"29"	""	""	""
"42"	"18d"	"29"	"12"	"5"	"84"	"9"	"12"	"6"	"5"	"16"	""	""	""
"43"	"19"	"185"	"19"	"13"	"188"	"5"	"18"	"4"	"7"	"31"	""	""	""
"44"	"20"	"324"	"15"	"2"	"115"	"4"	"9"	"4"	"6"	"28"	""	""	""
"45"	"21"	"208"	"24"	"7"	"245"	"13"	"20"	"2"	"7"	"24"	""	""	""
"46"	"22"	"83"	"4"	"2"	"216"	"11"	"14"	"3"	"3"	"7"	""	""	""
"47"	"23"	"121"	"10"	"5"	"174"	"1"	"17"	"5"	"9"	"18"	""	""	""
"48"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"49"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"50"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"51"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"52"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"53"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"54"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"55"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"56"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"57"	"24"	"94"	"12"	"2"	"142"	"8"	"14"	"2"	"2"	"9"	""	""	""
"58"	"25"	"0"	"6"	"4"	"536"	"13"	"17"	"2"	"4"	"7"	""	""	""
"59"	"26"	"12"	"49"	"2"	"224"	"10"	"13"	"2"	"4"	"8"	""	""	""
"60"	"26d"	"9"	"15"	"3"	"203"	"13"	"9"	"2"	"3"	"7"	""	""	""
"61"	"27"	"52"	"7"	"2"	"326"	"9"	"10"	"6"	"4"	"16"	""	""	""
"62"	"28"	"194"	"14"	"7"	"274"	"7"	"14"	"1"	"4"	"10"	""	""	""
"63"	"29"	"22"	"10"	"1"	"95"	"2"	"6"	"3"	"1"	"7"	""	""	""
"64"	"29d"	"94"	"22"	"10"	"234"	"6"	"26"	"3"	"5"	"13"	""	""	""
"65"	"30"	"131"	"22"	"5"	"68"	"4"	"10"	"2"	"4"	"15"	""	""	""
"66"	"31"	"146"	"8"	"7"	"43"	"2"	"4"	"6"	"2"	"11"	""	""	""
"67"	"32"	"91"	"7"	"7"	"80"	"5"	"7"	"2"	"5"	"14"	""	""	""
"68"	"32d"	"98"	"16"	"1"	"56"	"4"	"7"	"4"	"2"	"5"	""	""	""
"69"	"33"	"144"	"10"	"2"	"317"	"14"	"30"	"3"	"21"	"4"	""	""	""
"70"	"34"	"58"	"3"	"1"	"159"	"3"	"9"	"2"	"1"	"9"	""	""	""
"71"	"35"	"176"	"43"	"61"	"107"	"3"	"11"	"3"	"5"	"24"	""	""	""
"72"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"74"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"75"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"76"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"77"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"78"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"79"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"80"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"81"	"36"	"48"	"10"	"2"	"174"	"5"	"5"	"2"	"1"	"3"	""	""	""
"82"	"36d"	"14"	"8"	"3"	"170"	"4"	"5"	"2"	"0"	"7"	""	""	""
"83"	"37"	"146"	"39"	"6"	"307"	"5"	"23"	"2"	"11"	"19"	""	""	""
"84"	"38"	"84"	"257"	"2"	"52"	"2"	"4"	"3"	"2"	"2"	""	""	""
"85"	"38d"	"63"	"7"	"4"	"89"	"4"	"12"	"2"	"0"	"8"	""	""	""
"86"	"39"	"70"	"427"	"12"	"10"	"1"	"0"	"0"	"3"	"8"	""	""	""
"87"	"40"	"310"	"8"	"1"	"43"	"0"	"1"	"1"	"2"	"6"	""	""	""
"88"	"41"	"152"	"29"	"4"	"107"	"5"	"8"	"2"	"5"	"15"	""	""	""
"89"	"42"	"98"	"13"	"3"	"169"	"3"	"11"	"2"	"2"	"7"	""	""	""
"90"	"42d"	"82"	"35"	"9"	"86"	"6"	"15"	"4"	"1"	"3"	""	""	""
"91"	"43"	"89"	"27"	"4"	"47"	"5"	"6"	"2"	"2"	"2"	""	""	""
"92"	"43d"	"51"	"23"	"0"	"25"	"1"	"6"	"1"	"2"	"0"	""	""	""
"93"	"44"	"31"	"11"	"5"	"250"	"5"	"11"	"3"	"3"	"6"	""	""	""
"94"	"44d"	"94"	"12"	"26"	"85"	"1"	"3"	"3"	"3"	"2"	""	""	""
"95"	"45"	"173"	"8"	"2"	"23"	"4"	"2"	"0"	"1"	"7"	""	""	""
"96"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"103"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"104"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"105"	"46"	"205"	"78"	"10"	"261"	"19"	"18"	"5"	"23"	"14"	""	""	""
"106"	"47"	"146"	"16"	"7"	"152"	"5"	"14"	"4"	"12"	"18"	""	""	""
"107"	"48"	"156"	"41"	"3"	"281"	"9"	"19"	"5"	"5"	"9"	""	""	""
"108"	"49"	"346"	"17"	"0"	"56"	"3"	"2"	"1"	"1"	"6"	""	""	""
"109"	"49d"	"320"	"9"	"4"	"6"	"0"	"1"	"2"	"2"	"8"	""	""	""
"110"	"50"	"617"	"24"	"14"	"22"	"4"	"5"	"2"	"2"	"20"	""	""	""
"111"	"51"	"120"	"11"	"7"	"43"	"3"	"3"	"1"	"1"	"19"	""	""	""
"112"	"51d"	"81"	"16"	"1"	"41"	"13"	"7"	"0"	"0"	"4"	""	""	""
"113"	"52"	"255"	"31"	"7"	"83"	"9"	"19"	"5"	"5"	"16"	""	""	""
"114"	"52d"	"102"	"6"	"1"	"84"	"1"	"5"	"1"	"1"	"5"	""	""	""
"115"	"53"	"86"	"8"	"2"	"264"	"6"	"10"	"1"	"1"	"10"	""	""	""
"116"	"53d"	"24"	"8"	"9"	"188"	"6"	"12"	"1"	"1"	"12"	""	""	""
"117"	"54"	"188"	"13"	"53"	"159"	"2"	"7"	"3"	"3"	"14"	""	""	""
"118"	"54d"	"2"	"5"	"2"	"246"	"4"	"9"	"1"	"1"	"0"	""	""	""
"119"	"55"	"104"	"16"	"1"	"343"	"9"	"5"	"0"	"0"	"0"	""	""	""
"120"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"124"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"125"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"126"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"127"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"128"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"129"	"56"	"24"	"6"	"0"	"516"	"14"	"16"	"3"	"3"	"8"	""	""	""
"130"	"57"	"364"	"12"	"3"	"35"	"9"	"2"	"5"	"5"	"23"	""	""	""
"131"	"57d"	"224"	"9"	"1"	"36"	"2"	"2"	"4"	"4"	"12"	""	""	""
"132"	"58"	"137"	"14"	"3"	"205"	"8"	"16"	"2"	"2"	"7"	""	""	""
"133"	"59"	"306"	"26"	"5"	"169"	"11"	"16"	"4"	"4"	"11"	""	""	""
"134"	"59d"	"178"	"3"	"6"	"51"	"4"	"2"	"2"	"2"	"6"	""	""	""
"135"	"60"	"309"	"12"	"7"	"41"	"4"	"4"	"0"	"0"	"12"	""	""	""
"136"	"60d"	"230"	"19"	"2"	"13"	"2"	"2"	"4"	"4"	"11"	""	""	""
"137"	"61"	"53"	"24"	"8"	"359"	"8"	"16"	"2"	"2"	"16"	""	""	""
"138"	"62"	"134"	"19"	"14"	"161"	"8"	"12"	"6"	"2"	"15"	""	""	""
"139"	"63"	"233"	"16"	"9"	"48"	"5"	"4"	"3"	"1"	"14"	""	""	""
"140"	"64"	"63"	"9"	"4"	"318"	"6"	"20"	"4"	"5"	"16"	""	""	""
"141"	"65"	"209"	"9"	"5"	"163"	"8"	"10"	"7"	"4"	"8"	""	""	""
"142"	"66"	"64"	"22"	"5"	"398"	"15"	"25"	"23"	"3"	"6"	""	""	""
"143"	"67"	"135"	"33"	"15"	"247"	"10"	"27"	"6"	"5"	"10"	""	""	""
"144"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"152"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"153"	"68"	"132"	"18"	"2"	"104"	"4"	"10"	"1"	"1"	"12"	""	""	""
"154"	"69"	"89"	"35"	"10"	"398"	"19"	"20"	"4"	"6"	"11"	""	""	""
"155"	"70"	"96"	"51"	"9"	"399"	"11"	"18"	"5"	"10"	"23"	""	""	""
"156"	"71"	"43"	"12"	"7"	"153"	"4"	"9"	"4"	"5"	"7"	""	""	""
"157"	"72"	"52"	"11"	"3"	"183"	"3"	"11"	"2"	"2"	"13"	""	""	""
"158"	"73"	"197"	"39"	"2"	"22"	"29"	"1"	"1"	"4"	"7"	""	""	""
"159"	"73d"	"55"	"25"	"0"	"38"	"14"	"10"	"1"	"0"	"2"	""	""	""
"160"	"74"	"34"	"31"	"0"	"125"	"8"	"11"	"1"	"1"	"7"	""	""	""
"161"	"75"	"143"	"19"	"2"	"132"	"23"	"4"	"6"	"5"	"9"	""	""	""
"162"	"76"	"138"	"19"	"5"	"169"	"4"	"11"	"2"	"3"	"18"	""	""	""
"163"	"77"	"148"	"21"	"13"	"140"	"13"	"10"	"2"	"3"	"3"	""	""	""
"164"	"78"	"111"	"13"	"11"	"216"	"8"	"11"	"1"	"1"	"6"	""	""	""
"165"	"79"	"130"	"8"	"3"	"208"	"7"	"15"	"4"	"5"	"21"	""	""	""
"166"	"80"	"176"	"77"	"10"	"183"	"2"	"19"	"7"	"11"	"13"	""	""	""
"167"	"81"	"177"	"13"	"55"	"152"	"3"	"14"	"0"	"3"	"13"	""	""	""
"168"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"176"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"177"	"82"	"192"	"58"	"9"	"100"	"11"	"12"	"7"	"5"	"19"	""	""	""
"178"	"83"	"170"	"51"	"4"	"68"	"5"	"1"	"0"	"1"	"5"	""	""	""
"179"	"84"	"161"	"21"	"6"	"175"	"11"	"21"	"5"	"5"	"18"	""	""	""
"180"	"85"	"230"	"17"	"50"	"129"	"7"	"9"	"1"	"7"	"7"	""	""	""
"181"	"86"	"132"	"59"	"4"	"361"	"13"	"11"	"3"	"1"	"8"	""	""	""
"182"	"87"	"70"	"85"	"8"	"213"	"9"	"13"	"4"	"4"	"17"	""	""	""
"183"	"87d"	"19"	"56"	"27"	"143"	"9"	"17"	"3"	"2"	"18"	""	""	""
"184"	"88"	"127"	"13"	"4"	"209"	"14"	"9"	"0"	"1"	"9"	""	""	""
"185"	"88d"	"10"	"7"	"2"	"241"	"15"	"14"	"3"	"4"	"12"	""	""	""
"186"	"89"	"30"	"67"	"23"	"330"	"15"	"26"	"6"	"3"	"11"	""	""	""
"187"	"90"	"68"	"45"	"3"	"207"	"2"	"4"	"3"	"1"	"7"	""	""	""
"188"	"90d"	"16"	"33"	"2"	"85"	"2"	"2"	"0"	"1"	"0"	""	""	""
"189"	"91"	"179"	"8"	"3"	"273"	"10"	"17"	"0"	"2"	"16"	""	""	""
"190"	"92"	"121"	"7"	"2"	"317"	"2"	"12"	"5"	"1"	"6"	""	""	""
"191"	"93"	"28"	"0"	"0"	"216"	"16"	"8"	"2"	"1"	"3"	""	""	""
"192"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"200"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"201"	"93d"	"19"	"1"	"1"	"294"	"11"	"4"	"0"	"1"	"0"	""	""	""
"202"	"94"	"219"	"17"	"10"	"225"	"9"	"9"	"1"	"3"	"5"	""	""	""
"203"	"95"	"181"	"5"	"6"	"152"	"3"	"9"	"4"	"4"	"7"	""	""	""
"204"	"96"	"46"	"3"	"2"	"208"	"14"	"14"	"0"	"0"	"5"	""	""	""
"205"	"97"	"294"	"32"	"12"	"135"	"5"	"9"	"4"	"5"	"19"	""	""	""
"206"	"98"	"289"	"13"	"7"	"86"	"10"	"9"	"2"	"2"	"16"	""	""	""
"207"	"99"	"177"	"18"	"2"	"286"	"10"	"7"	"2"	"3"	"22"	""	""	""
"208"	"100"	"185"	"11"	"8"	"119"	"1"	"12"	"1"	"4"	"6"	""	""	""
"209"	"101"	"370"	"30"	"5"	"104"	"9"	"4"	"0"	"3"	"8"	""	""	""
"210"	"102"	"51"	"5"	"4"	"128"	"5"	"4"	"3"	"4"	"4"	""	""	""
"211"	"102d"	"196"	"3"	"1"	"38"	"2"	"5"	"0"	"0"	"2"	""	""	""
