"ANNEXURE.XLI"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"15"	"4"	"1"	"2"	"0"	"60"	"220"	"12"	"1"	"1"	"3"	"7"	"307"	"0"	"307"	"0"
"16"	"04¼d½"	"0"	"1"	"0"	"21"	"223"	"9"	"3"	"1"	"1"	"1"	"260"	"0"	"260"	"0"
"17"	"5"	"14"	"4"	"2"	"105"	"358"	"4"	"3"	"0"	"2"	"5"	"497"	"0"	"497"	"0"
"18"	"6"	"6"	"0"	"0"	"228"	"204"	"7"	"4"	"1"	"0"	"3"	"453"	"0"	"453"	"0"
"19"	"7"	"4"	"1"	"1"	"65"	"114"	"3"	"1"	"0"	"1"	"4"	"194"	"0"	"194"	"0"
"20"	"8"	"2"	"0"	"0"	"40"	"270"	"9"	"2"	"1"	"0"	"5"	"329"	"0"	"329"	"0"
"21"	"08¼d½"	"5"	"0"	"2"	"17"	"277"	"6"	"0"	"1"	"3"	"9"	"320"	"0"	"320"	"0"
"22"	"9"	"9"	"1"	"2"	"253"	"144"	"10"	"3"	"1"	"4"	"5"	"432"	"0"	"432"	"0"
"23"	"10"	"15"	"3"	"3"	"116"	"122"	"11"	"1"	"0"	"2"	"4"	"277"	"0"	"277"	"0"
"24"	"11"	"4"	"5"	"4"	"251"	"190"	"8"	"1"	"0"	"1"	"4"	"468"	"0"	"468"	"0"
"25"	"12"	"8"	"2"	"1"	"237"	"196"	"13"	"4"	"2"	"4"	"6"	"473"	"0"	"473"	"0"
"26"	"13"	"9"	"1"	"0"	"311"	"138"	"10"	"2"	"1"	"3"	"6"	"481"	"0"	"481"	"0"
"27"	"14"	"5"	"1"	"0"	"283"	"117"	"6"	"4"	"1"	"5"	"5"	"427"	"0"	"427"	"0"
"28"	"15"	"14"	"11"	"5"	"371"	"25"	"3"	"0"	"0"	"2"	"1"	"432"	"0"	"432"	"0"
"29"	"16"	"14"	"4"	"5"	"310"	"18"	"18"	"4"	"4"	"3"	"19"	"399"	"0"	"399"	"0"
"30"	"17"	"39"	"4"	"9"	"369"	"26"	"8"	"10"	"3"	"4"	"10"	"482"	"0"	"482"	"0"
"31"	"18"	"12"	"9"	"1"	"516"	"28"	"9"	"2"	"0"	"2"	"9"	"588"	"0"	"588"	"0"
"32"	"19"	"15"	"6"	"3"	"666"	"29"	"16"	"4"	"2"	"6"	"10"	"757"	"0"	"757"	"0"
"33"	"Total"	"204"	"59"	"45"	"5352"	"2804"	"185"	"60"	"23"	"51"	"133"	"8916"	"0"	"8916"	"0"
"34"	"20"	"6"	"8"	"1"	"281"	"36"	"8"	"4"	"1"	"0"	"6"	"351"	"0"	"351"	"0"
"35"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"36"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"37"	"21"	"12"	"3"	"1"	"169"	"78"	"4"	"3"	"1"	"1"	"4"	"276"	"0"	"276"	"0"
"38"	"22"	"2"	"1"	"0"	"61"	"333"	"6"	"1"	"0"	"2"	"3"	"409"	"0"	"409"	"0"
"39"	"23"	"11"	"3"	"3"	"397"	"76"	"10"	"7"	"0"	"1"	"5"	"513"	"0"	"513"	"0"
"40"	"24"	"11"	"23"	"6"	"269"	"45"	"8"	"3"	"0"	"3"	"7"	"375"	"0"	"375"	"0"
"41"	"25"	"2"	"0"	"1"	"67"	"191"	"3"	"4"	"1"	"0"	"0"	"269"	"0"	"269"	"0"
"42"	"26"	"3"	"0"	"0"	"124"	"132"	"8"	"0"	"0"	"1"	"7"	"275"	"0"	"275"	"0"
"43"	"27"	"3"	"6"	"2"	"139"	"205"	"4"	"1"	"4"	"3"	"6"	"373"	"0"	"373"	"0"
"44"	"27¼d½"	"2"	"0"	"1"	"99"	"174"	"7"	"0"	"0"	"1"	"7"	"291"	"0"	"291"	"0"
"45"	"28"	"1"	"1"	"0"	"42"	"183"	"5"	"1"	"0"	"3"	"6"	"242"	"0"	"242"	"0"
"46"	"29"	"3"	"1"	"1"	"14"	"263"	"8"	"1"	"3"	"0"	"6"	"300"	"0"	"300"	"0"
"47"	"29¼d½"	"3"	"0"	"0"	"214"	"94"	"9"	"3"	"1"	"2"	"9"	"335"	"0"	"335"	"0"
"48"	"30"	"11"	"2"	"3"	"259"	"84"	"3"	"1"	"2"	"1"	"7"	"373"	"0"	"373"	"0"
"49"	"31"	"20"	"6"	"1"	"507"	"107"	"27"	"3"	"4"	"2"	"11"	"688"	"0"	"688"	"0"
"50"	"32"	"3"	"1"	"0"	"58"	"227"	"11"	"1"	"2"	"1"	"0"	"304"	"0"	"304"	"0"
"51"	"32¼d½"	"4"	"0"	"0"	"13"	"274"	"6"	"0"	"2"	"2"	"2"	"303"	"0"	"303"	"0"
"52"	"33"	"0"	"0"	"0"	"23"	"338"	"6"	"1"	"0"	"0"	"0"	"368"	"0"	"368"	"0"
"53"	"33¼d½"	"1"	"1"	"0"	"22"	"202"	"7"	"0"	"0"	"3"	"3"	"239"	"0"	"239"	"0"
"54"	"34"	"2"	"2"	"0"	"86"	"188"	"8"	"1"	"0"	"0"	"3"	"290"	"0"	"290"	"0"
"55"	"35"	"5"	"2"	"4"	"162"	"127"	"14"	"8"	"3"	"6"	"10"	"341"	"0"	"341"	"0"
"56"	"35¼d½"	"8"	"15"	"6"	"143"	"159"	"15"	"11"	"9"	"4"	"13"	"383"	"0"	"383"	"0"
"57"	"36"	"26"	"1"	"6"	"97"	"411"	"7"	"1"	"1"	"4"	"4"	"558"	"0"	"558"	"0"
"58"	"37"	"5"	"2"	"6"	"46"	"257"	"4"	"1"	"0"	"2"	"4"	"327"	"0"	"327"	"0"
"59"	"38"	"3"	"5"	"2"	"188"	"220"	"6"	"0"	"0"	"0"	"2"	"426"	"0"	"426"	"0"
"60"	"39"	"14"	"0"	"2"	"301"	"20"	"12"	"7"	"2"	"4"	"8"	"370"	"0"	"370"	"0"
"61"	"40"	"8"	"1"	"2"	"121"	"204"	"4"	"2"	"0"	"0"	"3"	"345"	"0"	"345"	"0"
"62"	"41"	"0"	"2"	"0"	"74"	"239"	"7"	"1"	"0"	"3"	"8"	"334"	"0"	"334"	"0"
"63"	"42"	"8"	"3"	"1"	"98"	"364"	"17"	"3"	"1"	"2"	"7"	"504"	"0"	"504"	"0"
"64"	"43"	"0"	"4"	"1"	"123"	"240"	"8"	"1"	"1"	"2"	"9"	"389"	"0"	"389"	"0"
"65"	"44"	"4"	"1"	"1"	"94"	"206"	"8"	"2"	"2"	"1"	"4"	"323"	"0"	"323"	"0"
"66"	"45"	"4"	"4"	"2"	"62"	"400"	"10"	"4"	"2"	"2"	"5"	"495"	"0"	"495"	"0"
"67"	"Total"	"185"	"98"	"53"	"4353"	"6077"	"260"	"76"	"42"	"56"	"169"	"11369"	"0"	"11369"	"0"
"68"	"46"	"3"	"0"	"0"	"92"	"231"	"12"	"0"	"1"	"3"	"3"	"345"	"0"	"345"	"0"
"69"	"47"	"2"	"0"	"0"	"200"	"73"	"3"	"3"	"0"	"2"	"1"	"284"	"0"	"284"	"0"
"70"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"71"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"72"	"48"	"4"	"2"	"2"	"432"	"20"	"11"	"2"	"0"	"0"	"5"	"478"	"0"	"478"	"0"
"73"	"49"	"20"	"14"	"13"	"478"	"32"	"11"	"0"	"2"	"2"	"4"	"576"	"0"	"576"	"0"
"74"	"50"	"1"	"1"	"1"	"228"	"36"	"2"	"2"	"0"	"2"	"1"	"274"	"0"	"274"	"0"
"75"	"51"	"6"	"1"	"3"	"194"	"49"	"5"	"3"	"0"	"1"	"2"	"264"	"0"	"264"	"0"
"76"	"52"	"3"	"0"	"1"	"424"	"30"	"1"	"1"	"1"	"0"	"2"	"463"	"0"	"463"	"0"
"77"	"53"	"1"	"3"	"2"	"257"	"53"	"5"	"2"	"0"	"1"	"1"	"325"	"0"	"325"	"0"
"78"	"53¼d½"	"3"	"6"	"1"	"220"	"27"	"2"	"1"	"1"	"2"	"2"	"265"	"0"	"265"	"0"
"79"	"54"	"3"	"3"	"1"	"226"	"33"	"10"	"2"	"1"	"0"	"3"	"282"	"0"	"282"	"0"
"80"	"54¼d½"	"2"	"4"	"1"	"247"	"41"	"4"	"1"	"2"	"0"	"6"	"308"	"0"	"308"	"0"
"81"	"55"	"7"	"2"	"0"	"275"	"170"	"9"	"4"	"1"	"0"	"4"	"472"	"0"	"472"	"0"
"82"	"56"	"5"	"2"	"3"	"325"	"64"	"11"	"3"	"1"	"0"	"1"	"415"	"0"	"415"	"0"
"83"	"57"	"2"	"3"	"1"	"48"	"255"	"5"	"7"	"1"	"0"	"1"	"323"	"0"	"323"	"0"
"84"	"58"	"1"	"2"	"0"	"76"	"272"	"12"	"2"	"1"	"0"	"1"	"367"	"0"	"367"	"0"
"85"	"59"	"2"	"1"	"2"	"72"	"284"	"8"	"7"	"0"	"0"	"1"	"377"	"0"	"377"	"0"
"86"	"60"	"0"	"3"	"0"	"92"	"350"	"6"	"2"	"0"	"1"	"1"	"455"	"0"	"455"	"0"
"87"	"61"	"11"	"4"	"2"	"296"	"83"	"13"	"4"	"2"	"4"	"5"	"424"	"0"	"424"	"0"
"88"	"62"	"11"	"6"	"7"	"438"	"139"	"20"	"7"	"4"	"3"	"6"	"641"	"0"	"641"	"0"
"89"	"63"	"13"	"2"	"1"	"280"	"220"	"10"	"4"	"0"	"2"	"3"	"535"	"0"	"535"	"0"
"90"	"64"	"8"	"2"	"2"	"480"	"97"	"5"	"4"	"1"	"0"	"1"	"600"	"0"	"600"	"0"
"91"	"65"	"34"	"38"	"4"	"371"	"73"	"20"	"10"	"7"	"6"	"20"	"583"	"0"	"583"	"0"
"92"	"66"	"13"	"3"	"4"	"706"	"10"	"16"	"5"	"1"	"5"	"7"	"770"	"0"	"770"	"0"
"93"	"67"	"15"	"12"	"5"	"467"	"55"	"23"	"15"	"4"	"6"	"23"	"625"	"0"	"625"	"0"
"94"	"68"	"7"	"6"	"0"	"315"	"266"	"16"	"5"	"3"	"3"	"4"	"625"	"0"	"625"	"0"
"95"	"69"	"17"	"6"	"63"	"585"	"56"	"27"	"1"	"4"	"4"	"8"	"771"	"0"	"771"	"0"
"96"	"70"	"6"	"0"	"1"	"359"	"21"	"4"	"2"	"0"	"1"	"7"	"401"	"0"	"401"	"0"
"97"	"71"	"25"	"11"	"6"	"299"	"110"	"25"	"7"	"4"	"6"	"11"	"504"	"0"	"504"	"0"
"98"	"72"	"8"	"11"	"3"	"326"	"28"	"10"	"1"	"1"	"1"	"4"	"393"	"0"	"393"	"0"
"99"	"73"	"37"	"24"	"8"	"273"	"113"	"12"	"8"	"6"	"9"	"10"	"500"	"0"	"500"	"0"
"100"	"74"	"16"	"3"	"4"	"502"	"16"	"10"	"7"	"2"	"4"	"8"	"572"	"0"	"572"	"0"
"101"	"75"	"7"	"4"	"0"	"379"	"18"	"3"	"2"	"1"	"1"	"0"	"415"	"0"	"415"	"0"
"102"	"Total"	"293"	"179"	"141"	"9962"	"3325"	"331"	"124"	"52"	"69"	"156"	"14632"	"0"	"14632"	"0"
"103"	"76"	"8"	"3"	"3"	"475"	"16"	"12"	"3"	"1"	"0"	"7"	"528"	"0"	"528"	"0"
"104"	"77"	"3"	"1"	"0"	"394"	"8"	"7"	"5"	"2"	"1"	"11"	"432"	"0"	"432"	"0"
"105"	"78"	"7"	"1"	"2"	"302"	"18"	"8"	"1"	"2"	"0"	"10"	"351"	"0"	"351"	"0"
"106"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"107"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"108"	"79"	"5"	"2"	"2"	"307"	"59"	"5"	"1"	"3"	"1"	"5"	"390"	"0"	"390"	"0"
"109"	"80"	"5"	"2"	"0"	"288"	"201"	"12"	"0"	"0"	"1"	"1"	"510"	"0"	"510"	"0"
"110"	"81"	"2"	"0"	"0"	"159"	"40"	"5"	"0"	"0"	"0"	"1"	"207"	"0"	"207"	"0"
"111"	"81¼d½"	"9"	"5"	"0"	"229"	"1"	"1"	"2"	"0"	"1"	"1"	"249"	"0"	"249"	"0"
"112"	"82"	"3"	"12"	"2"	"274"	"45"	"11"	"1"	"0"	"1"	"1"	"350"	"0"	"350"	"0"
"113"	"83"	"16"	"10"	"1"	"468"	"122"	"11"	"7"	"3"	"1"	"4"	"643"	"0"	"643"	"0"
"114"	"84"	"4"	"1"	"2"	"383"	"13"	"9"	"0"	"1"	"3"	"4"	"420"	"0"	"420"	"0"
"115"	"84¼d½"	"4"	"1"	"3"	"321"	"1"	"6"	"1"	"1"	"0"	"5"	"343"	"0"	"343"	"0"
"116"	"85"	"7"	"3"	"2"	"379"	"25"	"10"	"1"	"1"	"0"	"0"	"428"	"0"	"428"	"0"
"117"	"86"	"2"	"0"	"2"	"22"	"217"	"2"	"2"	"0"	"2"	"1"	"250"	"0"	"250"	"0"
"118"	"86¼d½"	"4"	"1"	"0"	"27"	"224"	"4"	"0"	"0"	"0"	"1"	"261"	"0"	"261"	"0"
"119"	"87"	"2"	"1"	"0"	"109"	"347"	"10"	"3"	"0"	"1"	"4"	"477"	"0"	"477"	"0"
"120"	"88"	"0"	"2"	"13"	"332"	"48"	"13"	"2"	"1"	"1"	"0"	"412"	"0"	"412"	"0"
"121"	"89"	"4"	"2"	"0"	"137"	"40"	"5"	"0"	"1"	"0"	"0"	"189"	"0"	"189"	"0"
"122"	"89¼d½"	"3"	"7"	"0"	"172"	"12"	"4"	"2"	"1"	"2"	"4"	"207"	"0"	"207"	"0"
"123"	"90"	"0"	"0"	"1"	"171"	"39"	"7"	"0"	"0"	"0"	"4"	"222"	"0"	"222"	"0"
"124"	"90¼d½"	"9"	"2"	"0"	"169"	"106"	"4"	"1"	"0"	"0"	"2"	"293"	"0"	"293"	"0"
"125"	"91"	"4"	"2"	"3"	"240"	"97"	"18"	"2"	"1"	"4"	"8"	"379"	"0"	"379"	"0"
"126"	"92"	"14"	"5"	"1"	"258"	"78"	"12"	"3"	"1"	"4"	"11"	"387"	"0"	"387"	"0"
"127"	"93"	"3"	"1"	"0"	"140"	"59"	"6"	"1"	"0"	"2"	"1"	"213"	"0"	"213"	"0"
"128"	"93¼d½"	"2"	"2"	"0"	"169"	"40"	"2"	"1"	"0"	"0"	"2"	"218"	"0"	"218"	"0"
"129"	"94"	"3"	"0"	"0"	"184"	"197"	"6"	"1"	"0"	"2"	"3"	"396"	"0"	"396"	"0"
"130"	"95"	"10"	"1"	"1"	"104"	"414"	"11"	"2"	"1"	"1"	"10"	"555"	"0"	"555"	"0"
"131"	"96"	"2"	"1"	"1"	"154"	"424"	"11"	"4"	"4"	"8"	"10"	"619"	"0"	"619"	"0"
"132"	"97"	"4"	"1"	"1"	"96"	"343"	"10"	"0"	"2"	"1"	"6"	"464"	"0"	"464"	"0"
"133"	"98"	"3"	"2"	"2"	"8"	"107"	"1"	"1"	"2"	"0"	"1"	"127"	"0"	"127"	"0"
"134"	"99"	"7"	"1"	"1"	"55"	"150"	"16"	"3"	"4"	"5"	"9"	"251"	"0"	"251"	"0"
"135"	"100"	"4"	"1"	"1"	"42"	"184"	"4"	"1"	"3"	"0"	"1"	"241"	"0"	"241"	"0"
"136"	"Total"	"153"	"73"	"44"	"6568"	"3675"	"243"	"51"	"35"	"42"	"128"	"11012"	"0"	"11012"	"0"
"137"	"101"	"3"	"3"	"0"	"93"	"276"	"10"	"2"	"2"	"2"	"7"	"398"	"0"	"398"	"0"
"138"	"102"	"4"	"5"	"3"	"87"	"330"	"10"	"2"	"0"	"0"	"3"	"444"	"0"	"444"	"0"
"139"	"103"	"6"	"3"	"1"	"265"	"107"	"8"	"2"	"0"	"0"	"2"	"394"	"0"	"394"	"0"
"140"	"104"	"8"	"2"	"2"	"158"	"140"	"9"	"5"	"3"	"6"	"11"	"344"	"0"	"344"	"0"
"141"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"142"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"143"	"105"	"4"	"2"	"2"	"96"	"287"	"12"	"4"	"1"	"0"	"1"	"409"	"0"	"409"	"0"
"144"	"106"	"6"	"1"	"0"	"250"	"44"	"7"	"1"	"0"	"1"	"4"	"314"	"0"	"314"	"0"
"145"	"106¼d½"	"4"	"4"	"0"	"230"	"39"	"5"	"4"	"1"	"3"	"7"	"297"	"0"	"297"	"0"
"146"	"107"	"2"	"0"	"0"	"298"	"117"	"13"	"4"	"0"	"0"	"6"	"440"	"0"	"440"	"0"
"147"	"108"	"12"	"6"	"1"	"268"	"137"	"7"	"2"	"0"	"4"	"8"	"445"	"0"	"445"	"0"
"148"	"109"	"5"	"3"	"1"	"393"	"50"	"11"	"0"	"1"	"0"	"3"	"467"	"0"	"467"	"0"
"149"	"110"	"10"	"11"	"2"	"194"	"194"	"6"	"2"	"5"	"0"	"3"	"427"	"0"	"427"	"0"
"150"	"111"	"16"	"6"	"2"	"327"	"90"	"9"	"5"	"0"	"2"	"1"	"458"	"0"	"458"	"0"
"151"	"112"	"2"	"2"	"3"	"38"	"327"	"7"	"5"	"2"	"3"	"5"	"394"	"0"	"394"	"0"
"152"	"113"	"7"	"1"	"0"	"204"	"226"	"5"	"0"	"1"	"2"	"3"	"449"	"0"	"449"	"0"
"153"	"114"	"3"	"8"	"5"	"137"	"426"	"14"	"4"	"3"	"2"	"13"	"615"	"0"	"615"	"0"
"154"	"115"	"8"	"24"	"3"	"94"	"325"	"13"	"2"	"1"	"2"	"6"	"478"	"0"	"478"	"0"
"155"	"116"	"17"	"4"	"2"	"96"	"360"	"9"	"4"	"1"	"4"	"3"	"500"	"0"	"500"	"0"
"156"	"117"	"1"	"1"	"0"	"13"	"216"	"3"	"1"	"0"	"1"	"3"	"239"	"0"	"239"	"0"
"157"	"118"	"1"	"2"	"0"	"15"	"226"	"2"	"1"	"0"	"0"	"0"	"247"	"0"	"247"	"0"
"158"	"119"	"13"	"6"	"3"	"303"	"72"	"7"	"7"	"3"	"1"	"4"	"419"	"0"	"419"	"0"
"159"	"120"	"0"	"0"	"1"	"2"	"413"	"2"	"0"	"0"	"2"	"1"	"421"	"0"	"421"	"0"
"160"	"121"	"9"	"0"	"2"	"251"	"95"	"7"	"2"	"1"	"1"	"0"	"368"	"0"	"368"	"0"
"161"	"121¼d½"	"10"	"3"	"2"	"225"	"46"	"4"	"8"	"1"	"4"	"9"	"312"	"0"	"312"	"0"
"162"	"122"	"3"	"2"	"2"	"213"	"104"	"7"	"4"	"1"	"3"	"7"	"346"	"0"	"346"	"0"
"163"	"123"	"16"	"16"	"4"	"277"	"98"	"21"	"11"	"5"	"19"	"18"	"485"	"0"	"485"	"0"
"164"	"124"	"2"	"0"	"1"	"196"	"67"	"2"	"3"	"1"	"1"	"0"	"273"	"0"	"273"	"0"
"165"	"124¼d½"	"2"	"0"	"1"	"153"	"108"	"3"	"5"	"0"	"1"	"1"	"274"	"0"	"274"	"0"
"166"	"125"	"0"	"2"	"0"	"175"	"101"	"6"	"3"	"0"	"1"	"3"	"291"	"0"	"291"	"0"
"167"	"125¼d½"	"2"	"1"	"3"	"169"	"67"	"8"	"0"	"1"	"2"	"1"	"254"	"0"	"254"	"0"
"168"	"126"	"1"	"1"	"0"	"310"	"54"	"2"	"2"	"0"	"0"	"1"	"371"	"0"	"371"	"0"
"169"	"126¼d½"	"3"	"1"	"4"	"312"	"35"	"10"	"4"	"2"	"3"	"0"	"374"	"0"	"374"	"0"
"170"	"Total"	"180"	"120"	"50"	"5842"	"5177"	"239"	"99"	"36"	"70"	"134"	"11947"	"0"	"11947"	"0"
"171"	"127"	"0"	"1"	"1"	"103"	"156"	"4"	"2"	"0"	"1"	"3"	"271"	"0"	"271"	"0"
"172"	"127¼d½"	"2"	"2"	"2"	"149"	"73"	"2"	"1"	"0"	"0"	"5"	"236"	"0"	"236"	"0"
"173"	"128"	"6"	"3"	"2"	"312"	"184"	"5"	"1"	"1"	"4"	"15"	"533"	"0"	"533"	"0"
"174"	"129"	"3"	"1"	"2"	"230"	"174"	"7"	"1"	"0"	"1"	"2"	"421"	"0"	"421"	"0"
"175"	"130"	"7"	"6"	"0"	"213"	"180"	"10"	"5"	"0"	"0"	"2"	"423"	"0"	"423"	"0"
"176"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"177"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"178"	"131"	"3"	"1"	"0"	"150"	"185"	"4"	"2"	"0"	"0"	"2"	"347"	"0"	"347"	"0"
"179"	"132"	"7"	"1"	"4"	"420"	"104"	"5"	"1"	"1"	"3"	"7"	"553"	"0"	"553"	"0"
"180"	"133"	"6"	"4"	"2"	"393"	"88"	"15"	"5"	"1"	"1"	"11"	"526"	"0"	"526"	"0"
"181"	"134"	"2"	"3"	"1"	"321"	"99"	"7"	"1"	"2"	"3"	"7"	"446"	"0"	"446"	"0"
"182"	"135"	"3"	"2"	"5"	"359"	"141"	"9"	"2"	"3"	"3"	"4"	"531"	"0"	"531"	"0"
"183"	"136"	"5"	"0"	"3"	"166"	"139"	"12"	"4"	"2"	"1"	"11"	"343"	"0"	"343"	"0"
"184"	"136¼d½"	"8"	"1"	"5"	"260"	"49"	"12"	"1"	"2"	"2"	"6"	"346"	"0"	"346"	"0"
"185"	"137"	"10"	"1"	"2"	"245"	"84"	"5"	"0"	"1"	"0"	"2"	"350"	"0"	"350"	"0"
"186"	"137¼d½"	"3"	"0"	"1"	"274"	"23"	"5"	"1"	"1"	"3"	"3"	"314"	"0"	"314"	"0"
"187"	"138"	"4"	"2"	"5"	"244"	"66"	"7"	"0"	"1"	"3"	"1"	"333"	"0"	"333"	"0"
"188"	"138¼d½"	"12"	"2"	"5"	"156"	"77"	"10"	"3"	"1"	"2"	"3"	"271"	"0"	"271"	"0"
"189"	"139"	"3"	"1"	"9"	"113"	"201"	"10"	"3"	"0"	"3"	"3"	"346"	"0"	"346"	"0"
"190"	"140"	"9"	"2"	"2"	"16"	"269"	"10"	"0"	"0"	"5"	"4"	"317"	"0"	"317"	"0"
"191"	"141"	"9"	"1"	"1"	"10"	"380"	"18"	"2"	"1"	"3"	"9"	"434"	"0"	"434"	"0"
"192"	"142"	"6"	"3"	"0"	"1"	"201"	"8"	"1"	"0"	"0"	"0"	"220"	"0"	"220"	"0"
"193"	"143"	"2"	"1"	"1"	"5"	"308"	"3"	"2"	"1"	"0"	"2"	"325"	"0"	"325"	"0"
"194"	"144"	"12"	"2"	"3"	"399"	"30"	"15"	"15"	"1"	"1"	"5"	"483"	"0"	"483"	"0"
"195"	"145"	"5"	"2"	"2"	"22"	"408"	"12"	"2"	"2"	"2"	"5"	"462"	"0"	"462"	"0"
"196"	"146"	"8"	"3"	"3"	"46"	"393"	"2"	"1"	"1"	"4"	"3"	"464"	"0"	"464"	"0"
"197"	"147"	"3"	"1"	"3"	"83"	"352"	"8"	"3"	"3"	"4"	"13"	"473"	"0"	"473"	"0"
"198"	"148"	"3"	"1"	"0"	"3"	"312"	"9"	"0"	"1"	"2"	"4"	"335"	"0"	"335"	"0"
"199"	"149"	"6"	"2"	"1"	"25"	"273"	"16"	"3"	"1"	"2"	"12"	"341"	"0"	"341"	"0"
"200"	"149¼d½"	"5"	"1"	"0"	"4"	"356"	"9"	"1"	"1"	"1"	"13"	"391"	"0"	"391"	"0"
"201"	"150"	"6"	"4"	"1"	"63"	"296"	"8"	"0"	"0"	"2"	"5"	"385"	"0"	"385"	"0"
"202"	"151"	"6"	"0"	"0"	"22"	"291"	"9"	"2"	"0"	"1"	"4"	"335"	"0"	"335"	"0"
"203"	"152"	"1"	"7"	"3"	"134"	"337"	"8"	"4"	"0"	"3"	"6"	"503"	"0"	"503"	"0"
"204"	"Total"	"165"	"61"	"69"	"4941"	"6229"	"264"	"69"	"28"	"60"	"172"	"12058"	"0"	"12058"	"0"
