"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"
"57"	"49"	"9"	"0"	"40"	"208"	"6"	"3"	"9"	""	"275"	"275"	"0"
"58"	"50"	"145"	"9"	"112"	"103"	"9"	"3"	"1"	""	"382"	"382"	"0"
"59"	"51"	"107"	"6"	"35"	"119"	"13"	"5"	"16"	""	"301"	"301"	"0"
"60"	"52"	"37"	"3"	"1"	"118"	"2"	"3"	"3"	""	"167"	"167"	"0"
"61"	"53"	"27"	"7"	"69"	"171"	"1"	"3"	"2"	""	"280"	"280"	"0"
"62"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"63"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"64"	"54"	"130"	"2"	"16"	"111"	"2"	"0"	"2"	""	"263"	"263"	"0"
"65"	"55"	"182"	"5"	"13"	"123"	"4"	"0"	"4"	""	"331"	"331"	"0"
"66"	"56"	"34"	"5"	"198"	"143"	"10"	"3"	"5"	"0"	"398"	"398"	"0"
"67"	"57"	"10"	"2"	"155"	"112"	"16"	"6"	"3"	"0"	"304"	"304"	"0"
"68"	"58"	"45"	"2"	"101"	"25"	"53"	"4"	"4"	"0"	"234"	"234"	"0"
"69"	"59"	"9"	"1"	"105"	"9"	"57"	"0"	"8"	"0"	"189"	"189"	"0"
"70"	"60"	"101"	"10"	"34"	"55"	"2"	"2"	"10"	"0"	"214"	"214"	"0"
"71"	"61"	"83"	"5"	"180"	"63"	"33"	"5"	"24"	"0"	"393"	"393"	"0"
"72"	"62"	"12"	"3"	"131"	"15"	"16"	"0"	"2"	"0"	"179"	"179"	"0"
"73"	"63"	"161"	"13"	"61"	"106"	"7"	"4"	"13"	"0"	"365"	"365"	"0"
"74"	"64"	"79"	"2"	"117"	"294"	"4"	"0"	"5"	"0"	"501"	"501"	"0"
"75"	"65"	"89"	"6"	"45"	"223"	"7"	"0"	"9"	"0"	"379"	"379"	"0"
"76"	"66"	"82"	"9"	"88"	"144"	"9"	"2"	"10"	"0"	"344"	"344"	"0"
"77"	"67"	"6"	"2"	"57"	"252"	"4"	"0"	"12"	"0"	"333"	"333"	"0"
"78"	"67A"	"73"	"10"	"133"	"95"	"5"	"7"	"8"	"0"	"331"	"331"	"0"
"79"	"68"	"35"	"3"	"84"	"216"	"2"	"0"	"4"	"0"	"344"	"344"	"0"
"80"	"69"	"94"	"17"	"140"	"198"	"30"	"6"	"18"	"0"	"503"	"503"	"0"
"81"	"70"	"10"	"107"	"130"	"130"	"8"	"6"	"13"	"0"	"404"	"404"	"0"
"82"	"71"	"123"	"10"	"34"	"95"	"9"	"1"	"13"	"0"	"285"	"285"	"0"
"83"	"72"	"3"	"2"	"163"	"263"	"8"	"4"	"7"	"0"	"450"	"450"	"0"
"84"	"73"	"3"	"1"	"54"	"338"	"17"	"6"	"7"	"0"	"426"	"426"	"0"
"85"	"74"	"15"	"12"	"124"	"181"	"16"	"5"	"21"	"0"	"374"	"374"	"0"
"86"	"75"	"12"	"4"	"138"	"204"	"20"	"7"	"14"	"0"	"399"	"399"	"0"
"87"	"76"	"19"	"3"	"88"	"209"	"11"	"3"	"6"	"0"	"339"	"339"	"0"
"88"	"77"	"11"	"14"	"197"	"228"	"18"	"3"	"18"	"0"	"489"	"489"	"0"
"89"	"78"	"24"	"2"	"196"	"30"	"58"	"8"	"7"	"0"	"325"	"325"	"0"
"90"	"79"	"6"	"1"	"84"	"149"	"14"	"1"	"13"	"0"	"268"	"268"	"0"
"91"	"80"	"7"	"23"	"64"	"146"	"11"	"1"	"1"	"0"	"253"	"253"	"0"
"92"	"81"	"7"	"8"	"175"	"75"	"33"	"1"	"6"	"0"	"305"	"305"	"0"
"93"	"82"	"10"	"46"	"100"	"140"	"21"	"5"	"7"	"0"	"329"	"329"	"0"
"94"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"95"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"96"	"83"	"9"	"3"	"90"	"168"	"30"	"4"	"7"	"0"	"311"	"311"	"0"
"97"	"84"	"5"	"0"	"40"	"196"	"5"	"2"	"12"	"0"	"260"	"260"	"0"
"98"	"85"	"28"	"6"	"130"	"108"	"16"	"3"	"16"	"0"	"307"	"307"	"0"
"99"	"86"	"14"	"3"	"74"	"248"	"16"	"0"	"5"	"0"	"360"	"360"	"0"
"100"	"87"	"15"	"6"	"203"	"58"	"17"	"4"	"12"	"0"	"315"	"315"	"0"
"101"	"88"	"35"	"2"	"221"	"205"	"14"	"6"	"19"	"0"	"502"	"502"	"0"
"102"	"89"	"23"	"49"	"162"	"356"	"18"	"8"	"2"	"0"	"618"	"618"	"0"
"103"	"90"	"19"	"32"	"59"	"201"	"2"	"4"	"14"	"0"	"331"	"331"	"0"
"104"	"91"	"7"	"3"	"121"	"121"	"8"	"1"	"3"	"0"	"264"	"264"	"0"
"105"	"92"	"9"	"1"	"54"	"185"	"7"	"4"	"11"	"0"	"271"	"271"	"0"
"106"	"93"	"29"	"1"	"134"	"328"	"9"	"3"	"22"	"0"	"526"	"526"	"0"
"107"	"94"	"19"	"14"	"111"	"414"	"25"	"8"	"23"	"0"	"614"	"614"	"0"
"108"	"95"	"15"	"5"	"203"	"87"	"12"	"1"	"6"	"0"	"329"	"329"	"0"
"109"	"96"	"23"	"2"	"44"	"356"	"10"	"6"	"14"	"0"	"455"	"455"	"0"
"110"	"97"	"67"	"4"	"74"	"126"	"20"	"4"	"7"	"0"	"302"	"302"	"0"
"111"	"98"	"15"	"7"	"31"	"256"	"11"	"2"	"7"	"0"	"329"	"329"	"0"
"112"	"99"	"15"	"95"	"55"	"126"	"23"	"7"	"13"	"0"	"334"	"334"	"0"
"113"	"100"	"8"	"3"	"102"	"227"	"52"	"2"	"7"	"0"	"401"	"401"	"0"
"114"	"101"	"43"	"7"	"90"	"264"	"33"	"6"	"14"	"0"	"457"	"457"	"0"
"115"	"102"	"28"	"3"	"118"	"272"	"15"	"2"	"10"	"0"	"448"	"448"	"0"
"116"	"103"	"33"	"13"	"293"	"138"	"20"	"2"	"14"	"0"	"513"	"513"	"0"
"117"	"104"	"10"	"8"	"225"	"66"	"17"	"4"	"11"	"0"	"341"	"341"	"0"
"118"	"105"	"15"	"7"	"352"	"129"	"10"	"4"	"5"	"0"	"522"	"522"	"0"
"119"	"106"	"5"	"3"	"29"	"422"	"5"	"3"	"2"	"0"	"469"	"469"	"0"
"120"	"107"	"2"	"0"	"36"	"193"	"3"	"0"	"3"	"0"	"237"	"237"	"0"
"121"	"108"	"7"	"45"	"88"	"260"	"8"	"8"	"16"	"0"	"432"	"432"	"0"
"122"	"109"	"1"	"0"	"24"	"144"	"2"	"1"	"1"	"0"	"173"	"173"	"0"
"123"	"110"	"10"	"1"	"92"	"414"	"9"	"1"	"10"	"0"	"537"	"537"	"0"
"124"	"111"	"2"	"0"	"29"	"281"	"5"	"2"	"17"	""	"336"	"336"	"0"
"125"	"112"	"1"	"1"	"24"	"331"	"4"	"0"	"4"	""	"365"	"365"	"0"
"126"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"127"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"128"	"113"	"18"	"7"	"135"	"321"	"10"	"4"	"12"	""	"507"	"507"	"0"
"129"	"114"	"8"	"4"	"201"	"44"	"9"	"1"	"4"	""	"271"	"271"	"0"
"130"	"115"	"27"	"44"	"75"	"278"	"8"	"3"	"9"	""	"444"	"444"	"0"
"131"	"116"	"11"	"6"	"383"	"123"	"6"	"3"	"1"	""	"533"	"533"	"0"
"132"	"117"	"2"	"0"	"28"	"271"	"5"	"1"	"5"	""	"312"	"312"	"0"
"133"	"118"	"9"	"7"	"55"	"344"	"7"	"3"	"6"	""	"431"	"431"	"0"
"134"	"119"	"0"	"4"	"41"	"235"	"7"	"2"	"10"	""	"299"	"299"	"0"
"135"	"120"	"28"	"13"	"45"	"298"	"10"	"17"	"0"	""	"411"	"411"	"0"
"136"	"121"	"8"	"6"	"160"	"352"	"7"	"3"	"6"	""	"542"	"542"	"0"
"137"	"122"	"4"	"2"	"89"	"293"	"10"	"1"	"8"	""	"407"	"407"	"0"
"138"	"123"	"33"	"15"	"454"	"114"	"10"	"4"	"8"	""	"638"	"638"	"0"
"139"	"124"	"12"	"5"	"160"	"156"	"1"	"0"	"4"	""	"338"	"338"	"0"
"140"	"124A"	"5"	"6"	"81"	"302"	"16"	"3"	"5"	"0"	"418"	"418"	"0"
"141"	"125"	"82"	"10"	"112"	"260"	"21"	"6"	"12"	"0"	"503"	"503"	"0"
"142"	"126"	"14"	"7"	"309"	"87"	"10"	"11"	"17"	"0"	"455"	"455"	"0"
"143"	"127"	"11"	"5"	"77"	"250"	"2"	"0"	"2"	"0"	"347"	"347"	"0"
"144"	"128"	"4"	"2"	"4"	"327"	"6"	"4"	"7"	"0"	"354"	"354"	"0"
"145"	"128A"	"14"	"6"	"131"	"161"	"12"	"3"	"4"	"0"	"331"	"331"	"0"
"146"	"129"	"3"	"0"	"40"	"32"	"0"	"0"	"3"	"0"	"78"	"78"	"0"
"147"	"130"	"4"	"41"	"45"	"155"	"22"	"6"	"4"	"0"	"277"	"277"	"0"
"148"	"131"	"15"	"31"	"110"	"197"	"10"	"5"	"10"	"0"	"378"	"378"	"0"
"149"	"132"	"40"	"7"	"22"	"138"	"84"	"6"	"8"	"0"	"305"	"305"	"0"
"150"	"133"	"81"	"6"	"43"	"44"	"111"	"6"	"2"	"0"	"293"	"293"	"0"
"151"	"134"	"55"	"1"	"78"	"185"	"8"	"1"	"0"	"0"	"328"	"328"	"0"
"152"	"135"	"11"	"0"	"67"	"227"	"6"	"2"	"7"	"0"	"320"	"320"	"0"
"153"	"136"	"26"	"4"	"21"	"319"	"16"	"4"	"14"	"0"	"404"	"404"	"0"
"154"	"137"	"16"	"11"	"82"	"273"	"4"	"0"	"6"	"0"	"392"	"392"	"0"
"155"	"138"	"20"	"17"	"226"	"160"	"9"	"5"	"5"	"0"	"442"	"442"	"0"
"156"	"139"	"117"	"7"	"69"	"167"	"5"	"1"	"12"	"0"	"378"	"378"	"0"
"157"	"140"	"13"	"17"	"176"	"58"	"13"	"7"	"12"	"0"	"296"	"296"	"0"
"158"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"159"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"160"	"141"	"47"	"53"	"25"	"284"	"12"	"4"	"9"	"0"	"434"	"434"	"0"
"161"	"142"	"10"	"3"	"18"	"423"	"21"	"5"	"23"	"0"	"503"	"503"	"0"
"162"	"143"	"45"	"5"	"244"	"46"	"15"	"4"	"15"	"0"	"374"	"374"	"0"
"163"	"144"	"19"	"6"	"303"	"16"	"14"	"5"	"3"	"0"	"366"	"366"	"0"
"164"	"145"	"26"	"14"	"150"	"41"	"12"	"7"	"10"	"0"	"260"	"260"	"0"
"165"	"146"	"15"	"2"	"160"	"77"	"4"	"2"	"9"	"0"	"269"	"269"	"0"
"166"	"147"	"3"	"2"	"133"	"15"	"6"	"0"	"2"	"0"	"161"	"161"	"0"
"167"	"148"	"6"	"1"	"36"	"130"	"4"	"1"	"6"	"0"	"184"	"184"	"0"
"168"	"149"	"127"	"9"	"51"	"208"	"6"	"5"	"15"	"0"	"421"	"421"	"0"
"169"	"150"	"13"	"3"	"42"	"29"	"117"	"8"	"9"	"0"	"221"	"221"	"0"
"170"	"151"	"2"	"2"	"96"	"19"	"42"	"3"	"8"	"0"	"172"	"172"	"0"
"171"	"152"	"10"	"5"	"84"	"166"	"7"	"0"	"6"	"0"	"278"	"278"	"0"
"172"	"153"	"52"	"7"	"100"	"31"	"6"	"4"	"3"	"0"	"203"	"203"	"0"
"173"	"154"	"0"	"0"	"5"	"147"	"0"	"3"	"0"	"0"	"155"	"155"	"0"
"174"	"155"	"87"	"6"	"15"	"175"	"2"	"6"	"11"	"0"	"302"	"302"	"0"
"175"	"156"	"35"	"3"	"54"	"118"	"6"	"4"	"9"	"0"	"229"	"229"	"0"
"176"	"157"	"50"	"2"	"104"	"101"	"12"	"1"	"14"	"0"	"284"	"284"	"0"
"177"	"158"	"32"	"28"	"79"	"71"	"15"	"7"	"24"	"0"	"256"	"256"	"0"
"178"	"159"	"3"	"14"	"65"	"117"	"6"	"1"	"1"	"0"	"207"	"207"	"0"
"179"	"160"	"40"	"8"	"51"	"110"	"10"	"3"	"19"	"0"	"241"	"241"	"0"
"180"	"161"	"82"	"34"	"47"	"115"	"11"	"3"	"12"	"0"	"304"	"304"	"0"
"181"	"162"	"22"	"9"	"228"	"172"	"15"	"8"	"16"	"0"	"470"	"470"	"0"
"182"	"163"	"6"	"3"	"154"	"35"	"13"	"3"	"10"	"0"	"224"	"224"	"0"
"183"	"164"	"14"	"3"	"27"	"345"	"6"	"4"	"13"	"0"	"412"	"412"	"0"
"184"	"165"	"19"	"10"	"221"	"46"	"4"	"2"	"6"	"0"	"308"	"308"	"0"
"185"	"166"	"4"	"3"	"139"	"40"	"24"	"1"	"4"	"0"	"215"	"215"	"0"
"186"	"167"	"2"	"3"	"79"	"140"	"4"	"0"	"2"	"0"	"230"	"230"	"0"
"187"	"168"	"19"	"4"	"320"	"15"	"29"	"0"	"6"	"0"	"393"	"393"	"0"
"188"	"169"	"80"	"8"	"174"	"175"	"14"	"9"	"19"	"0"	"479"	"479"	"0"
"189"	"170"	"116"	"8"	"24"	"72"	"8"	"6"	"16"	"0"	"250"	"250"	"0"
"190"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"191"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"192"	"171"	"66"	"8"	"157"	"18"	"7"	"8"	"7"	"0"	"271"	"271"	"0"
"193"	"172"	"4"	"2"	"312"	"9"	"8"	"0"	"2"	"0"	"337"	"337"	"0"
"194"	"173"	"58"	"5"	"212"	"157"	"12"	"4"	"11"	"0"	"459"	"459"	"0"
"195"	"174"	"4"	"1"	"201"	"6"	"5"	"0"	"3"	"0"	"220"	"220"	"0"
"196"	"175"	"3"	"2"	"146"	"44"	"1"	"0"	"2"	"0"	"198"	"198"	"0"
"197"	"176"	"2"	"1"	"67"	"387"	"9"	"1"	"2"	"0"	"469"	"469"	"0"
"198"	"177"	"47"	"10"	"182"	"91"	"8"	"9"	"5"	"0"	"352"	"352"	"0"
"199"	"178"	"41"	"2"	"118"	"27"	"6"	"1"	"4"	"0"	"199"	"199"	"0"
"200"	"179"	"12"	"4"	"253"	"180"	"8"	"2"	"3"	"0"	"462"	"462"	"0"
"201"	"180"	"26"	"7"	"269"	"19"	"12"	"1"	"8"	"0"	"342"	"342"	"0"
"202"	"181"	"22"	"5"	"131"	"233"	"11"	"5"	"8"	"0"	"415"	"415"	"0"
"203"	"182"	"48"	"1"	"101"	"115"	"11"	"3"	"11"	"0"	"290"	"290"	"0"
"204"	"183"	"51"	"10"	"97"	"184"	"15"	"3"	"10"	"0"	"370"	"370"	"0"
"205"	"184"	"66"	"3"	"78"	"12"	"10"	"0"	"6"	"0"	"175"	"175"	"0"
"206"	"185"	"21"	"2"	"237"	"0"	"13"	"1"	"6"	"0"	"280"	"280"	"0"
"207"	"186"	"53"	"3"	"47"	"127"	"4"	"4"	"12"	"0"	"250"	"250"	"0"
"208"	"187"	"4"	"0"	"206"	"5"	"23"	"0"	"0"	"0"	"238"	"238"	"0"
"209"	"188"	"17"	"3"	"82"	"353"	"20"	"10"	"18"	"0"	"503"	"503"	"0"
"210"	"189"	"2"	"3"	"52"	"225"	"3"	"0"	"4"	"0"	"289"	"289"	"0"
"211"	"190"	"6"	"3"	"73"	"127"	"5"	"1"	"5"	"0"	"220"	"220"	"0"
"212"	"191"	"87"	"11"	"81"	"162"	"18"	"2"	"15"	"0"	"376"	"376"	"0"
"213"	"192"	"8"	"1"	"42"	"416"	"6"	"9"	"9"	"0"	"491"	"491"	"0"
"214"	"193"	"41"	"2"	"50"	"133"	"27"	"4"	"7"	"0"	"264"	"264"	"0"
"215"	"194"	"4"	"0"	"16"	"310"	"15"	"6"	"13"	"0"	"364"	"364"	"0"
"216"	"195"	"9"	"6"	"149"	"302"	"12"	"6"	"6"	"0"	"490"	"490"	"0"
"217"	"196"	"4"	"0"	"37"	"273"	"6"	"3"	"3"	"0"	"326"	"326"	"0"
"218"	"197"	"8"	"11"	"56"	"406"	"10"	"1"	"6"	"0"	"498"	"498"	"0"
"219"	"198"	"22"	"0"	"81"	"438"	"19"	"7"	"22"	"0"	"589"	"589"	"0"
"220"	"199"	"12"	"2"	"43"	"508"	"14"	"4"	"24"	"0"	"607"	"607"	"0"
"221"	"200"	"8"	"2"	"97"	"348"	"6"	"2"	"4"	"0"	"467"	"467"	"0"
"222"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"223"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"224"	"201"	"8"	"1"	"93"	"446"	"21"	"10"	"21"	"0"	"600"	"600"	"0"
"225"	"202"	"8"	"2"	"87"	"101"	"9"	"2"	"3"	"0"	"212"	"212"	"0"
"226"	"203"	"7"	"2"	"126"	"298"	"11"	"3"	"10"	"0"	"457"	"457"	"0"
"227"	"204"	"16"	"8"	"75"	"263"	"9"	"3"	"11"	"0"	"385"	"385"	"0"
"228"	"204A"	"13"	"10"	"74"	"169"	"15"	"0"	"8"	"0"	"289"	"289"	"0"
"229"	"205"	"8"	"1"	"92"	"304"	"12"	"1"	"8"	"0"	"426"	"426"	"0"
"230"	"206"	"5"	"5"	"137"	"331"	"12"	"6"	"15"	"0"	"511"	"511"	"0"
"231"	"207"	"6"	"5"	"134"	"183"	"18"	"6"	"14"	"0"	"366"	"366"	"0"
"232"	"208"	"38"	"35"	"23"	"199"	"11"	"8"	"10"	"0"	"324"	"324"	"0"
"233"	"209"	"19"	"16"	"208"	"142"	"18"	"2"	"9"	"0"	"414"	"414"	"0"
"234"	"210"	"19"	"3"	"280"	"22"	"24"	"2"	"10"	"0"	"360"	"360"	"0"
"235"	"211"	"3"	"2"	"335"	"47"	"19"	"0"	"1"	"0"	"407"	"407"	"0"
"236"	"212"	"15"	"2"	"27"	"451"	"4"	"3"	"6"	"0"	"508"	"508"	"0"
"237"	"213"	"3"	"0"	"120"	"5"	"10"	"0"	"2"	"0"	"140"	"140"	"0"
"238"	"214"	"10"	"24"	"313"	"60"	"22"	"4"	"3"	"0"	"436"	"436"	"0"
"239"	"215"	"5"	"3"	"71"	"303"	"11"	"3"	"7"	"0"	"403"	"403"	"0"
"240"	"216"	"12"	"4"	"92"	"204"	"7"	"6"	"6"	"0"	"331"	"331"	"0"
"241"	"216A"	"9"	"5"	"33"	"208"	"12"	"7"	"22"	"0"	"296"	"296"	"0"
"242"	"217"	"19"	"4"	"160"	"6"	"5"	"0"	"8"	"0"	"202"	"202"	"0"
"243"	"218"	"11"	"7"	"216"	"144"	"14"	"2"	"2"	"0"	"396"	"396"	"0"
"244"	"219"	"2"	"3"	"166"	"127"	"7"	"1"	"2"	"0"	"308"	"308"	"0"
"245"	"220"	"5"	"1"	"62"	"235"	"7"	"0"	"5"	"0"	"315"	"315"	"0"
"246"	"221"	"22"	"26"	"183"	"119"	"12"	"7"	"9"	"0"	"378"	"378"	"0"
