"46"	"31"	"33"	"167"	"39"	"206"	"5"	"1"	"3"	"8"	"3"	"10"	"475"
"47"	"32"	"13"	"160"	"13"	"80"	"8"	"7"	"3"	"1"	"1"	"2"	"288"
"48"	"33"	"20"	"300"	"106"	"109"	"10"	"12"	"10"	"6"	"11"	"19"	"603"
"49"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"50"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"51"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"52"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"53"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"54"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"55"	"34"	"21"	"230"	"111"	"44"	"3"	"5"	"13"	"6"	"5"	"8"	"446"
"56"	"35"	"13"	"290"	"53"	"152"	"4"	"10"	"5"	"7"	"2"	"9"	"545"
"57"	"36"	"9"	"91"	"22"	"337"	"29"	"2"	"12"	"2"	"6"	"11"	"521"
"58"	"37"	"47"	"134"	"184"	"132"	"19"	"8"	"10"	"8"	"9"	"12"	"563"
"59"	"38"	"7"	"178"	"93"	"153"	"9"	"3"	"8"	"11"	"7"	"20"	"489"
"60"	"39"	"27"	"131"	"193"	"46"	"2"	"4"	"5"	"2"	"2"	"4"	"416"
"61"	"39A"	"13"	"87"	"162"	"74"	"6"	"4"	"1"	"5"	"0"	"4"	"356"
"62"	"40"	"14"	"16"	"149"	"102"	"7"	"5"	"12"	"6"	"2"	"13"	"326"
"63"	"40A"	"8"	"50"	"215"	"52"	"10"	"5"	"7"	"5"	"2"	"8"	"362"
"64"	"41"	"20"	"211"	"87"	"17"	"4"	"1"	"2"	"1"	"1"	"4"	"348"
"65"	"41A"	"15"	"138"	"99"	"18"	"3"	"3"	"6"	"4"	"7"	"19"	"312"
"66"	"42"	"14"	"84"	"127"	"169"	"6"	"3"	"2"	"1"	"4"	"5"	"415"
"67"	"43"	"3"	"4"	"44"	"232"	"3"	"3"	"2"	"2"	"4"	"6"	"303"
"68"	"44"	"39"	"120"	"148"	"93"	"10"	"12"	"4"	"1"	"4"	"5"	"436"
"69"	"45"	"15"	"110"	"133"	"88"	"9"	"4"	"6"	"7"	"6"	"6"	"384"
"70"	"45A"	"17"	"103"	"176"	"41"	"7"	"11"	"8"	"8"	"6"	"19"	"396"
"71"	"46"	"18"	"89"	"92"	"157"	"5"	"7"	"5"	"6"	"5"	"25"	"409"
"72"	"47"	"23"	"276"	"117"	"98"	"9"	"3"	"8"	"5"	"8"	"12"	"559"
"73"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"74"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"75"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"76"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"77"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"78"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"79"	"48"	"33"	"408"	"20"	"90"	"4"	"8"	"2"	"1"	"6"	"9"	"581"
"80"	"49"	"19"	"229"	"76"	"9"	"2"	"5"	"1"	"5"	"4"	"13"	"363"
"81"	"49A"	"36"	"241"	"18"	"4"	"0"	"2"	"1"	"1"	"4"	"4"	"311"
"82"	"50"	"38"	"253"	"39"	"29"	"5"	"2"	"2"	"2"	"2"	"8"	"380"
"83"	"51"	"28"	"385"	"132"	"42"	"2"	"7"	"4"	"0"	"3"	"18"	"621"
"84"	"52"	"13"	"62"	"88"	"121"	"10"	"1"	"9"	"4"	"7"	"14"	"329"
"85"	"52A"	"15"	"157"	"12"	"101"	"19"	"2"	"4"	"4"	"5"	"8"	"327"
"86"	"53"	"126"	"248"	"15"	"31"	"1"	"1"	"2"	"4"	"4"	"12"	"444"
"87"	"54"	"107"	"179"	"20"	"77"	"7"	"4"	"4"	"4"	"3"	"12"	"417"
"88"	"55"	"34"	"115"	"17"	"39"	"3"	"0"	"3"	"2"	"7"	"19"	"239"
"89"	"56"	"14"	"278"	"27"	"180"	"1"	"3"	"2"	"3"	"2"	"3"	"513"
"90"	"57"	"32"	"395"	"115"	"111"	"10"	"12"	"9"	"12"	"6"	"22"	"724"
"91"	"58"	"15"	"129"	"50"	"87"	"3"	"2"	"10"	"2"	"4"	"5"	"307"
"92"	"58A"	"17"	"174"	"9"	"130"	"2"	"2"	"56"	"2"	"0"	"4"	"396"
"93"	"59"	"25"	"282"	"13"	"98"	"3"	"4"	"170"	"6"	"3"	"9"	"613"
"94"	"60"	"47"	"413"	"21"	"90"	"2"	"5"	"8"	"12"	"12"	"18"	"628"
"95"	"61"	"12"	"107"	"6"	"197"	"4"	"2"	"12"	"2"	"5"	"4"	"351"
"96"	"61A"	"14"	"148"	"9"	"188"	"3"	"2"	"7"	"2"	"3"	"8"	"384"
"97"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"98"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"99"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"100"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"101"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"102"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"103"	"62"	"10"	"307"	"15"	"186"	"4"	"2"	"16"	"1"	"5"	"7"	"553"
"104"	"63"	"22"	"342"	"28"	"73"	"2"	"2"	"2"	"3"	"6"	"11"	"491"
"105"	"64"	"38"	"275"	"56"	"161"	"6"	"4"	"7"	"5"	"11"	"22"	"585"
"106"	"65"	"28"	"475"	"27"	"13"	"3"	"1"	"6"	"9"	"12"	"31"	"605"
"107"	"66"	"32"	"312"	"21"	"16"	"2"	"2"	"3"	"3"	"7"	"20"	"418"
"108"	"67"	"32"	"308"	"12"	"37"	"3"	"3"	"44"	"3"	"5"	"6"	"453"
"109"	"68"	"17"	"250"	"11"	"56"	"0"	"2"	"2"	"2"	"0"	"10"	"350"
"110"	"69"	"14"	"219"	"45"	"180"	"1"	"3"	"6"	"4"	"3"	"11"	"486"
"111"	"70"	"26"	"372"	"30"	"40"	"6"	"7"	"4"	"1"	"5"	"7"	"498"
"112"	"71"	"6"	"172"	"56"	"252"	"10"	"2"	"2"	"7"	"10"	"13"	"530"
"113"	"72"	"15"	"162"	"22"	"213"	"4"	"6"	"7"	"9"	"9"	"37"	"484"
"114"	"73"	"30"	"194"	"24"	"73"	"3"	"3"	"7"	"5"	"6"	"23"	"368"
"115"	"74"	"13"	"92"	"7"	"305"	"12"	"6"	"6"	"9"	"9"	"35"	"494"
"116"	"75"	"5"	"20"	"2"	"334"	"4"	"0"	"5"	"2"	"3"	"9"	"384"
"117"	"75A"	"4"	"15"	"9"	"301"	"7"	"3"	"8"	"9"	"8"	"11"	"375"
"118"	"76"	"16"	"135"	"13"	"257"	"10"	"8"	"6"	"12"	"2"	"13"	"472"
"119"	"76A"	"3"	"37"	"7"	"141"	"4"	"0"	"4"	"10"	"7"	"19"	"232"
"120"	"77"	"24"	"93"	"9"	"236"	"5"	"2"	"4"	"3"	"5"	"13"	"394"
"121"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"122"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"123"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"124"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"125"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"126"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"127"	"77A"	"10"	"80"	"7"	"288"	"4"	"1"	"9"	"3"	"8"	"16"	"426"
"128"	"78"	"36"	"232"	"34"	"225"	"4"	"6"	"8"	"5"	"8"	"21"	"579"
"129"	"79"	"65"	"459"	"33"	"19"	"2"	"5"	"5"	"4"	"9"	"10"	"611"
"130"	"80"	"10"	"109"	"72"	"221"	"7"	"2"	"6"	"1"	"2"	"6"	"436"
"131"	"80A"	"16"	"41"	"29"	"242"	"9"	"2"	"8"	"13"	"6"	"15"	"381"
"132"	"81"	"16"	"90"	"2"	"138"	"2"	"3"	"6"	"2"	"1"	"6"	"266"
"133"	"82"	"8"	"76"	"8"	"315"	"2"	"2"	"5"	"0"	"9"	"9"	"434"
"134"	"83"	"16"	"48"	"13"	"455"	"8"	"0"	"5"	"2"	"2"	"3"	"552"
"135"	"84"	"12"	"332"	"16"	"211"	"3"	"1"	"6"	"4"	"3"	"12"	"600"
"136"	"85"	"10"	"88"	"7"	"460"	"10"	"2"	"2"	"3"	"4"	"4"	"590"
"137"	"86"	"18"	"319"	"27"	"221"	"6"	"5"	"4"	"2"	"4"	"13"	"619"
"138"	"87"	"18"	"232"	"19"	"68"	"2"	"0"	"3"	"4"	"1"	"19"	"366"
"139"	"88"	"6"	"45"	"129"	"302"	"6"	"2"	"4"	"4"	"4"	"5"	"507"
"140"	"89"	"7"	"61"	"3"	"251"	"0"	"2"	"3"	"0"	"1"	"4"	"332"
"141"	"90"	"18"	"333"	"17"	"287"	"10"	"2"	"15"	"7"	"11"	"30"	"730"
"142"	"91"	"7"	"340"	"6"	"110"	"4"	"1"	"4"	"1"	"2"	"1"	"476"
"143"	"92"	"19"	"285"	"81"	"219"	"4"	"2"	"30"	"1"	"9"	"20"	"670"
"144"	"93"	"39"	"371"	"68"	"97"	"2"	"4"	"12"	"5"	"6"	"13"	"617"
"145"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"146"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"147"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"148"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"149"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"150"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"151"	"94"	"23"	"273"	"17"	"141"	"3"	"3"	"5"	"7"	"10"	"15"	"497"
"152"	"95"	"31"	"456"	"76"	"115"	"15"	"5"	"9"	"5"	"11"	"13"	"736"
"153"	"96"	"14"	"257"	"40"	"5"	"0"	"2"	"2"	"1"	"4"	"8"	"333"
"154"	"97"	"20"	"241"	"18"	"38"	"5"	"1"	"3"	"3"	"6"	"16"	"351"
"155"	"97A"	"6"	"108"	"7"	"192"	"4"	"2"	"5"	"3"	"4"	"5"	"336"
"156"	"98"	"30"	"417"	"41"	"110"	"2"	"2"	"5"	"8"	"10"	"8"	"633"
"157"	"99"	"27"	"249"	"25"	"49"	"1"	"1"	"4"	"1"	"5"	"8"	"370"
"158"	"100"	"24"	"315"	"27"	"182"	"5"	"6"	"4"	"4"	"0"	"2"	"569"
"159"	"101"	"14"	"383"	"88"	"74"	"5"	"2"	"4"	"4"	"14"	"9"	"597"
"160"	"102"	"16"	"329"	"56"	"24"	"2"	"2"	"1"	"0"	"2"	"6"	"438"
"161"	"103"	"8"	"280"	"78"	"93"	"2"	"5"	"3"	"1"	"2"	"9"	"481"
"162"	"104"	"18"	"466"	"51"	"45"	"5"	"4"	"3"	"2"	"6"	"11"	"611"
"163"	"105"	"24"	"373"	"23"	"193"	"1"	"14"	"6"	"4"	"4"	"9"	"651"
"164"	"106"	"12"	"154"	"74"	"188"	"3"	"7"	"1"	"7"	"5"	"10"	"461"
"165"	"107"	"47"	"468"	"24"	"147"	"7"	"1"	"14"	"6"	"14"	"20"	"748"
"166"	"108"	"29"	"307"	"48"	"83"	"3"	"3"	"6"	"3"	"4"	"15"	"501"
"167"	"109"	"21"	"538"	"75"	"17"	"2"	"0"	"0"	"1"	"2"	"2"	"658"
"168"	"110"	"19"	"238"	"93"	"289"	"16"	"5"	"6"	"5"	"10"	"24"	"705"
"169"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"170"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"171"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"172"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"173"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"174"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"175"	"111"	"7"	"345"	"21"	"20"	"1"	"2"	"1"	"1"	"6"	"2"	"406"
"176"	"112"	"26"	"136"	"64"	"459"	"5"	"34"	"8"	"9"	"4"	"18"	"763"
"177"	"113"	"15"	"157"	"19"	"229"	"3"	"6"	"1"	"2"	"1"	"4"	"437"
"178"	"113A"	"8"	"192"	"9"	"168"	"2"	"2"	"3"	"4"	"3"	"3"	"394"
"179"	"114"	"20"	"169"	"25"	"233"	"13"	"8"	"9"	"15"	"9"	"25"	"526"
"180"	"115"	"19"	"183"	"23"	"19"	"4"	"0"	"7"	"4"	"3"	"4"	"266"
"181"	"116"	"18"	"202"	"24"	"161"	"3"	"3"	"2"	"1"	"1"	"6"	"421"
"182"	"117"	"40"	"380"	"36"	"46"	"1"	"9"	"8"	"4"	"7"	"7"	"538"
"183"	"118"	"25"	"479"	"32"	"137"	"2"	"0"	"3"	"1"	"2"	"5"	"686"
"184"	"119"	"37"	"167"	"18"	"399"	"25"	"4"	"18"	"4"	"8"	"22"	"702"
"185"	"120"	"34"	"192"	"26"	"133"	"7"	"4"	"8"	"2"	"5"	"14"	"425"
"186"	"121"	"5"	"170"	"40"	"72"	"8"	"0"	"7"	"7"	"5"	"28"	"342"
"187"	"122"	"92"	"257"	"17"	"217"	"9"	"2"	"15"	"5"	"8"	"18"	"640"
"188"	"123"	"23"	"184"	"15"	"209"	"10"	"5"	"8"	"9"	"6"	"13"	"482"
"189"	"124"	"37"	"292"	"48"	"186"	"7"	"7"	"3"	"13"	"12"	"23"	"628"
"190"	"125"	"5"	"217"	"24"	"159"	"15"	"8"	"3"	"4"	"12"	"30"	"477"
"191"	"126"	"24"	"298"	"51"	"70"	"2"	"4"	"0"	"2"	"2"	"6"	"459"
"192"	"127"	"24"	"212"	"21"	"248"	"7"	"7"	"3"	"7"	"10"	"11"	"550"
"193"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"194"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"195"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"196"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"197"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"198"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"199"	"128"	"34"	"84"	"13"	"299"	"4"	"3"	"4"	"3"	"4"	"3"	"451"
"200"	"129"	"17"	"54"	"13"	"292"	"1"	"1"	"13"	"1"	"3"	"8"	"403"
"201"	"130"	"55"	"111"	"19"	"209"	"6"	"0"	"5"	"3"	"3"	"8"	"419"
"202"	"131"	"17"	"116"	"12"	"174"	"6"	"2"	"3"	"0"	"2"	"3"	"335"
"203"	"132"	"12"	"176"	"15"	"251"	"1"	"1"	"5"	"3"	"3"	"9"	"476"
"204"	"133"	"10"	"145"	"23"	"254"	"5"	"1"	"3"	"5"	"1"	"3"	"450"
"205"	"134"	"18"	"128"	"19"	"264"	"10"	"3"	"4"	"4"	"3"	"2"	"455"
"206"	"135"	"25"	"343"	"26"	"46"	"2"	"3"	"2"	"2"	"9"	"3"	"461"
"207"	"136"	"4"	"34"	"15"	"336"	"11"	"4"	"1"	"3"	"2"	"2"	"412"
"208"	"136A"	"9"	"30"	"8"	"354"	"6"	"2"	"3"	"1"	"2"	"5"	"420"
"209"	"137"	"13"	"55"	"4"	"262"	"2"	"2"	"2"	"4"	"5"	"6"	"355"
"210"	"137A"	"7"	"116"	"11"	"262"	"2"	"0"	"1"	"1"	"4"	"7"	"411"
"211"	"138"	"20"	"227"	"29"	"117"	"2"	"3"	"15"	"2"	"8"	"12"	"435"
"212"	"139"	"12"	"117"	"40"	"141"	"12"	"6"	"6"	"7"	"11"	"16"	"368"
"213"	"140"	"17"	"64"	"17"	"422"	"18"	"8"	"15"	"9"	"14"	"54"	"638"
"214"	"141"	"8"	"117"	"17"	"238"	"8"	"6"	"3"	"4"	"1"	"5"	"407"
"215"	"142"	"6"	"21"	"8"	"465"	"23"	"8"	"7"	"7"	"8"	"6"	"559"
"216"	"143"	"15"	"242"	"29"	"37"	"0"	"2"	"2"	"2"	"4"	"7"	"340"
"217"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"218"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"219"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"220"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"221"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"223"	"144"	"10"	"449"	"24"	"7"	"2"	"0"	"0"	"1"	"1"	"5"	"499"
"224"	"145"	"20"	"294"	"17"	"131"	"7"	"5"	"3"	"1"	"1"	"7"	"486"
"225"	"146"	"13"	"156"	"21"	"188"	"4"	"5"	"3"	"5"	"5"	"6"	"406"
"226"	"147"	"12"	"36"	"9"	"298"	"11"	"4"	"7"	"11"	"5"	"20"	"413"
"227"	"148"	"10"	"98"	"27"	"114"	"143"	"5"	"4"	"4"	"3"	"16"	"424"
"228"	"149"	"21"	"244"	"12"	"283"	"19"	"9"	"7"	"12"	"20"	"43"	"670"
"229"	"150"	"44"	"229"	"14"	"191"	"12"	"5"	"5"	"4"	"2"	"6"	"512"
"230"	"151"	"7"	"53"	"6"	"356"	"7"	"2"	"4"	"2"	"0"	"3"	"440"
"231"	"152"	"39"	"283"	"17"	"129"	"4"	"2"	"4"	"2"	"7"	"13"	"500"
"232"	"153"	"20"	"99"	"11"	"302"	"2"	"2"	"4"	"1"	"1"	"3"	"445"
"233"	"154"	"8"	"81"	"10"	"415"	"4"	"1"	"3"	"0"	"2"	"3"	"527"
"234"	"155"	"18"	"139"	"11"	"235"	"2"	"1"	"6"	"6"	"5"	"16"	"439"
"235"	"155A"	"13"	"246"	"30"	"27"	"1"	"1"	"2"	"2"	"4"	"6"	"332"
"236"	"156"	"17"	"149"	"15"	"355"	"4"	"1"	"8"	"3"	"4"	"4"	"560"
"237"	"157"	"28"	"142"	"25"	"235"	"8"	"2"	"7"	"2"	"1"	"7"	"457"
"238"	"158"	"7"	"98"	"95"	"227"	"13"	"1"	"5"	"4"	"6"	"9"	"465"
