"17"	"7"	"288"	"14"	"20"	"3"	"1"	"0"	"20"	"346"	"_"	"_"
"18"	"8"	"132"	"8"	"71"	"4"	"0"	"1"	"6"	"222"	"_"	"_"
"19"	"9"	"157"	"8"	"112"	"6"	"2"	"3"	"5"	"293"	"_"	"_"
"20"	"10"	"109"	"28"	"463"	"15"	"9"	"6"	"33"	"663"	"_"	"_"
"21"	";ksx"	"2277"	"382"	"1464"	"86"	"68"	"54"	"163"	"4494"	"_"	"_"
"22"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k
;ksx"	"fufonr  erksa  dh  la[;k"
"23"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ cqyks  eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"24"	"fiNys  i`\"B  dk
;ksx"	"2277"	"382"	"1464"	"86"	"68"	"54"	"163"	"4494"	"_"	"_"
"25"	"11"	"107"	"11"	"256"	"18"	"11"	"8"	"25"	"436"	"_"	"_"
"26"	"11A"	"79"	"13"	"79"	"1"	"6"	"0"	"5"	"183"	"_"	"_"
"27"	"12"	"233"	"17"	"49"	"3"	"4"	"6"	"8"	"320"	"_"	"_"
"28"	"13"	"168"	"21"	"181"	"9"	"4"	"2"	"11"	"396"	"_"	"_"
"29"	"14"	"111"	"72"	"170"	"8"	"10"	"24"	"11"	"406"	"_"	"_"
"30"	"14A"	"80"	"15"	"80"	"3"	"4"	"4"	"7"	"193"	"_"	"_"
"31"	"15"	"100"	"42"	"281"	"9"	"16"	"15"	"8"	"471"	"_"	"_"
"32"	"16"	"134"	"72"	"190"	"9"	"8"	"4"	"3"	"420"	"_"	"_"
"33"	"16A"	"73"	"32"	"54"	"3"	"6"	"5"	"6"	"179"	"_"	"_"
"34"	"17"	"95"	"75"	"110"	"14"	"4"	"8"	"5"	"311"	"_"	"_"
"35"	"18"	"283"	"18"	"87"	"5"	"0"	"1"	"12"	"406"	"_"	"_"
"36"	"18A"	"101"	"45"	"61"	"9"	"4"	"6"	"8"	"234"	"_"	"_"
"37"	";ksx"	"3841"	"815"	"3062"	"177"	"145"	"137"	"272"	"8449"	"_"	"_"
"38"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k
;ksx"	"fufonr  erksa  dh  la[;k"
"39"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ cqyks  eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"40"	"fiNys  i`\"B  dk
;ksx"	"3841"	"815"	"3062"	"177"	"145"	"137"	"272"	"8449"	"_"	"_"
"41"	"19"	"312"	"16"	"101"	"5"	"9"	"4"	"16"	"463"	"_"	"_"
"42"	"20"	"413"	"27"	"65"	"2"	"6"	"8"	"33"	"554"	"_"	"_"
"43"	"21"	"218"	"63"	"192"	"10"	"11"	"9"	"18"	"521"	"_"	"_"
"44"	"22"	"145"	"54"	"169"	"13"	"13"	"15"	"12"	"421"	"_"	"_"
"45"	"22A"	"82"	"64"	"43"	"1"	"9"	"9"	"18"	"226"	"_"	"_"
"46"	"23"	"38"	"3"	"62"	"2"	"1"	"2"	"2"	"110"	"_"	"_"
"47"	"23A"	"35"	"3"	"46"	"0"	"0"	"1"	"2"	"87"	"_"	"_"
"48"	"24"	"47"	"8"	"146"	"6"	"3"	"4"	"15"	"229"	"_"	"_"
"49"	"24A"	"25"	"12"	"94"	"3"	"4"	"2"	"10"	"150"	"_"	"_"
"50"	"25"	"52"	"15"	"267"	"9"	"4"	"5"	"16"	"368"	"_"	"_"
"51"	"26"	"90"	"8"	"170"	"7"	"5"	"4"	"4"	"288"	"_"	"_"
"52"	"27"	"269"	"31"	"99"	"4"	"7"	"5"	"12"	"427"	"_"	"_"
"53"	";ksx"	"5567"	"1119"	"4516"	"239"	"217"	"205"	"430"	"12293"	"_"	"_"
"54"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k
;ksx"	"fufonr  erksa  dh  la[;k"
"55"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"56"	"fiNys  i`\"B  dk
;ksx"	"5567"	"1119"	"4516"	"239"	"217"	"205"	"430"	"12293"	"_"	"_"
"57"	"27A"	"230"	"27"	"44"	"1"	"2"	"1"	"7"	"312"	"_"	"_"
"58"	"28"	"260"	"23"	"77"	"4"	"7"	"6"	"13"	"390"	"_"	"_"
"59"	"28A"	"206"	"7"	"23"	"4"	"0"	"1"	"9"	"250"	"_"	"_"
"60"	"29"	"326"	"42"	"26"	"1"	"2"	"1"	"11"	"409"	"_"	"_"
"61"	"30"	"75"	"67"	"137"	"10"	"14"	"14"	"20"	"337"	"_"	"_"
"62"	"30A"	"8"	"33"	"132"	"6"	"2"	"7"	"4"	"192"	"_"	"_"
"63"	"31"	"203"	"84"	"113"	"2"	"11"	"9"	"8"	"430"	"_"	"_"
"64"	"31A"	"147"	"48"	"45"	"2"	"6"	"6"	"7"	"261"	"_"	"_"
"65"	"32"	"225"	"34"	"92"	"5"	"5"	"2"	"9"	"372"	"_"	"_"
"66"	"33"	"300"	"35"	"85"	"6"	"4"	"5"	"8"	"443"	"_"	"_"
"67"	"33A"	"46"	"19"	"163"	"7"	"2"	"3"	"4"	"244"	"_"	"_"
"68"	"34"	"42"	"30"	"86"	"2"	"1"	"3"	"4"	"168"	"_"	"_"
"69"	";ksx"	"7635"	"1568"	"5539"	"289"	"273"	"263"	"534"	"16101"	"_"	"_"
"70"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"71"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"72"	"fiNys  i`\"B  dk
;ksx"	"7635"	"1568"	"5539"	"289"	"273"	"263"	"534"	"16101"	"_"	"_"
"73"	"35"	"307"	"20"	"42"	"1"	"0"	"1"	"6"	"377"	"_"	"_"
"74"	"36"	"155"	"93"	"163"	"11"	"16"	"11"	"24"	"473"	"_"	"_"
"75"	"36A"	"79"	"11"	"51"	"7"	"5"	"2"	"11"	"166"	"_"	"_"
"76"	"37"	"320"	"21"	"37"	"6"	"5"	"0"	"3"	"392"	"_"	"_"
"77"	"37A"	"116"	"8"	"140"	"4"	"0"	"2"	"6"	"276"	"_"	"_"
"78"	"38"	"257"	"12"	"42"	"6"	"3"	"1"	"8"	"329"	"_"	"_"
"79"	"39"	"393"	"19"	"48"	"4"	"3"	"5"	"9"	"481"	"_"	"_"
"80"	"40"	"44"	"92"	"164"	"7"	"3"	"12"	"14"	"336"	"_"	"_"
"81"	"40A"	"19"	"32"	"86"	"4"	"3"	"3"	"7"	"154"	"_"	"_"
"82"	"41"	"44"	"65"	"160"	"1"	"6"	"7"	"26"	"309"	"_"	"_"
"83"	"42"	"63"	"82"	"133"	"5"	"3"	"9"	"11"	"306"	"_"	"_"
"84"	"43"	"4"	"1"	"82"	"0"	"1"	"0"	"3"	"91"	"_"	"_"
"85"	";ksx"	"9436"	"2024"	"6687"	"345"	"321"	"316"	"662"	"19791"	"_"	"_"
"86"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"87"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"88"	"fiNys  i`\"B  dk
;ksx"	"9436"	"2024"	"6687"	"345"	"321"	"316"	"662"	"19791"	"_"	"_"
"89"	"44"	"16"	"2"	"144"	"6"	"7"	"2"	"5"	"182"	"_"	"_"
"90"	"45"	"14"	"13"	"233"	"10"	"4"	"4"	"11"	"289"	"_"	"_"
"91"	"46"	"22"	"22"	"266"	"22"	"4"	"5"	"7"	"348"	"_"	"_"
"92"	"47"	"34"	"15"	"250"	"14"	"6"	"3"	"9"	"331"	"_"	"_"
"93"	"48"	"21"	"30"	"449"	"20"	"9"	"6"	"16"	"551"	"_"	"_"
"94"	"49"	"10"	"3"	"323"	"14"	"7"	"1"	"8"	"366"	"_"	"_"
"95"	"49A"	"22"	"12"	"265"	"6"	"10"	"3"	"17"	"335"	"_"	"_"
"96"	"50"	"26"	"15"	"239"	"11"	"9"	"7"	"30"	"337"	"_"	"_"
"97"	"51"	"197"	"33"	"108"	"7"	"10"	"3"	"40"	"398"	"_"	"_"
"98"	"52"	"284"	"40"	"24"	"4"	"6"	"9"	"13"	"380"	"_"	"_"
"99"	"52A"	"205"	"31"	"43"	"4"	"2"	"2"	"3"	"290"	"_"	"_"
"100"	"53"	"157"	"46"	"67"	"10"	"10"	"13"	"32"	"335"	"_"	"_"
"101"	";ksx"	"10444"	"2286"	"9098"	"473"	"405"	"374"	"853"	"23933"	"_"	"_"
"102"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"103"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"104"	"fiNys  i`\"B  dk
;ksx"	"10444"	"2286"	"9098"	"473"	"405"	"374"	"853"	"23933"	"_"	"_"
"105"	"53A"	"176"	"22"	"56"	"2"	"1"	"5"	"3"	"265"	"_"	"_"
"106"	"54"	"219"	"13"	"49"	"2"	"3"	"5"	"10"	"301"	"_"	"_"
"107"	"54A"	"217"	"14"	"86"	"5"	"4"	"2"	"8"	"336"	"_"	"_"
"108"	"55"	"218"	"26"	"96"	"6"	"4"	"3"	"18"	"371"	"_"	"_"
"109"	"55A"	"208"	"16"	"62"	"3"	"0"	"3"	"1"	"293"	"_"	"_"
"110"	"56"	"2"	"2"	"7"	"1"	"1"	"1"	"1"	"15"	"_"	"_"
"111"	"57"	"165"	"28"	"204"	"14"	"8"	"5"	"16"	"440"	"_"	"_"
"112"	"58"	"2"	"123"	"9"	"1"	"7"	"6"	"2"	"150"	"_"	"_"
"113"	"59"	"93"	"97"	"166"	"14"	"13"	"17"	"23"	"423"	"_"	"_"
"114"	"59A"	"217"	"76"	"42"	"1"	"9"	"6"	"3"	"354"	"_"	"_"
"115"	"60"	"88"	"438"	"64"	"10"	"24"	"54"	"32"	"710"	"_"	"_"
"116"	"61"	"235"	"65"	"24"	"1"	"7"	"9"	"9"	"350"	"_"	"_"
"117"	";ksx"	"12284"	"3206"	"9963"	"533"	"486"	"490"	"979"	"27941"	"_"	"_"
"118"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"119"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"120"	"fiNys  i`\"B  dk
;ksx"	"12284"	"3206"	"9963"	"533"	"486"	"490"	"979"	"27941"	"_"	"_"
"121"	"61A"	"105"	"70"	"136"	"12"	"6"	"9"	"15"	"353"	"_"	"_"
"122"	"62"	"136"	"153"	"283"	"13"	"17"	"13"	"12"	"627"	"_"	"_"
"123"	"63"	"105"	"64"	"275"	"22"	"9"	"10"	"13"	"498"	"_"	"_"
"124"	"64"	"363"	"28"	"2"	"1"	"1"	"3"	"2"	"400"	"_"	"_"
"125"	"64A"	"260"	"24"	"2"	"2"	"1"	"1"	"5"	"295"	"_"	"_"
"126"	"65"	"566"	"41"	"7"	"1"	"7"	"6"	"13"	"641"	"_"	"_"
"127"	"66"	"89"	"22"	"176"	"2"	"7"	"7"	"19"	"322"	"_"	"_"
"128"	"66A"	"66"	"43"	"173"	"8"	"3"	"2"	"9"	"304"	"_"	"_"
"129"	"67"	"256"	"51"	"38"	"3"	"5"	"10"	"21"	"384"	"_"	"_"
"130"	"68"	"458"	"61"	"22"	"1"	"4"	"4"	"15"	"565"	"_"	"_"
"131"	"69"	"62"	"48"	"225"	"10"	"8"	"8"	"17"	"378"	"_"	"_"
"132"	"69A"	"139"	"73"	"71"	"3"	"3"	"11"	"15"	"315"	"_"	"_"
"133"	";ksx"	"14889"	"3884"	"11373"	"611"	"557"	"574"	"1135"	"33023"	"_"	"_"
"134"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"135"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"136"	"fiNys  i`\"B  dk
;ksx"	"14889"	"3884"	"11373"	"611"	"557"	"574"	"1135"	"33023"	"_"	"_"
"137"	"70"	"219"	"120"	"166"	"8"	"15"	"18"	"27"	"573"	"_"	"_"
"138"	"71"	"102"	"184"	"188"	"13"	"20"	"18"	"30"	"555"	"_"	"_"
"139"	"72"	"198"	"82"	"35"	"7"	"7"	"3"	"11"	"343"	"_"	"_"
"140"	"73"	"117"	"31"	"129"	"3"	"4"	"5"	"9"	"298"	"_"	"_"
"141"	"74"	"57"	"138"	"132"	"13"	"7"	"21"	"28"	"396"	"_"	"_"
"142"	"75"	"11"	"8"	"219"	"3"	"1"	"0"	"1"	"243"	"_"	"_"
"143"	"76"	"137"	"22"	"210"	"10"	"5"	"9"	"1"	"394"	"_"	"_"
"144"	"77"	"82"	"4"	"107"	"3"	"2"	"5"	"5"	"208"	"_"	"_"
"145"	"78"	"129"	"20"	"206"	"9"	"4"	"4"	"8"	"380"	"_"	"_"
"146"	"78A"	"95"	"63"	"144"	"10"	"2"	"8"	"7"	"329"	"_"	"_"
"147"	"79"	"129"	"17"	"143"	"5"	"2"	"1"	"13"	"310"	"_"	"_"
"148"	"79A"	"33"	"44"	"267"	"5"	"10"	"5"	"14"	"378"	"_"	"_"
"149"	";ksx"	"16198"	"4617"	"13319"	"700"	"636"	"671"	"1289"	"37430"	"_"	"_"
"150"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"151"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"152"	"fiNys  i`\"B  dk
;ksx"	"16198"	"4617"	"13319"	"700"	"636"	"671"	"1289"	"37430"	"_"	"_"
"153"	"80"	"119"	"33"	"329"	"11"	"6"	"7"	"25"	"530"	"_"	"_"
"154"	"81"	"289"	"24"	"106"	"4"	"0"	"3"	"2"	"428"	"_"	"_"
"155"	"81A"	"267"	"32"	"107"	"4"	"4"	"4"	"8"	"426"	"_"	"_"
"156"	"82"	"165"	"24"	"210"	"7"	"4"	"2"	"11"	"423"	"_"	"_"
"157"	"82A"	"65"	"43"	"196"	"10"	"5"	"4"	"11"	"334"	"_"	"_"
"158"	"83"	"234"	"75"	"123"	"9"	"7"	"7"	"16"	"471"	"_"	"_"
"159"	"84"	"168"	"70"	"280"	"11"	"8"	"12"	"21"	"570"	"_"	"_"
"160"	"85"	"122"	"75"	"96"	"10"	"6"	"6"	"7"	"322"	"_"	"_"
"161"	"85A"	"20"	"25"	"281"	"20"	"7"	"7"	"7"	"367"	"_"	"_"
"162"	"86"	"121"	"39"	"169"	"4"	"5"	"5"	"13"	"356"	"_"	"_"
"163"	"86A"	"129"	"12"	"213"	"6"	"9"	"1"	"14"	"384"	"_"	"_"
"164"	"87"	"454"	"22"	"51"	"1"	"5"	"3"	"14"	"550"	"_"	"_"
"165"	";ksx"	"18351"	"5091"	"15480"	"797"	"702"	"732"	"1438"	"42591"	"_"	"_"
"166"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"167"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ cqyks  eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"168"	"fiNys  i`\"B  dk
;ksx"	"18351"	"5091"	"15480"	"797"	"702"	"732"	"1438"	"42591"	"_"	"_"
"169"	"88"	"565"	"19"	"11"	"2"	"0"	"2"	"6"	"605"	"_"	"_"
"170"	"89"	"369"	"18"	"13"	"0"	"0"	"1"	"2"	"403"	"_"	"_"
"171"	"89A"	"223"	"39"	"3"	"2"	"1"	"2"	"8"	"278"	"_"	"_"
"172"	"90"	"418"	"62"	"22"	"0"	"0"	"0"	"3"	"505"	"_"	"_"
"173"	"91"	"231"	"48"	"74"	"10"	"12"	"8"	"36"	"419"	"_"	"_"
"174"	"92"	"615"	"17"	"22"	"1"	"1"	"2"	"12"	"670"	"_"	"_"
"175"	"93"	"35"	"42"	"232"	"11"	"6"	"4"	"8"	"338"	"_"	"_"
"176"	"94"	"358"	"9"	"187"	"7"	"2"	"1"	"7"	"571"	"_"	"_"
"177"	"95"	"265"	"12"	"13"	"1"	"2"	"1"	"5"	"299"	"_"	"_"
"178"	"96"	"164"	"38"	"338"	"14"	"9"	"10"	"24"	"597"	"_"	"_"
"179"	"97"	"94"	"39"	"266"	"21"	"3"	"1"	"5"	"429"	"_"	"_"
"180"	"98"	"426"	"37"	"103"	"6"	"10"	"16"	"29"	"627"	"_"	"_"
"181"	";ksx"	"22114"	"5471"	"16764"	"872"	"748"	"780"	"1583"	"48332"	"_"	"_"
"182"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"183"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"184"	"fiNys  i`\"B  dk
;ksx"	"22114"	"5471"	"16764"	"872"	"748"	"780"	"1583"	"48332"	"_"	"_"
"185"	"99"	"299"	"12"	"45"	"2"	"1"	"4"	"12"	"375"	"_"	"_"
"186"	"99A"	"57"	"11"	"167"	"5"	"5"	"2"	"11"	"258"	"_"	"_"
"187"	"100"	"118"	"11"	"178"	"13"	"4"	"1"	"17"	"342"	"_"	"_"
"188"	"100A"	"197"	"23"	"88"	"4"	"1"	"0"	"7"	"320"	"_"	"_"
"189"	"101"	"106"	"21"	"236"	"12"	"6"	"5"	"10"	"396"	"_"	"_"
"190"	"102"	"49"	"5"	"185"	"8"	"4"	"3"	"9"	"263"	"_"	"_"
"191"	"103"	"210"	"45"	"282"	"11"	"8"	"7"	"25"	"588"	"_"	"_"
"192"	"104"	"313"	"17"	"5"	"1"	"1"	"0"	"10"	"347"	"_"	"_"
"193"	"104A"	"272"	"2"	"7"	"0"	"0"	"0"	"4"	"285"	"_"	"_"
"194"	"105"	"69"	"13"	"220"	"8"	"4"	"1"	"19"	"334"	"_"	"_"
"195"	"105A"	"201"	"24"	"63"	"4"	"4"	"3"	"14"	"313"	"_"	"_"
"196"	"106"	"95"	"24"	"130"	"3"	"3"	"2"	"1"	"258"	"_"	"_"
"197"	";ksx"	"24100"	"5679"	"18370"	"943"	"789"	"808"	"1722"	"52411"	"_"	"_"
"198"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"199"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"200"	"fiNys  i`\"B  dk
;ksx"	"24100"	"5679"	"18370"	"943"	"789"	"808"	"1722"	"52411"	"_"	"_"
"201"	"107"	"40"	"22"	"145"	"6"	"5"	"1"	"0"	"219"	"_"	"_"
"202"	"108"	"219"	"120"	"96"	"7"	"2"	"8"	"7"	"459"	"_"	"_"
"203"	"109"	"164"	"102"	"109"	"4"	"15"	"10"	"14"	"418"	"_"	"_"
"204"	"110"	"43"	"8"	"329"	"9"	"4"	"1"	"8"	"402"	"_"	"_"
"205"	"111"	"76"	"12"	"400"	"13"	"12"	"10"	"15"	"538"	"_"	"_"
"206"	"112"	"92"	"158"	"131"	"20"	"24"	"27"	"18"	"470"	"_"	"_"
"207"	"113"	"62"	"46"	"295"	"7"	"7"	"11"	"8"	"436"	"_"	"_"
"208"	"114"	"16"	"18"	"272"	"5"	"3"	"2"	"8"	"324"	"_"	"_"
"209"	"115"	"39"	"13"	"393"	"10"	"10"	"1"	"12"	"478"	"_"	"_"
"210"	"115A"	"113"	"46"	"115"	"7"	"7"	"9"	"14"	"311"	"_"	"_"
"211"	"116"	"278"	"26"	"87"	"4"	"6"	"3"	"12"	"416"	"_"	"_"
"212"	"116A"	"157"	"18"	"135"	"4"	"6"	"1"	"9"	"330"	"_"	"_"
"213"	";ksx"	"25399"	"6268"	"20877"	"1039"	"890"	"892"	"1847"	"57212"	"_"	"_"
"214"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"215"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"216"	"fiNys  i`\"B  dk
;ksx"	"25399"	"6268"	"20877"	"1039"	"890"	"892"	"1847"	"57212"	"_"	"_"
"217"	"117"	"233"	"12"	"28"	"1"	"0"	"5"	"6"	"285"	"_"	"_"
"218"	"118"	"213"	"41"	"209"	"11"	"6"	"9"	"20"	"509"	"_"	"_"
"219"	"119"	"237"	"39"	"125"	"10"	"9"	"6"	"15"	"441"	"_"	"_"
"220"	"120"	"72"	"87"	"283"	"23"	"18"	"9"	"23"	"515"	"_"	"_"
"221"	"121"	"95"	"147"	"157"	"4"	"6"	"8"	"13"	"430"	"_"	"_"
"222"	"122"	"127"	"13"	"297"	"23"	"5"	"2"	"14"	"481"	"_"	"_"
"223"	"123"	"193"	"77"	"180"	"6"	"3"	"4"	"9"	"472"	"_"	"_"
"224"	"124"	"70"	"21"	"54"	"1"	"4"	"0"	"0"	"150"	"_"	"_"
