"22"	"12"	"111"	"4"	"3"	"525"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"651"	""	""	""
"23"	"13"	"291"	"5"	"9"	"429"	"18"	"2"	"5"	"1"	"6"	"1"	"0"	"8"	"775"	""	""	""
"24"	";ksx
%&"	"3344"	"126"	"133"	"2791"	"192"	"27"	"71"	"30"	"70"	"32"	"59"	"205"	"7080"	""	""	""
"25"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"28"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"29"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"30"	"iwoZ I`\"V
dk ;ksx"	"3344"	"126"	"133"	"2791"	"192"	"27"	"71"	"30"	"70"	"32"	"59"	"205"	"7080"	""	""	""
"31"	"14"	"309"	"8"	"5"	"193"	"12"	"3"	"2"	"1"	"8"	"3"	"3"	"10"	"557"	""	""	""
"32"	"15"	"221"	"21"	"38"	"240"	"65"	"9"	"17"	"3"	"6"	"5"	"7"	"22"	"654"	""	""	""
"33"	"16"	"199"	"6"	"30"	"145"	"22"	"1"	"3"	"4"	"6"	"1"	"1"	"4"	"422"	""	""	""
"34"	"17"	"262"	"7"	"17"	"249"	"30"	"3"	"5"	"5"	"11"	"3"	"4"	"28"	"624"	""	""	""
"35"	"18"	"98"	"8"	"11"	"258"	"28"	"5"	"1"	"5"	"4"	"2"	"5"	"5"	"430"	""	""	""
"36"	"19"	"143"	"6"	"12"	"233"	"95"	"3"	"3"	"5"	"6"	"2"	"6"	"32"	"546"	""	""	""
"37"	"20"	"237"	"7"	"6"	"300"	"28"	"5"	"6"	"3"	"2"	"1"	"0"	"7"	"602"	""	""	""
"38"	"21"	"248"	"7"	"6"	"210"	"29"	"3"	"0"	"1"	"3"	"3"	"2"	"12"	"524"	""	""	""
"39"	"22"	"200"	"28"	"3"	"195"	"33"	"7"	"2"	"1"	"6"	"2"	"5"	"21"	"503"	""	""	""
"40"	"23"	"117"	"7"	"4"	"231"	"59"	"2"	"4"	"1"	"4"	"0"	"1"	"8"	"438"	""	""	""
"41"	"24"	"216"	"8"	"3"	"74"	"23"	"4"	"2"	"0"	"2"	"2"	"3"	"14"	"351"	""	""	""
"42"	"25"	"101"	"10"	"6"	"139"	"28"	"5"	"5"	"1"	"5"	"1"	"1"	"6"	"308"	""	""	""
"43"	"26"	"78"	"5"	"1"	"12"	"150"	"9"	"5"	"8"	"4"	"4"	"4"	"8"	"288"	""	""	""
"44"	"27"	"259"	"6"	"32"	"199"	"60"	"7"	"17"	"7"	"2"	"3"	"4"	"16"	"612"	""	""	""
"45"	";ksx %&"	"6032"	"260"	"307"	"5469"	"854"	"93"	"143"	"75"	"139"	"64"	"105"	"398"	"13939"	""	""	""
"46"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"47"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"48"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"49"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"50"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"51"	"iwoZ I`\"V
dk ;ksx"	"6032"	"260"	"307"	"5469"	"854"	"93"	"143"	"75"	"139"	"64"	"105"	"398"	"13939"	""	""	""
"52"	"28"	"125"	"3"	"0"	"154"	"18"	"3"	"3"	"0"	"8"	"4"	"1"	"14"	"333"	""	""	""
"53"	"29"	"248"	"7"	"3"	"173"	"30"	"3"	"1"	"3"	"5"	"4"	"1"	"17"	"495"	""	""	""
"54"	"30"	"217"	"6"	"4"	"227"	"15"	"3"	"3"	"1"	"7"	"2"	"1"	"8"	"494"	""	""	""
"55"	"31"	"122"	"6"	"8"	"155"	"11"	"1"	"0"	"0"	"1"	"1"	"2"	"7"	"314"	""	""	""
"56"	"31A"	"291"	"7"	"4"	"120"	"18"	"1"	"2"	"3"	"3"	"1"	"2"	"12"	"464"	""	""	""
"57"	"32"	"149"	"9"	"1"	"190"	"17"	"7"	"2"	"2"	"2"	"1"	"8"	"19"	"407"	""	""	""
"58"	"33"	"42"	"1"	"3"	"366"	"7"	"1"	"0"	"0"	"1"	"0"	"0"	"6"	"427"	""	""	""
"59"	"34"	"126"	"1"	"0"	"331"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"4"	"480"	""	""	""
"60"	"35"	"42"	"4"	"3"	"318"	"13"	"1"	"5"	"2"	"8"	"3"	"6"	"9"	"414"	""	""	""
"61"	"36"	"351"	"16"	"11"	"89"	"16"	"3"	"3"	"4"	"5"	"1"	"3"	"9"	"511"	""	""	""
"62"	"37"	"96"	"7"	"7"	"191"	"10"	"1"	"2"	"0"	"5"	"3"	"1"	"4"	"327"	""	""	""
"63"	"38"	"355"	"12"	"24"	"108"	"51"	"3"	"2"	"19"	"6"	"6"	"3"	"20"	"609"	""	""	""
"64"	"39"	"97"	"7"	"6"	"207"	"25"	"3"	"2"	"5"	"7"	"8"	"4"	"15"	"386"	""	""	""
"65"	"40"	"270"	"14"	"5"	"92"	"10"	"6"	"1"	"2"	"7"	"1"	"9"	"32"	"449"	""	""	""
"66"	";ksx %&"	"8563"	"360"	"386"	"8190"	"1104"	"131"	"170"	"117"	"205"	"101"	"148"	"574"	"20049"	""	""	""
"67"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"70"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"71"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"72"	"iwoZ I`\"V
dk ;ksx"	"8563"	"360"	"386"	"8190"	"1104"	"131"	"170"	"117"	"205"	"101"	"148"	"574"	"20049"	""	""	""
"73"	"41"	"17"	"0"	"0"	"555"	"14"	"3"	"2"	"0"	"1"	"0"	"0"	"2"	"594"	""	""	""
"74"	"42"	"233"	"12"	"8"	"226"	"29"	"7"	"3"	"1"	"5"	"0"	"3"	"9"	"536"	""	""	""
"75"	"43"	"13"	"3"	"2"	"109"	"17"	"1"	"2"	"2"	"10"	"6"	"4"	"27"	"196"	""	""	""
"76"	"44"	"129"	"22"	"1"	"209"	"24"	"2"	"2"	"3"	"5"	"2"	"3"	"10"	"412"	""	""	""
"77"	"45"	"227"	"7"	"1"	"117"	"26"	"1"	"3"	"0"	"3"	"2"	"2"	"2"	"391"	""	""	""
"78"	"45A"	"259"	"4"	"2"	"124"	"14"	"3"	"2"	"3"	"6"	"3"	"3"	"17"	"440"	""	""	""
"79"	"46"	"170"	"29"	"4"	"328"	"26"	"1"	"3"	"3"	"2"	"1"	"5"	"11"	"583"	""	""	""
"80"	"47"	"202"	"5"	"5"	"97"	"22"	"2"	"9"	"3"	"4"	"3"	"3"	"19"	"374"	""	""	""
"81"	"48"	"252"	"17"	"17"	"38"	"10"	"1"	"2"	"2"	"0"	"0"	"3"	"6"	"348"	""	""	""
"82"	"49"	"402"	"3"	"9"	"41"	"16"	"1"	"0"	"3"	"0"	"1"	"1"	"5"	"482"	""	""	""
"83"	"50"	"120"	"7"	"6"	"160"	"24"	"2"	"2"	"4"	"4"	"0"	"1"	"12"	"342"	""	""	""
"84"	"51"	"130"	"5"	"4"	"210"	"53"	"6"	"3"	"10"	"8"	"5"	"5"	"23"	"462"	""	""	""
"85"	"52"	"243"	"1"	"8"	"315"	"25"	"4"	"0"	"3"	"7"	"1"	"2"	"7"	"616"	""	""	""
"86"	"53"	"269"	"20"	"7"	"321"	"28"	"8"	"5"	"3"	"8"	"10"	"4"	"27"	"710"	""	""	""
"87"	";ksx %&"	"11229"	"495"	"460"	"11040"	"1432"	"173"	"208"	"157"	"268"	"135"	"187"	"751"	"26535"	""	""	""
"88"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"91"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"92"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"93"	"iwoZ I`\"V
dk ;ksx"	"11229"	"495"	"460"	"11040"	"1432"	"173"	"208"	"157"	"268"	"135"	"187"	"751"	"26535"	""	""	""
"94"	"54"	"333"	"8"	"2"	"37"	"3"	"3"	"2"	"0"	"1"	"1"	"3"	"14"	"407"	""	""	""
"95"	"55"	"341"	"4"	"8"	"61"	"13"	"2"	"8"	"2"	"2"	"3"	"2"	"22"	"468"	""	""	""
"96"	"56"	"361"	"20"	"20"	"93"	"13"	"3"	"5"	"3"	"3"	"1"	"1"	"12"	"535"	""	""	""
"97"	"57"	"183"	"13"	"4"	"88"	"23"	"3"	"1"	"0"	"4"	"4"	"4"	"13"	"340"	""	""	""
"98"	"58"	"249"	"6"	"3"	"68"	"41"	"3"	"1"	"3"	"0"	"2"	"3"	"21"	"400"	""	""	""
"99"	"59"	"80"	"1"	"5"	"163"	"75"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"329"	""	""	""
"100"	"59A"	"15"	"2"	"0"	"248"	"37"	"3"	"5"	"2"	"1"	"0"	"1"	"3"	"317"	""	""	""
"101"	"60"	"192"	"7"	"4"	"99"	"121"	"25"	"96"	"2"	"4"	"3"	"1"	"35"	"589"	""	""	""
"102"	"61"	"286"	"5"	"3"	"172"	"12"	"2"	"0"	"1"	"3"	"0"	"1"	"18"	"503"	""	""	""
"103"	"61A"	"107"	"2"	"6"	"270"	"24"	"3"	"1"	"2"	"8"	"3"	"2"	"16"	"444"	""	""	""
"104"	"62"	"164"	"7"	"8"	"86"	"171"	"9"	"8"	"13"	"9"	"9"	"7"	"28"	"519"	""	""	""
"105"	"63"	"234"	"19"	"3"	"187"	"17"	"5"	"1"	"1"	"4"	"4"	"5"	"9"	"489"	""	""	""
"106"	"64"	"48"	"1"	"0"	"239"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"303"	""	""	""
"107"	"65"	"112"	"6"	"43"	"256"	"63"	"5"	"5"	"2"	"13"	"8"	"3"	"35"	"551"	""	""	""
"108"	";ksx %&"	"13934"	"596"	"569"	"13107"	"2058"	"243"	"342"	"188"	"321"	"173"	"220"	"978"	"32729"	""	""	""
"109"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"110"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"111"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"112"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"113"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"114"	"iwoZ I`\"V
dk ;ksx"	"13934"	"596"	"569"	"13107"	"2058"	"243"	"342"	"188"	"321"	"173"	"220"	"978"	"32729"	""	""	""
"115"	"66"	"212"	"12"	"4"	"51"	"109"	"8"	"7"	"11"	"2"	"4"	"5"	"38"	"463"	""	""	""
"116"	"67"	"115"	"3"	"4"	"113"	"68"	"4"	"2"	"3"	"1"	"2"	"0"	"5"	"320"	""	""	""
"117"	"67A"	"126"	"7"	"1"	"128"	"50"	"2"	"1"	"3"	"1"	"5"	"3"	"26"	"353"	""	""	""
"118"	"68"	"185"	"7"	"12"	"235"	"54"	"5"	"4"	"1"	"8"	"1"	"2"	"10"	"524"	""	""	""
"119"	"69"	"30"	"0"	"0"	"150"	"33"	"4"	"0"	"1"	"7"	"0"	"3"	"8"	"236"	""	""	""
"120"	"70"	"144"	"4"	"3"	"122"	"58"	"6"	"2"	"7"	"4"	"0"	"1"	"11"	"362"	""	""	""
"121"	"71"	"173"	"7"	"5"	"87"	"89"	"6"	"4"	"7"	"10"	"3"	"5"	"25"	"421"	""	""	""
"122"	"72"	"129"	"6"	"8"	"439"	"30"	"3"	"4"	"1"	"4"	"0"	"2"	"7"	"633"	""	""	""
"123"	"73"	"127"	"3"	"1"	"30"	"32"	"0"	"2"	"2"	"1"	"0"	"2"	"4"	"204"	""	""	""
"124"	"74"	"109"	"9"	"14"	"234"	"15"	"3"	"1"	"0"	"7"	"3"	"3"	"22"	"420"	""	""	""
"125"	"75"	"166"	"3"	"1"	"158"	"18"	"3"	"1"	"0"	"1"	"2"	"3"	"5"	"361"	""	""	""
"126"	"76"	"147"	"3"	"4"	"129"	"69"	"4"	"0"	"3"	"1"	"2"	"1"	"6"	"369"	""	""	""
"127"	"76A"	"112"	"3"	"3"	"89"	"112"	"5"	"2"	"2"	"1"	"2"	"2"	"11"	"344"	""	""	""
"128"	"77"	"279"	"9"	"11"	"95"	"114"	"6"	"8"	"7"	"10"	"2"	"8"	"21"	"570"	""	""	""
"129"	";ksx %&"	"15988"	"672"	"640"	"15167"	"2909"	"302"	"380"	"236"	"379"	"199"	"260"	"1177"	"38309"	""	""	""
"130"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"133"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"134"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"135"	"iwoZ I`\"V
dk ;ksx"	"15988"	"672"	"640"	"15167"	"2909"	"302"	"380"	"236"	"379"	"199"	"260"	"1177"	"38309"	""	""	""
"136"	"78"	"174"	"8"	"7"	"201"	"48"	"7"	"9"	"8"	"22"	"4"	"7"	"30"	"525"	""	""	""
"137"	"79"	"198"	"9"	"17"	"162"	"108"	"8"	"3"	"5"	"12"	"3"	"4"	"30"	"559"	""	""	""
"138"	"80"	"103"	"4"	"5"	"211"	"72"	"4"	"5"	"4"	"13"	"3"	"2"	"35"	"461"	""	""	""
"139"	"81"	"149"	"11"	"9"	"137"	"16"	"3"	"3"	"0"	"0"	"1"	"2"	"9"	"340"	""	""	""
"140"	"82"	"18"	"3"	"4"	"269"	"14"	"4"	"1"	"3"	"6"	"0"	"1"	"2"	"325"	""	""	""
"141"	"83"	"13"	"1"	"2"	"506"	"15"	"4"	"2"	"1"	"5"	"0"	"2"	"5"	"556"	""	""	""
"142"	"84"	"154"	"10"	"30"	"135"	"44"	"4"	"4"	"3"	"7"	"3"	"2"	"9"	"405"	""	""	""
"143"	"85"	"97"	"7"	"1"	"230"	"25"	"3"	"4"	"6"	"8"	"4"	"7"	"18"	"410"	""	""	""
"144"	"86"	"35"	"6"	"23"	"251"	"25"	"2"	"4"	"1"	"8"	"1"	"0"	"6"	"362"	""	""	""
"145"	"87"	"53"	"1"	"8"	"411"	"29"	"2"	"2"	"0"	"3"	"1"	"0"	"1"	"511"	""	""	""
"146"	"88"	"41"	"2"	"5"	"387"	"40"	"6"	"3"	"5"	"11"	"3"	"5"	"17"	"525"	""	""	""
"147"	"89"	"37"	"1"	"3"	"328"	"19"	"1"	"4"	"1"	"4"	"1"	"0"	"4"	"403"	""	""	""
"148"	"90"	"8"	"3"	"5"	"252"	"21"	"7"	"4"	"3"	"6"	"3"	"4"	"8"	"324"	""	""	""
"149"	"91"	"43"	"4"	"6"	"483"	"44"	"12"	"6"	"8"	"11"	"1"	"4"	"22"	"644"	""	""	""
"150"	";ksx %&"	"17111"	"742"	"765"	"19130"	"3429"	"369"	"434"	"284"	"495"	"227"	"300"	"1373"	"44659"	""	""	""
"151"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"152"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"154"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"155"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"156"	"iwoZ I`\"V
dk ;ksx"	"17111"	"742"	"765"	"19130"	"3429"	"369"	"434"	"284"	"495"	"227"	"300"	"1373"	"44659"	""	""	""
"157"	"92"	"141"	"6"	"6"	"154"	"21"	"2"	"4"	"3"	"6"	"0"	"0"	"2"	"345"	""	""	""
"158"	"93"	"237"	"6"	"8"	"147"	"34"	"4"	"4"	"6"	"0"	"1"	"5"	"7"	"459"	""	""	""
"159"	"94"	"217"	"9"	"2"	"81"	"17"	"4"	"4"	"2"	"2"	"2"	"2"	"4"	"346"	""	""	""
"160"	"95"	"323"	"19"	"4"	"101"	"46"	"6"	"5"	"3"	"8"	"2"	"5"	"20"	"542"	""	""	""
"161"	"96"	"262"	"9"	"6"	"26"	"15"	"1"	"2"	"2"	"1"	"2"	"1"	"12"	"339"	""	""	""
"162"	"97"	"401"	"8"	"4"	"45"	"9"	"0"	"1"	"1"	"0"	"0"	"0"	"6"	"475"	""	""	""
"163"	"98"	"267"	"42"	"13"	"224"	"24"	"4"	"5"	"7"	"8"	"8"	"16"	"20"	"638"	""	""	""
"164"	"99"	"111"	"6"	"14"	"109"	"16"	"6"	"3"	"10"	"14"	"8"	"7"	"22"	"326"	""	""	""
"165"	"99A"	"105"	"9"	"7"	"227"	"20"	"8"	"7"	"10"	"9"	"2"	"7"	"22"	"433"	""	""	""
"166"	"100"	"68"	"3"	"15"	"227"	"16"	"2"	"7"	"6"	"6"	"2"	"3"	"15"	"370"	""	""	""
"167"	"101"	"107"	"3"	"2"	"82"	"13"	"0"	"1"	"0"	"5"	"0"	"0"	"15"	"228"	""	""	""
"168"	"101A"	"151"	"4"	"3"	"140"	"102"	"3"	"1"	"4"	"1"	"3"	"7"	"20"	"439"	""	""	""
"169"	"102"	"271"	"5"	"10"	"78"	"17"	"1"	"1"	"2"	"3"	"1"	"2"	"4"	"395"	""	""	""
"170"	"103"	"329"	"15"	"5"	"169"	"14"	"1"	"1"	"3"	"11"	"3"	"2"	"21"	"574"	""	""	""
"171"	";ksx %&"	"20101"	"886"	"864"	"20940"	"3793"	"411"	"480"	"343"	"569"	"261"	"357"	"1563"	"50568"	""	""	""
"172"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
