"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"108"	"84"	"5"	"35"	"1"	"1"	"1"	"0"	"2"	"26"	"14"	"0"	"0"	"0"	"1"	"338"	"11"	"435"	""	"435"	""	""
"109"	"85"	"6"	"40"	"4"	"0"	"0"	"0"	"2"	"63"	"4"	"0"	"2"	"0"	"1"	"222"	"13"	"357"	""	"357"	""	""
"110"	"85A"	"3"	"57"	"3"	"0"	"0"	"0"	"2"	"15"	"4"	"0"	"0"	"0"	"2"	"154"	"13"	"253"	""	"253"	""	""
"111"	"86"	"3"	"33"	"1"	"2"	"0"	"0"	"1"	"9"	"1"	"0"	"1"	"0"	"2"	"277"	"15"	"345"	""	"345"	""	""
"112"	"PS NO."	"DEVI LAL"	"VINITA VIJAY"	"SAMEER KUMAR"	"ATIRANJAN PR. SRIVA."	"JAGDISH VECHAIN"	"DEEPAK KUMAR"	"REYAZ AHMAD"	"ARVIND KUMAR"	"KISHORI LAL AGRAWAL"	"GAYASUDDIN"	"BALENDRA SINGH"	"MOHAMMAD NAZEEB KADARI"	"RAM NARESH PRASAD"	"VIJENDRA CHOUDHARY"	"SIYA SHARAN PRASAD"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"113"	"87"	"6"	"84"	"6"	"2"	"5"	"0"	"0"	"4"	"2"	"0"	"0"	"2"	"3"	"361"	"25"	"500"	""	"500"	""	""
"114"	"88"	"13"	"95"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"8"	"314"	"26"	"466"	""	"466"	""	""
"115"	"89"	"25"	"66"	"17"	"0"	"0"	"2"	"1"	"2"	"1"	"0"	"2"	"1"	"3"	"252"	"12"	"384"	""	"384"	""	""
"116"	"90"	"9"	"67"	"12"	"0"	"3"	"0"	"0"	"1"	"15"	"1"	"0"	"1"	"1"	"546"	"12"	"668"	""	"668"	""	""
"117"	"91"	"6"	"183"	"6"	"0"	"3"	"0"	"5"	"1"	"8"	"1"	"2"	"0"	"0"	"276"	"12"	"503"	""	"503"	""	""
"118"	"92"	"25"	"37"	"9"	"0"	"1"	"1"	"0"	"1"	"12"	"0"	"1"	"1"	"4"	"390"	"17"	"499"	""	"499"	""	""
"119"	"93"	"17"	"49"	"3"	"1"	"0"	"0"	"1"	"8"	"2"	"0"	"0"	"0"	"4"	"244"	"8"	"337"	""	"337"	""	""
"120"	"94"	"1"	"57"	"2"	"0"	"1"	"0"	"1"	"4"	"1"	"0"	"0"	"1"	"0"	"331"	"7"	"406"	""	"406"	""	""
"121"	"95"	"10"	"70"	"3"	"0"	"3"	"0"	"3"	"10"	"3"	"1"	"0"	"1"	"4"	"289"	"10"	"407"	""	"407"	""	""
"122"	"96"	"10"	"71"	"10"	"0"	"1"	"0"	"0"	"13"	"2"	"0"	"2"	"0"	"11"	"228"	"6"	"354"	""	"354"	""	""
"123"	"96A"	"7"	"59"	"0"	"0"	"1"	"0"	"0"	"7"	"2"	"0"	"0"	"0"	"12"	"221"	"5"	"314"	""	"314"	""	""
"124"	"97"	"23"	"87"	"3"	"1"	"1"	"0"	"1"	"18"	"1"	"0"	"0"	"1"	"1"	"261"	"10"	"408"	""	"408"	""	""
"125"	"98"	"5"	"127"	"6"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"124"	"6"	"276"	""	"276"	""	""
"126"	"98A"	"3"	"86"	"0"	"0"	"2"	"0"	"2"	"7"	"0"	"1"	"0"	"0"	"2"	"195"	"5"	"303"	""	"303"	""	""
"127"	"99"	"7"	"95"	"3"	"2"	"1"	"0"	"0"	"5"	"2"	"0"	"0"	"1"	"3"	"175"	"15"	"309"	""	"309"	""	""
"128"	"99A"	"2"	"83"	"3"	"1"	"0"	"0"	"0"	"4"	"2"	"0"	"0"	"2"	"5"	"199"	"9"	"310"	""	"310"	""	""
"129"	"100"	"4"	"77"	"5"	"1"	"1"	"0"	"2"	"8"	"0"	"0"	"1"	"2"	"7"	"243"	"23"	"374"	""	"374"	""	""
"130"	"101"	"8"	"204"	"4"	"1"	"2"	"0"	"0"	"7"	"0"	"0"	"0"	"1"	"6"	"257"	"23"	"513"	""	"513"	""	""
"131"	"102"	"10"	"91"	"4"	"2"	"1"	"1"	"0"	"8"	"4"	"0"	"0"	"1"	"3"	"346"	"9"	"480"	""	"480"	""	""
"132"	"103"	"12"	"71"	"6"	"2"	"2"	"1"	"1"	"5"	"5"	"1"	"0"	"1"	"1"	"410"	"31"	"549"	""	"549"	""	""
"133"	"104"	"31"	"164"	"5"	"0"	"1"	"1"	"5"	"10"	"0"	"0"	"1"	"2"	"2"	"304"	"15"	"541"	""	"541"	""	""
"134"	"105"	"9"	"57"	"2"	"1"	"4"	"0"	"2"	"14"	"1"	"0"	"0"	"1"	"2"	"297"	"13"	"403"	""	"403"	""	""
"135"	"106"	"29"	"127"	"5"	"0"	"0"	"1"	"4"	"3"	"3"	"0"	"1"	"0"	"3"	"356"	"16"	"548"	""	"548"	""	""
"136"	"107"	"24"	"207"	"5"	"0"	"0"	"0"	"6"	"7"	"2"	"0"	"0"	"1"	"2"	"168"	"14"	"436"	""	"436"	""	""
"137"	"108"	"26"	"60"	"2"	"0"	"1"	"0"	"0"	"5"	"5"	"1"	"1"	"0"	"1"	"177"	"6"	"285"	""	"285"	""	""
"138"	"109"	"7"	"143"	"5"	"2"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"1"	"163"	"11"	"341"	""	"341"	""	""
"139"	"110"	"6"	"63"	"9"	"0"	"1"	"1"	"14"	"18"	"2"	"0"	"0"	"0"	"1"	"103"	"8"	"226"	""	"226"	""	""
"140"	"111"	"8"	"79"	"37"	"0"	"0"	"2"	"2"	"27"	"0"	"0"	"2"	"1"	"6"	"261"	"19"	"444"	""	"444"	""	""
"141"	"112"	"9"	"123"	"4"	"0"	"2"	"0"	"0"	"29"	"19"	"1"	"1"	"0"	"0"	"177"	"14"	"379"	""	"379"	""	""
"142"	"112A"	"3"	"137"	"1"	"0"	"0"	"0"	"1"	"7"	"1"	"0"	"0"	"0"	"1"	"44"	"2"	"197"	""	"197"	""	""
"143"	"113"	"6"	"262"	"8"	"0"	"3"	"2"	"0"	"10"	"0"	"0"	"1"	"1"	"5"	"226"	"32"	"556"	""	"556"	""	""
"144"	"114"	"10"	"196"	"6"	"2"	"0"	"2"	"1"	"16"	"0"	"0"	"0"	"0"	"5"	"205"	"7"	"450"	""	"450"	""	""
"145"	"114A"	"12"	"120"	"5"	"0"	"0"	"0"	"0"	"7"	"2"	"1"	"0"	"4"	"3"	"257"	"16"	"427"	""	"427"	""	""
"146"	"115"	"2"	"81"	"19"	"0"	"1"	"1"	"4"	"90"	"1"	"2"	"0"	"1"	"3"	"275"	"11"	"491"	""	"491"	""	""
"147"	"116"	"6"	"29"	"0"	"0"	"0"	"0"	"1"	"11"	"2"	"0"	"0"	"0"	"3"	"161"	"8"	"221"	""	"221"	""	""
"148"	"116A"	"4"	"55"	"12"	"1"	"2"	"0"	"0"	"23"	"1"	"0"	"1"	"0"	"1"	"153"	"12"	"265"	""	"265"	""	""
"149"	"PS NO."	"DEVI LAL"	"VINITA VIJAY"	"SAMEER KUMAR"	"ATIRANJAN PR. SRIVA."	"JAGDISH VECHAIN"	"DEEPAK KUMAR"	"REYAZ AHMAD"	"ARVIND KUMAR"	"KISHORI LAL AGRAWAL"	"GAYASUDDIN"	"BALENDRA SINGH"	"MOHAMMAD NAZEEB KADARI"	"RAM NARESH PRASAD"	"VIJENDRA CHOUDHARY"	"SIYA SHARAN PRASAD"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"150"	"117"	"3"	"52"	"19"	"1"	"3"	"0"	"1"	"69"	"1"	"0"	"0"	"0"	"7"	"375"	"26"	"557"	""	"557"	""	""
"151"	"118"	"6"	"135"	"2"	"1"	"1"	"1"	"1"	"17"	"2"	"0"	"0"	"0"	"5"	"150"	"7"	"328"	""	"328"	""	""
"152"	"119"	"8"	"102"	"4"	"1"	"0"	"1"	"2"	"59"	"0"	"0"	"1"	"0"	"4"	"209"	"12"	"403"	""	"403"	""	""
"153"	"120"	"1"	"84"	"6"	"0"	"0"	"0"	"1"	"46"	"0"	"0"	"1"	"1"	"3"	"170"	"6"	"319"	""	"319"	""	""
