"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"
"63"	"49"	"16"	"128"	"286"	"28"	"6"	"11"	"11"	"486"	"-"	"486"	"-"
"64"	"50"	"4"	"62"	"256"	"78"	"12"	"9"	"14"	"435"	"-"	"435"	"-"
"65"	"51"	"17"	"189"	"40"	"221"	"15"	"21"	"21"	"524"	"-"	"524"	"-"
"66"	"52"	"19"	"53"	"335"	"52"	"21"	"9"	"16"	"505"	"-"	"505"	"-"
"67"	"53"	"4"	"66"	"108"	"142"	"4"	"4"	"2"	"330"	"-"	"330"	"-"
"68"	"53A"	"11"	"115"	"183"	"42"	"7"	"9"	"7"	"374"	"-"	"374"	"-"
"69"	"54"	"4"	"389"	"46"	"42"	"4"	"1"	"8"	"494"	"-"	"494"	"-"
"70"	"55"	"5"	"166"	"136"	"91"	"3"	"2"	"3"	"406"	"-"	"406"	"-"
"71"	"56"	"9"	"263"	"57"	"29"	"7"	"11"	"6"	"382"	"-"	"382"	"-"
"72"	"56A"	"17"	"200"	"48"	"46"	"8"	"6"	"10"	"335"	"-"	"335"	"-"
"73"	"57"	"2"	"45"	"80"	"51"	"10"	"0"	"5"	"193"	"-"	"193"	"-"
"74"	"58"	"10"	"252"	"205"	"17"	"5"	"5"	"1"	"495"	"-"	"495"	"-"
"75"	"59"	"17"	"140"	"248"	"214"	"27"	"12"	"15"	"673"	"-"	"673"	"-"
"76"	"60"	"27"	"87"	"233"	"155"	"14"	"10"	"5"	"531"	"-"	"531"	"-"
"77"	"61"	"15"	"192"	"358"	"61"	"13"	"16"	"6"	"661"	"-"	"661"	"-"
"78"	"62"	"18"	"111"	"251"	"30"	"6"	"2"	"5"	"423"	"-"	"423"	"-"
"79"	"62A"	"50"	"122"	"126"	"63"	"4"	"3"	"2"	"370"	"-"	"370"	"-"
"80"	"63"	"8"	"168"	"245"	"72"	"8"	"16"	"10"	"527"	"-"	"527"	"-"
"81"	"64"	"21"	"80"	"337"	"74"	"7"	"13"	"11"	"543"	"-"	"543"	"-"
"82"	"65"	"13"	"292"	"13"	"34"	"6"	"0"	"3"	"361"	"-"	"361"	"-"
"83"	"65A"	"9"	"182"	"17"	"96"	"5"	"6"	"2"	"317"	"-"	"317"	"-"
"84"	"66"	"153"	"73"	"161"	"113"	"10"	"12"	"14"	"536"	"-"	"536"	"-"
"85"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"86"	""	"Arjun Mandal"	"Jai Nandan Prasad Yadav"	"Baidyanath Prasad"	"Ravindra Prasad Shahi"	"Awadhesh Kumar Choudhary"	"Indal Singh"	"Maya Shankar Sharan"	""	""	""	""
"87"	"67"	"21"	"307"	"115"	"16"	"6"	"10"	"6"	"481"	"-"	"481"	"-"
"88"	"68"	"19"	"249"	"114"	"49"	"3"	"6"	"8"	"448"	"-"	"448"	"-"
"89"	"69"	"5"	"154"	"314"	"104"	"12"	"13"	"12"	"614"	"-"	"614"	"-"
"90"	"70"	"22"	"181"	"85"	"212"	"31"	"3"	"5"	"539"	"-"	"539"	"-"
"91"	"71"	"15"	"114"	"133"	"129"	"4"	"11"	"5"	"411"	"-"	"411"	"-"
"92"	"72"	"9"	"213"	"71"	"42"	"5"	"7"	"9"	"356"	"-"	"356"	"-"
"93"	"73"	"7"	"177"	"98"	"159"	"17"	"7"	"29"	"494"	"-"	"494"	"-"
"94"	"74"	"139"	"86"	"167"	"231"	"9"	"17"	"16"	"665"	"-"	"665"	"-"
"95"	"75"	"6"	"41"	"270"	"96"	"3"	"4"	"10"	"430"	"-"	"430"	"-"
"96"	"75A"	"2"	"9"	"342"	"40"	"1"	"2"	"1"	"397"	"-"	"397"	"-"
"97"	"76"	"21"	"89"	"78"	"145"	"9"	"4"	"8"	"354"	"-"	"354"	"-"
"98"	"76A"	"4"	"26"	"180"	"168"	"7"	"9"	"5"	"399"	"-"	"399"	"-"
"99"	"77"	"9"	"238"	"117"	"78"	"6"	"3"	"3"	"454"	"-"	"454"	"-"
"100"	"78"	"6"	"147"	"121"	"156"	"7"	"9"	"4"	"450"	"-"	"450"	"-"
"101"	"79"	"5"	"13"	"12"	"434"	"3"	"5"	"13"	"485"	"-"	"485"	"-"
"102"	"80"	"9"	"61"	"304"	"249"	"8"	"5"	"11"	"647"	"-"	"647"	"-"
"103"	"81"	"3"	"109"	"83"	"290"	"9"	"10"	"8"	"512"	"-"	"512"	"-"
"104"	"82"	"11"	"154"	"62"	"238"	"17"	"14"	"25"	"521"	"-"	"521"	"-"
"105"	"83"	"20"	"102"	"78"	"287"	"12"	"6"	"13"	"518"	"-"	"518"	"-"
"106"	"84"	"7"	"46"	"71"	"217"	"7"	"12"	"8"	"368"	"-"	"368"	"-"
"107"	"84A"	"2"	"60"	"58"	"221"	"16"	"7"	"11"	"375"	"-"	"375"	"-"
"108"	"85"	"6"	"88"	"100"	"152"	"5"	"12"	"5"	"368"	"-"	"368"	"-"
"109"	"86"	"12"	"132"	"219"	"146"	"9"	"7"	"17"	"542"	"-"	"542"	"-"
"110"	"87"	"19"	"132"	"55"	"195"	"8"	"13"	"12"	"434"	"-"	"434"	"-"
"111"	"88"	"0"	"43"	"70"	"155"	"10"	"11"	"5"	"294"	"-"	"294"	"-"
"112"	"89"	"25"	"74"	"398"	"50"	"7"	"9"	"12"	"575"	"-"	"575"	"-"
"113"	"90"	"13"	"122"	"185"	"139"	"13"	"11"	"21"	"504"	"-"	"504"	"-"
"114"	"91"	"17"	"110"	"234"	"142"	"13"	"16"	"16"	"548"	"-"	"548"	"-"
"115"	"92"	"22"	"167"	"187"	"109"	"21"	"16"	"26"	"548"	"-"	"548"	"-"
"116"	"93"	"5"	"97"	"118"	"63"	"8"	"5"	"6"	"302"	"-"	"302"	"-"
"117"	"93A"	"2"	"73"	"145"	"113"	"9"	"6"	"6"	"354"	"-"	"354"	"-"
"118"	"94"	"15"	"223"	"104"	"55"	"10"	"6"	"8"	"421"	"-"	"421"	"-"
"119"	"95"	"14"	"178"	"129"	"112"	"12"	"14"	"18"	"477"	"-"	"477"	"-"
"120"	"96"	"6"	"137"	"96"	"74"	"6"	"13"	"10"	"342"	"-"	"342"	"-"
"121"	"97"	"23"	"157"	"196"	"105"	"10"	"18"	"10"	"519"	"-"	"519"	"-"
"122"	"98"	"165"	"141"	"99"	"88"	"14"	"11"	"25"	"543"	"-"	"543"	"-"
"123"	"99"	"31"	"107"	"79"	"69"	"13"	"14"	"26"	"339"	"-"	"339"	"-"
"124"	"100"	"54"	"137"	"157"	"18"	"8"	"6"	"2"	"382"	"-"	"382"	"-"
"125"	"101"	"8"	"78"	"135"	"293"	"29"	"16"	"20"	"579"	"-"	"579"	"-"
"126"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"127"	""	"Arjun Mandal"	"Jai Nandan Prasad Yadav"	"Baidyanath Prasad"	"Ravindra Prasad Shahi"	"Awadhesh Kumar Choudhary"	"Indal Singh"	"Maya Shankar Sharan"	""	""	""	""
"128"	"102"	"8"	"79"	"162"	"274"	"11"	"7"	"18"	"559"	"-"	"559"	"-"
"129"	"103"	"20"	"171"	"150"	"125"	"24"	"11"	"14"	"515"	"-"	"515"	"-"
"130"	"104"	"7"	"215"	"215"	"159"	"13"	"10"	"8"	"627"	"-"	"627"	"-"
"131"	"105"	"17"	"92"	"28"	"219"	"6"	"9"	"14"	"385"	"-"	"385"	"-"
"132"	"106"	"16"	"369"	"53"	"90"	"8"	"11"	"9"	"556"	"-"	"556"	"-"
"133"	"107"	"20"	"125"	"202"	"90"	"9"	"16"	"10"	"472"	"-"	"472"	"-"
"134"	"108"	"18"	"185"	"280"	"35"	"8"	"12"	"10"	"548"	"-"	"548"	"-"
"135"	"109"	"9"	"112"	"301"	"69"	"2"	"1"	"1"	"495"	"-"	"495"	"-"
"136"	"110"	"23"	"205"	"290"	"45"	"9"	"14"	"5"	"591"	"-"	"591"	"-"
"137"	"111"	"12"	"139"	"273"	"37"	"5"	"10"	"7"	"483"	"-"	"483"	"-"
"138"	"112"	"15"	"316"	"92"	"98"	"6"	"9"	"6"	"542"	"-"	"542"	"-"
"139"	"113"	"13"	"161"	"280"	"81"	"6"	"9"	"1"	"551"	"-"	"551"	"-"
"140"	"114"	"14"	"382"	"17"	"32"	"4"	"7"	"11"	"467"	"-"	"467"	"-"
"141"	"115"	"33"	"278"	"110"	"117"	"15"	"12"	"24"	"589"	"-"	"589"	"-"
"142"	"116"	"11"	"220"	"165"	"104"	"15"	"14"	"11"	"540"	"-"	"540"	"-"
"143"	"117"	"5"	"74"	"20"	"155"	"17"	"12"	"20"	"303"	"-"	"303"	"-"
"144"	"117A"	"9"	"61"	"217"	"29"	"6"	"4"	"2"	"328"	"-"	"328"	"-"
"145"	"118"	"8"	"128"	"32"	"67"	"10"	"4"	"10"	"259"	"-"	"259"	"-"
"146"	"119"	"17"	"285"	"73"	"22"	"5"	"4"	"6"	"412"	"-"	"412"	"-"
"147"	"120"	"29"	"275"	"83"	"89"	"15"	"8"	"21"	"520"	"-"	"520"	"-"
"148"	"121"	"3"	"66"	"239"	"22"	"3"	"1"	"0"	"334"	"-"	"334"	"-"
"149"	"122"	"3"	"39"	"197"	"48"	"6"	"3"	"3"	"299"	"-"	"299"	"-"
"150"	"123"	"17"	"47"	"100"	"170"	"17"	"30"	"20"	"401"	"-"	"401"	"-"
"151"	"124"	"10"	"59"	"125"	"53"	"10"	"6"	"7"	"270"	"-"	"270"	"-"
"152"	"125"	"16"	"88"	"68"	"131"	"14"	"17"	"27"	"361"	"-"	"361"	"-"
"153"	"126"	"15"	"150"	"39"	"103"	"6"	"8"	"2"	"323"	"-"	"323"	"-"
"154"	"127"	"4"	"339"	"18"	"9"	"1"	"1"	"0"	"372"	"-"	"372"	"-"
"155"	"127A"	"2"	"351"	"27"	"6"	"6"	"2"	"4"	"398"	"-"	"398"	"-"
"156"	"128"	"8"	"145"	"48"	"53"	"4"	"5"	"6"	"269"	"-"	"269"	"-"
"157"	"129"	"3"	"25"	"86"	"144"	"11"	"14"	"13"	"296"	"-"	"296"	"-"
"158"	"130"	"1"	"87"	"55"	"102"	"2"	"4"	"4"	"255"	"-"	"255"	"-"
"159"	"131"	"10"	"181"	"114"	"72"	"12"	"9"	"20"	"418"	"-"	"418"	"-"
"160"	"132"	"9"	"100"	"109"	"53"	"7"	"10"	"18"	"306"	"-"	"306"	"-"
"161"	"133"	"19"	"168"	"316"	"27"	"10"	"3"	"6"	"549"	"-"	"549"	"-"
"162"	"134"	"4"	"126"	"53"	"52"	"0"	"1"	"5"	"241"	"-"	"241"	"-"
"163"	"135"	"4"	"39"	"189"	"117"	"12"	"11"	"11"	"383"	"-"	"383"	"-"
"164"	"136"	"22"	"172"	"76"	"142"	"15"	"14"	"15"	"456"	"-"	"456"	"-"
"165"	"137"	"10"	"83"	"267"	"60"	"15"	"12"	"15"	"462"	"-"	"462"	"-"
"166"	"138"	"16"	"91"	"398"	"160"	"17"	"12"	"9"	"703"	"-"	"703"	"-"
"167"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"168"	""	"Arjun Mandal"	"Jai Nandan Prasad Yadav"	"Baidyanath Prasad"	"Ravindra Prasad Shahi"	"Awadhesh Kumar Choudhary"	"Indal Singh"	"Maya Shankar Sharan"	""	""	""	""
"169"	"139"	"11"	"222"	"264"	"23"	"15"	"5"	"11"	"551"	"-"	"551"	"-"
"170"	"140"	"38"	"97"	"399"	"113"	"11"	"15"	"2"	"675"	"-"	"675"	"-"
"171"	"141"	"24"	"267"	"21"	"9"	"5"	"11"	"11"	"348"	"-"	"348"	"-"
"172"	"142"	"8"	"177"	"130"	"36"	"6"	"13"	"11"	"381"	"-"	"381"	"-"
"173"	"143"	"13"	"23"	"213"	"205"	"16"	"14"	"22"	"506"	"-"	"506"	"-"
"174"	"144"	"9"	"93"	"92"	"208"	"7"	"8"	"4"	"421"	"-"	"421"	"-"
"175"	"145"	"7"	"182"	"242"	"165"	"15"	"20"	"23"	"654"	"-"	"654"	"-"
"176"	"146"	"13"	"138"	"158"	"18"	"18"	"7"	"19"	"371"	"-"	"371"	"-"
"177"	"147"	"15"	"213"	"104"	"52"	"8"	"13"	"10"	"415"	"-"	"415"	"-"
"178"	"148"	"14"	"18"	"226"	"115"	"10"	"5"	"3"	"391"	"-"	"391"	"-"
"179"	"149"	"46"	"181"	"190"	"109"	"7"	"9"	"7"	"549"	"-"	"549"	"-"
"180"	"150"	"20"	"85"	"529"	"57"	"8"	"14"	"15"	"728"	"-"	"728"	"-"
"181"	"151"	"6"	"54"	"357"	"16"	"5"	"1"	"6"	"445"	"-"	"445"	"-"
"182"	"152"	"26"	"72"	"246"	"123"	"10"	"13"	"27"	"517"	"-"	"517"	"-"
"183"	"153"	"7"	"12"	"358"	"48"	"20"	"12"	"16"	"473"	"-"	"473"	"-"
"184"	"154"	"7"	"151"	"12"	"95"	"6"	"6"	"12"	"289"	"-"	"289"	"-"
"185"	"155"	"27"	"201"	"43"	"54"	"5"	"7"	"15"	"352"	"-"	"352"	"-"
"186"	"156"	"12"	"140"	"104"	"20"	"4"	"10"	"8"	"298"	"-"	"298"	"-"
"187"	"157"	"40"	"225"	"72"	"59"	"4"	"5"	"16"	"421"	"-"	"421"	"-"
"188"	"158"	"26"	"162"	"14"	"151"	"6"	"10"	"11"	"380"	"-"	"380"	"-"
"189"	"159"	"3"	"26"	"206"	"15"	"8"	"5"	"2"	"265"	"-"	"265"	"-"
"190"	"159A"	"4"	"23"	"176"	"41"	"3"	"1"	"3"	"251"	"-"	"251"	"-"
"191"	"160"	"8"	"51"	"184"	"79"	"9"	"4"	"13"	"348"	"-"	"348"	"-"
"192"	"161"	"6"	"115"	"68"	"82"	"5"	"8"	"1"	"285"	"-"	"285"	"-"
"193"	"162"	"6"	"93"	"170"	"57"	"10"	"12"	"16"	"364"	"-"	"364"	"-"
"194"	"162A"	"10"	"78"	"111"	"31"	"7"	"5"	"14"	"256"	"-"	"256"	"-"
"195"	"163"	"19"	"215"	"36"	"31"	"3"	"0"	"5"	"309"	"-"	"309"	"-"
"196"	"164"	"9"	"31"	"261"	"29"	"7"	"12"	"11"	"360"	"-"	"360"	"-"
"197"	"164A"	"15"	"207"	"51"	"11"	"3"	"5"	"2"	"294"	"-"	"294"	"-"
"198"	"165"	"31"	"240"	"262"	"42"	"9"	"16"	"14"	"614"	"-"	"614"	"-"
"199"	"166"	"9"	"73"	"246"	"49"	"12"	"15"	"28"	"432"	"-"	"432"	"-"
"200"	"167"	"4"	"110"	"181"	"45"	"7"	"9"	"14"	"370"	"-"	"370"	"-"
"201"	"168"	"14"	"252"	"144"	"20"	"10"	"12"	"3"	"455"	"-"	"455"	"-"
"202"	"169"	"9"	"88"	"115"	"123"	"12"	"10"	"13"	"370"	"-"	"370"	"-"
"203"	"170"	"9"	"136"	"96"	"133"	"11"	"13"	"10"	"408"	"-"	"408"	"-"
"204"	"171"	"13"	"70"	"77"	"43"	"8"	"4"	"5"	"220"	"-"	"220"	"-"
"205"	"171A"	"15"	"76"	"56"	"66"	"5"	"8"	"9"	"235"	"-"	"235"	"-"
"206"	"172"	"12"	"202"	"64"	"88"	"6"	"9"	"16"	"397"	"-"	"397"	"-"
"207"	"173"	"4"	"70"	"152"	"71"	"6"	"12"	"4"	"319"	"-"	"319"	"-"
"208"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"209"	""	"Arjun Mandal"	"Jai Nandan Prasad Yadav"	"Baidyanath Prasad"	"Ravindra Prasad Shahi"	"Awadhesh Kumar Choudhary"	"Indal Singh"	"Maya Shankar Sharan"	""	""	""	""
"210"	"174"	"4"	"195"	"37"	"43"	"1"	"1"	"2"	"283"	"-"	"283"	"-"
"211"	"175"	"59"	"70"	"164"	"101"	"19"	"22"	"41"	"476"	"-"	"476"	"-"
"212"	"176"	"30"	"108"	"187"	"78"	"9"	"18"	"11"	"441"	"-"	"441"	"-"
"213"	"176A"	"11"	"66"	"176"	"24"	"3"	"2"	"2"	"284"	"-"	"284"	"-"
"214"	"177"	"9"	"81"	"95"	"13"	"5"	"5"	"9"	"217"	"-"	"217"	"-"
"215"	"178"	"14"	"227"	"17"	"4"	"2"	"3"	"9"	"276"	"-"	"276"	"-"
"216"	"179"	"21"	"197"	"65"	"28"	"8"	"5"	"8"	"332"	"-"	"332"	"-"
"217"	"180"	"25"	"212"	"112"	"36"	"3"	"4"	"8"	"400"	"-"	"400"	"-"
"218"	"181"	"17"	"342"	"20"	"11"	"4"	"2"	"11"	"407"	"-"	"407"	"-"
"219"	"182"	"11"	"110"	"242"	"80"	"11"	"11"	"17"	"482"	"-"	"482"	"-"
"220"	"183"	"11"	"93"	"123"	"136"	"13"	"11"	"8"	"395"	"-"	"395"	"-"
"221"	"183A"	"2"	"39"	"84"	"169"	"16"	"8"	"11"	"329"	"-"	"329"	"-"
"222"	"184"	"23"	"293"	"64"	"11"	"10"	"5"	"7"	"413"	"-"	"413"	"-"
"223"	"185"	"7"	"239"	"159"	"63"	"4"	"8"	"5"	"485"	"-"	"485"	"-"
"224"	"186"	"11"	"196"	"105"	"40"	"13"	"9"	"28"	"402"	"-"	"402"	"-"
"225"	"187"	"11"	"193"	"89"	"38"	"13"	"13"	"13"	"370"	"-"	"370"	"-"
"226"	"188"	"5"	"43"	"252"	"64"	"8"	"6"	"4"	"382"	"-"	"382"	"-"
"227"	"189"	"11"	"186"	"106"	"8"	"5"	"3"	"2"	"321"	"-"	"321"	"-"
"228"	"190"	"19"	"191"	"332"	"40"	"6"	"13"	"22"	"623"	"-"	"623"	"-"
"229"	"191"	"17"	"180"	"246"	"44"	"15"	"18"	"18"	"538"	"-"	"538"	"-"
"230"	"192"	"8"	"125"	"130"	"27"	"11"	"6"	"5"	"312"	"-"	"312"	"-"
"231"	"192A"	"23"	"218"	"59"	"37"	"10"	"6"	"11"	"364"	"-"	"364"	"-"
"232"	"193"	"10"	"161"	"158"	"70"	"7"	"8"	"9"	"423"	"-"	"423"	"-"
"233"	"194"	"9"	"140"	"220"	"65"	"11"	"20"	"10"	"475"	"-"	"475"	"-"
"234"	"195"	"24"	"82"	"300"	"96"	"12"	"14"	"16"	"544"	"-"	"544"	"-"
"235"	"196"	"11"	"246"	"53"	"87"	"9"	"9"	"3"	"418"	"-"	"418"	"-"
"236"	"197"	"19"	"98"	"227"	"115"	"10"	"11"	"18"	"498"	"-"	"498"	"-"
"237"	"Total"	"3690"	"33233"	"32739"	"18937"	"1911"	"1938"	"2323"	"94771"	"0"	"94771"	"0"
"238"	"Total No. of Valid Votes recorded on Postal Ballot Papers for Candidates and of rejected Postal Ballot Papers"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"
"239"	"Grand Total"	"3690"	"33233"	"32739"	"18937"	"1911"	"1938"	"2323"	"94771"	"0"	"94771"	"0"
"240"	"Place :- Sitamarhi"	""	""	""	""	""	""	""	""	""	""	""
"241"	"Date :- 22 Nov. 2005"	""	""	""	""	""	""	""	""	""	""	""
"242"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""
