"19"	""	""	"13"	"19"	"120"	"10"	"64"	"195"	"11"	"9"	"7"	"10"	""	"445"	""	"0"	""	"445"	"0"	""
"20"	""	""	"14"	"16"	"205"	"22"	"26"	"103"	"2"	"5"	"5"	"4"	""	"388"	""	"0"	""	"388"	"0"	""
"21"	"TOTAL"	""	""	"487"	"2040"	"125"	"801"	"2557"	"486"	"60"	"78"	"115"	""	"6749"	""	"0"	""	"6749"	"0"	""
"22"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"23"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"24"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"25"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"26"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"28"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"29"	"R
o u n d
2"	""	"14A"	"11"	"125"	"11"	"20"	"133"	"13"	"7"	"1"	"5"	""	"326"	""	"0"	""	"326"	"0"	""
"30"	""	""	"15"	"73"	"131"	"9"	"46"	"279"	"11"	"9"	"10"	"19"	""	"587"	""	"0"	""	"587"	"0"	""
"31"	""	""	"16"	"83"	"69"	""	"27"	"168"	"9"	"2"	"2"	"4"	""	"364"	""	"0"	""	"364"	"0"	""
"32"	""	""	"17"	"52"	"133"	"24"	"55"	"276"	"15"	"4"	"10"	"9"	""	"578"	""	"0"	""	"578"	"0"	""
"33"	""	""	"18"	"63"	"136"	"6"	"50"	"340"	"8"	"4"	"5"	"11"	""	"623"	""	"0"	""	"623"	"0"	""
"34"	""	""	"19"	"27"	"207"	"10"	"69"	"305"	"8"	"8"	"5"	"6"	""	"645"	""	"0"	""	"645"	"0"	""
"35"	""	""	"20"	"91"	"132"	"13"	"8"	"129"	"9"	"2"	"3"	"17"	""	"404"	""	"0"	""	"404"	"0"	""
"36"	""	""	"21"	"84"	"193"	"7"	"24"	"44"	"4"	"5"	"2"	"5"	""	"368"	""	"0"	""	"368"	"0"	""
"37"	""	""	"22"	"37"	"154"	"16"	"97"	"229"	"22"	"20"	"17"	"22"	""	"614"	""	"0"	""	"614"	"0"	""
"38"	""	""	"23"	"42"	"104"	"12"	"129"	"238"	"12"	"14"	"21"	"26"	""	"598"	""	"0"	""	"598"	"0"	""
"39"	""	""	"24"	"205"	"226"	"39"	"31"	"207"	"9"	"8"	"11"	"24"	""	"760"	""	"0"	""	"760"	"0"	""
"40"	""	""	"25"	"12"	"3"	"13"	"15"	"438"	"63"	"16"	"8"	"16"	""	"584"	""	"0"	""	"584"	"0"	""
"41"	""	""	"26"	"7"	"14"	"3"	"131"	"270"	"83"	"3"	"6"	"1"	""	"518"	""	"0"	""	"518"	"0"	""
"42"	""	""	"27"	"24"	"1"	"2"	"48"	"247"	"2"	"1"	"3"	"4"	""	"332"	""	"0"	""	"332"	"0"	""
"43"	"TOTAL"	""	""	"811"	"1628"	"165"	"750"	"3303"	"268"	"103"	"104"	"169"	""	"7301"	""	"0"	""	"7301"	"0"	""
"44"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"45"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"46"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"47"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"48"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"49"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"50"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"51"	"R
o u n d
3"	""	"28"	"9"	"4"	"2"	"12"	"344"	"12"	"4"	"1"	""	""	"388"	""	"0"	""	"388"	"0"	""
"52"	""	""	"29"	"170"	"123"	"7"	"7"	"116"	"7"	"3"	"5"	"15"	""	"453"	""	"0"	""	"453"	"0"	""
"53"	""	""	"30"	""	"1"	""	"26"	"160"	"1"	""	"2"	"3"	""	"193"	""	"0"	""	"193"	"0"	""
"54"	""	""	"31"	"347"	"114"	"6"	"8"	"203"	"10"	""	"1"	"9"	""	"698"	""	"0"	""	"698"	"0"	""
"55"	""	""	"32"	"119"	"32"	"3"	"9"	"87"	"4"	"4"	"3"	"5"	""	"266"	""	"0"	""	"266"	"0"	""
"56"	""	""	"33"	"72"	"32"	"2"	"4"	"182"	"5"	"3"	"1"	"2"	""	"303"	""	"0"	""	"303"	"0"	""
"57"	""	""	"34"	"5"	"59"	"6"	"6"	"301"	"120"	"6"	"3"	"14"	""	"520"	""	"0"	""	"520"	"0"	""
"58"	""	""	"35"	"68"	"42"	"59"	"12"	"347"	"100"	"9"	"5"	"10"	""	"652"	""	"0"	""	"652"	"0"	""
"59"	""	""	"36"	"6"	"56"	"1"	"4"	"132"	"2"	""	"1"	"4"	""	"206"	""	"0"	""	"206"	"0"	""
"60"	""	""	"37"	"219"	"17"	"6"	"9"	"145"	"7"	"4"	"9"	"27"	""	"443"	""	"0"	""	"443"	"0"	""
"61"	""	""	"37A"	"112"	"49"	"4"	"5"	"115"	"9"	"4"	"1"	"4"	""	"303"	""	"0"	""	"303"	"0"	""
"62"	""	""	"38"	"85"	"7"	"4"	"71"	"189"	"6"	"3"	"3"	"1"	""	"369"	""	"0"	""	"369"	"0"	""
"63"	""	""	"39"	"292"	"29"	"2"	"8"	"317"	"17"	"4"	"1"	"11"	""	"681"	""	"0"	""	"681"	"0"	""
"64"	""	""	"40"	"173"	"1"	"10"	"19"	"154"	"6"	"3"	"1"	"3"	""	"370"	""	"0"	""	"370"	"0"	""
"65"	"TOTAL"	""	""	"1677"	"566"	"112"	"200"	"2792"	"306"	"47"	"37"	"108"	""	"5845"	""	"0"	""	"5845"	"0"	""
"66"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"67"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"68"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"70"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"72"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"73"	"R
o u n d
4"	""	"41"	"167"	"122"	"5"	"25"	"333"	"12"	"18"	"10"	"11"	""	"703"	""	"0"	""	"703"	"0"	""
"74"	""	""	"42"	"126"	"116"	"21"	"16"	"281"	"9"	"6"	"7"	"21"	""	"603"	""	"0"	""	"603"	"0"	""
"75"	""	""	"43"	"238"	"14"	"4"	"8"	"279"	"13"	"8"	"4"	"5"	""	"573"	""	"0"	""	"573"	"0"	""
"76"	""	""	"44"	"337"	"18"	"2"	"1"	"102"	"6"	""	"3"	"5"	""	"474"	""	"0"	""	"474"	"0"	""
"77"	""	""	"45"	"206"	"17"	"1"	"12"	"232"	"11"	"12"	""	"4"	""	"495"	""	"0"	""	"495"	"0"	""
"78"	""	""	"45A"	"236"	"36"	"5"	"1"	"47"	"14"	"2"	"3"	"8"	""	"352"	""	"0"	""	"352"	"0"	""
"79"	""	""	"46"	"83"	"224"	"5"	"19"	"186"	"84"	"5"	"5"	"14"	""	"625"	""	"0"	""	"625"	"0"	""
"80"	""	""	"47"	"154"	"203"	"4"	"8"	"54"	"22"	"1"	""	"3"	""	"449"	""	"0"	""	"449"	"0"	""
"81"	""	""	"48"	"237"	"58"	"140"	"34"	"105"	"30"	"15"	"13"	"3"	""	"635"	""	"0"	""	"635"	"0"	""
"82"	""	""	"49"	"26"	"269"	"14"	"86"	"65"	"25"	"11"	"6"	"3"	""	"505"	""	"0"	""	"505"	"0"	""
"83"	""	""	"50"	"34"	"288"	"26"	"15"	"74"	"73"	"27"	"2"	"1"	""	"540"	""	"0"	""	"540"	"0"	""
"84"	""	""	"51"	"116"	"122"	"7"	"13"	"181"	"5"	"20"	"6"	"5"	""	"475"	""	"0"	""	"475"	"0"	""
"85"	""	""	"52"	"234"	"80"	"4"	"74"	"172"	"5"	"17"	"1"	"9"	""	"596"	""	"0"	""	"596"	"0"	""
"86"	""	""	"53"	"147"	"52"	"2"	"51"	"332"	"2"	"14"	"1"	"4"	""	"605"	""	"0"	""	"605"	"0"	""
"87"	"TOTAL"	""	""	"2341"	"1619"	"240"	"363"	"2443"	"311"	"156"	"61"	"96"	""	"7630"	""	"0"	""	"7630"	"0"	""
"88"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"89"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"90"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"92"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"94"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"95"	"R
o u n d
5"	""	"54"	"152"	"110"	"3"	"19"	"302"	"10"	"2"	"4"	"8"	""	"610"	""	"0"	""	"610"	"0"	""
"96"	""	""	"55"	"134"	"74"	"49"	"21"	"318"	"11"	"6"	"6"	"6"	""	"625"	""	"0"	""	"625"	"0"	""
"97"	""	""	"56"	"102"	"10"	"4"	"37"	"527"	"9"	"5"	"7"	"4"	""	"705"	""	"0"	""	"705"	"0"	""
"98"	""	""	"57"	"95"	"31"	"105"	"20"	"139"	"2"	"57"	"1"	"4"	""	"454"	""	"0"	""	"454"	"0"	""
"99"	""	""	"58"	"139"	"157"	"13"	"12"	"78"	"4"	"8"	"8"	"15"	""	"434"	""	"0"	""	"434"	"0"	""
"100"	""	""	"59"	"282"	"11"	"11"	"7"	"204"	"7"	"31"	"7"	"12"	""	"572"	""	"0"	""	"572"	"0"	""
"101"	""	""	"60"	"354"	"23"	"6"	"9"	"20"	"8"	"3"	"3"	"8"	""	"434"	""	"0"	""	"434"	"0"	""
"102"	""	""	"61"	"80"	"2"	"1"	"50"	"194"	"11"	"48"	"7"	"8"	""	"401"	""	"0"	""	"401"	"0"	""
"103"	""	""	"62"	"649"	"22"	"6"	"17"	"11"	"14"	"6"	"1"	"4"	""	"730"	""	"0"	""	"730"	"0"	""
"104"	""	""	"63"	"432"	"7"	"2"	"24"	"132"	"31"	"9"	"2"	"2"	""	"641"	""	"0"	""	"641"	"0"	""
"105"	""	""	"64"	"408"	"8"	""	"4"	"5"	"1"	"4"	"1"	"3"	""	"434"	""	"0"	""	"434"	"0"	""
"106"	""	""	"64A"	"389"	"6"	"5"	""	"15"	"1"	"1"	"1"	"3"	""	"421"	""	"0"	""	"421"	"0"	""
"107"	""	""	"65"	"144"	"106"	"105"	"40"	"108"	"8"	"9"	"11"	"9"	""	"540"	""	"0"	""	"540"	"0"	""
"108"	""	""	"66"	"216"	"77"	"99"	"59"	"70"	"33"	"11"	"8"	"11"	""	"584"	""	"0"	""	"584"	"0"	""
"109"	"TOTAL"	""	""	"3576"	"644"	"409"	"319"	"2123"	"150"	"200"	"67"	"97"	""	"7585"	""	"0"	""	"7585"	"0"	""
"110"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"111"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"112"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"113"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"114"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"116"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"117"	"R
o u n d
6"	""	"67"	"251"	"73"	"8"	"21"	"182"	"38"	"6"	"8"	"24"	""	"611"	""	"0"	""	"611"	"0"	""
"118"	""	""	"68"	"109"	"150"	"4"	"66"	"145"	"5"	"3"	"4"	"2"	""	"488"	""	"0"	""	"488"	"0"	""
"119"	""	""	"69"	"18"	"107"	"119"	"155"	"188"	"31"	"9"	"14"	"20"	""	"661"	""	"0"	""	"661"	"0"	""
"120"	""	""	"70"	"44"	"58"	"18"	"245"	"135"	"23"	"13"	"11"	"21"	""	"568"	""	"0"	""	"568"	"0"	""
"121"	""	""	"71"	"21"	"180"	"46"	"112"	"19"	"3"	"5"	"16"	"5"	""	"407"	""	"0"	""	"407"	"0"	""
"122"	""	""	"72"	"14"	"336"	"65"	"34"	"21"	"4"	"5"	"2"	"6"	""	"487"	""	"0"	""	"487"	"0"	""
"123"	""	""	"73"	"3"	"174"	"139"	"127"	"49"	"4"	"10"	"4"	"13"	""	"523"	""	"0"	""	"523"	"0"	""
"124"	""	""	"74"	"9"	"296"	"46"	"61"	"3"	"4"	"7"	"3"	"3"	""	"432"	""	"0"	""	"432"	"0"	""
"125"	""	""	"75"	"115"	"31"	"12"	"272"	"51"	"5"	"22"	"7"	"10"	""	"525"	""	"0"	""	"525"	"0"	""
"126"	""	""	"76"	"1"	"19"	"2"	"250"	"139"	"1"	"31"	"6"	""	""	"449"	""	"0"	""	"449"	"0"	""
"127"	""	""	"77"	"77"	"268"	"10"	"3"	"61"	"14"	"7"	"4"	"7"	""	"451"	""	"0"	""	"451"	"0"	""
"128"	""	""	"78"	"56"	"298"	"2"	"3"	"20"	"2"	"4"	"2"	"7"	""	"394"	""	"0"	""	"394"	"0"	""
"129"	""	""	"79"	"74"	"158"	"8"	"23"	"111"	"17"	"14"	"4"	"14"	""	"423"	""	"0"	""	"423"	"0"	""
"130"	""	""	"80"	"93"	"15"	"141"	"96"	"62"	"78"	"23"	"12"	"20"	""	"540"	""	"0"	""	"540"	"0"	""
"131"	"TOTAL"	""	""	"885"	"2163"	"620"	"1468"	"1186"	"229"	"159"	"97"	"152"	""	"6959"	""	"0"	""	"6959"	"0"	""
"132"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"133"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"134"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"136"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"137"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"138"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"139"	"R
o u n d
7"	""	"81"	"154"	"14"	"92"	"6"	"17"	"2"	"3"	"2"	"2"	""	"292"	""	"0"	""	"292"	"0"	""
"140"	""	""	"81A"	"227"	"11"	"53"	"18"	"46"	"4"	"8"	"8"	"7"	""	"382"	""	"0"	""	"382"	"0"	""
"141"	""	""	"82"	"298"	"8"	"25"	"20"	"84"	"2"	"8"	"2"	"7"	""	"454"	""	"0"	""	"454"	"0"	""
"142"	""	""	"83"	"41"	"26"	"98"	"69"	"49"	"6"	"16"	"3"	"14"	""	"322"	""	"0"	""	"322"	"0"	""
"143"	""	""	"84"	"92"	"44"	"106"	"71"	"7"	""	"4"	"6"	"6"	""	"336"	""	"0"	""	"336"	"0"	""
"144"	""	""	"84A"	"38"	"50"	"231"	"72"	"5"	"10"	"11"	"3"	"4"	""	"424"	""	"0"	""	"424"	"0"	""
"145"	""	""	"85"	"41"	"1"	"6"	"290"	"120"	"12"	"25"	"5"	"6"	""	"506"	""	"0"	""	"506"	"0"	""
"146"	""	""	"86"	"44"	"657"	"42"	"44"	"9"	"2"	"7"	"7"	"4"	""	"816"	""	"0"	""	"816"	"0"	""
"147"	""	""	"87"	"91"	"128"	"94"	"202"	"46"	"2"	"9"	"7"	"7"	""	"586"	""	"0"	""	"586"	"0"	""
"148"	""	""	"88"	"37"	"107"	"76"	"37"	"47"	"16"	"9"	"16"	"7"	""	"352"	""	"0"	""	"352"	"0"	""
"149"	""	""	"89"	"19"	"161"	"59"	"89"	"77"	"6"	"16"	"7"	"19"	""	"453"	""	"0"	""	"453"	"0"	""
"150"	""	""	"90"	"87"	"235"	"67"	"54"	"38"	"6"	"39"	"11"	"8"	""	"545"	""	"0"	""	"545"	"0"	""
"151"	""	""	"91"	"137"	"82"	"23"	"22"	"19"	"1"	"4"	"6"	"9"	""	"303"	""	"0"	""	"303"	"0"	""
"152"	""	""	"92"	"46"	"157"	"27"	"21"	"57"	"22"	"10"	"1"	"6"	""	"347"	""	"0"	""	"347"	"0"	""
"153"	"TOTAL"	""	""	"1352"	"1681"	"999"	"1015"	"621"	"91"	"169"	"84"	"106"	""	"6118"	""	"0"	""	"6118"	"0"	""
"154"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"155"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"156"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"157"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"158"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"160"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"161"	"R
o u n d
8"	""	"93"	"10"	"23"	"5"	"206"	"133"	"11"	"19"	"9"	"14"	""	"430"	""	"0"	""	"430"	"0"	""
"162"	""	""	"94"	"71"	"178"	"130"	"25"	"20"	"6"	"17"	"2"	"11"	""	"460"	""	"0"	""	"460"	"0"	""
"163"	""	""	"95"	"18"	"136"	"18"	"132"	"58"	"5"	"11"	"14"	"15"	""	"407"	""	"0"	""	"407"	"0"	""
"164"	""	""	"96"	"5"	"93"	"118"	"57"	"58"	"35"	"10"	"3"	"11"	""	"390"	""	"0"	""	"390"	"0"	""
"165"	""	""	"97"	"72"	"53"	"15"	"142"	"46"	"2"	"2"	"2"	"6"	""	"340"	""	"0"	""	"340"	"0"	""
"166"	""	""	"98"	"9"	"131"	"9"	"59"	"22"	"13"	"2"	"2"	"8"	""	"255"	""	"0"	""	"255"	"0"	""
"167"	""	""	"99"	"68"	"48"	"1"	"10"	"26"	"1"	"1"	"2"	"3"	""	"160"	""	"0"	""	"160"	"0"	""
"168"	""	""	"100"	"11"	"445"	"65"	"16"	"11"	"2"	"3"	"6"	"11"	""	"570"	""	"0"	""	"570"	"0"	""
"169"	""	""	"101"	"10"	"8"	"3"	"19"	"287"	"12"	"6"	"1"	"4"	""	"350"	""	"0"	""	"350"	"0"	""
"170"	""	""	"101A"	"19"	"54"	"19"	"24"	"238"	"16"	"9"	"6"	"5"	""	"390"	""	"0"	""	"390"	"0"	""
