"62"	"41"	"421"	""	"59"	""	"1"	""	"5"	""	"1"	""	"14"	""	""	""	""	""	""	""
"63"	"42"	"450"	""	"66"	""	"10"	""	"2"	""	"2"	""	"1"	""	""	""	""	""	""	""
"64"	"43"	"143"	""	"277"	""	"6"	""	"5"	""	"0"	""	"10"	""	""	""	""	""	""	""
"65"	"44"	"134"	""	"268"	""	"17"	""	"4"	""	"5"	""	"25"	""	""	""	""	""	""	""
"66"	"45"	"188"	""	"321"	""	"27"	""	"12"	""	"11"	""	"32"	""	""	""	""	""	""	""
"67"	"46"	"91"	""	"269"	""	"11"	""	"1"	""	"4"	""	"10"	""	""	""	""	""	""	""
"68"	"47"	"144"	""	"288"	""	"23"	""	"9"	""	"7"	""	"14"	""	""	""	""	""	""	""
"69"	"48"	"31"	""	"157"	""	"5"	""	"2"	""	"6"	""	"11"	""	""	""	""	""	""	""
"70"	"48d"	"77"	""	"237"	""	"5"	""	"0"	""	"10"	""	"4"	""	""	""	""	""	""	""
"71"	"49"	"260"	""	"258"	""	"88"	""	"17"	""	"62"	""	"22"	""	""	""	""	""	""	""
"72"	"50"	"90"	""	"285"	""	"4"	""	"2"	""	"5"	""	"6"	""	""	""	""	""	""	""
"73"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"74"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"75"	"51"	"52"	""	"220"	""	"5"	""	"2"	""	"4"	""	"16"	""	""	""	""	""	""	""
"76"	"51d"	"45"	""	"170"	""	"1"	""	"3"	""	"12"	""	"9"	""	""	""	""	""	""	""
"77"	"52"	"107"	""	"209"	""	"5"	""	"1"	""	"4"	""	"18"	""	""	""	""	""	""	""
"78"	"53"	"77"	""	"477"	""	"33"	""	"7"	""	"21"	""	"21"	""	""	""	""	""	""	""
"79"	"54"	"138"	""	"138"	""	"12"	""	"6"	""	"3"	""	"22"	""	""	""	""	""	""	""
"80"	"54d"	"48"	""	"280"	""	"15"	""	"2"	""	"6"	""	"9"	""	""	""	""	""	""	""
"81"	"55"	"30"	""	"249"	""	"9"	""	"1"	""	"25"	""	"16"	""	""	""	""	""	""	""
"82"	"55d"	"107"	""	"248"	""	"40"	""	"1"	""	"3"	""	"16"	""	""	""	""	""	""	""
"83"	"56"	"324"	""	"212"	""	"36"	""	"4"	""	"6"	""	"14"	""	""	""	""	""	""	""
"84"	"57"	"65"	""	"247"	""	"3"	""	"1"	""	"5"	""	"12"	""	""	""	""	""	""	""
"85"	"58"	"28"	""	"326"	""	"3"	""	"1"	""	"2"	""	"6"	""	""	""	""	""	""	""
"86"	"59"	"40"	""	"400"	""	"6"	""	"4"	""	"5"	""	"10"	""	""	""	""	""	""	""
"87"	"60"	"32"	""	"462"	""	"9"	""	"3"	""	"6"	""	"3"	""	""	""	""	""	""	""
"88"	"61"	"128"	""	"433"	""	"11"	""	"1"	""	"4"	""	"12"	""	""	""	""	""	""	""
"89"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"90"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"91"	"62"	"36"	""	"442"	""	"16"	""	"2"	""	"9"	""	"27"	""	""	""	""	""	""	""
"92"	"63"	"233"	""	"17"	""	"145"	""	"5"	""	"7"	""	"17"	""	""	""	""	""	""	""
"93"	"64"	"68"	""	"44"	""	"121"	""	"0"	""	"1"	""	"3"	""	""	""	""	""	""	""
"94"	"64d"	"92"	""	"31"	""	"111"	""	"10"	""	"3"	""	"11"	""	""	""	""	""	""	""
"95"	"65"	"110"	""	"129"	""	"55"	""	"4"	""	"2"	""	"18"	""	""	""	""	""	""	""
"96"	"66"	"113"	""	"116"	""	"17"	""	"3"	""	"2"	""	"3"	""	""	""	""	""	""	""
"97"	"67"	"75"	""	"125"	""	"71"	""	"7"	""	"8"	""	"8"	""	""	""	""	""	""	""
"98"	"67d"	"70"	""	"15"	""	"42"	""	"11"	""	"2"	""	"7"	""	""	""	""	""	""	""
"99"	"68"	"189"	""	"38"	""	"1"	""	"3"	""	"9"	""	"13"	""	""	""	""	""	""	""
"100"	"69"	"373"	""	"20"	""	"6"	""	"3"	""	"7"	""	"9"	""	""	""	""	""	""	""
"101"	"70"	"189"	""	"191"	""	"59"	""	"4"	""	"5"	""	"8"	""	""	""	""	""	""	""
"102"	"70d"	"95"	""	"306"	""	"50"	""	"7"	""	"4"	""	"8"	""	""	""	""	""	""	""
"103"	"71"	"201"	""	"270"	""	"35"	""	"12"	""	"18"	""	"30"	""	""	""	""	""	""	""
"104"	"72"	"236"	""	"231"	""	"16"	""	"5"	""	"3"	""	"24"	""	""	""	""	""	""	""
"105"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"106"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"107"	"73"	"311"	""	"279"	""	"19"	""	"5"	""	"5"	""	"16"	""	""	""	""	""	""	""
"108"	"74"	"65"	""	"189"	""	"48"	""	"6"	""	"5"	""	"11"	""	""	""	""	""	""	""
"109"	"75"	"171"	""	"200"	""	"7"	""	"5"	""	"3"	""	"4"	""	""	""	""	""	""	""
"110"	"76"	"71"	""	"193"	""	"40"	""	"3"	""	"3"	""	"4"	""	""	""	""	""	""	""
"111"	"77"	"76"	""	"173"	""	"57"	""	"5"	""	"4"	""	"23"	""	""	""	""	""	""	""
"112"	"78"	"178"	""	"164"	""	"41"	""	"3"	""	"3"	""	"4"	""	""	""	""	""	""	""
"113"	"79"	"170"	""	"179"	""	"27"	""	"0"	""	"4"	""	"5"	""	""	""	""	""	""	""
"114"	"80"	"69"	""	"132"	""	"20"	""	"2"	""	"2"	""	"7"	""	""	""	""	""	""	""
"115"	"81"	"199"	""	"96"	""	"45"	""	"3"	""	"3"	""	"11"	""	""	""	""	""	""	""
"116"	"81d"	"131"	""	"67"	""	"29"	""	"0"	""	"2"	""	"5"	""	""	""	""	""	""	""
"117"	"82"	"215"	""	"204"	""	"101"	""	"11"	""	"6"	""	"28"	""	""	""	""	""	""	""
"118"	"83"	"143"	""	"178"	""	"52"	""	"7"	""	"7"	""	"14"	""	""	""	""	""	""	""
"119"	"84"	"381"	""	"33"	""	"20"	""	"2"	""	"7"	""	"15"	""	""	""	""	""	""	""
"120"	"85"	"182"	""	"274"	""	"24"	""	"3"	""	"8"	""	"8"	""	""	""	""	""	""	""
"121"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"122"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"123"	"86"	"132"	""	"365"	""	"33"	""	"11"	""	"7"	""	"14"	""	""	""	""	""	""	""
"124"	"87"	"104"	""	"254"	""	"12"	""	"6"	""	"5"	""	"6"	""	""	""	""	""	""	""
"125"	"88"	"158"	""	"13"	""	"31"	""	"2"	""	"5"	""	"4"	""	""	""	""	""	""	""
"126"	"88d"	"144"	""	"37"	""	"51"	""	"7"	""	"3"	""	"12"	""	""	""	""	""	""	""
"127"	"89"	"34"	""	"1"	""	"8"	""	"1"	""	"0"	""	"1"	""	""	""	""	""	""	""
"128"	"90"	"127"	""	"93"	""	"78"	""	"6"	""	"11"	""	"23"	""	""	""	""	""	""	""
"129"	"90d"	"155"	""	"34"	""	"6"	""	"5"	""	"3"	""	"6"	""	""	""	""	""	""	""
"130"	"91"	"178"	""	"38"	""	"10"	""	"2"	""	"5"	""	"9"	""	""	""	""	""	""	""
"131"	"92"	"215"	""	"34"	""	"7"	""	"4"	""	"6"	""	"8"	""	""	""	""	""	""	""
"132"	"93"	"214"	""	"54"	""	"27"	""	"4"	""	"5"	""	"8"	""	""	""	""	""	""	""
"133"	"93d"	"370"	""	"8"	""	"3"	""	"1"	""	"2"	""	"1"	""	""	""	""	""	""	""
"134"	"94"	"327"	""	"41"	""	"9"	""	"4"	""	"6"	""	"15"	""	""	""	""	""	""	""
"135"	"94d"	"63"	""	"195"	""	"6"	""	"2"	""	"4"	""	"6"	""	""	""	""	""	""	""
"136"	"95"	"41"	""	"102"	""	"238"	""	"18"	""	"4"	""	"2"	""	""	""	""	""	""	""
"137"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"138"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"139"	"96"	"34"	""	"137"	""	"16"	""	"1"	""	"2"	""	"5"	""	""	""	""	""	""	""
"140"	"97"	"29"	""	"201"	""	"9"	""	"3"	""	"7"	""	"9"	""	""	""	""	""	""	""
"141"	"98"	"26"	""	"214"	""	"2"	""	"2"	""	"5"	""	"10"	""	""	""	""	""	""	""
"142"	"99"	"99"	""	"83"	""	"4"	""	"2"	""	"2"	""	"2"	""	""	""	""	""	""	""
"143"	"100"	"140"	""	"253"	""	"7"	""	"3"	""	"5"	""	"13"	""	""	""	""	""	""	""
"144"	"101"	"291"	""	"20"	""	"5"	""	"2"	""	"3"	""	"14"	""	""	""	""	""	""	""
"145"	"101d"	"256"	""	"28"	""	"2"	""	"1"	""	"4"	""	"5"	""	""	""	""	""	""	""
"146"	"102"	"97"	""	"72"	""	"6"	""	"3"	""	"4"	""	"26"	""	""	""	""	""	""	""
"147"	"102d"	"94"	""	"248"	""	"24"	""	"6"	""	"11"	""	"18"	""	""	""	""	""	""	""
"148"	"103"	"70"	""	"320"	""	"24"	""	"7"	""	"11"	""	"20"	""	""	""	""	""	""	""
"149"	"104"	"199"	""	"129"	""	"14"	""	"5"	""	"7"	""	"26"	""	""	""	""	""	""	""
"150"	"104d"	"39"	""	"152"	""	"5"	""	"1"	""	"4"	""	"9"	""	""	""	""	""	""	""
"151"	"105"	"41"	""	"83"	""	"0"	""	"2"	""	"1"	""	"4"	""	""	""	""	""	""	""
"152"	"106"	"31"	""	"330"	""	"8"	""	"2"	""	"0"	""	"12"	""	""	""	""	""	""	""
"153"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"154"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"155"	"107"	"46"	""	"261"	""	"95"	""	"9"	""	"5"	""	"8"	""	""	""	""	""	""	""
"156"	"108"	"56"	""	"275"	""	"9"	""	"1"	""	"2"	""	"6"	""	""	""	""	""	""	""
"157"	"108d"	"45"	""	"200"	""	"13"	""	"4"	""	"3"	""	"16"	""	""	""	""	""	""	""
"158"	"109"	"86"	""	"84"	""	"12"	""	"4"	""	"5"	""	"6"	""	""	""	""	""	""	""
"159"	"110"	"112"	""	"289"	""	"11"	""	"8"	""	"12"	""	"20"	""	""	""	""	""	""	""
"160"	"111"	"84"	""	"188"	""	"6"	""	"2"	""	"3"	""	"17"	""	""	""	""	""	""	""
"161"	"112"	"54"	""	"332"	""	"6"	""	"1"	""	"5"	""	"8"	""	""	""	""	""	""	""
"162"	"113"	"80"	""	"262"	""	"13"	""	"5"	""	"5"	""	"13"	""	""	""	""	""	""	""
"163"	"114"	"55"	""	"377"	""	"18"	""	"3"	""	"3"	""	"5"	""	""	""	""	""	""	""
"164"	"115"	"38"	""	"244"	""	"36"	""	"5"	""	"10"	""	"31"	""	""	""	""	""	""	""
"165"	"115d"	"36"	""	"303"	""	"16"	""	"1"	""	"4"	""	"9"	""	""	""	""	""	""	""
"166"	"116"	"10"	""	"106"	""	"28"	""	"2"	""	"2"	""	"8"	""	""	""	""	""	""	""
"167"	"117"	"176"	""	"124"	""	"88"	""	"15"	""	"7"	""	"23"	""	""	""	""	""	""	""
"168"	"118"	"120"	""	"119"	""	"47"	""	"3"	""	"3"	""	"10"	""	""	""	""	""	""	""
"169"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"170"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"171"	"119"	"127"	""	"112"	""	"128"	""	"16"	""	"13"	""	"13"	""	""	""	""	""	""	""
"172"	"120"	"352"	""	"59"	""	"29"	""	"2"	""	"2"	""	"15"	""	""	""	""	""	""	""
"173"	"121"	"454"	""	"19"	""	"10"	""	"0"	""	"2"	""	"11"	""	""	""	""	""	""	""
"174"	"122"	"208"	""	"14"	""	"20"	""	"4"	""	"2"	""	"14"	""	""	""	""	""	""	""
"175"	"122d"	"191"	""	"14"	""	"33"	""	"1"	""	"2"	""	"11"	""	""	""	""	""	""	""
"176"	"123"	"134"	""	"3"	""	"2"	""	"3"	""	"1"	""	"8"	""	""	""	""	""	""	""
"177"	"124"	"188"	""	"127"	""	"21"	""	"3"	""	"8"	""	"19"	""	""	""	""	""	""	""
"178"	"124d"	"9"	""	"4"	""	"1"	""	"2"	""	"0"	""	"2"	""	""	""	""	""	""	""
"179"	"125"	"13"	""	"72"	""	"3"	""	"0"	""	"2"	""	"1"	""	""	""	""	""	""	""
"180"	"125d"	"68"	""	"134"	""	"3"	""	"5"	""	"9"	""	"10"	""	""	""	""	""	""	""
"181"	"126"	"95"	""	"194"	""	"19"	""	"4"	""	"4"	""	"22"	""	""	""	""	""	""	""
"182"	"127"	"288"	""	"133"	""	"18"	""	"4"	""	"1"	""	"3"	""	""	""	""	""	""	""
"183"	"128"	"191"	""	"243"	""	"8"	""	"1"	""	"6"	""	"13"	""	""	""	""	""	""	""
"184"	"128d"	"194"	""	"148"	""	"21"	""	"5"	""	"4"	""	"21"	""	""	""	""	""	""	""
"185"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"186"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"187"	"129"	"208"	""	"441"	""	"31"	""	"7"	""	"15"	""	"22"	""	""	""	""	""	""	""
"188"	"130"	"43"	""	"448"	""	"110"	""	"8"	""	"16"	""	"13"	""	""	""	""	""	""	""
"189"	"130d"	"18"	""	"199"	""	"35"	""	"3"	""	"26"	""	"4"	""	""	""	""	""	""	""
"190"	"131"	"49"	""	"253"	""	"9"	""	"2"	""	"5"	""	"20"	""	""	""	""	""	""	""
"191"	"131d"	"35"	""	"283"	""	"106"	""	"12"	""	"30"	""	"32"	""	""	""	""	""	""	""
"192"	"132"	"14"	""	"192"	""	"112"	""	"8"	""	"39"	""	"18"	""	""	""	""	""	""	""
"193"	"132d"	"11"	""	"134"	""	"116"	""	"8"	""	"20"	""	"14"	""	""	""	""	""	""	""
"194"	"133"	"191"	""	"329"	""	"19"	""	"5"	""	"8"	""	"14"	""	""	""	""	""	""	""
"195"	"134"	"24"	""	"322"	""	"10"	""	"0"	""	"6"	""	"5"	""	""	""	""	""	""	""
"196"	"135"	"375"	""	"130"	""	"14"	""	"4"	""	"8"	""	"10"	""	""	""	""	""	""	""
"197"	"136"	"32"	""	"366"	""	"5"	""	"2"	""	"2"	""	"5"	""	""	""	""	""	""	""
"198"	"137"	"82"	""	"408"	""	"47"	""	"2"	""	"3"	""	"13"	""	""	""	""	""	""	""
"199"	"138"	"63"	""	"490"	""	"11"	""	"6"	""	"1"	""	"20"	""	""	""	""	""	""	""
"200"	"138d"	"45"	""	"331"	""	"15"	""	"6"	""	"2"	""	"9"	""	""	""	""	""	""	""
"201"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"202"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"203"	"139"	"65"	""	"436"	""	"11"	""	"6"	""	"6"	""	"14"	""	""	""	""	""	""	""
"204"	"139d"	"110"	""	"170"	""	"25"	""	"1"	""	"1"	""	"6"	""	""	""	""	""	""	""
"205"	"140"	"105"	""	"581"	""	"6"	""	"6"	""	"9"	""	"9"	""	""	""	""	""	""	""
"206"	"141"	"50"	""	"249"	""	"13"	""	"0"	""	"3"	""	"4"	""	""	""	""	""	""	""
