"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"
"71"	"58"	"31"	"10"	"200"	"16"	"142"	"12"	"10"	"26"	"-447"	""	"-447"	""	""
"72"	"59"	"9"	"6"	"294"	"12"	"111"	"7"	"3"	"10"	"-452"	""	"-452"	""	""
"73"	"60"	"14"	"3"	"127"	"15"	"203"	"4"	"8"	"8"	"-382"	""	"-382"	""	""
"74"	"60A"	"17"	"5"	"142"	"11"	"185"	"3"	"5"	"17"	"-385"	""	"-385"	""	""
"75"	"61"	"25"	"13"	"247"	"17"	"328"	"13"	"9"	"12"	"-664"	""	"-664"	""	""
"76"	"62"	"37"	"4"	"246"	"12"	"136"	"2"	"4"	"10"	"-451"	""	"-451"	""	""
"77"	"63"	"55"	"15"	"164"	"15"	"183"	"15"	"10"	"31"	"-488"	""	"-488"	""	""
"78"	"64"	"10"	"1"	"108"	"16"	"103"	"1"	"5"	"17"	"-261"	""	"-261"	""	""
"79"	"65"	"29"	"12"	"241"	"10"	"172"	"5"	"5"	"10"	"-484"	""	"-484"	""	""
"80"	"66"	"60"	"21"	"320"	"23"	"235"	"12"	"19"	"25"	"-715"	""	"-715"	""	""
"81"	"67"	"80"	"22"	"413"	"18"	"149"	"10"	"11"	"7"	"-710"	""	"-710"	""	""
"82"	"68"	"69"	"19"	"303"	"20"	"237"	"13"	"13"	"44"	"-718"	""	"-718"	""	""
"83"	"69"	"59"	"7"	"106"	"7"	"342"	"7"	"5"	"33"	"-566"	""	"-566"	""	""
"84"	"70"	"17"	"5"	"27"	"9"	"276"	"9"	"2"	"16"	"-361"	""	"-361"	""	""
"85"	"71"	"39"	"13"	"145"	"10"	"266"	"4"	"8"	"13"	"-498"	""	"-498"	""	""
"86"	"72"	"46"	"13"	"188"	"11"	"295"	"10"	"6"	"8"	"-577"	""	"-577"	""	""
"87"	"73"	"27"	"7"	"121"	"4"	"146"	"3"	"5"	"8"	"-321"	""	"-321"	""	""
"88"	"74"	"36"	"28"	"333"	"30"	"146"	"7"	"4"	"26"	"-610"	""	"-610"	""	""
"89"	"75"	"46"	"25"	"280"	"7"	"253"	"5"	"8"	"17"	"-641"	""	"-641"	""	""
"90"	"76"	"35"	"26"	"391"	"19"	"119"	"9"	"16"	"33"	"-648"	""	"-648"	""	""
"91"	"77"	"11"	"6"	"102"	"4"	"108"	"3"	"2"	"5"	"-241"	""	"-241"	""	""
"92"	"78"	"11"	"3"	"110"	"10"	"347"	"7"	"2"	"6"	"-496"	""	"-496"	""	""
"93"	"79"	"27"	"17"	"251"	"12"	"155"	"13"	"6"	"10"	"-491"	""	"-491"	""	""
"94"	"80"	"62"	"13"	"215"	"13"	"94"	"7"	"13"	"12"	"-429"	""	"-429"	""	""
"95"	"81"	"15"	"10"	"293"	"20"	"63"	"4"	"8"	"7"	"-420"	""	"-420"	""	""
"96"	"82"	"32"	"12"	"304"	"60"	"188"	"8"	"11"	"22"	"-637"	""	"-637"	""	""
"97"	"83"	"35"	"9"	"305"	"22"	"165"	"13"	"17"	"43"	"-609"	""	"-609"	""	""
"98"	"84"	"17"	"8"	"91"	"27"	"93"	"6"	"9"	"10"	"-261"	""	"-261"	""	""
"99"	"84A"	"22"	"8"	"156"	"34"	"161"	"7"	"6"	"9"	"-403"	""	"-403"	""	""
"100"	"85"	"27"	"13"	"208"	"22"	"312"	"6"	"9"	"9"	"-606"	""	"-606"	""	""
"101"	"86"	"29"	"9"	"256"	"30"	"268"	"6"	"14"	"22"	"-634"	""	"-634"	""	""
"102"	"87"	"16"	"10"	"152"	"8"	"147"	"5"	"5"	"12"	"-355"	""	"-355"	""	""
"103"	"88"	"41"	"12"	"182"	"14"	"110"	"4"	"8"	"6"	"-377"	""	"-377"	""	""
"104"	"89"	"154"	"8"	"54"	"9"	"75"	"5"	"20"	"11"	"-336"	""	"-336"	""	""
"105"	"90"	"30"	"11"	"230"	"10"	"131"	"10"	"3"	"20"	"-445"	""	"-445"	""	""
"106"	"91"	"4"	"1"	"65"	"2"	"119"	"1"	"2"	"9"	"-203"	""	"-203"	""	""
"107"	"92"	"10"	"3"	"150"	"12"	"112"	"3"	"5"	"14"	"-309"	""	"-309"	""	""
"108"	"93"	"31"	"23"	"259"	"24"	"72"	"9"	"14"	"39"	"-471"	""	"-471"	""	""
"109"	"94"	"48"	"17"	"196"	"34"	"101"	"5"	"5"	"13"	"-419"	""	"-419"	""	""
"110"	"95"	"18"	"4"	"121"	"6"	"178"	"10"	"5"	"15"	"-357"	""	"-357"	""	""
"111"	"96"	"58"	"9"	"97"	"24"	"187"	"11"	"7"	"25"	"-418"	""	"-418"	""	""
"112"	"97"	"49"	"8"	"236"	"25"	"150"	"9"	"11"	"20"	"-508"	""	"-508"	""	""
"113"	"98"	"27"	"7"	"67"	"17"	"220"	"8"	"6"	"22"	"-374"	""	"-374"	""	""
"114"	"99"	"52"	"7"	"141"	"30"	"152"	"7"	"12"	"26"	"-427"	""	"-427"	""	""
"115"	"100"	"7"	"5"	"233"	"13"	"53"	"10"	"2"	"10"	"-333"	""	"-333"	""	""
"116"	"PS NO."	"AWDHESH PASWAN"	"KUMAR RAVI ANAND"	"RAMAI RAM"	"RAM NANDAN PASWAN"	"SHIV NATH CHAUDHARY"	"KIRAN KUMAR CHOUDHARY"	"BINAY KUMAR CHAUDHARY"	"SAKHI CHAND PASWAN"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"117"	"101"	"50"	"8"	"309"	"18"	"127"	"17"	"3"	"22"	"-554"	""	"-554"	""	""
"118"	"102"	"40"	"13"	"343"	"26"	"79"	"11"	"11"	"29"	"-552"	""	"-552"	""	""
"119"	"103"	"28"	"8"	"268"	"16"	"142"	"8"	"6"	"18"	"-494"	""	"-494"	""	""
"120"	"104"	"61"	"5"	"54"	"6"	"324"	"3"	"7"	"11"	"-471"	""	"-471"	""	""
"121"	"105"	"12"	"12"	"198"	"9"	"143"	"8"	"6"	"13"	"-401"	""	"-401"	""	""
"122"	"106"	"27"	"8"	"103"	"10"	"115"	"8"	"7"	"16"	"-294"	""	"-294"	""	""
"123"	"107"	"104"	"9"	"191"	"15"	"239"	"14"	"13"	"35"	"-620"	""	"-620"	""	""
"124"	"108"	"14"	"6"	"103"	"19"	"115"	"10"	"5"	"14"	"-286"	""	"-286"	""	""
"125"	"109"	"16"	"9"	"262"	"22"	"84"	"9"	"8"	"22"	"-432"	""	"-432"	""	""
"126"	"110"	"40"	"11"	"308"	"12"	"57"	"7"	"4"	"5"	"-444"	""	"-444"	""	""
"127"	"111"	"30"	"17"	"241"	"73"	"86"	"16"	"35"	"81"	"-579"	""	"-579"	""	""
"128"	"112"	"38"	"32"	"381"	"23"	"225"	"19"	"15"	"33"	"-766"	""	"-766"	""	""
"129"	"113"	"29"	"8"	"210"	"31"	"162"	"8"	"3"	"21"	"-472"	""	"-472"	""	""
"130"	"114"	"46"	"9"	"279"	"12"	"148"	"3"	"12"	"11"	"-520"	""	"-520"	""	""
"131"	"115"	"36"	"5"	"265"	"30"	"280"	"21"	"16"	"42"	"-695"	""	"-695"	""	""
"132"	"116"	"66"	"10"	"159"	"20"	"196"	"15"	"10"	"29"	"-505"	""	"-505"	""	""
"133"	"117"	"15"	"6"	"178"	"31"	"323"	"7"	"6"	"15"	"-581"	""	"-581"	""	""
"134"	"118"	"47"	"17"	"225"	"108"	"125"	"9"	"7"	"11"	"-549"	""	"-549"	""	""
"135"	"119"	"13"	"8"	"323"	"18"	"173"	"11"	"7"	"27"	"-580"	""	"-580"	""	""
"136"	"120"	"11"	"8"	"187"	"15"	"361"	"16"	"8"	"37"	"-643"	""	"-643"	""	""
"137"	"121"	"24"	"9"	"161"	"15"	"346"	"7"	"4"	"19"	"-585"	""	"-585"	""	""
"138"	"122"	"40"	"12"	"95"	"86"	"208"	"7"	"19"	"40"	"-507"	""	"-507"	""	""
"139"	"122A"	"15"	"9"	"155"	"36"	"108"	"6"	"3"	"13"	"-345"	""	"-345"	""	""
"140"	"123"	"16"	"6"	"195"	"20"	"305"	"11"	"8"	"42"	"-603"	""	"-603"	""	""
"141"	"124"	"36"	"11"	"219"	"62"	"292"	"11"	"11"	"85"	"-727"	""	"-727"	""	""
"142"	"125"	"34"	"7"	"316"	"56"	"118"	"4"	"9"	"25"	"-569"	""	"-569"	""	""
"143"	"126"	"41"	"7"	"67"	"85"	"194"	"7"	"13"	"22"	"-436"	""	"-436"	""	""
"144"	"127"	"77"	"11"	"259"	"107"	"181"	"14"	"8"	"38"	"-695"	""	"-695"	""	""
"145"	"128"	"73"	"9"	"235"	"42"	"239"	"10"	"15"	"30"	"-653"	""	"-653"	""	""
"146"	"129"	"20"	"8"	"245"	"17"	"202"	"13"	"13"	"38"	"-556"	""	"-556"	""	""
"147"	"130"	"33"	"10"	"360"	"20"	"43"	"9"	"10"	"19"	"-504"	""	"-504"	""	""
"148"	"131"	"93"	"4"	"147"	"15"	"117"	"5"	"4"	"14"	"-399"	""	"-399"	""	""
"149"	"132"	"16"	"3"	"558"	"19"	"99"	"6"	"8"	"21"	"-730"	""	"-730"	""	""
"150"	"133"	"72"	"7"	"225"	"26"	"182"	"7"	"10"	"31"	"-560"	""	"-560"	""	""
"151"	"134"	"21"	"3"	"186"	"4"	"35"	"4"	"6"	"6"	"-265"	""	"-265"	""	""
"152"	"135"	"12"	"28"	"299"	"23"	"85"	"8"	"10"	"13"	"-478"	""	"-478"	""	""
"153"	"136"	"28"	"14"	"314"	"17"	"78"	"4"	"8"	"15"	"-478"	""	"-478"	""	""
"154"	"137"	"38"	"10"	"220"	"67"	"100"	"6"	"15"	"23"	"-479"	""	"-479"	""	""
"155"	"137A"	"37"	"4"	"89"	"33"	"107"	"4"	"4"	"26"	"-304"	""	"-304"	""	""
"156"	"138"	"21"	"11"	"250"	"22"	"159"	"9"	"7"	"15"	"-494"	""	"-494"	""	""
"157"	"139"	"16"	"9"	"172"	"32"	"97"	"7"	"8"	"15"	"-356"	""	"-356"	""	""
"158"	"140"	"22"	"5"	"196"	"14"	"341"	"6"	"4"	"10"	"-598"	""	"-598"	""	""
"159"	"141"	"58"	"12"	"155"	"24"	"203"	"8"	"12"	"17"	"-489"	""	"-489"	""	""
"160"	"142"	"29"	"18"	"301"	"14"	"194"	"12"	"9"	"5"	"-582"	""	"-582"	""	""
"161"	"143"	"24"	"1"	"116"	"25"	"447"	"10"	"6"	"20"	"-649"	""	"-649"	""	""
"162"	"144"	"4"	"6"	"155"	"12"	"124"	"6"	"5"	"4"	"-316"	""	"-316"	""	""
"163"	"145"	"62"	"12"	"272"	"17"	"103"	"14"	"5"	"24"	"-509"	""	"-509"	""	""
"164"	"146"	"56"	"4"	"179"	"30"	"112"	"7"	"10"	"12"	"-410"	""	"-410"	""	""
"165"	"147"	"149"	"15"	"188"	"28"	"145"	"22"	"19"	"39"	"-605"	""	"-605"	""	""
"166"	"148"	"29"	"8"	"298"	"55"	"151"	"6"	"13"	"30"	"-590"	""	"-590"	""	""
"167"	"149"	"76"	"7"	"165"	"15"	"192"	"10"	"20"	"17"	"-502"	""	"-502"	""	""
"168"	"149A"	"49"	"8"	"208"	"77"	"120"	"13"	"16"	"26"	"-517"	""	"-517"	""	""
"169"	"150"	"27"	"9"	"118"	"35"	"183"	"4"	"6"	"17"	"-399"	""	"-399"	""	""
"170"	"151"	"27"	"9"	"259"	"60"	"175"	"10"	"14"	"38"	"-592"	""	"-592"	""	""
"171"	"152"	"217"	"13"	"139"	"7"	"92"	"3"	"6"	"25"	"-502"	""	"-502"	""	""
"172"	"152A"	"29"	"9"	"115"	"8"	"20"	"4"	"2"	"10"	"-197"	""	"-197"	""	""
"173"	"153"	"117"	"15"	"230"	"25"	"189"	"11"	"25"	"26"	"-638"	""	"-638"	""	""
"174"	"PS NO."	"AWDHESH PASWAN"	"KUMAR RAVI ANAND"	"RAMAI RAM"	"RAM NANDAN PASWAN"	"SHIV NATH CHAUDHARY"	"KIRAN KUMAR CHOUDHARY"	"BINAY KUMAR CHAUDHARY"	"SAKHI CHAND PASWAN"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"175"	"154"	"31"	"17"	"312"	"23"	"364"	"13"	"24"	"33"	"-817"	""	"-817"	""	""
"176"	"155"	"57"	"12"	"291"	"11"	"129"	"5"	"6"	"20"	"-531"	""	"-531"	""	""
"177"	"156"	"7"	"6"	"105"	"21"	"142"	"4"	"5"	"8"	"-298"	""	"-298"	""	""
"178"	"156A"	"25"	"15"	"248"	"41"	"57"	"6"	"11"	"38"	"-441"	""	"-441"	""	""
"179"	"157"	"6"	"3"	"243"	"15"	"97"	"4"	"5"	"11"	"-384"	""	"-384"	""	""
"180"	"158"	"34"	"17"	"179"	"15"	"205"	"7"	"9"	"29"	"-495"	""	"-495"	""	""
"181"	"159"	"13"	"14"	"211"	"13"	"133"	"12"	"7"	"20"	"-423"	""	"-423"	""	""
"182"	"160"	"72"	"19"	"218"	"24"	"150"	"13"	"16"	"17"	"-529"	""	"-529"	""	""
"183"	"161"	"76"	"5"	"104"	"7"	"162"	"10"	"7"	"20"	"-391"	""	"-391"	""	""
"184"	"162"	"51"	"6"	"277"	"56"	"217"	"15"	"10"	"37"	"-669"	""	"-669"	""	""
"185"	"163"	"44"	"3"	"83"	"70"	"298"	"15"	"5"	"21"	"-539"	""	"-539"	""	""
"186"	"163A"	"37"	"1"	"159"	"15"	"217"	"3"	"9"	"15"	"-456"	""	"-456"	""	""
"187"	"164"	"34"	"14"	"164"	"15"	"284"	"7"	"5"	"18"	"-541"	""	"-541"	""	""
"188"	"165"	"29"	"9"	"161"	"4"	"224"	"4"	"6"	"6"	"-443"	""	"-443"	""	""
"189"	"166"	"49"	"13"	"138"	"12"	"221"	"13"	"8"	"16"	"-470"	""	"-470"	""	""
"190"	"167"	"27"	"11"	"207"	"9"	"421"	"11"	"9"	"12"	"-707"	""	"-707"	""	""
"191"	"168"	"27"	"22"	"302"	"18"	"257"	"11"	"13"	"15"	"-665"	""	"-665"	""	""
"192"	"169"	"50"	"6"	"263"	"25"	"155"	"12"	"9"	"23"	"-543"	""	"-543"	""	""
"193"	"170"	"119"	"9"	"97"	"14"	"234"	"13"	"11"	"31"	"-528"	""	"-528"	""	""
"194"	"171"	"38"	"13"	"207"	"19"	"246"	"12"	"10"	"27"	"-572"	""	"-572"	""	""
"195"	"172"	"62"	"15"	"213"	"10"	"226"	"9"	"9"	"27"	"-571"	""	"-571"	""	""
"196"	"173"	"54"	"7"	"152"	"14"	"230"	"4"	"10"	"22"	"-493"	""	"-493"	""	""
"197"	"174"	"34"	"17"	"206"	"42"	"121"	"9"	"4"	"14"	"-447"	""	"-447"	""	""
"198"	"175"	"25"	"6"	"118"	"80"	"258"	"10"	"4"	"21"	"-522"	""	"-522"	""	""
"199"	"176"	"38"	"17"	"214"	"24"	"126"	"6"	"10"	"11"	"-446"	""	"-446"	""	""
"200"	"177"	"72"	"14"	"89"	"10"	"175"	"8"	"17"	"38"	"-423"	""	"-423"	""	""
"201"	"178"	"24"	"5"	"198"	"8"	"164"	"2"	"4"	"17"	"-422"	""	"-422"	""	""
"202"	"179"	"152"	"14"	"199"	"29"	"161"	"20"	"21"	"44"	"-640"	""	"-640"	""	""
"203"	"180"	"16"	"13"	"222"	"11"	"32"	"7"	"4"	"25"	"-330"	""	"-330"	""	""
"204"	"180A"	"28"	"16"	"285"	"18"	"83"	"7"	"6"	"16"	"-459"	""	"-459"	""	""
"205"	"181"	"10"	"4"	"138"	"7"	"142"	"3"	"3"	"11"	"-318"	""	"-318"	""	""
"206"	"181A"	"15"	"4"	"199"	"12"	"167"	"5"	"7"	"12"	"-421"	""	"-421"	""	""
"207"	"182"	"17"	"4"	"159"	"8"	"133"	"7"	"4"	"17"	"-349"	""	"-349"	""	""
"208"	"182A"	"17"	"5"	"130"	"11"	"208"	"11"	"4"	"16"	"-402"	""	"-402"	""	""
"209"	"183"	"16"	"11"	"185"	"6"	"141"	"2"	"2"	"14"	"-377"	""	"-377"	""	""
"210"	"183A"	"12"	"3"	"204"	"13"	"14"	"5"	"3"	"9"	"-263"	""	"-263"	""	""
"211"	"184"	"16"	"8"	"131"	"28"	"185"	"17"	"5"	"15"	"-405"	""	"-405"	""	""
"212"	"185"	"20"	"5"	"150"	"6"	"234"	"8"	"5"	"13"	"-441"	""	"-441"	""	""
"213"	"186"	"23"	"21"	"327"	"19"	"367"	"6"	"12"	"22"	"-797"	""	"-797"	""	""
"214"	"187"	"34"	"13"	"277"	"15"	"236"	"6"	"8"	"21"	"-610"	""	"-610"	""	""
"215"	"188"	"12"	"9"	"266"	"21"	"179"	"2"	"10"	"23"	"-522"	""	"-522"	""	""
"216"	"189"	"51"	"12"	"222"	"14"	"278"	"6"	"16"	"10"	"-609"	""	"-609"	""	""
"217"	"190"	"31"	"9"	"162"	"19"	"330"	"14"	"7"	"20"	"-592"	""	"-592"	""	""
"218"	"191"	"47"	"7"	"184"	"6"	"283"	"15"	"14"	"17"	"-573"	""	"-573"	""	""
"219"	"192"	"43"	"21"	"255"	"15"	"226"	"21"	"15"	"30"	"-626"	""	"-626"	""	""
"220"	"193"	"15"	"15"	"244"	"13"	"197"	"8"	"8"	"32"	"-532"	""	"-532"	""	""
"221"	"194"	"65"	"8"	"162"	"8"	"132"	"8"	"10"	"16"	"-409"	""	"-409"	""	""
"222"	"195"	"17"	"5"	"351"	"9"	"168"	"6"	"2"	"14"	"-572"	""	"-572"	""	""
"223"	"196"	"31"	"19"	"209"	"15"	"341"	"11"	"11"	"14"	"-651"	""	"-651"	""	""
"224"	"197"	"22"	"13"	"173"	"12"	"176"	"10"	"10"	"33"	"-449"	""	"-449"	""	""
"225"	"198"	"33"	"10"	"141"	"22"	"196"	"15"	"8"	"18"	"-443"	""	"-443"	""	""
"226"	"199"	"21"	"10"	"213"	"15"	"343"	"8"	"5"	"14"	"-629"	""	"-629"	""	""
"227"	"200"	"27"	"10"	"236"	"12"	"259"	"11"	"4"	"14"	"-573"	""	"-573"	""	""
"228"	"201"	"10"	"15"	"181"	"17"	"243"	"15"	"10"	"35"	"-526"	""	"-526"	""	""
"229"	"202"	"4"	"6"	"209"	"9"	"103"	"5"	"1"	"2"	"-339"	""	"-339"	""	""
"230"	"203"	"28"	"15"	"363"	"32"	"95"	"10"	"8"	"27"	"-578"	""	"-578"	""	""
"231"	"204"	"42"	"12"	"254"	"27"	"219"	"9"	"13"	"28"	"-604"	""	"-604"	""	""
