"Table.No"	"Sl..No..of.Polling.Station"	"X."	"X..1"	"Number.of.Valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"TOTAL.No..of.valid.votes"	"X..25"	"X..26"	"No..of.rejected.votes"	"X..27"	"X..28"	"Total.no..of.votes"	"X..29"	"X..30"	"Total.No..of.tendered.votes"	"X..31"	"X..32"	"X..33"
"1"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"46"	"2"	"26"	""	""	"42"	""	""	"13"	""	""	"73"	""	""	"17"	""	""	"61"	""	"17"	""	""	"9"	""	"5"	""	""	"18"	""	"255"	""	""	"0"	""	""	"255"	""	""	""	""	""	""
"47"	"3"	"26A"	""	""	"33"	""	""	"16"	""	""	"77"	""	""	"7"	""	""	"86"	""	"6"	""	""	"7"	""	"9"	""	""	"13"	""	"254"	""	""	"0"	""	""	"254"	""	""	""	""	""	""
"48"	"4"	"27"	""	""	"31"	""	""	"9"	""	""	"76"	""	""	"26"	""	""	"276"	""	"13"	""	""	"11"	""	"4"	""	""	"10"	""	"456"	""	""	"0"	""	""	"456"	""	""	""	""	""	""
"49"	"5"	"28"	""	""	"15"	""	""	"19"	""	""	"79"	""	""	"28"	""	""	"142"	""	"18"	""	""	"17"	""	"9"	""	""	"29"	""	"356"	""	""	"0"	""	""	"356"	""	""	""	""	""	""
"50"	"6"	"29"	""	""	"26"	""	""	"36"	""	""	"51"	""	""	"8"	""	""	"187"	""	"10"	""	""	"3"	""	"6"	""	""	"21"	""	"348"	""	""	"0"	""	""	"348"	""	""	""	""	""	""
"51"	"7"	"29A"	""	""	"39"	""	""	"6"	""	""	"104"	""	""	"6"	""	""	"101"	""	"5"	""	""	"2"	""	"5"	""	""	"7"	""	"275"	""	""	"0"	""	""	"275"	""	""	""	""	""	""
"52"	"8"	"30"	""	""	"20"	""	""	"12"	""	""	"319"	""	""	"14"	""	""	"91"	""	"13"	""	""	"4"	""	"6"	""	""	"14"	""	"493"	""	""	"0"	""	""	"493"	""	""	""	""	""	""
"53"	"9"	"31"	""	""	"26"	""	""	"5"	""	""	"164"	""	""	"12"	""	""	"279"	""	"19"	""	""	"6"	""	"8"	""	""	"26"	""	"545"	""	""	"0"	""	""	"545"	""	""	""	""	""	""
"54"	"10"	"32"	""	""	"37"	""	""	"193"	""	""	"142"	""	""	"26"	""	""	"48"	""	"3"	""	""	"3"	""	"7"	""	""	"11"	""	"470"	""	""	"0"	""	""	"470"	""	""	""	""	""	""
"55"	"11"	"33"	""	""	"54"	""	""	"9"	""	""	"257"	""	""	"42"	""	""	"56"	""	"13"	""	""	"9"	""	"11"	""	""	"29"	""	"480"	""	""	"0"	""	""	"480"	""	""	""	""	""	""
"56"	"12"	"34"	""	""	"42"	""	""	"63"	""	""	"70"	""	""	"23"	""	""	"153"	""	"21"	""	""	"8"	""	"24"	""	""	"41"	""	"445"	""	""	"0"	""	""	"445"	""	""	""	""	""	""
"57"	"13"	"35"	""	""	"23"	""	""	"13"	""	""	"143"	""	""	"20"	""	""	"141"	""	"13"	""	""	"15"	""	"6"	""	""	"23"	""	"397"	""	""	"0"	""	""	"397"	""	""	""	""	""	""
"58"	"14"	"36"	""	""	"9"	""	""	"6"	""	""	"66"	""	""	"69"	""	""	"207"	""	"12"	""	""	"8"	""	"5"	""	""	"18"	""	"400"	""	""	"0"	""	""	"400"	""	""	""	""	""	""
"59"	"Total"	""	""	""	"441"	""	""	"409"	""	""	"1775"	""	""	"334"	""	""	"1956"	""	"172"	""	""	"118"	""	"110"	""	""	"269"	""	"5584"	""	""	"0"	""	""	"5584"	""	""	""	""	""	""
"60"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"64"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"66"	"1"	"37"	""	""	"36"	""	""	"13"	""	""	"207"	""	""	"20"	""	""	"145"	""	"19"	""	""	"11"	""	"14"	""	""	"46"	""	"511"	""	""	"0"	""	""	"511"	""	""	""	""	""	""
"67"	"2"	"38"	""	""	"36"	""	""	"9"	""	""	"115"	""	""	"26"	""	""	"121"	""	"14"	""	""	"11"	""	"9"	""	""	"11"	""	"352"	""	""	"0"	""	""	"352"	""	""	""	""	""	""
"68"	"3"	"39"	""	""	"24"	""	""	"38"	""	""	"65"	""	""	"8"	""	""	"28"	""	"11"	""	""	"6"	""	"3"	""	""	"8"	""	"191"	""	""	"0"	""	""	"191"	""	""	""	""	""	""
"69"	"4"	"40"	""	""	"21"	""	""	"5"	""	""	"20"	""	""	"8"	""	""	"209"	""	"22"	""	""	"9"	""	"2"	""	""	"6"	""	"302"	""	""	"0"	""	""	"302"	""	""	""	""	""	""
"70"	"5"	"40A"	""	""	"9"	""	""	"4"	""	""	"112"	""	""	"5"	""	""	"144"	""	"9"	""	""	"6"	""	"3"	""	""	"9"	""	"301"	""	""	"0"	""	""	"301"	""	""	""	""	""	""
"71"	"6"	"41"	""	""	"52"	""	""	"21"	""	""	"121"	""	""	"17"	""	""	"153"	""	"18"	""	""	"10"	""	"4"	""	""	"20"	""	"416"	""	""	"0"	""	""	"416"	""	""	""	""	""	""
"72"	"7"	"42"	""	""	"50"	""	""	"18"	""	""	"129"	""	""	"31"	""	""	"139"	""	"22"	""	""	"2"	""	"12"	""	""	"19"	""	"422"	""	""	"0"	""	""	"422"	""	""	""	""	""	""
"73"	"8"	"43"	""	""	"31"	""	""	"10"	""	""	"94"	""	""	"22"	""	""	"169"	""	"13"	""	""	"14"	""	"8"	""	""	"19"	""	"380"	""	""	"0"	""	""	"380"	""	""	""	""	""	""
"74"	"9"	"44"	""	""	"24"	""	""	"8"	""	""	"151"	""	""	"31"	""	""	"53"	""	"19"	""	""	"16"	""	"5"	""	""	"16"	""	"323"	""	""	"0"	""	""	"323"	""	""	""	""	""	""
"75"	"10"	"45"	""	""	"28"	""	""	"7"	""	""	"132"	""	""	"49"	""	""	"98"	""	"15"	""	""	"14"	""	"13"	""	""	"20"	""	"376"	""	""	"0"	""	""	"376"	""	""	""	""	""	""
"76"	"11"	"46"	""	""	"40"	""	""	"16"	""	""	"226"	""	""	"32"	""	""	"126"	""	"10"	""	""	"6"	""	"13"	""	""	"21"	""	"490"	""	""	"0"	""	""	"490"	""	""	""	""	""	""
"77"	"12"	"47"	""	""	"40"	""	""	"2"	""	""	"84"	""	""	"21"	""	""	"93"	""	"1"	""	""	"4"	""	"1"	""	""	"6"	""	"252"	""	""	"0"	""	""	"252"	""	""	""	""	""	""
"78"	"13"	"48"	""	""	"22"	""	""	"6"	""	""	"20"	""	""	"41"	""	""	"151"	""	"12"	""	""	"13"	""	"6"	""	""	"13"	""	"284"	""	""	"0"	""	""	"284"	""	""	""	""	""	""
"79"	"14"	"49"	""	""	"31"	""	""	"8"	""	""	"82"	""	""	"38"	""	""	"54"	""	"21"	""	""	"17"	""	"17"	""	""	"62"	""	"330"	""	""	"0"	""	""	"330"	""	""	""	""	""	""
"80"	"Total"	""	""	""	"444"	""	""	"165"	""	""	"1558"	""	""	"349"	""	""	"1683"	""	"206"	""	""	"139"	""	"110"	""	""	"276"	""	"4930"	""	""	"0"	""	""	"4930"	""	""	""	""	""	""
"81"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"82"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"83"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"84"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"85"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHAR Y"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"87"	"1"	"49A"	""	""	"17"	""	""	"5"	""	""	"16"	""	""	"11"	""	""	"121"	""	"13"	""	""	"12"	""	"9"	""	""	"16"	""	"220"	""	""	"0"	""	""	"220"	""	""	""	""	""	""
"88"	"2"	"50"	""	""	"31"	""	""	"11"	""	""	"93"	""	""	"10"	""	""	"65"	""	"8"	""	""	"4"	""	"6"	""	""	"61"	""	"289"	""	""	"0"	""	""	"289"	""	""	""	""	""	""
"89"	"3"	"51"	""	""	"28"	""	""	"7"	""	""	"385"	""	""	"13"	""	""	"43"	""	"9"	""	""	"11"	""	"10"	""	""	"20"	""	"526"	""	""	"0"	""	""	"526"	""	""	""	""	""	""
"90"	"4"	"52"	""	""	"77"	""	""	"5"	""	""	"98"	""	""	"11"	""	""	"97"	""	"6"	""	""	"16"	""	"6"	""	""	"25"	""	"341"	""	""	"0"	""	""	"341"	""	""	""	""	""	""
"91"	"5"	"53"	""	""	"20"	""	""	"4"	""	""	"200"	""	""	"11"	""	""	"96"	""	"6"	""	""	"2"	""	"1"	""	""	"5"	""	"345"	""	""	"0"	""	""	"345"	""	""	""	""	""	""
"92"	"6"	"54"	""	""	"26"	""	""	"3"	""	""	"159"	""	""	"15"	""	""	"35"	""	"12"	""	""	"10"	""	"7"	""	""	"23"	""	"290"	""	""	"0"	""	""	"290"	""	""	""	""	""	""
"93"	"7"	"54A"	""	""	"3"	""	""	"2"	""	""	"142"	""	""	"2"	""	""	"32"	""	"4"	""	""	"1"	""	"1"	""	""	"9"	""	"196"	""	""	"0"	""	""	"196"	""	""	""	""	""	""
"94"	"8"	"55"	""	""	"34"	""	""	"3"	""	""	"34"	""	""	"6"	""	""	"92"	""	"9"	""	""	"14"	""	"7"	""	""	"39"	""	"238"	""	""	"0"	""	""	"238"	""	""	""	""	""	""
"95"	"9"	"56"	""	""	"40"	""	""	"5"	""	""	"203"	""	""	"10"	""	""	"31"	""	"7"	""	""	"12"	""	"8"	""	""	"25"	""	"341"	""	""	"0"	""	""	"341"	""	""	""	""	""	""
"96"	"10"	"57"	""	""	"23"	""	""	"7"	""	""	"37"	""	""	"42"	""	""	"221"	""	"34"	""	""	"8"	""	"9"	""	""	"15"	""	"396"	""	""	"0"	""	""	"396"	""	""	""	""	""	""
"97"	"11"	"58"	""	""	"10"	""	""	"4"	""	""	"65"	""	""	"16"	""	""	"134"	""	"12"	""	""	"9"	""	"13"	""	""	"29"	""	"292"	""	""	"0"	""	""	"292"	""	""	""	""	""	""
"98"	"12"	"59"	""	""	"96"	""	""	"16"	""	""	"86"	""	""	"10"	""	""	"98"	""	"11"	""	""	"9"	""	"4"	""	""	"41"	""	"371"	""	""	"0"	""	""	"371"	""	""	""	""	""	""
"99"	"13"	"60"	""	""	"64"	""	""	"3"	""	""	"33"	""	""	"13"	""	""	"64"	""	"5"	""	""	"4"	""	"6"	""	""	"7"	""	"199"	""	""	"0"	""	""	"199"	""	""	""	""	""	""
"100"	"14"	"61"	""	""	"59"	""	""	"12"	""	""	"83"	""	""	"30"	""	""	"136"	""	"18"	""	""	"5"	""	"8"	""	""	"14"	""	"365"	""	""	"0"	""	""	"365"	""	""	""	""	""	""
"101"	"Total"	""	""	""	"528"	""	""	"87"	""	""	"1634"	""	""	"200"	""	""	"1265"	""	"154"	""	""	"117"	""	"95"	""	""	"329"	""	"4409"	""	""	"0"	""	""	"4409"	""	""	""	""	""	""
"102"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"105"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"106"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"107"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"108"	"1"	"62"	""	""	"17"	""	""	"6"	""	""	"234"	""	""	"67"	""	""	"45"	""	"8"	""	""	"16"	""	"13"	""	""	"26"	""	"432"	""	""	"0"	""	""	"432"	""	""	""	""	""	""
"109"	"2"	"62A"	""	""	"66"	""	""	"2"	""	""	"124"	""	""	"6"	""	""	"85"	""	"11"	""	""	"9"	""	"9"	""	""	"20"	""	"332"	""	""	"0"	""	""	"332"	""	""	""	""	""	""
"110"	"3"	"63"	""	""	"9"	""	""	"3"	""	""	"145"	""	""	"39"	""	""	"135"	""	"14"	""	""	"9"	""	"4"	""	""	"19"	""	"377"	""	""	"0"	""	""	"377"	""	""	""	""	""	""
