"63"	"42"	"23"	"2"	"375"	"30"	"3"	"4"	"3"	"1"	"2"	"0"	"3"	"1"	"86"	"3"	"536"
"64"	"43"	"109"	"8"	"99"	"46"	"0"	"1"	"9"	"0"	"1"	"1"	"3"	"3"	"8"	"4"	"292"
"65"	"43A"	"13"	"6"	"218"	"6"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"60"	"2"	"308"
"66"	"44"	"250"	"48"	"209"	"90"	"5"	"4"	"15"	"1"	"7"	"9"	"11"	"8"	"46"	"31"	"734"
"67"	"45"	"103"	"27"	"78"	"43"	"51"	"5"	"6"	"4"	"4"	"3"	"2"	"2"	"40"	"11"	"379"
"68"	"45A"	"29"	"18"	"226"	"27"	"4"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"11"	"0"	"323"
"69"	"46"	"113"	"9"	"291"	"19"	"0"	"2"	"0"	"0"	"2"	"0"	"2"	"2"	"39"	"12"	"491"
"70"	"47"	"71"	"7"	"296"	"76"	"4"	"2"	"4"	"1"	"3"	"0"	"4"	"3"	"84"	"14"	"569"
"71"	"48"	"14"	"4"	"172"	"130"	"8"	"0"	"1"	"0"	"1"	"3"	"5"	"6"	"27"	"11"	"382"
"72"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"73"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"74"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"75"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"76"	"49"	"88"	"9"	"206"	"92"	"6"	"4"	"5"	"4"	"4"	"3"	"8"	"5"	"23"	"18"	"475"
"77"	"50"	"15"	"0"	"265"	"31"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"8"	"3"	"326"
"78"	"51"	"9"	"19"	"300"	"32"	"6"	"2"	"5"	"0"	"0"	"1"	"1"	"1"	"44"	"6"	"426"
"79"	"52"	"34"	"6"	"416"	"47"	"5"	"1"	"4"	"0"	"4"	"0"	"0"	"4"	"10"	"6"	"537"
"80"	"53"	"9"	"2"	"268"	"55"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"19"	"6"	"365"
"81"	"54"	"23"	"12"	"170"	"38"	"1"	"0"	"1"	"2"	"1"	"1"	"1"	"0"	"11"	"2"	"263"
"82"	"55"	"184"	"3"	"89"	"47"	"5"	"1"	"7"	"1"	"2"	"0"	"1"	"2"	"4"	"14"	"360"
"83"	"56"	"73"	"2"	"238"	"36"	"10"	"1"	"3"	"0"	"3"	"0"	"0"	"2"	"10"	"4"	"382"
"84"	"57"	"34"	"0"	"249"	"84"	"4"	"0"	"6"	"0"	"1"	"0"	"1"	"4"	"12"	"2"	"397"
"85"	"58"	"2"	"0"	"162"	"89"	"5"	"2"	"1"	"0"	"0"	"2"	"1"	"2"	"28"	"4"	"298"
"86"	"59"	"5"	"1"	"143"	"11"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"49"	"2"	"214"
"87"	"59A"	"3"	"1"	"165"	"68"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"23"	"4"	"271"
"88"	"60"	"3"	"0"	"129"	"36"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"46"	"3"	"222"
"89"	"60A"	"1"	"0"	"148"	"34"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"3"	"258"
"90"	"61"	"42"	"21"	"140"	"55"	"2"	"0"	"0"	"0"	"2"	"6"	"6"	"6"	"12"	"5"	"297"
"91"	"62"	"6"	"0"	"208"	"62"	"1"	"1"	"5"	"1"	"3"	"0"	"0"	"0"	"16"	"0"	"303"
"92"	"62A"	"6"	"0"	"181"	"78"	"5"	"4"	"2"	"0"	"0"	"0"	"1"	"1"	"11"	"2"	"291"
"93"	"63"	"32"	"0"	"246"	"37"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"16"	"1"	"336"
"94"	"64"	"77"	"12"	"325"	"84"	"3"	"1"	"8"	"3"	"1"	"1"	"0"	"3"	"20"	"7"	"545"
"95"	"65"	"129"	"16"	"243"	"29"	"10"	"2"	"9"	"1"	"1"	"0"	"8"	"0"	"18"	"17"	"483"
"96"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"97"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"98"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"99"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"100"	"66"	"36"	"2"	"200"	"50"	"4"	"0"	"7"	"1"	"0"	"1"	"1"	"0"	"3"	"6"	"311"
"101"	"66A"	"23"	"0"	"138"	"24"	"1"	"2"	"70"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"264"
"102"	"67"	"134"	"12"	"255"	"80"	"6"	"2"	"8"	"6"	"6"	"4"	"2"	"11"	"17"	"18"	"561"
"103"	"68"	"4"	"1"	"205"	"41"	"5"	"1"	"12"	"0"	"0"	"0"	"0"	"2"	"15"	"1"	"287"
"104"	"68A"	"3"	"0"	"225"	"20"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"261"
"105"	"69"	"38"	"2"	"480"	"59"	"5"	"0"	"15"	"0"	"0"	"3"	"1"	"3"	"17"	"6"	"629"
"106"	"70"	"2"	"3"	"345"	"81"	"3"	"1"	"3"	"1"	"0"	"2"	"1"	"3"	"9"	"2"	"456"
"107"	"71"	"71"	"3"	"292"	"73"	"3"	"0"	"3"	"2"	"1"	"2"	"4"	"1"	"23"	"5"	"483"
"108"	"72"	"20"	"3"	"358"	"50"	"9"	"0"	"3"	"2"	"5"	"0"	"1"	"5"	"21"	"3"	"480"
"109"	"73"	"19"	"0"	"374"	"56"	"4"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"40"	"3"	"502"
"110"	"74"	"5"	"0"	"222"	"45"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"2"	"292"
"111"	"75"	"3"	"1"	"245"	"24"	"9"	"1"	"3"	"1"	"1"	"0"	"1"	"2"	"9"	"3"	"303"
"112"	"75A"	"0"	"2"	"277"	"15"	"20"	"1"	"2"	"1"	"0"	"2"	"0"	"1"	"9"	"0"	"330"
"113"	"76"	"5"	"1"	"230"	"17"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"9"	"1"	"290"
"114"	"77"	"6"	"3"	"285"	"123"	"4"	"0"	"5"	"0"	"0"	"3"	"1"	"0"	"4"	"3"	"437"
"115"	"78"	"3"	"5"	"398"	"110"	"7"	"1"	"4"	"1"	"1"	"3"	"1"	"0"	"8"	"8"	"550"
"116"	"79"	"5"	"3"	"404"	"40"	"15"	"1"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"3"	"479"
"117"	"80"	"6"	"4"	"301"	"19"	"4"	"0"	"2"	"3"	"2"	"1"	"0"	"1"	"9"	"3"	"355"
"118"	"80A"	"3"	"2"	"234"	"59"	"5"	"1"	"2"	"0"	"0"	"2"	"7"	"2"	"24"	"4"	"345"
"119"	"81"	"4"	"2"	"192"	"81"	"19"	"1"	"0"	"0"	"3"	"5"	"2"	"1"	"11"	"9"	"330"
"120"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"121"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"122"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"123"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"124"	"82"	"28"	"1"	"256"	"74"	"4"	"2"	"4"	"0"	"1"	"3"	"0"	"1"	"9"	"8"	"391"
"125"	"82A"	"93"	"1"	"144"	"50"	"5"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"7"	"2"	"309"
"126"	"83"	"8"	"6"	"570"	"86"	"13"	"2"	"9"	"1"	"4"	"5"	"7"	"5"	"37"	"18"	"771"
"127"	"84"	"10"	"4"	"428"	"83"	"6"	"4"	"4"	"5"	"5"	"2"	"1"	"1"	"90"	"5"	"648"
"128"	"85"	"203"	"4"	"36"	"239"	"7"	"0"	"6"	"2"	"12"	"4"	"3"	"3"	"4"	"3"	"526"
"129"	"86"	"136"	"1"	"126"	"262"	"12"	"0"	"19"	"1"	"8"	"3"	"3"	"2"	"4"	"8"	"585"
"130"	"87"	"17"	"0"	"254"	"20"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"11"	"5"	"313"
"131"	"88"	"120"	"2"	"65"	"87"	"2"	"0"	"5"	"0"	"1"	"1"	"2"	"2"	"0"	"5"	"292"
"132"	"88A"	"75"	"1"	"103"	"71"	"2"	"0"	"39"	"3"	"2"	"0"	"0"	"0"	"1"	"5"	"302"
"133"	"89"	"102"	"5"	"65"	"65"	"5"	"3"	"15"	"2"	"0"	"2"	"4"	"1"	"15"	"9"	"293"
"134"	"89A"	"71"	"0"	"54"	"51"	"58"	"2"	"6"	"1"	"4"	"4"	"3"	"2"	"5"	"6"	"267"
"135"	"90"	"40"	"1"	"7"	"27"	"127"	"6"	"15"	"1"	"2"	"2"	"3"	"1"	"5"	"4"	"241"
"136"	"91"	"143"	"2"	"43"	"166"	"4"	"0"	"115"	"2"	"9"	"4"	"4"	"3"	"8"	"6"	"509"
"137"	"92"	"110"	"8"	"178"	"129"	"5"	"0"	"75"	"2"	"11"	"5"	"4"	"1"	"12"	"7"	"547"
"138"	"93"	"24"	"1"	"165"	"83"	"2"	"0"	"11"	"0"	"1"	"2"	"0"	"1"	"5"	"1"	"296"
"139"	"94"	"31"	"18"	"351"	"123"	"6"	"3"	"10"	"1"	"3"	"4"	"1"	"1"	"6"	"12"	"570"
"140"	"95"	"13"	"34"	"120"	"65"	"1"	"1"	"5"	"1"	"2"	"4"	"3"	"5"	"4"	"6"	"264"
"141"	"96"	"24"	"211"	"68"	"150"	"10"	"5"	"1"	"1"	"2"	"1"	"1"	"4"	"30"	"5"	"513"
"142"	"97"	"64"	"79"	"204"	"162"	"14"	"1"	"12"	"4"	"6"	"8"	"2"	"9"	"34"	"21"	"620"
"143"	"98"	"22"	"57"	"203"	"171"	"11"	"0"	"11"	"2"	"8"	"4"	"4"	"7"	"16"	"8"	"524"
"144"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"145"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"146"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"147"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"148"	"99"	"252"	"9"	"7"	"174"	"5"	"1"	"5"	"3"	"3"	"4"	"5"	"6"	"2"	"6"	"482"
"149"	"99A"	"128"	"20"	"12"	"171"	"2"	"3"	"7"	"3"	"5"	"2"	"6"	"4"	"4"	"3"	"370"
"150"	"100"	"394"	"10"	"9"	"178"	"6"	"2"	"3"	"1"	"4"	"9"	"18"	"13"	"11"	"18"	"676"
"151"	"100A"	"157"	"10"	"12"	"102"	"12"	"0"	"8"	"2"	"9"	"7"	"12"	"10"	"10"	"15"	"366"
"152"	"101"	"314"	"5"	"20"	"252"	"10"	"1"	"6"	"4"	"12"	"7"	"19"	"12"	"20"	"26"	"708"
"153"	"102"	"133"	"13"	"64"	"116"	"3"	"5"	"5"	"3"	"5"	"1"	"9"	"10"	"46"	"19"	"432"
"154"	"103"	"228"	"2"	"11"	"235"	"9"	"0"	"15"	"3"	"6"	"8"	"10"	"14"	"23"	"16"	"580"
"155"	"104"	"53"	"1"	"284"	"84"	"4"	"1"	"7"	"0"	"2"	"1"	"9"	"2"	"21"	"12"	"481"
"156"	"104A"	"53"	"3"	"213"	"55"	"21"	"2"	"2"	"2"	"1"	"3"	"0"	"1"	"9"	"6"	"371"
"157"	"105"	"75"	"8"	"164"	"97"	"44"	"5"	"4"	"0"	"2"	"1"	"2"	"1"	"7"	"2"	"412"
"158"	"105A"	"42"	"72"	"145"	"66"	"12"	"1"	"2"	"2"	"0"	"3"	"3"	"6"	"11"	"7"	"372"
"159"	"106"	"18"	"22"	"380"	"140"	"13"	"1"	"9"	"1"	"2"	"1"	"1"	"6"	"3"	"9"	"606"
"160"	"107"	"36"	"1"	"409"	"126"	"8"	"5"	"4"	"1"	"1"	"0"	"3"	"2"	"7"	"4"	"607"
"161"	"108"	"116"	"5"	"203"	"271"	"5"	"2"	"20"	"4"	"4"	"6"	"12"	"15"	"20"	"19"	"702"
"162"	"109"	"13"	"3"	"276"	"153"	"1"	"0"	"4"	"0"	"0"	"3"	"0"	"7"	"3"	"7"	"470"
"163"	"109A"	"19"	"0"	"295"	"86"	"3"	"0"	"5"	"1"	"1"	"3"	"0"	"3"	"4"	"7"	"427"
"164"	"110"	"58"	"4"	"328"	"77"	"8"	"1"	"4"	"0"	"4"	"1"	"2"	"9"	"6"	"5"	"507"
"165"	"111"	"50"	"48"	"406"	"190"	"9"	"3"	"3"	"2"	"10"	"9"	"6"	"14"	"62"	"19"	"831"
"166"	"112"	"48"	"2"	"269"	"121"	"4"	"3"	"3"	"1"	"2"	"3"	"3"	"7"	"15"	"13"	"494"
"167"	"113"	"25"	"4"	"442"	"154"	"3"	"1"	"6"	"0"	"1"	"1"	"2"	"2"	"71"	"2"	"714"
"168"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"169"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"170"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"171"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"172"	"114"	"25"	"4"	"403"	"331"	"8"	"6"	"15"	"0"	"4"	"7"	"7"	"7"	"17"	"12"	"846"
"173"	"115"	"25"	"6"	"316"	"133"	"1"	"0"	"5"	"3"	"0"	"2"	"1"	"9"	"17"	"2"	"520"
"174"	"116"	"13"	"2"	"289"	"86"	"5"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"8"	"7"	"417"
"175"	"116A"	"13"	"5"	"274"	"66"	"2"	"2"	"2"	"0"	"2"	"4"	"3"	"5"	"6"	"8"	"392"
