"fo.kku.lHkk.fuokZpu..ks..esa.fuokZpdksa.dh.dqy.la..k......................................."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"
"1"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"20"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"21"	"11"	"25"	"8"	"282"	"16"	"46"	""	""	""
"22"	"12"	"103"	"5"	"266"	"15"	"18"	""	""	""
"23"	"13"	"118"	"6"	"269"	"23"	"19"	""	""	""
"24"	"14"	"252"	"10"	"140"	"12"	"8"	""	""	""
"25"	"14d"	"212"	"1"	"130"	"9"	"13"	""	""	""
"26"	"15"	"88"	"18"	"153"	"139"	"36"	""	""	""
"27"	"15d"	"66"	"8"	"56"	"76"	"25"	""	""	""
"28"	"16"	"323"	"19"	"258"	"54"	"29"	""	""	""
"29"	"17"	"100"	"9"	"247"	"14"	"12"	""	""	""
"30"	"17d"	"91"	"13"	"206"	"139"	"22"	""	""	""
"31"	"18"	"66"	"10"	"175"	"390"	"17"	""	""	""
"32"	"19"	"56"	"15"	"137"	"287"	"20"	""	""	""
"33"	"20"	"84"	"12"	"116"	"144"	"18"	""	""	""
"34"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"35"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"36"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"37"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"38"	"21"	"221"	"3"	"81"	"7"	"12"	""	""	""
"39"	"22"	"170"	"6"	"143"	"5"	"3"	""	""	""
"40"	"23"	"11"	"17"	"274"	"239"	"13"	""	""	""
"41"	"24"	"120"	"9"	"165"	"272"	"23"	""	""	""
"42"	"25"	"162"	"10"	"308"	"24"	"9"	""	""	""
"43"	"26"	"164"	"10"	"275"	"28"	"6"	""	""	""
"44"	"27"	"172"	"10"	"178"	"40"	"11"	""	""	""
"45"	"28"	"131"	"24"	"128"	"292"	"23"	""	""	""
"46"	"29"	"175"	"12"	"229"	"45"	"12"	""	""	""
"47"	"29d"	"46"	"5"	"209"	"25"	"14"	""	""	""
"48"	"30"	"245"	"13"	"282"	"122"	"49"	""	""	""
"49"	"31"	"22"	"26"	"193"	"356"	"16"	""	""	""
"50"	"32"	"72"	"10"	"319"	"112"	"11"	""	""	""
"51"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"52"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"53"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"54"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"55"	"33"	"181"	"7"	"141"	"7"	"7"	""	""	""
"56"	"34"	"48"	"20"	"76"	"226"	"14"	""	""	""
"57"	"34d"	"115"	"8"	"106"	"70"	"13"	""	""	""
"58"	"35"	"409"	"10"	"50"	"12"	"7"	""	""	""
"59"	"36"	"302"	"7"	"120"	"45"	"19"	""	""	""
"60"	"37"	"359"	"3"	"70"	"5"	"6"	""	""	""
"61"	"38"	"279"	"16"	"348"	"40"	"8"	""	""	""
"62"	"39"	"126"	"16"	"283"	"103"	"29"	""	""	""
"63"	"40"	"187"	"15"	"439"	"21"	"28"	""	""	""
"64"	"41"	"204"	"8"	"151"	"38"	"8"	""	""	""
"65"	"42"	"244"	"10"	"350"	"15"	"14"	""	""	""
"66"	"43"	"253"	"10"	"124"	"8"	"11"	""	""	""
"67"	"44"	"87"	"10"	"196"	"13"	"14"	""	""	""
"68"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"69"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"70"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"71"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"72"	"44d"	"105"	"7"	"88"	"58"	"10"	""	""	""
"73"	"45"	"268"	"5"	"261"	"10"	"6"	""	""	""
"74"	"46"	"70"	"6"	"168"	"8"	"4"	""	""	""
"75"	"47"	"285"	"4"	"89"	"33"	"6"	""	""	""
"76"	"48"	"269"	"6"	"76"	"5"	"6"	""	""	""
"77"	"49"	"273"	"4"	"84"	"37"	"6"	""	""	""
"78"	"50"	"257"	"15"	"81"	"83"	"12"	""	""	""
"79"	"51"	"305"	"7"	"205"	"16"	"16"	""	""	""
"80"	"52"	"68"	"4"	"235"	"11"	"5"	""	""	""
"81"	"53"	"211"	"5"	"116"	"6"	"9"	""	""	""
"82"	"54"	"395"	"3"	"69"	"13"	"18"	""	""	""
"83"	"55"	"303"	"8"	"37"	"7"	"8"	""	""	""
"84"	"56"	"202"	"7"	"121"	"46"	"17"	""	""	""
"85"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"86"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"87"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"88"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"89"	"57"	"191"	"6"	"266"	"65"	"11"	""	""	""
"90"	"58"	"141"	"2"	"66"	"0"	"0"	""	""	""
"91"	"59"	"238"	"11"	"110"	"91"	"18"	""	""	""
"92"	"60"	"135"	"3"	"172"	"19"	"5"	""	""	""
"93"	"61"	"164"	"8"	"138"	"16"	"10"	""	""	""
"94"	"62"	"192"	"0"	"81"	"5"	"4"	""	""	""
"95"	"63"	"96"	"2"	"116"	"22"	"3"	""	""	""
"96"	"64"	"208"	"4"	"176"	"4"	"8"	""	""	""
"97"	"65"	"216"	"2"	"99"	"2"	"5"	""	""	""
"98"	"66"	"248"	"8"	"181"	"11"	"6"	""	""	""
"99"	"67"	"184"	"2"	"224"	"8"	"5"	""	""	""
"100"	"68"	"358"	"6"	"265"	"12"	"8"	""	""	""
"101"	"69"	"208"	"4"	"183"	"1"	"3"	""	""	""
"102"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"103"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"104"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"105"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"106"	"70"	"150"	"4"	"154"	"5"	"3"	""	""	""
"107"	"71"	"78"	"2"	"229"	"8"	"3"	""	""	""
"108"	"72"	"356"	"3"	"207"	"12"	"7"	""	""	""
"109"	"73"	"329"	"5"	"84"	"16"	"11"	""	""	""
"110"	"74"	"324"	"4"	"144"	"8"	"4"	""	""	""
"111"	"75"	"26"	"15"	"202"	"138"	"27"	""	""	""
"112"	"76"	"56"	"35"	"170"	"130"	"4"	""	""	""
"113"	"77"	"409"	"17"	"249"	"20"	"18"	""	""	""
"114"	"78"	"427"	"2"	"136"	"32"	"17"	""	""	""
"115"	"79"	"112"	"4"	"154"	"53"	"12"	""	""	""
"116"	"79d"	"175"	"2"	"135"	"18"	"8"	""	""	""
"117"	"80"	"259"	"8"	"164"	"19"	"16"	""	""	""
"118"	"81"	"379"	"11"	"105"	"24"	"13"	""	""	""
"119"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"120"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"121"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"122"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"123"	"82"	"456"	"14"	"103"	"22"	"25"	""	""	""
"124"	"83"	"508"	"8"	"93"	"13"	"14"	""	""	""
"125"	"84"	"360"	"10"	"151"	"12"	"22"	""	""	""
"126"	"85"	"266"	"8"	"101"	"36"	"5"	""	""	""
"127"	"86"	"248"	"13"	"284"	"22"	"12"	""	""	""
"128"	"87"	"289"	"7"	"132"	"7"	"12"	""	""	""
"129"	"88"	"365"	"15"	"219"	"14"	"9"	""	""	""
"130"	"89"	"541"	"10"	"57"	"20"	"18"	""	""	""
"131"	"90"	"298"	"9"	"49"	"7"	"10"	""	""	""
"132"	"90d"	"392"	"15"	"28"	"3"	"2"	""	""	""
"133"	"91"	"384"	"19"	"71"	"17"	"16"	""	""	""
"134"	"92"	"285"	"8"	"52"	"11"	"15"	""	""	""
"135"	"93"	"654"	"8"	"26"	"8"	"8"	""	""	""
"136"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"137"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"138"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"139"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"140"	"94"	"359"	"8"	"60"	"22"	"8"	""	""	""
"141"	"95"	"299"	"3"	"172"	"33"	"17"	""	""	""
"142"	"96"	"215"	"25"	"227"	"35"	"19"	""	""	""
"143"	"97"	"164"	"14"	"222"	"31"	"11"	""	""	""
"144"	"97d"	"283"	"11"	"166"	"19"	"8"	""	""	""
"145"	"98"	"491"	"18"	"133"	"7"	"13"	""	""	""
"146"	"99"	"150"	"2"	"38"	"2"	"2"	""	""	""
"147"	"100"	"119"	"8"	"79"	"7"	"1"	""	""	""
"148"	"100d"	"124"	"9"	"238"	"18"	"16"	""	""	""
"149"	"101"	"151"	"4"	"157"	"14"	"5"	""	""	""
"150"	"102"	"321"	"7"	"78"	"3"	"13"	""	""	""
"151"	"103"	"236"	"11"	"211"	"7"	"19"	""	""	""
"152"	"103d"	"217"	"2"	"22"	"6"	"8"	""	""	""
"153"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"154"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"155"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"156"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"157"	"104"	"292"	"8"	"68"	"17"	"10"	""	""	""
"158"	"104d"	"346"	"4"	"106"	"6"	"6"	""	""	""
"159"	"105"	"413"	"6"	"78"	"11"	"22"	""	""	""
"160"	"106"	"522"	"10"	"84"	"6"	"10"	""	""	""
"161"	"107"	"753"	"9"	"29"	"7"	"7"	""	""	""
"162"	"108"	"55"	"4"	"153"	"6"	"4"	""	""	""
"163"	"109"	"581"	"4"	"60"	"15"	"15"	""	""	""
"164"	"110"	"391"	"4"	"71"	"7"	"11"	""	""	""
"165"	"111"	"314"	"13"	"130"	"12"	"11"	""	""	""
"166"	"111d"	"360"	"6"	"68"	"15"	"10"	""	""	""
"167"	"112"	"304"	"8"	"160"	"9"	"6"	""	""	""
"168"	"113"	"389"	"8"	"61"	"3"	"4"	""	""	""
"169"	"113d"	"218"	"3"	"140"	"12"	"14"	""	""	""
"170"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"171"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"172"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"173"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"174"	"114"	"202"	"9"	"235"	"6"	"4"	""	""	""
"175"	"115"	"159"	"4"	"365"	"11"	"1"	""	""	""
"176"	"116"	"169"	"14"	"420"	"78"	"31"	""	""	""
"177"	"117"	"151"	"10"	"245"	"7"	"10"	""	""	""
"178"	"117d"	"156"	"5"	"246"	"11"	"9"	""	""	""
"179"	"118"	"153"	"8"	"348"	"70"	"32"	""	""	""
"180"	"119"	"135"	"12"	"74"	"116"	"11"	""	""	""
"181"	"119d"	"156"	"8"	"123"	"57"	"17"	""	""	""
"182"	"120"	"93"	"15"	"238"	"29"	"9"	""	""	""
"183"	"121"	"475"	"9"	"69"	"13"	"20"	""	""	""
"184"	"122"	"254"	"18"	"256"	"26"	"18"	""	""	""
"185"	"123"	"369"	"9"	"263"	"14"	"14"	""	""	""
"186"	"124"	"475"	"9"	"42"	"1"	"6"	""	""	""
"187"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"188"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"189"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"190"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"191"	"125"	"303"	"15"	"118"	"12"	"5"	""	""	""
"192"	"125d"	"376"	"11"	"52"	"4"	"2"	""	""	""
"193"	"126"	"371"	"22"	"222"	"81"	"35"	""	""	""
"194"	"127"	"396"	"20"	"232"	"14"	"20"	""	""	""
"195"	"128"	"195"	"5"	"163"	"5"	"6"	""	""	""
"196"	"129"	"343"	"14"	"184"	"19"	"11"	""	""	""
"197"	"130"	"232"	"20"	"312"	"21"	"20"	""	""	""
"198"	"131"	"261"	"8"	"190"	"5"	"10"	""	""	""
"199"	"132"	"280"	"7"	"157"	"14"	"10"	""	""	""
"200"	"133"	"248"	"10"	"191"	"18"	"16"	""	""	""
"201"	"134"	"72"	"4"	"112"	"59"	"6"	""	""	""
"202"	"135"	"64"	"8"	"210"	"90"	"28"	""	""	""
"203"	"136"	"211"	"5"	"147"	"10"	"14"	""	""	""
"204"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"205"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"206"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"207"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"208"	"137"	"62"	"12"	"82"	"131"	"29"	""	""	""
"209"	"137d"	"115"	"13"	"216"	"78"	"16"	""	""	""
"210"	"138"	"205"	"5"	"95"	"5"	"7"	""	""	""
"211"	"138d"	"270"	"6"	"62"	"47"	"21"	""	""	""
"212"	"139"	"60"	"1"	"131"	"25"	"3"	""	""	""
"213"	"140"	"335"	"18"	"221"	"22"	"10"	""	""	""
"214"	"141"	"401"	"12"	"29"	"18"	"15"	""	""	""
"215"	"142"	"168"	"18"	"212"	"31"	"18"	""	""	""
"216"	"142d"	"73"	"2"	"121"	"18"	"10"	""	""	""
"217"	"143"	"167"	"4"	"80"	"8"	"3"	""	""	""
"218"	"143d"	"239"	"7"	"108"	"13"	"8"	""	""	""
"219"	"144"	"328"	"20"	"258"	"19"	"11"	""	""	""
"220"	"145"	"194"	"1"	"102"	"5"	"4"	""	""	""
"221"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"222"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"223"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"224"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"225"	"146"	"109"	"6"	"262"	"21"	"8"	""	""	""
"226"	"147"	"151"	"6"	"188"	"11"	"4"	""	""	""
"227"	"148"	"270"	"6"	"43"	"5"	"20"	""	""	""
"228"	"149"	"30"	"2"	"372"	"3"	"1"	""	""	""
"229"	"150"	"138"	"18"	"239"	"30"	"24"	""	""	""
"230"	"150d"	"117"	"13"	"108"	"60"	"23"	""	""	""
"231"	"151"	"64"	"13"	"154"	"163"	"11"	""	""	""
"232"	"152"	"70"	"3"	"166"	"13"	"3"	""	""	""
"233"	"153"	"158"	"10"	"289"	"18"	"10"	""	""	""
"234"	"153d"	"188"	"9"	"136"	"45"	"12"	""	""	""
"235"	"154"	"287"	"8"	"169"	"13"	"15"	""	""	""
"236"	"155"	"228"	"4"	"108"	"76"	"10"	""	""	""
"237"	"156"	"114"	"19"	"109"	"37"	"15"	""	""	""
"238"	"156d"	"108"	"12"	"168"	"20"	"26"	""	""	""
"239"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"240"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"241"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"242"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"243"	"157"	"102"	"12"	"169"	"22"	"18"	""	""	""
"244"	"158"	"234"	"11"	"300"	"17"	"22"	""	""	""
"245"	"159"	"146"	"3"	"249"	"13"	"8"	""	""	""
"246"	"159d"	"124"	"6"	"192"	"23"	"10"	""	""	""
"247"	"160"	"63"	"5"	"248"	"61"	"31"	""	""	""
"248"	"161"	"171"	"15"	"249"	"34"	"28"	""	""	""
"249"	"162"	"184"	"9"	"136"	"12"	"4"	""	""	""
"250"	"163"	"68"	"5"	"114"	"40"	"13"	""	""	""
"251"	"164"	"106"	"8"	"255"	"14"	"5"	""	""	""
"252"	"165"	"56"	"13"	"207"	"48"	"31"	""	""	""
"253"	"166"	"51"	"16"	"90"	"137"	"19"	""	""	""
"254"	"167"	"54"	"8"	"350"	"25"	"22"	""	""	""
"255"	"168"	"98"	"4"	"158"	"7"	"3"	""	""	""
"256"	"169"	"26"	"2"	"512"	"21"	"8"	""	""	""
"257"	"170"	"67"	"1"	"450"	"14"	"6"	""	""	""
"258"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"259"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"260"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"261"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"262"	"171"	"32"	"7"	"412"	"32"	"24"	""	""	""
"263"	"172"	"89"	"12"	"290"	"40"	"13"	""	""	""
"264"	"173"	"233"	"24"	"306"	"64"	"24"	""	""	""
"265"	"174"	"239"	"5"	"135"	"12"	"7"	""	""	""
"266"	"175"	"244"	"14"	"254"	"21"	"14"	""	""	""
"267"	"176"	"227"	"6"	"151"	"13"	"13"	""	""	""
"268"	"177"	"118"	"9"	"84"	"9"	"5"	""	""	""
"269"	"178"	"167"	"6"	"54"	"28"	"5"	""	""	""
"270"	"179"	"193"	"16"	"96"	"176"	"28"	""	""	""
"271"	"180"	"282"	"24"	"144"	"110"	"30"	""	""	""
"272"	"181"	"275"	"20"	"72"	"17"	"16"	""	""	""
"273"	"182"	"224"	"14"	"111"	"19"	"22"	""	""	""
"274"	"183"	"458"	"4"	"3"	"3"	"3"	""	""	""
"275"	"183d"	"143"	"9"	"164"	"14"	"7"	""	""	""
"276"	"184"	"132"	"4"	"102"	"20"	"10"	""	""	""
"277"	"185"	"144"	"13"	"103"	"32"	"18"	""	""	""
"278"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"279"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"280"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"281"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"282"	"185d"	"233"	"11"	"105"	"21"	"23"	""	""	""
"283"	"186"	"198"	"15"	"162"	"12"	"19"	""	""	""
"284"	"187"	"255"	"10"	"96"	"14"	"8"	""	""	""
"285"	"188"	"120"	"3"	"229"	"3"	"5"	""	""	""
"286"	"189"	"172"	"7"	"99"	"6"	"13"	""	""	""
"287"	"190"	"283"	"13"	"76"	"16"	"16"	""	""	""
"288"	"191"	"137"	"8"	"67"	"8"	"19"	""	""	""
"289"	"192"	"215"	"12"	"69"	"125"	"10"	""	""	""
"290"	"193"	"117"	"10"	"177"	"142"	"27"	""	""	""
