"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"56"	"48"	"307"	"89"	"10"	"1"	"4"	"1"	"2"	"11"	"39"	"464"	""	"464"	""	""
"57"	"49"	"183"	"95"	"14"	"2"	"0"	"2"	"2"	"12"	"20"	"330"	""	"330"	""	""
"58"	"49A"	"127"	"258"	"13"	"4"	"3"	"0"	"2"	"7"	"15"	"429"	""	"429"	""	""
"59"	"50"	"204"	"268"	"21"	"6"	"3"	"3"	"8"	"11"	"15"	"539"	""	"539"	""	""
"60"	"51"	"230"	"286"	"15"	"5"	"4"	"7"	"7"	"17"	"36"	"607"	""	"607"	""	""
"61"	"52"	"150"	"322"	"28"	"1"	"5"	"1"	"5"	"2"	"8"	"522"	""	"522"	""	""
"62"	"53"	"171"	"244"	"7"	"4"	"4"	"0"	"3"	"7"	"19"	"459"	""	"459"	""	""
"63"	"54"	"265"	"71"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"341"	""	"341"	""	""
"64"	"55"	"65"	"183"	"5"	"1"	"1"	"0"	"0"	"3"	"8"	"266"	""	"266"	""	""
"65"	"56"	"267"	"127"	"10"	"3"	"2"	"1"	"2"	"6"	"17"	"435"	""	"435"	""	""
"66"	"57"	"154"	"160"	"8"	"2"	"3"	"1"	"2"	"2"	"3"	"335"	""	"335"	""	""
"67"	"58"	"390"	"154"	"9"	"1"	"1"	"1"	"1"	"0"	"12"	"569"	""	"569"	""	""
"68"	"59"	"191"	"178"	"10"	"4"	"3"	"2"	"3"	"7"	"3"	"401"	""	"401"	""	""
"69"	"60"	"122"	"117"	"5"	"1"	"1"	"0"	"0"	"2"	"11"	"259"	""	"259"	""	""
"70"	"61"	"229"	"123"	"17"	"3"	"24"	"4"	"4"	"5"	"12"	"421"	""	"421"	""	""
"71"	"62"	"221"	"90"	"14"	"5"	"19"	"4"	"4"	"12"	"29"	"398"	""	"398"	""	""
"72"	"63"	"267"	"17"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"289"	""	"289"	""	""
"73"	"PS NO."	"RAJU KUMAR SINGH"	"RAM VICHAR RAI"	"HARI KISHORE SINGH"	"BADRI NARAYAN"	"YADAV LAL PATEL"	"RAJ KISHOR RAM"	"SHASHI BHUSHAN KASHYAP"	"SHASHI BHUSHAN TIWARI"	"SHIV CHARAN RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"74"	"64"	"273"	"203"	"21"	"3"	"2"	"0"	"4"	"4"	"9"	"519"	""	"519"	""	""
"75"	"65"	"295"	"157"	"3"	"1"	"3"	"1"	"2"	"1"	"5"	"468"	""	"468"	""	""
"76"	"66"	"161"	"205"	"12"	"3"	"36"	"4"	"3"	"6"	"16"	"446"	""	"446"	""	""
"77"	"67"	"259"	"238"	"17"	"1"	"5"	"5"	"2"	"11"	"40"	"578"	""	"578"	""	""
"78"	"68"	"393"	"99"	"10"	"3"	"7"	"0"	"4"	"6"	"18"	"540"	""	"540"	""	""
"79"	"69"	"292"	"50"	"4"	"0"	"1"	"0"	"2"	"0"	"4"	"353"	""	"353"	""	""
"80"	"70"	"156"	"226"	"8"	"1"	"3"	"4"	"4"	"2"	"4"	"408"	""	"408"	""	""
"81"	"71"	"407"	"85"	"14"	"3"	"4"	"4"	"2"	"7"	"12"	"538"	""	"538"	""	""
"82"	"72"	"158"	"348"	"25"	"3"	"5"	"5"	"3"	"11"	"21"	"579"	""	"579"	""	""
"83"	"73"	"416"	"185"	"15"	"5"	"6"	"2"	"3"	"11"	"40"	"683"	""	"683"	""	""
"84"	"74"	"284"	"67"	"5"	"4"	"4"	"1"	"3"	"1"	"10"	"379"	""	"379"	""	""
"85"	"75"	"195"	"424"	"27"	"9"	"5"	"3"	"1"	"5"	"9"	"678"	""	"678"	""	""
"86"	"76"	"229"	"151"	"14"	"6"	"13"	"3"	"9"	"16"	"52"	"493"	""	"493"	""	""
"87"	"77"	"73"	"127"	"5"	"2"	"0"	"0"	"0"	"0"	"8"	"215"	""	"215"	""	""
"88"	"78"	"207"	"198"	"18"	"7"	"0"	"2"	"4"	"7"	"21"	"464"	""	"464"	""	""
"89"	"79"	"313"	"179"	"28"	"10"	"12"	"5"	"5"	"13"	"42"	"607"	""	"607"	""	""
"90"	"80"	"388"	"143"	"10"	"4"	"1"	"1"	"2"	"0"	"11"	"560"	""	"560"	""	""
"91"	"81"	"123"	"246"	"7"	"4"	"4"	"1"	"1"	"5"	"5"	"396"	""	"396"	""	""
"92"	"82"	"173"	"113"	"6"	"1"	"37"	"2"	"2"	"7"	"32"	"373"	""	"373"	""	""
"93"	"83"	"267"	"50"	"6"	"2"	"11"	"1"	"3"	"3"	"11"	"354"	""	"354"	""	""
"94"	"84"	"155"	"162"	"10"	"3"	"2"	"0"	"3"	"5"	"23"	"363"	""	"363"	""	""
"95"	"85"	"256"	"357"	"20"	"6"	"5"	"0"	"3"	"4"	"16"	"667"	""	"667"	""	""
"96"	"86"	"196"	"206"	"17"	"5"	"3"	"2"	"4"	"5"	"29"	"467"	""	"467"	""	""
"97"	"87"	"269"	"156"	"34"	"4"	"4"	"0"	"3"	"9"	"12"	"491"	""	"491"	""	""
"98"	"88"	"124"	"129"	"60"	"4"	"1"	"3"	"0"	"2"	"15"	"338"	""	"338"	""	""
"99"	"89"	"214"	"144"	"5"	"3"	"1"	"2"	"4"	"5"	"15"	"393"	""	"393"	""	""
"100"	"90"	"165"	"193"	"12"	"3"	"2"	"2"	"4"	"11"	"14"	"406"	""	"406"	""	""
"101"	"91"	"58"	"364"	"11"	"5"	"2"	"1"	"10"	"10"	"16"	"477"	""	"477"	""	""
"102"	"92"	"210"	"208"	"16"	"2"	"6"	"2"	"6"	"4"	"6"	"460"	""	"460"	""	""
"103"	"93"	"247"	"147"	"5"	"1"	"1"	"2"	"1"	"1"	"2"	"407"	""	"407"	""	""
"104"	"94"	"178"	"100"	"8"	"2"	"3"	"0"	"3"	"4"	"36"	"334"	""	"334"	""	""
"105"	"94A"	"160"	"138"	"21"	"10"	"4"	"2"	"12"	"18"	"42"	"407"	""	"407"	""	""
"106"	"95"	"189"	"286"	"17"	"12"	"4"	"3"	"4"	"12"	"20"	"547"	""	"547"	""	""
"107"	"96"	"162"	"138"	"9"	"1"	"2"	"0"	"0"	"3"	"12"	"327"	""	"327"	""	""
"108"	"97"	"153"	"62"	"12"	"5"	"2"	"3"	"0"	"5"	"20"	"262"	""	"262"	""	""
"109"	"98"	"282"	"102"	"14"	"5"	"3"	"2"	"2"	"9"	"66"	"485"	""	"485"	""	""
"110"	"PS NO."	"RAJU KUMAR SINGH"	"RAM VICHAR RAI"	"HARI KISHORE SINGH"	"BADRI NARAYAN"	"YADAV LAL PATEL"	"RAJ KISHOR RAM"	"SHASHI BHUSHAN KASHYAP"	"SHASHI BHUSHAN TIWARI"	"SHIV CHARAN RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"111"	"99"	"361"	"284"	"11"	"11"	"4"	"5"	"13"	"7"	"44"	"740"	""	"740"	""	""
"112"	"100"	"134"	"64"	"6"	"1"	"1"	"1"	"1"	"0"	"8"	"216"	""	"216"	""	""
"113"	"101"	"311"	"238"	"32"	"15"	"9"	"8"	"11"	"11"	"27"	"662"	""	"662"	""	""
"114"	"102"	"241"	"113"	"12"	"5"	"4"	"1"	"2"	"4"	"9"	"391"	""	"391"	""	""
"115"	"103"	"203"	"166"	"23"	"4"	"3"	"4"	"3"	"6"	"20"	"432"	""	"432"	""	""
"116"	"104"	"76"	"320"	"14"	"3"	"5"	"2"	"2"	"3"	"8"	"433"	""	"433"	""	""
"117"	"105"	"346"	"247"	"26"	"7"	"5"	"5"	"1"	"9"	"18"	"664"	""	"664"	""	""
"118"	"106"	"187"	"150"	"19"	"6"	"4"	"2"	"6"	"15"	"32"	"421"	""	"421"	""	""
"119"	"107"	"270"	"107"	"25"	"6"	"2"	"3"	"0"	"4"	"4"	"421"	""	"421"	""	""
"120"	"108"	"357"	"325"	"40"	"10"	"5"	"5"	"13"	"14"	"53"	"822"	""	"822"	""	""
"121"	"109"	"242"	"374"	"23"	"9"	"4"	"2"	"1"	"13"	"36"	"704"	""	"704"	""	""
"122"	"110"	"273"	"226"	"7"	"10"	"1"	"4"	"2"	"10"	"42"	"575"	""	"575"	""	""
"123"	"111"	"259"	"195"	"16"	"2"	"3"	"2"	"0"	"4"	"13"	"494"	""	"494"	""	""
"124"	"112"	"106"	"402"	"18"	"5"	"2"	"2"	"3"	"8"	"19"	"565"	""	"565"	""	""
"125"	"113"	"98"	"328"	"15"	"8"	"2"	"1"	"2"	"12"	"9"	"475"	""	"475"	""	""
"126"	"114"	"279"	"61"	"3"	"4"	"3"	"1"	"2"	"6"	"13"	"372"	""	"372"	""	""
"127"	"115"	"408"	"240"	"19"	"8"	"5"	"4"	"5"	"10"	"44"	"743"	""	"743"	""	""
"128"	"116"	"319"	"299"	"19"	"10"	"7"	"4"	"3"	"15"	"55"	"731"	""	"731"	""	""
"129"	"117"	"277"	"288"	"26"	"3"	"9"	"2"	"6"	"12"	"46"	"669"	""	"669"	""	""
"130"	"118"	"290"	"255"	"34"	"13"	"4"	"2"	"7"	"21"	"42"	"668"	""	"668"	""	""
"131"	"119"	"288"	"200"	"20"	"13"	"5"	"7"	"10"	"20"	"40"	"603"	""	"603"	""	""
"132"	"120"	"291"	"114"	"15"	"1"	"2"	"2"	"0"	"4"	"13"	"442"	""	"442"	""	""
"133"	"121"	"403"	"98"	"7"	"4"	"1"	"3"	"1"	"4"	"12"	"533"	""	"533"	""	""
"134"	"122"	"345"	"7"	"4"	"1"	"0"	"0"	"1"	"0"	"1"	"359"	""	"359"	""	""
"135"	"123"	"240"	"380"	"27"	"6"	"2"	"5"	"1"	"11"	"23"	"695"	""	"695"	""	""
"136"	"124"	"245"	"83"	"9"	"0"	"1"	"0"	"1"	"3"	"5"	"347"	""	"347"	""	""
"137"	"125"	"213"	"108"	"10"	"4"	"2"	"5"	"2"	"5"	"12"	"361"	""	"361"	""	""
"138"	"126"	"364"	"183"	"7"	"1"	"1"	"0"	"4"	"2"	"12"	"574"	""	"574"	""	""
"139"	"127"	"106"	"16"	"1"	"3"	"2"	"2"	"0"	"5"	"22"	"157"	""	"157"	""	""
"140"	"128"	"118"	"370"	"31"	"8"	"2"	"2"	"16"	"18"	"25"	"590"	""	"590"	""	""
"141"	"129"	"191"	"305"	"21"	"9"	"7"	"2"	"4"	"9"	"21"	"569"	""	"569"	""	""
"142"	"130"	"210"	"275"	"20"	"7"	"1"	"3"	"3"	"5"	"14"	"538"	""	"538"	""	""
"143"	"131"	"263"	"105"	"7"	"1"	"1"	"5"	"5"	"7"	"25"	"419"	""	"419"	""	""
"144"	"132"	"178"	"141"	"9"	"4"	"4"	"1"	"0"	"5"	"8"	"350"	""	"350"	""	""
"145"	"133"	"174"	"135"	"8"	"4"	"0"	"0"	"3"	"4"	"14"	"342"	""	"342"	""	""
"146"	"134"	"116"	"252"	"11"	"0"	"1"	"2"	"3"	"5"	"14"	"404"	""	"404"	""	""
"147"	"PS NO."	"RAJU KUMAR SINGH"	"RAM VICHAR RAI"	"HARI KISHORE SINGH"	"BADRI NARAYAN"	"YADAV LAL PATEL"	"RAJ KISHOR RAM"	"SHASHI BHUSHAN KASHYAP"	"SHASHI BHUSHAN TIWARI"	"SHIV CHARAN RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"148"	"135"	"166"	"303"	"14"	"2"	"2"	"1"	"1"	"2"	"4"	"495"	""	"495"	""	""
"149"	"136"	"257"	"314"	"13"	"4"	"3"	"6"	"14"	"29"	"57"	"697"	""	"697"	""	""
"150"	"137"	"322"	"222"	"11"	"2"	"2"	"0"	"1"	"2"	"10"	"572"	""	"572"	""	""
"151"	"138"	"141"	"334"	"20"	"6"	"4"	"1"	"6"	"23"	"28"	"563"	""	"563"	""	""
"152"	"139"	"182"	"118"	"37"	"8"	"2"	"2"	"3"	"6"	"10"	"368"	""	"368"	""	""
"153"	"140"	"185"	"126"	"9"	"3"	"4"	"1"	"3"	"3"	"13"	"347"	""	"347"	""	""
"154"	"141"	"307"	"264"	"29"	"8"	"5"	"2"	"2"	"9"	"16"	"642"	""	"642"	""	""
"155"	"142"	"129"	"240"	"15"	"2"	"5"	"1"	"4"	"8"	"10"	"414"	""	"414"	""	""
"156"	"143"	"223"	"300"	"22"	"4"	"5"	"5"	"7"	"7"	"28"	"601"	""	"601"	""	""
"157"	"144"	"284"	"328"	"13"	"6"	"3"	"6"	"9"	"12"	"43"	"704"	""	"704"	""	""
"158"	"145"	"249"	"135"	"9"	"4"	"1"	"1"	"2"	"8"	"18"	"427"	""	"427"	""	""
"159"	"146"	"28"	"66"	"3"	"3"	"1"	"0"	"0"	"2"	"5"	"108"	""	"108"	""	""
"160"	"147"	"142"	"114"	"17"	"2"	"5"	"0"	"3"	"1"	"11"	"295"	""	"295"	""	""
"161"	"148"	"219"	"313"	"23"	"7"	"3"	"1"	"4"	"12"	"40"	"622"	""	"622"	""	""
"162"	"149"	"287"	"252"	"23"	"14"	"5"	"1"	"3"	"8"	"25"	"618"	""	"618"	""	""
"163"	"150"	"262"	"93"	"5"	"3"	"1"	"0"	"1"	"8"	"22"	"395"	""	"395"	""	""
"164"	"151"	"138"	"179"	"13"	"5"	"1"	"2"	"3"	"2"	"13"	"356"	""	"356"	""	""
"165"	"152"	"105"	"285"	"35"	"9"	"0"	"0"	"2"	"5"	"8"	"449"	""	"449"	""	""
"166"	"153"	"85"	"238"	"6"	"1"	"2"	"1"	"3"	"4"	"5"	"345"	""	"345"	""	""
"167"	"154"	"435"	"68"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"506"	""	"506"	""	""
"168"	"155"	"491"	"66"	"2"	"1"	"1"	"1"	"0"	"0"	"2"	"564"	""	"564"	""	""
"169"	"156"	"115"	"382"	"24"	"4"	"3"	"5"	"6"	"5"	"18"	"562"	""	"562"	""	""
"170"	"157"	"216"	"265"	"16"	"4"	"6"	"3"	"9"	"6"	"12"	"537"	""	"537"	""	""
"171"	"158"	"286"	"151"	"3"	"0"	"1"	"1"	"0"	"4"	"3"	"449"	""	"449"	""	""
"172"	"159"	"204"	"189"	"17"	"4"	"4"	"2"	"3"	"6"	"9"	"438"	""	"438"	""	""
"173"	"160"	"261"	"142"	"13"	"2"	"1"	"0"	"0"	"0"	"9"	"428"	""	"428"	""	""
"174"	"161"	"183"	"203"	"19"	"5"	"3"	"2"	"8"	"10"	"26"	"459"	""	"459"	""	""
"175"	"162"	"175"	"273"	"20"	"8"	"1"	"6"	"10"	"19"	"62"	"574"	""	"574"	""	""
"176"	"163"	"119"	"278"	"18"	"4"	"4"	"4"	"6"	"14"	"49"	"496"	""	"496"	""	""
"177"	"164"	"24"	"337"	"13"	"2"	"1"	"1"	"1"	"2"	"1"	"382"	""	"382"	""	""
"178"	"165"	"19"	"365"	"21"	"4"	"3"	"1"	"2"	"3"	"2"	"420"	""	"420"	""	""
"179"	"166"	"180"	"176"	"16"	"2"	"1"	"3"	"0"	"3"	"14"	"395"	""	"395"	""	""
"180"	"167"	"378"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"381"	""	"381"	""	""
"181"	"168"	"177"	"52"	"5"	"2"	"0"	"1"	"3"	"2"	"17"	"259"	""	"259"	""	""
"182"	"169"	"91"	"106"	"8"	"2"	"1"	"1"	"0"	"5"	"4"	"218"	""	"218"	""	""
"183"	"170"	"122"	"336"	"20"	"4"	"2"	"4"	"5"	"11"	"8"	"512"	""	"512"	""	""
"184"	"PS NO."	"RAJU KUMAR SINGH"	"RAM VICHAR RAI"	"HARI KISHORE SINGH"	"BADRI NARAYAN"	"YADAV LAL PATEL"	"RAJ KISHOR RAM"	"SHASHI BHUSHAN KASHYAP"	"SHASHI BHUSHAN TIWARI"	"SHIV CHARAN RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"185"	"171"	"71"	"376"	"7"	"3"	"2"	"2"	"2"	"4"	"12"	"479"	""	"479"	""	""
"186"	"172"	"130"	"224"	"9"	"1"	"3"	"1"	"1"	"5"	"14"	"388"	""	"388"	""	""
"187"	"173"	"261"	"16"	"2"	"5"	"0"	"0"	"0"	"0"	"10"	"294"	""	"294"	""	""
"188"	"174"	"295"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	""	"295"	""	""
"189"	"175"	"255"	"108"	"5"	"0"	"0"	"0"	"0"	"1"	"6"	"375"	""	"375"	""	""
"190"	"176"	"233"	"117"	"9"	"3"	"3"	"1"	"4"	"5"	"20"	"395"	""	"395"	""	""
"191"	"177"	"42"	"131"	"11"	"4"	"0"	"1"	"3"	"1"	"5"	"198"	""	"198"	""	""
"192"	"178"	"273"	"257"	"19"	"2"	"0"	"4"	"1"	"6"	"11"	"573"	""	"573"	""	""
"193"	"179"	"307"	"148"	"12"	"6"	"0"	"6"	"0"	"0"	"16"	"495"	""	"495"	""	""
"194"	"180"	"305"	"73"	"12"	"0"	"0"	"2"	"1"	"7"	"13"	"413"	""	"413"	""	""
"195"	"181"	"132"	"136"	"15"	"0"	"3"	"5"	"1"	"8"	"12"	"312"	""	"312"	""	""
"196"	"182"	"194"	"39"	"72"	"4"	"0"	"4"	"5"	"1"	"15"	"334"	""	"334"	""	""
"197"	"183"	"131"	"13"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	""	"153"	""	""
"198"	"184"	"17"	"98"	"28"	"6"	"2"	"2"	"3"	"5"	"15"	"176"	""	"176"	""	""
"199"	"185"	"60"	"356"	"21"	"9"	"2"	"4"	"3"	"9"	"6"	"470"	""	"470"	""	""
"200"	"186"	"69"	"198"	"21"	"3"	"2"	"0"	"2"	"4"	"11"	"310"	""	"310"	""	""
"201"	"187"	"179"	"40"	"9"	"2"	"1"	"1"	"0"	"1"	"1"	"234"	""	"234"	""	""
"202"	"188"	"310"	"245"	"31"	"10"	"3"	"2"	"4"	"11"	"28"	"644"	""	"644"	""	""
"203"	"189"	"78"	"204"	"13"	"5"	"2"	"1"	"4"	"13"	"18"	"338"	""	"338"	""	""
"204"	"190"	"273"	"92"	"8"	"3"	"3"	"2"	"6"	"2"	"25"	"414"	""	"414"	""	""
"205"	"191"	"272"	"74"	"11"	"4"	"0"	"0"	"2"	"5"	"10"	"378"	""	"378"	""	""
"206"	"192"	"153"	"337"	"5"	"3"	"0"	"0"	"0"	"1"	"6"	"505"	""	"505"	""	""
"207"	"193"	"175"	"82"	"11"	"1"	"1"	"0"	"1"	"0"	"6"	"277"	""	"277"	""	""
"208"	"194"	"248"	"135"	"16"	"3"	"2"	"1"	"3"	"7"	"14"	"429"	""	"429"	""	""
"209"	"195"	"182"	"155"	"10"	"4"	"0"	"1"	"4"	"6"	"9"	"371"	""	"371"	""	""
"210"	"196"	"67"	"208"	"19"	"3"	"2"	"3"	"3"	"3"	"8"	"316"	""	"316"	""	""
"211"	"197"	"199"	"118"	"14"	"0"	"1"	"0"	"2"	"1"	"5"	"340"	""	"340"	""	""
"212"	"198"	"133"	"261"	"6"	"2"	"2"	"3"	"0"	"5"	"9"	"421"	""	"421"	""	""
"213"	"198A"	"209"	"108"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"323"	""	"323"	""	""
"214"	"199"	"67"	"208"	"16"	"3"	"4"	"1"	"7"	"5"	"15"	"326"	""	"326"	""	""
"215"	"200"	"142"	"326"	"10"	"4"	"3"	"0"	"3"	"10"	"9"	"507"	""	"507"	""	""
"216"	"201"	"291"	"246"	"22"	"7"	"3"	"6"	"7"	"15"	"33"	"630"	""	"630"	""	""
"217"	"202"	"220"	"203"	"10"	"2"	"1"	"2"	"2"	"4"	"18"	"462"	""	"462"	""	""
"218"	"203"	"170"	"288"	"22"	"3"	"6"	"2"	"4"	"1"	"8"	"504"	""	"504"	""	""
"219"	"204"	"379"	"291"	"32"	"5"	"9"	"6"	"6"	"16"	"28"	"772"	""	"772"	""	""
"220"	"205"	"225"	"235"	"8"	"4"	"5"	"1"	"5"	"12"	"36"	"531"	""	"531"	""	""
